,colgate_male,colgate_female,tuple,palmolive_male,palmolive_female,co_male,co_female,average_male,average_female,male-female
10,-2.2971969,-2.1334844,"('unsympathetic', 'sympathetic')",-2.0203822,-1.7939515,0.11129329,0.17472717,-1.4020953,-1.2509029,-0.1511924
86,-1.9771835,-2.092054,"('uninfluential', 'influential')",-1.454715,-1.3673148,-0.17698944,-0.44629657,-1.2029627,-1.3018885,0.0989258
28,-1.6144837,-1.6191063,"('disloyal', 'loyal')",-0.818528,-0.71297944,0.8498426,0.925799,-0.5277231,-0.4687622,-0.0589609
63,-1.6058991,-1.5457128,"('unperceptive', 'insightful')",-1.8116683,-1.5645467,0.30705652,0.2473376,-1.0368369,-0.9543073,-0.0825296
0,-1.545511,-1.5141351,"('unsociable', 'sociable')",-1.3369699,-1.2165885,0.031157825,-0.14952412,-0.950441,-0.9600826,0.0096416
23,-1.5430785,-1.518444,"('insincere', 'sincere')",-1.8539958,-1.8070116,6.186925,6.395764,0.9299502,1.0234361,-0.0934859
57,-1.4588149,-1.3639157,"('unimaginative', 'imaginative')",-1.3388829,-1.1293131,-3.0203369,-3.1268528,-1.9393449,-1.8733606,-0.0659843
41,-1.445559,-1.3653781,"('unforgiving', 'forgiving')",-1.0676358,-1.0327646,0.37664643,0.13771044,-0.7121828,-0.7534775,0.0412947
43,-1.4302227,-1.2342236,"('irresponsible', 'responsible')",-2.2588334,-2.0311875,0.5845516,0.7714112,-1.0348349,-0.8313333,-0.2035016
69,1.3881712,1.3956742,"('lazy', 'industrious')",2.928182,2.839562,-0.9846806,-1.1360255,1.1105574,1.0330702,0.0774872
45,-1.3726146,-1.2402803,"('incompetent', 'competent')",-0.743517,-0.5025157,-0.28175735,-0.31606418,-0.7992963,-0.6862867,-0.1130096
35,1.3636498,1.2807124,"('corrupt', 'incorrupt')",1.7751358,1.5329101,-0.7763032,-0.8701772,0.7874942,0.6478151,0.1396791
38,-1.2669344,-1.1392225,"('untruthful', 'truthful')",-0.7907474,-0.5976836,-0.009537205,0.2344997,-0.689073,-0.5008021,-0.1882709
48,-1.2253544,-1.2548054,"('unintelligent', 'intelligent')",-1.562457,-1.5530547,-0.049925495,-0.0988487,-0.9459123,-0.9689029,0.0229906
70,-1.2148058,-1.0467443,"('lethargic', 'energetic')",-0.82487226,-0.6671023,0.6380852,0.7190808,-0.4671977,-0.3315886,-0.1356091
13,-1.1945752,-1.0397297,"('impolite', 'polite')",-0.9236607,-0.8469084,0.23743716,0.13787398,-0.6269329,-0.5829214,-0.0440115
44,1.1847429,1.4218478,"('prejudiced', 'unprejudiced')",1.1318985,1.1053904,-1.3810558,-1.1375334,0.3118618,0.463235,-0.1513732
1,-1.1065804,-1.2072189,"('unfriendly', 'friendly')",-0.5697391,-0.53987527,1.4750624,1.4986987,-0.0670857,-0.0827985,0.0157128
9,-1.101641,-1.2003906,"('unaffectionate', 'caring')",-1.0078106,-1.020069,0.99129844,1.0956835,-0.3727178,-0.3749253,0.0022075
11,-1.0602965,-1.0033695,"('unhelpful', 'helpful')",-2.233434,-2.0202224,2.2476218,2.3762403,-0.3487029,-0.2157839,-0.132919
46,-1.0399673,-0.99778575,"('uncompetitive', 'competitive')",-1.8599706,-1.7326369,-0.69906825,-0.8267789,-1.1996687,-1.1857339,-0.0139348
