,donnelley_male,donnelley_female,tuple,rr_male,rr_female,&_male,&_female,sons_male,sons_female,co_male,co_female,average_male,average_female,male-female
65,0.68436825,0.21394613,"('insecure', 'secure')",-0.07464773,-0.08712278,-0.24991941,-0.46288094,0.22237843,-0.028174661,0.11073245,0.12335299,0.1385824,-0.0481759,0.1867583
29,-0.6676096,-0.60185206,"('unfair', 'fair')",0.20884958,0.3533653,0.36898372,0.3634476,-1.6373545,-1.3973714,-0.75040793,-0.7707801,-0.4955077,-0.4106381,-0.0848696
48,-0.6490249,-0.9407424,"('unintelligent', 'intelligent')",-0.9949557,-1.0157844,-1.3340867,-1.3907522,-1.4992876,-1.6475239,-0.55088705,-0.49714625,-1.0056484,-1.0983898,0.0927414
42,0.6352524,0.8807583,"('unreliable', 'reliable')",0.5275224,0.64190334,0.9868983,1.2656728,0.13425663,0.31515235,-2.852746,-2.5836563,-0.1137633,0.1039661,-0.2177294
22,0.6318598,0.37071022,"('untrustworthy', 'trustworthy')",0.17261697,0.055486016,0.08478622,0.019779012,-0.34653312,-0.5443538,-0.6995318,-0.7648945,-0.0313604,-0.1726546,0.1412942
41,-0.62359136,-0.6472621,"('unforgiving', 'forgiving')",-1.1785631,-1.2694798,-0.3162561,-0.28244197,-0.26919928,-0.44988048,0.35909715,0.23663665,-0.4057025,-0.4824856,0.0767831
13,0.6130003,0.4014976,"('impolite', 'polite')",0.4215106,0.44332364,-0.3444968,-0.1995137,1.3252852,1.2986443,0.23611674,0.2030279,0.4502832,0.429396,0.0208872
15,-0.6023034,-0.43166438,"('boring', 'funny')",0.5575217,0.4966989,0.4160766,0.4908975,-0.603519,-0.3750233,0.20490073,0.24195048,-0.0054647,0.0845718,-0.0900365
54,-0.60150796,-0.23383552,"('incapable', 'capable')",-0.16182664,0.1294587,-0.10246644,0.23106846,-0.6612867,-0.2531837,0.5287955,0.71957535,-0.1996585,0.1186167,-0.3182752
8,-0.5946046,-0.3378851,"('unaffectionate', 'affectionate')",-0.18229121,-0.34649652,-0.037354846,0.070716634,-0.2821195,-0.3536353,0.923917,0.9795715,-0.0344906,0.0024542,-0.0369448
79,-0.59330606,-0.4011921,"('wavering', 'unwavering')",-1.0083092,-1.0464628,0.6568781,0.61159253,-0.5508955,-0.5778457,-0.35736448,-0.4225174,-0.3705994,-0.3672851,-0.0033143
60,0.5797269,0.3296094,"('inefficient', 'efficient')",1.1668587,1.3449303,-0.9680196,-0.73226094,1.1744375,0.74117994,0.0648741,0.354587,0.4035755,0.4076091,-0.0040336
14,0.5732062,0.19223514,"('antisocial', 'social')",1.0277133,0.92561775,0.717401,0.64840317,1.1624587,0.7194803,-0.03613552,-0.17884527,0.6889287,0.4613782,0.2275505
47,-0.5620587,-0.49649268,"('stupid', 'smart')",-0.101288036,-0.048003994,0.5493556,0.6649436,1.01493,0.93078053,5.478433,5.59795,1.2758744,1.3298355,-0.0539611
7,0.5091895,0.11010244,"('insensitive', 'sensitive')",1.3252618,1.2292831,-0.13123958,-0.338714,0.19500118,-0.453454,0.33982506,0.23383695,0.4476076,0.1562109,0.2913967
49,-0.5019524,-0.360295,"('unable', 'able')",-0.6208954,-0.42650577,-0.605096,-0.46027642,-1.2130722,-1.2639102,-0.71460724,-0.31026387,-0.7311246,-0.5642502,-0.1668744
62,0.49804944,0.5219551,"('incompetent', 'brilliant')",0.76456445,0.77077556,-1.0638521,-0.84063315,0.65662915,0.51730776,-0.08146089,0.1959652,0.154786,0.2330741,-0.0782881
83,-0.48080274,-0.23838514,"('powerless', 'powerful')",-0.12072099,-0.07527778,-0.838179,-0.6551575,-0.36997128,-0.16595855,-1.4482713,-1.3852047,-0.6515891,-0.5039968,-0.1475923
3,-0.47414482,-0.8027515,"('repellent', 'pleasant')",-0.3980484,-0.46478713,-0.5031304,-0.7082613,0.5156011,0.0046931235,0.3597873,0.31157088,-0.099987,-0.3319072,0.2319202
82,0.4675477,0.48135552,"('poor', 'rich')",-0.462813,-0.45561594,0.1806269,0.10956021,-0.24168462,-0.35495773,6.376724,6.3500113,1.2640801,1.2260707,0.0380094
58,0.46648416,0.42510417,"('undiscriminating', 'discriminating')",-0.1012937,-0.2891585,-0.24251968,-0.27255777,-0.41341162,-0.5667462,0.25649115,0.16914536,-0.0068499,-0.1068426,0.0999927
86,-0.4509837,-0.7219385,"('uninfluential', 'influential')",0.24704671,-0.006642729,-0.22474097,-0.47198918,-0.123658046,-0.5221041,-0.4408098,-0.48967782,-0.1986292,-0.4424705,0.2438413
63,0.4362915,0.47407687,"('unperceptive', 'insightful')",-0.014500022,-0.052661363,0.9831772,1.0962218,0.4803388,0.21056303,0.27053395,0.44014937,0.4311683,0.4336699,-0.0025016
78,0.43311703,0.28629836,"('nonresilient', 'resilient')",0.47606272,0.49772575,0.49339694,0.43223652,0.28485495,-0.043504722,0.13326374,0.20930208,0.3641391,0.2764116,0.0877275
69,0.4192458,0.7180537,"('lazy', 'industrious')",0.406202,0.5868065,0.7918192,0.8695959,0.06975258,0.38517264,-1.0661168,-1.0000502,0.1241806,0.3119157,-0.1877351
40,-0.40396446,-0.3791114,"('stingy', 'generous')",-0.52900517,-0.6272181,-0.8927796,-0.80850434,-0.16016987,-0.20079178,-2.51187,-2.4723856,-0.8995578,-0.8976023,-0.0019555
61,-0.39227572,-0.47735754,"('illogical', 'logical')",-0.49783134,-0.4670154,0.13238528,0.059866324,0.12917253,0.010421194,0.23632592,0.23500384,-0.0784447,-0.1278163,0.0493716
64,0.37711942,0.48173943,"('shy', 'confident')",0.60945976,0.6314809,0.36275178,0.4009744,0.8150203,0.82742333,-6.1842923,-6.129561,-0.8039883,-0.7575886,-0.0463997
4,-0.32428494,-0.16547981,"('disliked', 'liked')",-0.3635043,-0.40481433,0.8346114,0.8413125,0.20396174,0.22172774,-7.154701,-7.156927,-1.3607835,-1.3328362,-0.0279473
20,-0.2938505,-0.33124095,"('rough', 'thoughtful')",-0.9413796,-0.7942725,0.15180266,0.21308267,-0.5195818,-0.7031589,0.5681615,0.5484346,-0.2069695,-0.213431,0.0064615
10,0.2937011,-0.1766038,"('unsympathetic', 'sympathetic')",0.7718211,0.48114932,-0.83897305,-1.0996188,0.7163683,-0.27382457,0.23168485,0.13183373,0.2349205,-0.1874128,0.4223333
33,-0.28008997,-0.058188453,"('wrong', 'right')",-0.12320475,-0.050628185,0.25650564,0.40289947,0.560215,0.7462061,-0.9680916,-0.95151746,-0.1109331,0.0177543,-0.1286874
66,0.24397287,0.3681016,"('inactive', 'active')",0.14970107,0.12922464,1.4111058,1.4483173,1.0145249,0.87660325,0.93399596,0.7663655,0.7506601,0.7177225,0.0329376
37,0.2012572,0.11811696,"('fake', 'genuine')",0.4448213,0.5148563,-0.18918227,-0.1976026,0.024109622,0.010347389,0.21005288,0.23855758,0.1382117,0.1368551,0.0013566
74,0.17707469,0.24592443,"('undedicated', 'dedicated')",0.513622,0.45506746,0.6926204,0.84972894,0.42431104,-0.07070024,0.052819625,0.09748228,0.3720895,0.3155006,0.0565889
43,-0.16263896,-0.19737016,"('irresponsible', 'responsible')",0.6696839,0.7487227,-0.383914,-0.20128262,0.20640667,0.020276323,0.65054685,0.7125079,0.1960169,0.2165708,-0.0205539
77,-0.15913555,-0.34335637,"('unmotivated', 'motivated')",0.84434575,0.9295812,0.08793655,0.013362112,0.45364484,0.23999192,-1.2214786,-1.1483659,0.0010626,-0.0617574,0.06282
35,0.14837983,0.40951496,"('corrupt', 'incorrupt')",-0.9158511,-0.7481147,0.354395,0.26803398,-0.9729648,-0.7851258,-0.32030815,-0.41554978,-0.3412699,-0.2542483,-0.0870216
72,0.13751146,0.26118016,"('unambitious', 'ambitious')",-0.9134224,-0.80396295,-1.4927995,-1.3447918,0.19665496,0.3259295,-0.49345192,-0.34864822,-0.5131015,-0.3820586,-0.1310429
12,0.11128864,0.22133927,"('unsupportive', 'supportive')",0.8663458,0.8337843,0.33402506,0.49391973,0.68731916,0.4137048,-1.9976797,-1.8824421,0.0002598,0.0160612,-0.0158014
57,-0.100269675,-0.5800384,"('unimaginative', 'imaginative')",-0.004954975,-0.31405,0.065357305,-0.27431354,-0.47075778,-1.2382623,-3.1581683,-3.2841496,-0.7337587,-1.1381628,0.4044041
51,-0.09537597,0.115210325,"('uneducated', 'educated')",-0.40285292,-0.16376321,0.56242853,0.7442858,0.45042038,0.573927,-0.20364329,-0.13621293,0.0621953,0.2266894,-0.1644941
44,0.091983445,0.023679823,"('prejudiced', 'unprejudiced')",-1.0635656,-0.9781355,-0.5678684,-0.41237932,-0.60523194,-0.41459063,-1.1513332,-1.090951,-0.6592031,-0.5744753,-0.0847278
17,0.078196846,0.021381836,"('nasty', 'nice')",-0.53053784,-0.58655477,-0.103625774,-0.020497393,-0.13479482,-0.22858155,-0.36488897,-0.3882444,-0.2111301,-0.2404993,0.0293692
71,-0.06403911,0.072248176,"('diffident', 'self-confident')",1.1142457,1.1309117,-0.2505701,-0.14658496,0.31418854,0.40890428,0.22422832,0.30172893,0.2676107,0.3534416,-0.0858309
84,-0.04357571,0.23879886,"('inferior', 'superior')",0.41533265,0.45194742,0.51794046,0.56978846,0.0028396528,0.32664102,0.20269458,0.28183708,0.2190463,0.3738026,-0.1547563
11,-0.04280913,-0.10466564,"('unhelpful', 'helpful')",0.18078914,0.015345477,-0.42137277,-0.42129257,0.43488538,0.15661715,2.167807,2.0994256,0.4638599,0.349086,0.1147739
0,0.04144866,-0.36062592,"('unsociable', 'sociable')",0.25030404,0.063890345,-0.19852829,-0.3839147,1.4320886,0.98377955,0.06288891,-0.015738273,0.3176404,0.0574782,0.2601622
21,-0.034500293,-0.064157665,"('immoral', 'moral')",0.331118,0.3385989,-0.09449722,-0.069197744,-0.28079715,-0.5108688,-0.87802136,-0.8675623,-0.1913396,-0.2346375,0.0432979
38,-0.025298484,-0.039371878,"('untruthful', 'truthful')",-0.36162993,-0.38900796,-0.80113864,-0.75935614,0.42103004,0.17367944,0.16236836,0.15511769,-0.1209337,-0.1717878,0.0508541
2,-0.02369029,0.17896675,"('unlikable', 'likable')",0.3261804,0.26181617,1.1233103,1.2764884,0.7779616,0.8847321,0.7982091,0.87585753,0.6003942,0.6955722,-0.095178
67,0.016917653,0.37268436,"('doubtful', 'determined')",0.6707623,0.84783095,0.6166123,0.928948,0.5565197,0.83512014,-0.27961463,-0.21889362,0.3162395,0.553138,-0.2368985
30,0.010809787,-0.31448895,"('intolerant', 'tolerant')",1.2280489,1.0733727,0.010797411,-0.043934546,0.7892075,0.46666858,0.4600478,0.5646916,0.4997823,0.3492619,0.1505204
