,donnelley_male,donnelley_female,tuple,rr_male,rr_female,&_male,&_female,sons_male,sons_female,co_male,co_female,average_male,average_female,male-female
1,-2.5142925,-2.2556117,"('unfriendly', 'friendly')",-1.2291436,-1.4432498,-0.18935229,-0.19558817,-1.1453577,-1.321438,1.4568212,1.4795122,-0.724265,-0.7472751,0.0230101
52,-2.2139316,-1.7110375,"('irrational', 'rational')",-1.4894098,-1.5713739,-0.48177797,-0.3677274,-1.1628157,-0.8480838,-0.28209096,-0.3107697,-1.1260053,-0.9617985,-0.1642068
6,-1.7790225,-1.1063349,"('distant', 'open')",-0.2917654,-0.15921871,0.6447666,0.8200739,-1.1097658,-0.87076795,-0.0066960305,0.20447052,-0.5084966,-0.2223554,-0.2861412
80,1.6363155,1.0847471,"('dominated', 'dominating')",0.52089167,0.33740905,0.013686195,-0.23302573,0.076218,-0.1561046,-0.9419615,-1.0890459,0.2610299,-0.011204,0.2722339
25,-1.5895106,-1.2951379,"('egoistic', 'altruistic')",-1.373104,-1.2362467,-0.26180154,-0.05712369,-0.59357274,-0.26547694,0.7862895,1.0180144,-0.6063399,-0.3671941,-0.2391458
85,-1.5690693,-1.0656674,"('insignificant', 'prestigious')",-0.930803,-1.0818549,0.9061502,1.2379683,-0.7792398,-0.30076468,-0.5535537,-0.45655957,-0.5853031,-0.3333757,-0.2519274
31,-1.5031382,-1.160287,"('evil', 'good')",-0.5491547,-0.43745732,-0.11897573,-0.1662196,-1.0276691,-0.98257524,-0.81175745,-0.87153816,-0.802139,-0.7236155,-0.0785235
88,-1.4722824,-1.146155,"('low', 'eminent')",-1.4832745,-1.4944304,-0.3278845,-0.221451,-0.8234059,-1.0190902,-0.70739937,-0.6040662,-0.9628493,-0.8970386,-0.0658107
87,1.4677389,1.320212,"('unsuccessful', 'successful')",0.5961831,0.5226654,1.8507928,1.8085712,1.6586813,1.4148241,0.72431105,0.47680724,1.2595414,1.108616,0.1509254
18,-1.4344918,-1.1230816,"('disagreeable', 'welcoming')",-1.7338525,-1.5379684,-0.36577663,0.04051496,-0.6205292,-0.39499837,-1.1814312,-0.93437046,-1.0672162,-0.7899807,-0.2772355
36,-1.3550951,-1.1019918,"('hostile', 'amicable')",-1.7415624,-1.6706077,-0.011863247,-0.15837772,-1.5267121,-1.5571055,0.009866642,-0.07576431,-0.9250732,-0.9127694,-0.0123038
75,1.346782,1.3396432,"('meek', 'impulsive')",-0.574858,-0.58570224,0.884628,0.78837264,-0.45344916,-0.26568067,-0.23406634,-0.32915592,0.1938073,0.1894954,0.0043119
46,1.2037272,0.59188807,"('uncompetitive', 'competitive')",0.5680058,0.25293484,0.19127345,-0.19217509,0.77369153,-0.07377889,-0.65220207,-0.8083571,0.4168992,-0.0458976,0.4627968
5,-1.0895948,-0.40278706,"('distant', 'outgoing')",0.17175218,0.33083025,0.64296687,0.8739917,-0.6385597,-0.36846876,-0.2594199,-0.03273213,-0.2345711,0.0801668,-0.3147379
24,-1.078735,-1.0166786,"('dishonest', 'honest')",-0.17885494,-0.053125538,-0.8990181,-0.80310667,-0.42908114,-0.61859107,0.6583809,0.7311233,-0.3854617,-0.3520757,-0.033386
81,1.034545,0.65996957,"('submissive', 'aggressive')",0.29482916,0.18308935,-0.03648956,-0.07841754,0.32565948,0.214434,-0.972125,-0.9817593,0.1292838,-0.0005368,0.1298206
28,-1.0307357,-1.2581898,"('disloyal', 'loyal')",-0.2703042,-0.57950616,-0.4714847,-0.80861694,-0.16540906,-0.5920051,1.0260129,0.8917629,-0.1823842,-0.469311,0.2869268
45,0.97387457,0.44659537,"('incompetent', 'competent')",1.4509408,1.2186979,0.5623357,0.17694828,1.4438188,0.4896004,0.16607784,-0.14485198,0.9194096,0.437398,0.4820116
53,-0.9502842,-1.033703,"('uncreative', 'creative')",-0.51889604,-0.5972552,0.7061074,0.6517819,-0.95303583,-1.2323498,0.800065,0.89145744,-0.1832087,-0.2640137,0.080805
27,-0.94517446,-0.82763445,"('hardhearted', 'softhearted')",0.16850981,0.24318847,-1.0614744,-0.99145305,-0.27580544,-0.5549039,0.82790893,0.9127389,-0.2572071,-0.2436128,-0.0135943
9,-0.8766632,-0.74237996,"('unaffectionate', 'caring')",0.31807542,0.115463436,-0.20352338,-0.18565574,-0.16792028,-0.4235539,1.2871891,1.4029568,0.0714315,0.0333661,0.0380654
26,-0.87615,-0.81503123,"('hardhearted', 'benevolent')",0.9452871,0.7183107,1.7942982,1.5849743,0.42974618,0.17519952,1.5445405,1.4295076,0.7675444,0.6185922,0.1489522
59,-0.85251886,-0.44150433,"('foolish', 'wise')",0.068155795,-0.091186695,1.2695662,1.3580666,-0.3434375,-0.04191929,0.012282158,0.043590125,0.0308096,0.1654093,-0.1345997
32,-0.8378968,-0.83228225,"('unkind', 'kind')",0.25353253,0.19722022,-0.15204622,-0.18784222,0.3212517,-0.117876574,1.0175918,1.0424742,0.1204866,0.0203387,0.1001479
34,-0.82768434,-0.6232599,"('mean', 'honorable')",-0.59144944,-0.35034862,-0.17799772,-0.045112416,0.43551618,0.43748057,5.5868526,5.663824,0.8850474,1.0165168,-0.1314694
50,0.81408006,0.90811306,"('clumsy', 'skillful')",-0.37871197,-0.35218236,1.2647585,1.3540983,0.07795162,-0.009845249,-0.039380185,0.033218995,0.3477396,0.3866806,-0.038941
76,0.804977,0.6117849,"('anxious', 'daring')",-0.06302163,-0.08301542,1.1468618,1.3254254,0.37865025,0.23707579,0.08442025,0.16694346,0.4703775,0.4516428,0.0187347
56,0.7949455,0.701828,"('impractical', 'practical')",1.3171586,1.3138217,-0.25080884,-0.085159995,1.3664546,1.0739887,-0.21031746,-0.16168319,0.6034865,0.5685591,0.0349274
19,-0.7884735,-0.286629,"('inhospitable', 'hospitable')",0.028696535,0.28730983,-0.53243434,-0.29233634,-1.0324684,-0.79080564,-0.6981662,-0.48826903,-0.6045692,-0.314146,-0.2904232
39,-0.76867723,-0.6848286,"('exploitative', 'cooperative')",-0.7176273,-0.51205635,-0.46424267,-0.19834445,0.071680315,0.11654474,0.12047236,0.30367064,-0.3516789,-0.1950028,-0.1566761
23,-0.75698906,-0.94773865,"('insincere', 'sincere')",0.26947996,0.19821209,-1.0079942,-1.0197208,0.27009425,-0.08917769,5.8638835,5.8804803,0.9276949,0.804411,0.1232839
73,0.7195745,1.1552367,"('helpless', 'self-reliant')",0.5139269,0.6773685,-0.0033925176,0.18987282,-0.21482158,0.14704514,-3.7116623,-3.586637,-0.539275,-0.2834228,-0.2558522
16,-0.718942,-0.5059456,"('unpopular', 'popular')",0.24480394,0.108115025,0.31538567,0.38889053,-0.04923069,0.12240949,0.21408719,0.21304494,0.0012208,0.0653029,-0.0640821
55,0.7126137,0.2922932,"('incompetent', 'clever')",0.64926225,0.545382,-0.6443127,-0.71865374,-0.10200827,-0.5269933,-0.057167407,-0.0077903047,0.1116775,-0.0831524,0.1948299
70,0.7057068,0.57246286,"('lethargic', 'energetic')",0.8807852,0.73397964,0.8083003,0.79410094,0.72134626,0.38231856,0.5847332,0.6029472,0.7401743,0.6171618,0.1230125
68,-0.68915033,-0.5464487,"('dependent', 'independent')",-2.1103656,-1.8032471,-1.4461905,-1.3875152,-1.2064785,-1.1657773,-2.0466685,-1.7622011,-1.4997707,-1.3330378,-0.1667329
