,hillshire_male,hillshire_female,tuple,brands_male,brands_female,co_male,co_female,average_male,average_female,male-female
6,-1.9604028,-2.0597618,"('distant', 'open')",-0.9511472,-1.2325479,-0.114583135,-0.3056679,-1.008711,-1.1993259,0.1906149
31,-1.914203,-1.5282079,"('evil', 'good')",-1.8686444,-2.0581203,-0.7797752,-0.8592555,-1.5208742,-1.4818611,-0.0390131
36,-1.6911511,-1.6222351,"('hostile', 'amicable')",-1.8954395,-2.2568076,-0.20309976,-0.2379692,-1.2632302,-1.3723373,0.1091071
39,1.4947727,1.3030154,"('exploitative', 'cooperative')",1.5550748,1.6863852,0.83012897,0.82281214,1.2933255,1.2707375,0.022588
1,-1.433575,-1.2690736,"('unfriendly', 'friendly')",0.6994496,0.6234348,1.263648,1.0283899,0.1765075,0.1275837,0.0489238
5,-1.3627212,-1.3978896,"('distant', 'outgoing')",-0.55678463,-0.75559545,-0.40408212,-0.61202925,-0.7745293,-0.9218381,0.1473088
73,1.2788155,1.1696298,"('helpless', 'self-reliant')",0.45671484,0.39968207,-3.422432,-3.4095957,-0.5623005,-0.613428,0.0511275
48,-1.187455,-1.0363166,"('unintelligent', 'intelligent')",-0.67441136,-0.49047112,-0.53012824,-0.67028975,-0.7973316,-0.7323592,-0.0649724
8,-1.1874281,-1.2990212,"('unaffectionate', 'affectionate')",-0.27515805,-0.3991,0.47791675,0.39361882,-0.3282231,-0.4348342,0.1066111
76,1.1151618,0.8920701,"('anxious', 'daring')",0.9287179,1.3347424,0.088567436,0.21500716,0.7108157,0.8139399,-0.1031242
46,1.1049693,1.1499375,"('uncompetitive', 'competitive')",1.8239088,2.1715984,-0.8820478,-0.8101605,0.6822767,0.8371251,-0.1548484
60,1.0984991,0.89403975,"('inefficient', 'efficient')",1.964702,2.2725103,0.026764173,-0.11487822,1.0299884,1.017224,0.0127644
42,1.072523,1.1811059,"('unreliable', 'reliable')",0.010112283,0.26642722,-2.8804986,-2.691148,-0.5992878,-0.4145383,-0.1847495
52,-1.0703506,-1.0689659,"('irrational', 'rational')",-1.2177348,-1.3878449,-0.42989153,-0.44368744,-0.9059923,-0.9668328,0.0608405
56,1.0672243,1.2767115,"('impractical', 'practical')",1.8826563,2.1654878,-0.48298794,-0.22807524,0.8222976,1.0713747,-0.2490771
53,-1.023929,-0.9371379,"('uncreative', 'creative')",0.5134171,0.7203396,0.25521293,0.23591694,-0.0850996,0.0063729,-0.0914725
64,0.9852681,0.90070325,"('shy', 'confident')",0.07741898,0.14504921,-5.8779798,-5.630218,-1.6050975,-1.5281552,-0.0769423
87,0.97461104,0.7761587,"('unsuccessful', 'successful')",1.7540689,2.0067763,0.31293976,0.45502818,1.0138733,1.0793211,-0.0654478
86,-0.9405761,-0.7185559,"('uninfluential', 'influential')",0.4516451,0.7798143,-0.42937347,-0.38289663,-0.3061015,-0.1072128,-0.1988887
35,-0.9266852,-0.71251905,"('corrupt', 'incorrupt')",-2.4145627,-2.7049081,-0.7398331,-0.6088279,-1.3603605,-1.342085,-0.0182755
70,0.9094387,1.1994936,"('lethargic', 'energetic')",0.47888017,0.9959736,0.6975978,0.85195416,0.6953056,1.0158072,-0.3205016
22,0.87522095,0.93093354,"('untrustworthy', 'trustworthy')",0.63926715,0.84958386,-0.32165995,-0.22225554,0.3976094,0.5194206,-0.1218112
85,-0.8389382,-0.66244924,"('insignificant', 'prestigious')",-0.53295976,-0.73523694,-0.68239045,-0.542228,-0.6847628,-0.6466381,-0.0381247
14,0.8198732,1.0212544,"('antisocial', 'social')",0.95587283,1.3571175,-0.042720076,0.21543545,0.5776753,0.8646025,-0.2869272
25,-0.7874962,-0.75938606,"('egoistic', 'altruistic')",-0.14377387,-0.2635863,1.2647202,1.1608052,0.11115,0.0459443,0.0652057
19,-0.76266474,-0.6733222,"('inhospitable', 'hospitable')",-0.6763353,-0.7088157,-0.39102575,-0.50068253,-0.6100086,-0.6276068,0.0175982
67,0.734847,0.65754515,"('doubtful', 'determined')",-0.2695204,-0.13036384,-0.46692035,-0.32793054,-0.0005312,0.0664169,-0.0669481
37,0.7337857,0.6675236,"('fake', 'genuine')",-0.09539816,0.03824643,0.07464363,0.03920669,0.2376771,0.2483256,-0.0106485
21,0.7287391,0.6900042,"('immoral', 'moral')",0.8960563,1.0955654,-0.7024162,-0.7055373,0.3074598,0.3600108,-0.052551
80,0.70854414,0.8516981,"('dominated', 'dominating')",0.9373587,1.3405521,-0.6980832,-0.30082396,0.3159399,0.6304754,-0.3145355
2,0.70562154,0.71872,"('unlikable', 'likable')",0.70283586,0.86006796,0.6547987,0.66254634,0.687752,0.7471115,-0.0593595
7,0.69849646,0.72126323,"('insensitive', 'sensitive')",1.0201346,1.4037107,0.25304314,0.330582,0.6572247,0.8185186,-0.1612939
30,0.6926326,1.0204366,"('intolerant', 'tolerant')",1.4933747,1.9157183,0.5415979,0.7152768,0.9092017,1.2171439,-0.3079422
27,-0.686575,-0.9308598,"('hardhearted', 'softhearted')",0.07689956,0.081911944,0.7880165,0.6200844,0.059447,-0.0762878,0.1357348
78,-0.66245013,-0.6082503,"('nonresilient', 'resilient')",0.7908025,0.8124768,-0.6884424,-0.7351625,-0.1866967,-0.1769787,-0.009718
16,-0.6477151,-0.56884754,"('unpopular', 'popular')",-1.1060101,-1.1907986,-0.2481967,-0.10887425,-0.6673073,-0.6228401,-0.0444672
88,-0.6148614,0.00025592837,"('low', 'eminent')",0.46176535,0.8642896,-0.46730247,-0.109239005,-0.2067995,0.2517688,-0.4585683
26,-0.591402,-0.36788175,"('hardhearted', 'benevolent')",0.9207096,1.1062536,1.3295829,1.2893373,0.5529635,0.675903,-0.1229395
43,0.5767865,0.35592,"('irresponsible', 'responsible')",1.5338473,1.6486646,0.590846,0.5012594,0.9004933,0.8352813,0.065212
74,0.57035357,0.835334,"('undedicated', 'dedicated')",1.0415614,1.2989212,-0.106930345,-0.007699579,0.5016615,0.7088519,-0.2071904
13,0.56163746,0.34981996,"('impolite', 'polite')",1.1519979,1.3110523,-0.03008116,-0.050185323,0.5611848,0.5368956,0.0242892
49,-0.5395837,-0.43374136,"('unable', 'able')",0.04074899,0.18575832,-0.5855442,-0.4639336,-0.3614597,-0.2373055,-0.1241542
62,0.5022674,0.75046915,"('incompetent', 'brilliant')",1.5538903,1.9444872,-0.15208802,-0.047346294,0.6346899,0.8825366,-0.2478467
29,-0.48513907,-0.3075846,"('unfair', 'fair')",-1.1928823,-1.2994381,-0.6623619,-0.8250145,-0.7801278,-0.8106791,0.0305513
63,0.47962958,0.68081206,"('unperceptive', 'insightful')",0.9560403,1.1594515,0.058879137,0.03323917,0.498183,0.6245009,-0.1263179
79,-0.4790662,-0.3545205,"('wavering', 'unwavering')",-1.3084363,-1.5702231,-0.5121035,-0.38599828,-0.7665354,-0.7702473,0.0037119
23,0.47574845,0.42002603,"('insincere', 'sincere')",1.1962924,1.3101791,6.157773,5.958713,2.609938,2.5629727,0.0469653
81,0.45601195,0.6525364,"('submissive', 'aggressive')",0.5532668,0.9726662,-0.712012,-0.55617625,0.0990889,0.3563422,-0.2572533
9,-0.43741938,-0.5516323,"('unaffectionate', 'caring')",0.62276083,0.5934084,0.9756383,0.88830936,0.3869932,0.3100285,0.0769647
10,0.43378198,0.289243,"('unsympathetic', 'sympathetic')",0.7136829,0.994832,-0.13849816,-0.106135726,0.3363222,0.3926464,-0.0563242
18,-0.41706052,-0.39496985,"('disagreeable', 'welcoming')",-0.6466361,-0.49654526,-0.65390635,-0.63394165,-0.5725343,-0.5084856,-0.0640487
66,0.41076982,0.10763681,"('inactive', 'active')",-0.64357626,-0.6872658,0.41275066,0.38796148,0.0599814,-0.0638892,0.1238706
71,0.4048095,0.38548797,"('diffident', 'self-confident')",1.9980851,2.0486097,0.15821986,0.20833792,0.8537048,0.8808119,-0.0271071
40,-0.38512993,-0.18672115,"('stingy', 'generous')",-0.48495892,-0.4002877,-2.3817987,-2.5899615,-1.0839625,-1.0589902,-0.0249723
24,0.36800307,0.13643083,"('dishonest', 'honest')",0.20044474,0.2273417,0.99898803,0.79270905,0.5224786,0.3854938,0.1369848
