,laboratory_male,laboratory_female,tuple,corp_male,corp_female,america_male,america_female,hldgs_male,hldgs_female,average_male,average_female,male-female
76,-0.25115424,-0.26689655,"('anxious', 'daring')",0.66560066,-0.119991794,0.41908982,-0.004338164,-0.2857213,-0.4851884,0.1369537,-0.2191037,0.3560574
74,-0.24807289,-0.21814317,"('undedicated', 'dedicated')",0.98177236,0.7723173,0.43237743,0.3446622,-0.027744893,-0.09223928,0.284583,0.2016493,0.0829337
38,0.24803953,0.22999871,"('untruthful', 'truthful')",-1.2607595,-0.96821433,0.19985378,0.05511402,-1.1248195,-1.0204153,-0.4844214,-0.4258792,-0.0585422
16,-0.24566373,-0.25732362,"('unpopular', 'popular')",-1.3375312,-1.0573293,-0.75075805,-0.43188152,-0.26914907,0.039744392,-0.6507755,-0.4266975,-0.224078
9,0.23708323,0.047949843,"('unaffectionate', 'caring')",-0.20866019,-0.18068758,0.42947897,0.524326,-0.4655707,-0.5382172,-0.0019172,-0.0366572,0.03474
28,0.23435438,0.18483642,"('disloyal', 'loyal')",-0.23030175,-0.5905165,-0.07100465,-0.26597485,-0.71978086,-0.9161253,-0.1966832,-0.3969451,0.2002619
25,0.23053187,0.119205095,"('egoistic', 'altruistic')",-0.7219876,-0.5794168,0.42787308,0.49441773,-0.2396254,-0.22176403,-0.075802,-0.0468895,-0.0289125
33,0.20841709,0.101934806,"('wrong', 'right')",0.3115267,0.41361266,0.118414514,0.30016342,0.2764126,0.43588758,0.2286927,0.3128996,-0.0842069
71,-0.20183688,-0.33779982,"('diffident', 'self-confident')",0.37583268,0.18158221,0.6167245,0.78149503,-0.4724499,-0.23709485,0.0795676,0.0970456,-0.017478
45,-0.19163464,-0.1084964,"('incompetent', 'competent')",-0.24471131,-0.64966524,-0.5694106,-0.49448115,-0.92047775,-0.87950087,-0.4815586,-0.5330359,0.0514773
44,-0.18877788,-0.034863286,"('prejudiced', 'unprejudiced')",-0.75865334,-0.32558557,-0.85993075,-0.8085073,-0.2581091,-0.26683018,-0.5163678,-0.3589466,-0.1574212
1,0.16492338,0.17599632,"('unfriendly', 'friendly')",-0.71665955,-0.5386007,-0.5942887,-0.3330742,-0.9051377,-0.89164925,-0.5127907,-0.396832,-0.1159587
11,0.1539727,0.21552837,"('unhelpful', 'helpful')",0.5531488,0.33635092,1.104494,0.8253264,0.51163375,0.26074463,0.5808123,0.4094875,0.1713248
63,-0.15271607,-0.14537296,"('unperceptive', 'insightful')",1.2531363,0.99851793,1.9791167,1.8129394,0.3799875,0.32898813,0.8648811,0.7487681,0.116113
23,0.12424271,0.18102425,"('insincere', 'sincere')",0.33659884,-0.068285055,0.72500336,0.31224188,1.7820231,1.4885577,0.741967,0.4783847,0.2635823
65,0.12142931,0.13986927,"('insecure', 'secure')",0.8166598,0.3756034,0.83481467,0.6022563,-0.1985783,-0.38900137,0.3935814,0.1821819,0.2113995
53,0.10518191,0.02845778,"('uncreative', 'creative')",0.056897797,-0.25172755,0.49855763,0.33329013,-0.46859032,-0.5751108,0.0480117,-0.1162726,0.1642843
80,-0.084318995,0.008393001,"('dominated', 'dominating')",1.3092047,0.95319295,0.5588865,0.11930644,0.052206744,0.029885706,0.4589947,0.2776945,0.1813002
70,-0.071558245,-0.039822195,"('lethargic', 'energetic')",0.29223916,-0.07594516,0.9406779,0.47724128,0.3441971,0.017562859,0.376389,0.0947592,0.2816298
24,0.06613575,0.118471324,"('dishonest', 'honest')",-0.3436598,-0.57173395,0.8750505,0.69107604,0.027174365,-0.120666355,0.1561752,0.0292868,0.1268884
77,-0.060410734,0.022631727,"('unmotivated', 'motivated')",0.087435186,-0.46938592,-0.39298746,-0.7174481,-1.3394892,-1.2959538,-0.4263631,-0.615039,0.1886759
10,-0.05669,-0.07555418,"('unsympathetic', 'sympathetic')",-0.17959243,-0.85312605,0.22800863,-0.3294239,-1.1041039,-1.4568981,-0.2780944,-0.6787505,0.4006561
29,0.055615284,0.025136713,"('unfair', 'fair')",-0.7865801,-0.70483357,-1.413188,-1.2428052,-0.23513249,-0.3685407,-0.5948213,-0.5727607,-0.0220606
18,0.05526121,-0.015717544,"('disagreeable', 'welcoming')",-0.36177248,-0.64953667,0.5951936,0.74107814,-0.58724326,-0.66030973,-0.0746402,-0.1461215,0.0714813
88,-0.054926276,-0.07436995,"('low', 'eminent')",-0.13893674,-0.29192904,0.6924038,0.5799028,-0.038881123,-0.10856581,0.1149149,0.0262595,0.0886554
83,0.04167667,0.026788853,"('powerless', 'powerful')",0.54934365,0.44150323,-0.5382032,-0.58959013,-0.113819405,-0.124638595,-0.0152506,-0.0614842,0.0462336
86,-0.02778118,-0.03913216,"('uninfluential', 'influential')",0.22740495,-0.36315775,0.44213232,0.15629368,-1.4109377,-1.4963571,-0.1922954,-0.4355883,0.2432929
69,0.022366803,-0.016702367,"('lazy', 'industrious')",-0.56220996,0.038468555,-0.17138606,0.19347912,-0.43225485,-0.22311264,-0.285871,-0.0019668,-0.2839042
34,0.021970313,-0.07113926,"('mean', 'honorable')",-0.014141517,-0.06416876,0.16859362,0.028362852,1.5661577,1.5058739,0.435645,0.3497322,0.0859128
