,apartment_male,apartment_female,tuple,investment_male,investment_female,&_male,&_female,mgmt_male,mgmt_female,co_male,co_female,average_male,average_female,male-female
31,-2.8851204,-2.908188,"('evil', 'good')",-2.1430724,-2.0252202,-2.4925125,-2.2760398,-1.8104589,-1.5967706,-2.338282,-2.102202,-2.3338894,-2.1816841,-0.1522053
60,2.5936077,2.556097,"('inefficient', 'efficient')",1.5185506,1.4995825,2.3886561,2.3904145,0.6672538,0.5420377,0.57691056,0.6902959,1.5489958,1.5356854,0.0133104
52,-2.2362084,-2.3511875,"('irrational', 'rational')",-1.6219603,-1.6460125,-1.4325075,-1.5287659,-0.6973014,-0.67809606,-0.83708775,-0.9605255,-1.365013,-1.4329174,0.0679044
56,2.1399956,2.0825367,"('impractical', 'practical')",1.0163167,0.98745924,1.1201943,1.0330698,0.8961468,0.7182356,-0.009919069,0.032154374,1.0325468,0.9706911,0.0618557
16,-2.0470564,-2.0665376,"('unpopular', 'popular')",-0.77642083,-0.7182483,-0.19158687,-0.4975327,-0.44473076,-0.44415638,-0.19807132,-0.24150427,-0.7315732,-0.7935958,0.0620226
30,1.9810696,2.0248394,"('intolerant', 'tolerant')",1.8047181,1.7478863,1.5150013,1.4991091,0.8452653,0.8348316,0.52100927,0.6695359,1.3334127,1.3552404,-0.0218277
43,1.9420198,1.9736438,"('irresponsible', 'responsible')",1.4149514,1.3081162,2.0773766,2.0298653,0.67431873,0.5350965,1.3881457,1.4444584,1.4993626,1.4582361,0.0411265
23,1.8191432,1.7481879,"('insincere', 'sincere')",1.7489833,1.5821187,2.5994391,2.2986128,0.7805058,0.5442916,6.4048233,6.219569,2.6705788,2.4785561,0.1920227
39,1.8191167,1.7965115,"('exploitative', 'cooperative')",-0.014200985,0.012085218,0.7538252,0.88183826,-0.3293732,-0.36094886,0.62179893,0.642007,0.5702333,0.5942986,-0.0240653
29,-1.7702382,-1.6403279,"('unfair', 'fair')",-1.5314518,-1.2773947,-0.55032814,-0.27327502,-1.2675655,-0.981815,-1.4310203,-1.1784694,-1.3101209,-1.0702564,-0.2398645
1,-1.7604614,-1.9472605,"('unfriendly', 'friendly')",0.32095075,0.14056464,0.102148,-0.108725615,-0.8182432,-1.0279328,0.988539,0.7889763,-0.2334134,-0.4308756,0.1974622
14,1.7394297,1.8853414,"('antisocial', 'social')",1.9935507,2.206518,1.3971725,1.5739744,0.74111736,0.92241836,-0.16251102,0.11837781,1.1417519,1.341326,-0.1995741
84,-1.6907426,-1.6264014,"('inferior', 'superior')",-1.1287781,-1.0888919,-0.10217664,0.019161753,-0.13993213,-0.091736436,0.13414001,0.1585352,-0.5854979,-0.5258666,-0.0596313
75,-1.6708455,-1.6813905,"('meek', 'impulsive')",0.44391403,0.41144374,-0.38057178,-0.40244797,0.53375804,0.56610876,-0.37081808,-0.41217262,-0.2889126,-0.3036917,0.0147791
85,-1.6638813,-1.7957449,"('insignificant', 'prestigious')",0.54237247,0.4328063,-1.1853758,-1.4056354,0.23888825,0.1393459,-1.0665722,-1.3012784,-0.6269137,-0.7861013,0.1591876
35,-1.6504842,-1.6839031,"('corrupt', 'incorrupt')",-2.2060888,-2.0875487,-2.6175065,-2.4409404,-1.4356176,-1.2441465,-1.6514865,-1.621312,-1.9122368,-1.8155701,-0.0966667
11,1.6150355,1.431692,"('unhelpful', 'helpful')",1.5555774,1.3130128,2.5121217,2.1198046,0.6210564,0.22695634,3.1800005,2.9363174,1.8967583,1.6055567,0.2912016
12,1.5685292,1.5828382,"('unsupportive', 'supportive')",2.137233,2.045807,1.3499317,1.2368956,0.85928404,0.69166243,-1.5681816,-1.5431131,0.8693593,0.8028179,0.0665414
59,-1.5154469,-1.6400883,"('foolish', 'wise')",-0.34740606,-0.39757267,0.015261158,-0.0075431205,-0.19504598,-0.23539564,-0.53119296,-0.62764764,-0.5147662,-0.5816495,0.0668833
25,-1.4846885,-1.5707351,"('egoistic', 'altruistic')",0.15016817,-0.008642204,-0.41457903,-0.5141729,-0.3793176,-0.4748616,1.3411791,1.1093981,-0.1574476,-0.2918027,0.1343551
70,1.4685116,1.5122051,"('lethargic', 'energetic')",1.8205252,1.7578878,2.1524572,2.155562,1.4377971,1.323515,0.87550074,0.9081758,1.5509583,1.5314692,0.0194891
34,1.4603639,1.3340334,"('mean', 'honorable')",0.86334217,0.76921636,0.5991735,0.44355574,0.61947924,0.5365072,5.1019387,5.008822,1.7288595,1.6184269,0.1104326
21,1.3897979,1.4259378,"('immoral', 'moral')",1.6004381,1.6522946,1.3161001,1.3814348,0.1516649,0.13584971,-0.9446718,-0.7812736,0.7026659,0.7628487,-0.0601828
69,-1.3846251,-1.5358942,"('lazy', 'industrious')",0.5141553,0.5698476,-1.1659863,-0.9604267,-0.0332629,0.06726452,-1.8176526,-1.8012743,-0.7774743,-0.7320966,-0.0453777
88,-1.3426859,-1.4028965,"('low', 'eminent')",-0.6729044,-0.74435866,0.670861,0.3692083,-0.691751,-0.92864966,-0.056411758,-0.20904577,-0.4185784,-0.5831485,0.1645701
66,-1.3333006,-1.2742201,"('inactive', 'active')",0.4794758,0.48379546,0.13798344,0.2099424,0.088456064,0.1279706,-0.14164391,-0.15431096,-0.1538058,-0.1213645,-0.0324413
13,1.3254358,1.2544762,"('impolite', 'polite')",0.8049089,0.7366513,0.9473963,0.93072885,0.44091764,0.34486264,0.15485087,0.2829312,0.7347019,0.70993,0.0247719
6,-1.2968117,-1.3831705,"('distant', 'open')",-0.15142089,-0.02962397,-1.7721968,-1.6198205,-0.7545364,-0.75002444,-1.2359982,-1.18943,-1.0421928,-0.9944139,-0.0477789
50,-1.2578502,-1.3389535,"('clumsy', 'skillful')",0.6291061,0.47087738,1.4181632,1.18677,0.6433877,0.4787858,0.42910776,0.19110905,0.3723829,0.1977178,0.1746651
53,-1.2200409,-1.229253,"('uncreative', 'creative')",0.63055813,0.47382277,0.6030358,0.5102094,-0.6963321,-0.8731609,0.72368497,0.6328656,0.0081812,-0.0971032,0.1052844
71,1.2127374,1.055059,"('diffident', 'self-confident')",1.1848092,1.0872424,-0.8021551,-0.8680329,-0.004851181,-0.13049215,0.03066586,-0.07056777,0.3242413,0.2146417,0.1095996
4,-1.2073492,-1.3103428,"('disliked', 'liked')",0.10487818,0.09799195,-0.27989995,-0.4006271,0.039505295,-0.028206047,-6.5982933,-6.631737,-1.5882318,-1.6545843,0.0663525
76,1.1637988,1.2629415,"('anxious', 'daring')",0.3333111,0.24141105,2.188604,2.1511278,1.433508,1.3399283,0.36032295,0.37201738,1.095909,1.0734852,0.0224238
67,1.152019,1.1531614,"('doubtful', 'determined')",0.22510079,0.26435196,-0.11692729,0.007423319,0.5388569,0.6145563,-0.40502912,-0.3738352,0.2788041,0.3331316,-0.0543275
36,-1.1450689,-1.3132546,"('hostile', 'amicable')",-0.72327346,-0.78318644,-1.9701817,-2.0490575,-0.3952942,-0.4482908,-1.0238031,-1.2133054,-1.0515243,-1.1614189,0.1098946
7,1.1405936,1.1592381,"('insensitive', 'sensitive')",1.7090863,1.7002645,1.6037474,1.6269107,1.103792,1.0346601,0.40684772,0.479545,1.1928135,1.2001237,-0.0073102
74,1.1214387,1.2233286,"('undedicated', 'dedicated')",0.22310904,0.21071866,1.6694659,1.6245086,-0.01233737,-0.03082366,0.12749034,0.21162799,0.6258333,0.647872,-0.0220387
55,1.0805271,1.1970826,"('incompetent', 'clever')",0.7488266,0.7597872,1.8540119,1.9173661,-0.2470436,-0.26148924,0.86370957,0.97562104,0.8600063,0.9176736,-0.0576673
68,-1.0667056,-1.0526459,"('dependent', 'independent')",-1.5467429,-1.5322338,-0.061094806,0.105783805,-1.5865755,-1.4861679,-1.8432238,-1.5852475,-1.2208685,-1.1101023,-0.1107662
82,-1.0584878,-1.0058992,"('poor', 'rich')",0.16864341,0.10000956,2.336215,2.0698571,0.22747485,0.16146077,6.5259666,6.4597335,1.6399624,1.5570324,0.08293
72,1.0515121,1.1189593,"('unambitious', 'ambitious')",1.0285892,1.0044832,0.3934312,0.39892304,0.44283614,0.41278502,0.11560322,0.12490121,0.6063944,0.6120104,-0.005616
49,-1.0493786,-1.1491368,"('unable', 'able')",-0.017218549,-0.048926644,0.18835758,-0.08307494,-0.7454888,-0.91128355,-0.5879746,-0.5070647,-0.4423406,-0.5398973,0.0975567
5,-1.04837,-1.1330647,"('distant', 'outgoing')",0.11818743,0.17356768,-1.4733068,-1.3160629,-0.52995867,-0.5452219,-1.3281521,-1.2527045,-0.85232,-0.8146973,-0.0376227
0,0.99228704,0.99269027,"('unsociable', 'sociable')",0.30720988,0.24377921,1.3107281,1.2307558,0.06309919,0.0054977983,0.25560707,0.20382497,0.5857862,0.5353096,0.0504766
19,-0.98519266,-1.0289118,"('inhospitable', 'hospitable')",-0.83180255,-0.87247175,-0.84043914,-0.86224866,-0.67165315,-0.7549449,-0.33976722,-0.39995787,-0.7337709,-0.783707,0.0499361
18,-0.94909686,-0.92954654,"('disagreeable', 'welcoming')",0.3358649,0.3037184,0.66969466,0.7165456,-0.1922471,-0.20079063,-1.0024202,-0.912814,-0.2276409,-0.2045774,-0.0230635
63,0.9313776,0.9004549,"('unperceptive', 'insightful')",2.0302932,1.7997293,2.9547052,2.7814627,1.186685,1.0049653,0.5639859,0.63238907,1.5334094,1.4238003,0.1096091
62,0.9153192,0.9492941,"('incompetent', 'brilliant')",1.358676,1.3036976,1.8115749,1.7089338,1.0623642,0.92018145,0.6995724,0.71997976,1.1695014,1.1204173,0.0490841
8,-0.906785,-0.91650313,"('unaffectionate', 'affectionate')",-0.14055796,-0.24209106,-1.0688642,-1.1930172,-0.2076816,-0.39898452,0.37583566,0.20627996,-0.3896106,-0.5088632,0.1192526
46,0.8314609,0.9257245,"('uncompetitive', 'competitive')",1.7039583,1.5888268,2.0226288,1.8545483,0.76128477,0.6733682,-0.30058503,-0.3083225,1.0037497,0.9468291,0.0569206
17,0.814411,0.8844023,"('nasty', 'nice')",-0.3653946,-0.2356441,-0.9513264,-0.89576477,-0.15778282,-0.018212344,-0.4816471,-0.46211964,-0.228348,-0.1454677,-0.0828803
10,0.7902684,0.9421743,"('unsympathetic', 'sympathetic')",0.5803598,0.6323877,1.2180097,1.234512,-0.03536075,-0.07480463,0.36229438,0.49093622,0.5831143,0.6450411,-0.0619268
51,0.7831656,0.87968534,"('uneducated', 'educated')",0.45090455,0.46101716,2.3501103,2.2812865,-0.54428667,-0.55435735,1.0146587,1.0456198,0.8109104,0.8226503,-0.0117399
64,-0.7761389,-0.79606384,"('shy', 'confident')",1.2234665,1.2787111,0.802544,0.9346076,0.50984466,0.5892331,-5.705648,-5.522191,-0.7891863,-0.7031406,-0.0860457
27,0.76044554,0.79389,"('hardhearted', 'softhearted')",0.1473333,0.2000885,-0.19551173,-0.16989216,-0.01986977,-0.123148546,0.50777584,0.5831203,0.2400347,0.2568116,-0.0167769
38,0.7295041,0.65489745,"('untruthful', 'truthful')",1.2380164,1.1095624,1.4599944,1.237042,0.86689985,0.6972655,0.49160755,0.37925848,0.9572045,0.8156052,0.1415993
40,-0.71655756,-0.5424986,"('stingy', 'generous')",1.1962016,1.310339,-0.28074706,-0.08355666,-0.28676152,-0.09789023,-2.650821,-2.485474,-0.5477371,-0.3798161,-0.167921
83,0.7074439,0.7408472,"('powerless', 'powerful')",1.3217523,1.3345224,-0.53875405,-0.5566268,0.370459,0.3352976,-0.87067103,-0.9053824,0.198046,0.1897316,0.0083144
15,0.6939722,0.55073684,"('boring', 'funny')",0.23651373,0.18856946,-0.01444768,0.11816423,0.66760844,0.625717,0.17027816,0.1939979,0.350785,0.3354371,0.0153479
