,eastman_male,eastman_female,tuple,kodak_male,kodak_female,co_male,co_female,average_male,average_female,male-female
31,0.65565646,1.3477961,"('evil', 'good')",1.1046944,1.7168918,-1.7368684,-1.4812876,0.0078275,0.5278,-0.5199725
0,-0.64311713,-1.0830704,"('unsociable', 'sociable')",-1.412078,-1.6761249,0.21303904,-0.019556582,-0.614052,-0.9262506,0.3121986
35,0.6353388,1.0506804,"('corrupt', 'incorrupt')",1.7332803,1.9323184,-0.8554214,-0.86945385,0.5043992,0.704515,-0.2001158
87,0.6283324,0.14323154,"('unsuccessful', 'successful')",0.58947074,0.106101915,1.0470005,0.69492966,0.7549345,0.3147544,0.4401801
72,0.5988299,0.7339993,"('unambitious', 'ambitious')",-0.7080785,-0.61024326,-0.6473088,-0.51208967,-0.2521858,-0.1294445,-0.1227413
68,-0.5986442,-0.6691515,"('dependent', 'independent')",-0.771176,-0.72272295,-1.4358705,-1.4926294,-0.9352303,-0.9615013,0.026271
4,0.5834394,0.6762606,"('disliked', 'liked')",0.91603655,0.87997043,-5.829487,-6.029038,-1.443337,-1.4909356,0.0475986
58,0.5694278,0.78410023,"('undiscriminating', 'discriminating')",0.7398295,0.83338404,0.27342883,0.2329463,0.527562,0.6168102,-0.0892482
8,0.5489734,0.6980861,"('unaffectionate', 'affectionate')",0.31180316,0.3403933,-0.40980133,-0.29257816,0.1503251,0.2486337,-0.0983086
56,-0.5302351,-1.0670841,"('impractical', 'practical')",-0.94997925,-1.3305546,0.33100143,-0.045353778,-0.383071,-0.8143309,0.4312599
24,-0.5165796,-0.5780424,"('dishonest', 'honest')",-1.6446961,-1.5581152,0.10394785,0.26104444,-0.685776,-0.6250377,-0.0607383
57,-0.49550295,-0.40244108,"('unimaginative', 'imaginative')",-0.91275567,-0.8552413,-2.4150894,-2.4441075,-1.2744493,-1.23393,-0.0405193
75,-0.49312574,-0.019957066,"('meek', 'impulsive')",0.8046409,1.088286,-0.33015653,-0.31416065,-0.0062138,0.2513894,-0.2576032
12,0.49201086,0.30770406,"('unsupportive', 'supportive')",-0.34531194,-0.43804827,-1.7870593,-1.7237478,-0.5467868,-0.6180307,0.0712439
14,-0.45970997,-0.7750851,"('antisocial', 'social')",-0.96739036,-1.2848035,0.41255814,0.22615868,-0.3381807,-0.6112433,0.2730626
66,0.43490818,0.6926874,"('inactive', 'active')",0.15693083,0.26960686,-0.09374598,0.042659104,0.166031,0.3349845,-0.1689535
78,-0.4001921,-0.49746168,"('nonresilient', 'resilient')",-0.39188156,-0.5815999,0.06864409,0.06842615,-0.2411432,-0.3368785,0.0957353
77,-0.37715754,-0.46205702,"('unmotivated', 'motivated')",-1.0653803,-1.1510576,-0.93302923,-1.0222943,-0.7918557,-0.8784696,0.0866139
27,-0.35850534,-0.39721382,"('hardhearted', 'softhearted')",-1.3254352,-1.0563382,-0.42738542,-0.29780304,-0.7037753,-0.583785,-0.1199903
73,0.35147366,0.23021328,"('helpless', 'self-reliant')",0.47164133,0.16941372,-3.6570606,-3.6325881,-0.9446486,-1.0776537,0.1330051
38,-0.3509472,-0.43688473,"('untruthful', 'truthful')",-0.16927655,-0.1971063,-0.265984,-0.3524564,-0.2620692,-0.3288158,0.0667466
28,-0.345744,-0.40245813,"('disloyal', 'loyal')",-0.8929034,-0.88638794,1.0811394,0.95234066,-0.0525027,-0.1121685,0.0596658
41,-0.34350902,-0.23067774,"('unforgiving', 'forgiving')",-0.35548794,-0.33453053,0.9451258,0.76121455,0.082043,0.0653354,0.0167076
50,0.32544506,0.066956244,"('clumsy', 'skillful')",0.7830875,0.3998052,-0.20795302,-0.4083831,0.3001932,0.0194594,0.2807338
49,0.3224314,0.054366957,"('unable', 'able')",-0.16435257,-0.3803605,-0.30856693,-0.42218715,-0.0501627,-0.2493936,0.1992309
86,0.30835998,0.29496804,"('uninfluential', 'influential')",-0.92304987,-0.836124,-0.5482512,-0.5111887,-0.387647,-0.3507815,-0.0368655
19,-0.2919601,-0.24711235,"('inhospitable', 'hospitable')",-0.18503496,-0.12744647,-0.707184,-0.725832,-0.3947264,-0.3667969,-0.0279295
23,0.27677003,-0.34456602,"('insincere', 'sincere')",-0.76802,-1.2223564,5.693161,5.5068283,1.7339703,1.313302,0.4206683
79,-0.20280924,0.014312811,"('wavering', 'unwavering')",0.81672454,0.7751465,-0.7645592,-0.91367227,-0.0502146,-0.0414043,-0.0088103
47,0.20041579,-0.046415333,"('stupid', 'smart')",0.7526594,0.47818327,5.0162635,4.9488773,1.9897795,1.7935484,0.1962311
67,0.16664095,0.11246287,"('doubtful', 'determined')",0.7307813,0.6280229,0.016773324,-0.21659009,0.3047319,0.1746319,0.1301
83,0.16564214,0.18407814,"('powerless', 'powerful')",-0.008809,-0.11784254,-1.4064609,-1.5058454,-0.4165426,-0.4798699,0.0633273
32,-0.15129551,-0.6287844,"('unkind', 'kind')",-0.73197377,-1.0312734,1.3661623,1.2157407,0.1609643,-0.1481057,0.30907
25,0.12367938,0.2519383,"('egoistic', 'altruistic')",0.61937386,0.66389483,0.46987337,0.34590474,0.4043089,0.4205793,-0.0162704
7,-0.11152871,-0.47573423,"('insensitive', 'sensitive')",-0.8253542,-1.031509,0.22238332,0.17537047,-0.2381665,-0.4439576,0.2057911
20,0.08281915,0.13438183,"('rough', 'thoughtful')",-0.49773875,-0.48885995,0.46261722,0.51866746,0.0158992,0.0547298,-0.0388306
48,0.04432922,-0.16425265,"('unintelligent', 'intelligent')",-0.9447102,-1.0207455,-0.08259358,-0.09948168,-0.3276582,-0.42816,0.1005018
34,0.022275966,-0.21612759,"('mean', 'honorable')",0.03386812,-0.17417407,4.846542,4.761088,1.6342287,1.4569287,0.1773
