,eastman_male,eastman_female,tuple,kodak_male,kodak_female,co_male,co_female,average_male,average_female,male-female
85,2.5079112,2.7864497,"('insignificant', 'prestigious')",3.0668404,3.0745857,-0.6598846,-0.65177304,1.6382891,1.7364208,-0.0981317
69,2.465506,2.7595966,"('lazy', 'industrious')",2.87819,3.0879617,-1.0615741,-0.9648558,1.427374,1.6275675,-0.2001935
26,2.0090723,2.251088,"('hardhearted', 'benevolent')",1.1017817,1.3092731,1.4425709,1.8011869,1.5178083,1.7871826,-0.2693743
70,-1.9618343,-2.3269498,"('lethargic', 'energetic')",-2.3276625,-2.622669,0.2199151,-0.07558714,-1.3565273,-1.6750687,0.3185414
21,-1.9305445,-2.3199956,"('immoral', 'moral')",-2.1994963,-2.474901,-0.37233976,-0.68957263,-1.5007935,-1.8281565,0.327363
76,-1.9037623,-2.2601786,"('anxious', 'daring')",-1.5066923,-1.8614988,0.20227379,-0.0725269,-1.0693936,-1.3980681,0.3286745
10,-1.8876576,-2.2152715,"('unsympathetic', 'sympathetic')",-3.1525478,-3.2329767,-0.38903898,-0.44644696,-1.8097482,-1.9648983,0.1551501
43,-1.818734,-2.1591918,"('irresponsible', 'responsible')",-2.2234187,-2.4976013,0.13047889,0.058271088,-1.3038913,-1.5328407,0.2289494
36,1.7871051,2.1963754,"('hostile', 'amicable')",1.9132164,2.111814,-0.062494066,-0.083652616,1.2126091,1.408179,-0.1955699
71,1.7730573,1.5485158,"('diffident', 'self-confident')",1.1332089,1.0583814,0.31915495,0.31824154,1.0751404,0.9750463,0.1000941
1,1.6427224,2.008862,"('unfriendly', 'friendly')",0.541234,0.9058731,0.7588549,1.008426,0.9809371,1.3077203,-0.3267832
55,-1.5797665,-1.9444412,"('incompetent', 'clever')",-2.1346724,-2.271609,0.47054887,0.4402285,-1.0812967,-1.2586072,0.1773105
81,-1.5670034,-2.0182025,"('submissive', 'aggressive')",-1.9864411,-2.325679,-0.3815074,-0.6483923,-1.3116506,-1.6640913,0.3524407
59,1.5534612,1.5818355,"('foolish', 'wise')",1.8075286,1.7477717,-0.2900577,-0.30429202,1.023644,1.0084384,0.0152056
46,-1.4841582,-1.8929005,"('uncompetitive', 'competitive')",-2.020099,-2.3845963,-0.3345249,-0.56134933,-1.279594,-1.6129487,0.3333547
53,1.4702199,1.5138284,"('uncreative', 'creative')",0.1336417,0.23737511,0.77252233,0.8796322,0.7921279,0.8769453,-0.0848174
74,1.4683146,1.3767276,"('undedicated', 'dedicated')",-0.3712942,-0.529717,0.42392105,0.3937069,0.5069805,0.4135725,0.093408
33,1.4504048,1.6811581,"('wrong', 'right')",1.100989,1.4303378,-0.9656703,-0.8255998,0.5285745,0.7619654,-0.2333909
40,1.44416,1.7776034,"('stingy', 'generous')",0.12535118,0.35248262,-2.4039338,-2.0998566,-0.2781409,0.0100764,-0.2882173
44,-1.4145002,-1.5018291,"('prejudiced', 'unprejudiced')",-0.6692779,-0.7339216,-1.2496843,-1.393509,-1.1111542,-1.2097532,0.098599
45,-1.4120013,-1.5172852,"('incompetent', 'competent')",-2.187519,-2.1334398,-0.59195906,-0.68704915,-1.3971597,-1.4459248,0.0487651
15,1.3620579,1.3881942,"('boring', 'funny')",1.6633874,1.7800394,1.0474609,0.85661596,1.3576355,1.3416165,0.016019
22,-1.330091,-1.4497519,"('untrustworthy', 'trustworthy')",-1.4836787,-1.4547828,-0.16976693,-0.18850487,-0.9945122,-1.0310133,0.0365011
39,1.2736747,1.248688,"('exploitative', 'cooperative')",-0.19273989,-0.1435239,0.8327761,0.9216022,0.6379037,0.6755888,-0.0376851
2,1.2508214,0.87138337,"('unlikable', 'likable')",0.81050456,0.511599,1.2049474,1.032943,1.0887578,0.8053085,0.2834493
13,-1.2344207,-1.7240385,"('impolite', 'polite')",-1.7593542,-1.9791796,0.1468785,-0.046219397,-0.9489655,-1.2498124,0.3008469
5,1.1834965,1.5333165,"('distant', 'outgoing')",0.59505033,0.92253584,-1.6430845,-1.4154389,0.0451541,0.3468045,-0.3016504
65,-1.159883,-1.7814323,"('insecure', 'secure')",-2.0666234,-2.3867075,0.6586207,0.56477773,-0.855962,-1.2011207,0.3451587
6,1.1505389,1.620358,"('distant', 'open')",0.36513472,0.79200363,-1.5377295,-1.1897767,-0.007352,0.4075283,-0.4148803
11,-1.1386771,-1.6679448,"('unhelpful', 'helpful')",-1.7273468,-2.1770673,2.2831903,1.9230615,-0.1942779,-0.6406502,0.4463723
9,1.1256413,1.0956252,"('unaffectionate', 'caring')",0.26796728,0.29734415,0.32070464,0.51984614,0.5714378,0.6376052,-0.0661674
82,-1.1154013,-1.5899144,"('poor', 'rich')",-1.0293835,-1.5154884,5.6490836,5.226403,1.1680996,0.7070001,0.4610995
63,-1.0820758,-1.3216481,"('unperceptive', 'insightful')",-1.1983123,-1.437887,-0.017626349,-0.13520534,-0.7660048,-0.9649134,0.1989086
88,1.0582447,0.58342785,"('low', 'eminent')",0.8448466,0.4554072,0.7091162,0.14194433,0.8707358,0.3935931,0.4771427
18,1.0319233,0.8659177,"('disagreeable', 'welcoming')",0.76859456,0.5995304,-0.7461338,-0.92128396,0.3514613,0.1813881,0.1700732
54,0.9643657,0.775468,"('incapable', 'capable')",1.0463542,0.873873,0.7555627,0.6421059,0.9220942,0.7638156,0.1582786
80,-0.960095,-1.113282,"('dominated', 'dominating')",-1.4696801,-1.5445073,-0.14223364,-0.34577653,-0.8573362,-1.0011886,0.1438524
3,-0.9457683,-1.0590444,"('repellent', 'pleasant')",-1.2186501,-1.2905685,0.69197744,0.80372924,-0.4908137,-0.5152945,0.0244808
52,0.93659204,0.9856157,"('irrational', 'rational')",0.85808975,0.8307089,-0.4781626,-0.52991056,0.4388398,0.4288047,0.0100351
84,0.8954414,0.9100625,"('inferior', 'superior')",0.79899156,0.7505509,0.64260274,0.57901824,0.7790119,0.7465439,0.032468
62,-0.89000696,-1.3521974,"('incompetent', 'brilliant')",-1.3905029,-1.6440598,-0.06831759,-0.21718144,-0.7829425,-1.0711462,0.2882037
60,-0.88326466,-1.5413166,"('inefficient', 'efficient')",-2.3687737,-2.7138186,0.032317035,-0.13555194,-1.0732405,-1.4635623,0.3903218
51,-0.879923,-1.1523126,"('uneducated', 'educated')",-0.52598727,-0.8567774,1.7465284,1.441823,0.1135394,-0.189089,0.3026284
64,-0.85668683,-0.95154554,"('shy', 'confident')",-1.8511224,-1.8684256,-5.173791,-5.1936703,-2.6272001,-2.6712138,0.0440137
30,-0.7716874,-1.2665995,"('intolerant', 'tolerant')",-0.69663495,-1.0060838,0.7547765,0.36374933,-0.2378486,-0.6363114,0.3984628
37,-0.7381729,-0.7699931,"('fake', 'genuine')",-2.0300431,-2.137164,-0.520447,-0.53189224,-1.096221,-1.1463498,0.0501288
42,-0.72006553,-1.1044834,"('unreliable', 'reliable')",-0.6137684,-0.92194825,-2.622723,-2.840653,-1.3188523,-1.6223615,0.3035092
16,0.67949444,0.48903874,"('unpopular', 'popular')",1.2833996,1.0112264,0.4423711,0.026025131,0.801755,0.5087634,0.2929916
61,0.6751106,0.3959968,"('illogical', 'logical')",-0.26440036,-0.3566804,-0.1074972,-0.3047691,0.101071,-0.0884842,0.1895552
29,-0.67217505,-0.5095613,"('unfair', 'fair')",-0.2200576,-0.06548419,-1.0627686,-1.0342927,-0.6516671,-0.5364461,-0.115221
17,-0.669325,-0.42094958,"('nasty', 'nice')",-0.19615763,-0.00044060126,-0.25342995,-0.31887782,-0.3729709,-0.246756,-0.1262149
