,stryker_male,stryker_female,tuple,corp_male,corp_female,average_male,average_female,male-female
60,3.0853994,1.8539476,"('inefficient', 'efficient')",0.05477997,0.18117324,1.5700897,1.0175605,0.5525292
31,-2.5036802,-1.3956556,"('evil', 'good')",-0.88843,-0.83171326,-1.6960552,-1.1136844,-0.5823708
4,-2.4071116,-1.4009185,"('disliked', 'liked')",-7.2216477,-7.106412,-4.8143797,-4.253665,-0.5607147
52,-2.3700833,-1.4763241,"('irrational', 'rational')",0.028735451,0.013293162,-1.170674,-0.7315155,-0.4391585
36,-2.3548563,-1.24278,"('hostile', 'amicable')",0.020677024,-0.05568863,-1.1670896,-0.6492343,-0.5178553
16,-2.1954935,-1.8362638,"('unpopular', 'popular')",0.31716326,0.28295693,-0.9391651,-0.7766534,-0.1625117
44,-2.161162,-2.4119627,"('prejudiced', 'unprejudiced')",-1.5678298,-1.6552359,-1.8644959,-2.0335994,0.1691035
6,-2.153144,-1.3094974,"('distant', 'open')",-0.6452522,-0.6044215,-1.3991981,-0.9569594,-0.4422387
75,-2.081681,-1.554975,"('meek', 'impulsive')",-0.8691839,-0.84226143,-1.4754324,-1.1986182,-0.2768142
66,-1.9722936,-1.7751099,"('inactive', 'active')",0.06000877,0.032837726,-0.9561424,-0.8711361,-0.0850063
17,-1.9289004,-1.5077211,"('nasty', 'nice')",-1.138921,-0.9980574,-1.5339108,-1.2528893,-0.2810215
48,1.8894063,1.7971272,"('unintelligent', 'intelligent')",0.61067075,0.83174646,1.2500385,1.3144369,-0.0643984
79,-1.8570404,-1.1882174,"('wavering', 'unwavering')",-0.48607832,-0.44193798,-1.1715593,-0.8150777,-0.3564816
23,1.8504404,1.2797586,"('insincere', 'sincere')",6.049915,6.069788,3.9501777,3.6747732,0.2754045
81,1.803033,0.8165103,"('submissive', 'aggressive')",-0.57749116,-0.594152,0.6127709,0.1111792,0.5015917
69,-1.7183936,-1.2541375,"('lazy', 'industrious')",-0.6424326,-0.5197889,-1.180413,-0.8869632,-0.2934498
5,-1.5986158,-0.81560254,"('distant', 'outgoing')",-0.7324793,-0.572049,-1.1655475,-0.6938258,-0.4717217
21,1.552107,0.76444805,"('immoral', 'moral')",-0.30795118,-0.49342245,0.6220779,0.1355128,0.4865651
10,1.4947809,0.41234645,"('unsympathetic', 'sympathetic')",-0.5078943,-0.5117753,0.4934433,-0.0497144,0.5431577
12,1.4751214,1.3906021,"('unsupportive', 'supportive')",-1.9816333,-1.843144,-0.253256,-0.226271,-0.026985
55,1.448149,0.47114235,"('incompetent', 'clever')",0.18523058,0.13862625,0.8166898,0.3048843,0.5118055
56,1.4227028,0.7910744,"('impractical', 'practical')",-0.7949048,-0.78398144,0.313899,0.0035465,0.3103525
11,1.3966488,0.74311006,"('unhelpful', 'helpful')",1.9164326,1.9336087,1.6565406,1.3383594,0.3181812
19,-1.2597673,-0.7598067,"('inhospitable', 'hospitable')",-0.6247928,-0.5204871,-0.9422801,-0.6401469,-0.3021332
28,1.2550894,1.3967813,"('disloyal', 'loyal')",1.3661753,1.5247282,1.3106323,1.4607548,-0.1501225
29,-1.2359879,-0.67971104,"('unfair', 'fair')",-0.4651773,-0.4800197,-0.8505826,-0.5798653,-0.2707173
78,1.226722,0.9871292,"('nonresilient', 'resilient')",0.21431643,0.21364062,0.7205192,0.6003849,0.1201343
76,1.2130991,0.5056545,"('anxious', 'daring')",-0.34893003,-0.5139586,0.4320846,-0.004152,0.4362366
85,-1.138523,-0.20437658,"('insignificant', 'prestigious')",-0.20352116,-0.17222652,-0.6710221,-0.1883015,-0.4827206
62,1.1283233,0.5065963,"('incompetent', 'brilliant')",-0.005107049,0.18618402,0.5616081,0.3463902,0.2152179
59,-1.1072919,-0.36003754,"('foolish', 'wise')",0.17144912,0.3198958,-0.4679214,-0.0200709,-0.4478505
42,-1.1052778,-1.1610521,"('unreliable', 'reliable')",-3.6725533,-3.6948986,-2.3889155,-2.4279754,0.0390599
9,1.0855706,1.332468,"('unaffectionate', 'caring')",1.1885195,1.2929418,1.137045,1.3127049,-0.1756599
30,1.0567439,0.7105229,"('intolerant', 'tolerant')",0.50532997,0.4909371,0.7810369,0.60073,0.1803069
32,1.0467545,0.74536335,"('unkind', 'kind')",0.58936256,0.6079845,0.8180585,0.6766739,0.1413846
14,1.0046397,0.34849334,"('antisocial', 'social')",-0.24692205,-0.2512917,0.3788589,0.0486008,0.3302581
65,0.99448335,0.12777328,"('insecure', 'secure')",-0.34208012,-0.31215292,0.3262016,-0.0921898,0.4183914
39,0.98475647,0.6204623,"('exploitative', 'cooperative')",-0.09422599,0.013636524,0.4452652,0.3170494,0.1282158
74,0.94376695,0.93881893,"('undedicated', 'dedicated')",-0.14709441,-0.18904775,0.3983363,0.3748856,0.0234507
35,-0.9230837,-0.15921606,"('corrupt', 'incorrupt')",-0.2882184,-0.20682876,-0.6056511,-0.1830224,-0.4226287
40,-0.9230337,-0.42898753,"('stingy', 'generous')",-2.3259835,-2.1159396,-1.6245086,-1.2724636,-0.352045
46,0.91030747,0.067509405,"('uncompetitive', 'competitive')",-0.8957583,-0.9456622,0.0072746,-0.4390764,0.446351
24,0.9040325,0.8647353,"('dishonest', 'honest')",0.45825344,0.52005965,0.681143,0.6923975,-0.0112545
0,0.8702496,0.2782536,"('unsociable', 'sociable')",-0.2712215,-0.31863266,0.2995141,-0.0201895,0.3197036
57,-0.8534289,-0.8906814,"('unimaginative', 'imaginative')",-3.6349792,-3.4920032,-2.244204,-2.1913424,-0.0528616
86,0.8390353,0.48542482,"('uninfluential', 'influential')",-0.42978424,-0.5760543,0.2046255,-0.0453147,0.2499402
61,0.8195772,0.5280333,"('illogical', 'logical')",0.4091971,0.2809025,0.6143872,0.4044679,0.2099193
63,0.817385,0.5060863,"('unperceptive', 'insightful')",0.46923685,0.49043125,0.6433109,0.4982588,0.1450521
84,0.8059149,1.0887111,"('inferior', 'superior')",0.9605385,1.2033069,0.8832267,1.146009,-0.2627823
43,0.79707074,0.13942218,"('irresponsible', 'responsible')",0.41601148,0.31083497,0.6065411,0.2251286,0.3814125
67,0.77813154,0.8349788,"('doubtful', 'determined')",-0.53892606,-0.59701174,0.1196027,0.1189835,0.0006192
73,-0.77694976,-0.46582934,"('helpless', 'self-reliant')",-3.3045993,-3.2796063,-2.0407746,-1.8727179,-0.1680567
82,0.7759853,0.1767597,"('poor', 'rich')",6.3946776,6.2428584,3.5853314,3.2098091,0.3755223
83,-0.718295,-0.70780367,"('powerless', 'powerful')",-1.3346839,-1.2708421,-1.0264895,-0.9893229,-0.0371666
18,-0.71199435,-0.4712083,"('disagreeable', 'welcoming')",-0.49300218,-0.44597316,-0.6024983,-0.4585907,-0.1439076
64,-0.70978266,-0.9433827,"('shy', 'confident')",-6.7656465,-6.654322,-3.7377145,-3.7988524,0.0611379
71,0.6961291,1.041388,"('diffident', 'self-confident')",0.34263498,0.36599794,0.519382,0.703693,-0.184311
70,0.673675,-0.036215745,"('lethargic', 'energetic')",0.026180897,-0.040351756,0.349928,-0.0382838,0.3882118
33,-0.6304804,-0.18186603,"('wrong', 'right')",-0.874653,-0.7901289,-0.7525667,-0.4859975,-0.2665692
45,-0.6269666,-0.89240694,"('incompetent', 'competent')",-0.2846761,-0.15194234,-0.4558213,-0.5221747,0.0663534
77,0.62666416,0.17782184,"('unmotivated', 'motivated')",-1.1614808,-1.0967014,-0.2674083,-0.4594398,0.1920315
7,0.5768613,0.14434546,"('insensitive', 'sensitive')",0.25501156,0.29134953,0.4159364,0.2178475,0.1980889
50,-0.570928,-0.29633248,"('clumsy', 'skillful')",0.29118264,0.3952405,-0.1398727,0.049454,-0.1893267
22,0.4988165,0.18897514,"('untrustworthy', 'trustworthy')",-1.1571444,-1.086115,-0.329164,-0.4485699,0.1194059
13,0.496497,-0.17981002,"('impolite', 'polite')",-1.2446635,-1.1699271,-0.3740832,-0.6748686,0.3007854
3,0.4820252,0.11602405,"('repellent', 'pleasant')",0.81056124,0.6749423,0.6462932,0.3954832,0.25081
88,0.45039102,0.46236953,"('low', 'eminent')",-0.15879299,-0.22587076,0.145799,0.1182494,0.0275496
26,0.43146276,0.7058435,"('hardhearted', 'benevolent')",1.7332463,1.7197843,1.0823545,1.2128139,-0.1304594
58,-0.41959786,-0.04659374,"('undiscriminating', 'discriminating')",0.37700957,0.3248445,-0.0212941,0.1391254,-0.1604195
47,0.39707407,0.11651089,"('stupid', 'smart')",5.2321496,5.193515,2.8146119,2.6550128,0.1595991
72,0.37654245,0.26944643,"('unambitious', 'ambitious')",-0.9419925,-0.62713385,-0.282725,-0.1788437,-0.1038813
34,0.35200953,0.25526914,"('mean', 'honorable')",5.618027,5.5657816,2.9850183,2.9105253,0.074493
15,-0.3134749,-0.038153414,"('boring', 'funny')",-0.3563021,-0.23792428,-0.3348885,-0.1380388,-0.1968497
2,0.29006818,0.28173012,"('unlikable', 'likable')",0.47648373,0.32944864,0.383276,0.3055894,0.0776866
87,0.27298906,-0.35932028,"('unsuccessful', 'successful')",0.8228855,0.6512458,0.5479373,0.1459627,0.4019746
37,0.2705617,-0.073370464,"('fake', 'genuine')",0.12284917,0.21317619,0.1967054,0.0699029,0.1268025
68,-0.21288794,-0.31820944,"('dependent', 'independent')",-0.65355206,-0.5996907,-0.43322,-0.45895,0.02573
27,0.20481172,0.04311589,"('hardhearted', 'softhearted')",0.81409997,0.86420166,0.5094559,0.4536588,0.0557971
1,-0.19501084,0.4427414,"('unfriendly', 'friendly')",1.3254021,1.3427962,0.5651957,0.8927688,-0.3275731
53,0.14744759,0.31284714,"('uncreative', 'creative')",0.19693434,0.18550815,0.172191,0.2491776,-0.0769866
49,0.14006245,0.2692548,"('unable', 'able')",-0.41097292,-0.23018643,-0.1354552,0.0195342,-0.1549894
41,-0.12328108,0.2591309,"('unforgiving', 'forgiving')",-0.22221449,-0.11586897,-0.1727478,0.071631,-0.2443788
25,-0.12191016,0.07180937,"('egoistic', 'altruistic')",1.3828014,1.1855664,0.6304456,0.6286879,0.0017577
8,0.10594964,0.5933385,"('unaffectionate', 'affectionate')",0.575016,0.61744076,0.3404828,0.6053896,-0.2649068
20,0.09102919,-0.19318348,"('rough', 'thoughtful')",0.78179294,0.8971721,0.4364111,0.3519943,0.0844168
80,0.07772558,-0.6711227,"('dominated', 'dominating')",-1.2632114,-1.2826514,-0.5927429,-0.9768871,0.3841442
38,0.015903864,0.2533101,"('untruthful', 'truthful')",-0.1037467,-0.009555198,-0.0439214,0.1218775,-0.1657989
54,-0.014769718,0.1584321,"('incapable', 'capable')",0.80790675,0.8626845,0.3965685,0.5105583,-0.1139898
51,0.001750052,-0.07063921,"('uneducated', 'educated')",0.16325805,0.29792637,0.082504,0.1136436,-0.0311396
