,genworth_male,genworth_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
10,0.5556763,-0.027003257,"('unsympathetic', 'sympathetic')",-0.31607497,-0.40628275,-0.19749662,-0.25040898,0.0140349,-0.2278983,0.2419332
65,0.54981846,-0.36505556,"('insecure', 'secure')",-0.08663652,-0.42656195,-0.5748111,-0.6518198,-0.0372097,-0.4811458,0.4439361
45,0.5390458,0.2772605,"('incompetent', 'competent')",-0.049350865,-0.11142883,-0.4648438,-0.34722757,0.0082837,-0.0604653,0.068749
44,0.50709116,0.6399702,"('prejudiced', 'unprejudiced')",-0.44114938,-0.42564076,-1.6665016,-1.5529342,-0.5335199,-0.4462016,-0.0873183
64,0.4756642,0.14183804,"('shy', 'confident')",0.4817996,0.21114556,-7.001868,-6.954393,-2.0148013,-2.2004698,0.1856685
62,0.4607602,-0.014615102,"('incompetent', 'brilliant')",0.5170332,0.61052626,-0.32766148,0.0055588074,0.2167106,0.20049,0.0162206
76,0.45074487,0.016312907,"('anxious', 'daring')",0.20030308,0.036576554,-0.1515868,-0.27665576,0.166487,-0.0745888,0.2410758
67,0.4451823,0.40435833,"('doubtful', 'determined')",-0.22250083,-0.18783295,-0.8404955,-0.67364603,-0.205938,-0.1523736,-0.0535644
47,0.43787992,0.12214491,"('stupid', 'smart')",0.7760546,0.6584432,5.4925537,5.4703884,2.235496,2.0836589,0.1518371
61,-0.41751122,-0.729212,"('illogical', 'logical')",1.3006514,1.0893754,0.3272083,0.27309626,0.4034495,0.2110866,0.1923629
29,-0.39923155,-0.49957266,"('unfair', 'fair')",-0.41186404,-0.44487795,-0.29180327,-0.33578324,-0.3676329,-0.4267446,0.0591117
2,-0.3927342,-0.36169344,"('unlikable', 'likable')",2.0424695,2.0779982,0.24183108,0.43610412,0.6305221,0.7174696,-0.0869475
20,-0.39150706,-0.74793255,"('rough', 'thoughtful')",-0.16736454,-0.3064906,0.7537282,0.5936287,0.0649522,-0.1535981,0.2185503
54,-0.38401246,-0.29067144,"('incapable', 'capable')",0.95879346,0.89077145,1.1332922,1.3863261,0.5693577,0.662142,-0.0927843
63,-0.3696667,-0.44495055,"('unperceptive', 'insightful')",1.332317,1.2857146,1.0194153,1.1647981,0.6606885,0.6685208,-0.0078323
17,0.36898103,0.49295145,"('nasty', 'nice')",-0.42338425,-0.35228562,-0.6374615,-0.5426564,-0.2306216,-0.1339969,-0.0966247
41,-0.35813856,0.02312109,"('unforgiving', 'forgiving')",0.9890758,1.0124822,-0.15800644,-0.1158655,0.1576436,0.3065793,-0.1489357
21,0.3518696,-0.41373435,"('immoral', 'moral')",0.64690244,0.42618275,-0.8961745,-1.081135,0.0341992,-0.3562289,0.3904281
33,-0.3481758,-0.059706677,"('wrong', 'right')",0.9072414,1.0120506,-0.5668605,-0.49950567,-0.0025983,0.1509461,-0.1535444
34,-0.3397301,-0.51436484,"('mean', 'honorable')",0.70625883,0.75385046,6.235208,6.302343,2.2005788,2.1806095,0.0199693
43,0.32717913,-0.28425983,"('irresponsible', 'responsible')",0.9399171,0.8679365,0.5060761,0.49914902,0.5910575,0.3609419,0.2301156
49,-0.32624543,-0.47634307,"('unable', 'able')",-1.0320637,-0.97566944,-0.4130425,-0.26036778,-0.5904505,-0.5707934,-0.0196571
74,-0.28107327,-0.24833581,"('undedicated', 'dedicated')",0.4042068,0.41001227,0.0663297,0.09908813,0.0631544,0.0869215,-0.0237671
12,0.2765596,0.28492475,"('unsupportive', 'supportive')",1.1783353,1.3431545,-1.7280698,-1.5258288,-0.0910583,0.0340835,-0.1251418
24,0.27054027,-0.0479563,"('dishonest', 'honest')",0.05890319,-0.004714396,0.6341645,0.70870656,0.3212027,0.2186786,0.1025241
48,-0.25053024,-0.8321929,"('unintelligent', 'intelligent')",-0.5846746,-0.5888858,-0.078928776,-0.003836276,-0.3047112,-0.4749717,0.1702605
87,0.23609765,0.29271096,"('unsuccessful', 'successful')",1.3977234,1.3045404,0.6610206,0.89111924,0.7649473,0.8294569,-0.0645096
15,0.22543651,0.46403846,"('boring', 'funny')",-0.2170672,0.031826414,0.45039448,0.61051047,0.1529213,0.3687918,-0.2158705
59,-0.2195506,0.2957544,"('foolish', 'wise')",0.3563174,0.42813817,0.4220006,0.59154665,0.1862558,0.4384797,-0.2522239
51,0.19286788,0.02561538,"('uneducated', 'educated')",-0.3048369,-0.27347454,0.45531082,0.34991798,0.1144473,0.0340196,0.0804277
26,-0.19231029,0.25183827,"('hardhearted', 'benevolent')",1.595206,1.7680933,1.7120082,1.9014308,1.0383013,1.3071208,-0.2688195
73,0.15964377,0.5822247,"('helpless', 'self-reliant')",0.55799395,0.53108996,-3.1740704,-3.0955753,-0.8188109,-0.6607536,-0.1580573
0,-0.14443107,-0.87871045,"('unsociable', 'sociable')",0.6537587,0.36558545,-0.64240444,-0.7207836,-0.0443589,-0.4113029,0.366944
23,-0.13493131,-0.7442435,"('insincere', 'sincere')",0.85941064,0.75336915,6.1205153,6.143939,2.2816648,2.0510216,0.2306432
11,-0.12335413,-0.54229784,"('unhelpful', 'helpful')",0.44127786,0.3627374,1.8619292,1.8740332,0.7266177,0.5648243,0.1617934
27,-0.07560089,0.25244054,"('hardhearted', 'softhearted')",0.34898925,0.3911047,1.8072423,1.7467088,0.6935435,0.7967513,-0.1032078
50,0.06383063,0.3378565,"('clumsy', 'skillful')",0.34547237,0.38136423,0.112158805,0.24508308,0.1738206,0.3214346,-0.147614
3,-0.0292044,-0.53092325,"('repellent', 'pleasant')",0.034443658,-0.108693235,0.31664518,0.07592702,0.1072948,-0.1878965,0.2951913
82,0.028593512,-0.035017192,"('poor', 'rich')",-0.12765747,-0.07831542,6.192988,6.335916,2.031308,2.0741944,-0.0428864
69,-0.004010156,0.37586245,"('lazy', 'industrious')",0.4056297,0.5292689,-0.59476143,-0.40403017,-0.0643806,0.1670337,-0.2314143
