,juniper_male,juniper_female,tuple,networks_male,networks_female,inc_male,inc_female,average_male,average_female,male-female
70,-1.2525932,-1.1895597,"('lethargic', 'energetic')",-1.0335436,-1.1685872,0.50684536,0.37794477,-0.5930971,-0.6600674,0.0669703
17,-1.2445012,-1.0360327,"('nasty', 'nice')",-0.9789017,-0.84202045,-0.60080403,-0.38796255,-0.9414024,-0.7553386,-0.1860638
69,1.2327043,1.3334785,"('lazy', 'industrious')",0.98277295,1.2879992,-0.22611517,-0.20198923,0.6631207,0.8064961,-0.1433754
75,-1.2162449,-1.1570404,"('meek', 'impulsive')",-0.7817371,-0.61508286,0.0021834583,-0.1770031,-0.6652662,-0.6497088,-0.0155574
25,1.177194,1.2222706,"('egoistic', 'altruistic')",0.56336415,0.7545895,1.3505177,1.423059,1.0303586,1.1333063,-0.1029477
80,-1.1221366,-1.2729949,"('dominated', 'dominating')",-0.081663765,-0.4404808,-1.1257436,-1.1884105,-0.7765147,-0.9672954,0.1907807
12,1.1148534,1.0350196,"('unsupportive', 'supportive')",0.76071244,0.7423706,-1.3820765,-1.4510559,0.1644964,0.1087781,0.0557183
36,1.0946923,1.389546,"('hostile', 'amicable')",-0.69123584,-0.1358417,0.3582282,0.52138305,0.2538949,0.5916958,-0.3378009
3,-1.0479193,-1.0320195,"('repellent', 'pleasant')",-0.05907142,-0.20021148,0.11215246,0.20382331,-0.3316127,-0.3428026,0.0111899
10,-0.94976693,-1.007837,"('unsympathetic', 'sympathetic')",-0.6063916,-0.77090305,-0.24502587,-0.29238808,-0.6003948,-0.6903761,0.0899813
72,-0.94974726,-1.1075155,"('unambitious', 'ambitious')",-1.813933,-1.810017,-1.0576017,-1.3672211,-1.2737606,-1.4282513,0.1544907
15,0.908465,1.1654389,"('boring', 'funny')",-1.4443656,-1.1795204,0.22823246,0.5286819,-0.102556,0.1715335,-0.2740895
14,-0.8685964,-0.66184306,"('antisocial', 'social')",-0.36543012,-0.37296215,-1.0557836,-0.666367,-0.7632701,-0.5670574,-0.1962127
45,-0.85734856,-1.1516488,"('incompetent', 'competent')",-1.0509485,-1.2188474,-0.40134865,-0.5590776,-0.7698819,-0.9765247,0.2066428
20,0.82880616,0.79545194,"('rough', 'thoughtful')",-0.19301227,-0.17278972,1.1281852,0.9839233,0.587993,0.5355285,0.0524645
57,-0.8195007,-0.9810476,"('unimaginative', 'imaginative')",-1.0795732,-1.171453,-2.2076426,-2.2959328,-1.3689054,-1.4828111,0.1139057
47,-0.80972207,-0.651128,"('stupid', 'smart')",0.7394945,0.79943466,5.3859067,5.351109,1.771893,1.8331386,-0.0612456
64,-0.8059104,-0.9595638,"('shy', 'confident')",-0.45054388,-0.49608034,-5.6797814,-5.78635,-2.3120785,-2.413998,0.1019195
79,0.8041973,0.70673645,"('wavering', 'unwavering')",-0.806756,-0.69286275,0.34366125,0.23919511,0.1137008,0.0843563,0.0293445
29,0.7895802,0.37861797,"('unfair', 'fair')",-0.5709272,-0.64957654,-0.7400623,-0.9117611,-0.1738031,-0.3942399,0.2204368
23,0.7808821,0.92419344,"('insincere', 'sincere')",0.3125704,0.28589725,5.104152,5.226739,2.0658682,2.1456099,-0.0797417
82,-0.7764543,-0.6623014,"('poor', 'rich')",0.6562655,0.44880617,5.9085436,6.0410924,1.9294516,1.9425324,-0.0130808
58,0.7444764,0.5870101,"('undiscriminating', 'discriminating')",0.40009183,0.317873,-0.17611228,-0.34297153,0.3228186,0.1873039,0.1355147
31,0.731187,0.58390033,"('evil', 'good')",-0.3143182,-0.1774555,-1.1439884,-1.1701742,-0.2423732,-0.2545765,0.0122033
42,-0.71235573,-0.5576357,"('unreliable', 'reliable')",-0.9337471,-1.0101517,-2.894411,-2.8690324,-1.5135047,-1.47894,-0.0345647
63,0.69810534,0.5864979,"('unperceptive', 'insightful')",0.7614262,0.62226963,1.2582815,1.0465435,0.9059377,0.7517703,0.1541674
46,-0.69101995,-0.99077106,"('uncompetitive', 'competitive')",1.2160465,0.7683222,-0.24507211,-0.31276646,0.0933181,-0.1784051,0.2717232
28,0.6761588,0.6779023,"('disloyal', 'loyal')",-0.52477175,-0.66070235,0.786615,0.8106905,0.3126673,0.2759635,0.0367038
54,0.6596261,0.8569389,"('incapable', 'capable')",-0.30992636,-0.20366281,1.1511543,1.2817224,0.5002847,0.6449995,-0.1447148
21,-0.6244336,-0.5906717,"('immoral', 'moral')",-0.626271,-0.63855135,-0.9702633,-0.81712174,-0.7403226,-0.6821149,-0.0582077
19,0.5839601,0.7654798,"('inhospitable', 'hospitable')",-0.7348622,-0.6590588,-0.2165797,-0.14671856,-0.1224939,-0.0134325,-0.1090614
68,-0.5623174,-0.7117739,"('dependent', 'independent')",-0.5182468,-0.53605634,-0.1668128,-0.25085223,-0.4157923,-0.4995608,0.0837685
40,0.5595985,0.16526724,"('stingy', 'generous')",0.2383426,0.0066741146,-1.1346308,-1.6270292,-0.1122299,-0.4850293,0.3727994
49,-0.5518878,-0.29828483,"('unable', 'able')",-0.66238695,-0.60942566,-0.074235335,0.058842987,-0.4295034,-0.2829558,-0.1465476
11,0.5435462,0.53932154,"('unhelpful', 'helpful')",1.0184337,0.89830375,2.4846087,2.5053878,1.3488628,1.3143377,0.0345251
43,-0.5308656,-0.5587507,"('irresponsible', 'responsible')",-1.1197901,-1.14667,0.05658271,0.18853307,-0.5313577,-0.5056292,-0.0257285
83,0.4998002,0.3598939,"('powerless', 'powerful')",0.500976,0.50474846,-0.6434732,-0.81948066,0.119101,0.0150539,0.1040471
55,-0.4816065,-0.655735,"('incompetent', 'clever')",-0.3757711,-0.5896881,0.034573592,0.12975241,-0.274268,-0.3718902,0.0976222
37,0.4786614,0.109389864,"('fake', 'genuine')",-0.59435743,-0.67128694,0.07916236,0.00552301,-0.0121779,-0.185458,0.1732801
73,0.47611165,0.50667256,"('helpless', 'self-reliant')",-0.25882837,-0.10167134,-3.2046366,-3.3192449,-0.9957844,-0.9714146,-0.0243698
8,0.45013207,0.40085626,"('unaffectionate', 'affectionate')",-0.18150797,0.01852515,0.45075306,0.33125123,0.2397924,0.2502109,-0.0104185
62,-0.4403087,-0.51051927,"('incompetent', 'brilliant')",0.1742822,-0.020292277,0.11751991,-0.0055150297,-0.0495022,-0.1787755,0.1292733
4,-0.4386252,-0.48694175,"('disliked', 'liked')",-1.2714163,-1.2046013,-5.556899,-5.5485563,-2.4223135,-2.4133665,-0.008947
13,-0.43570212,-0.2703227,"('impolite', 'polite')",-0.58761746,-0.5233886,-0.04654225,0.07093464,-0.3566206,-0.2409256,-0.115695
34,0.43463057,0.50282633,"('mean', 'honorable')",0.11968778,0.21120746,6.021252,6.021709,2.1918569,2.2452475,-0.0533906
87,-0.3938365,-0.15529971,"('unsuccessful', 'successful')",0.8513624,0.7351183,0.8387165,0.9771813,0.4320808,0.519,-0.0869192
65,-0.29210573,-0.033341654,"('insecure', 'secure')",0.57746154,0.6011932,-0.22913602,-0.15849555,0.0187399,0.136452,-0.1177121
24,0.29210216,0.25016782,"('dishonest', 'honest')",-1.423539,-1.3765252,0.80002195,0.81654114,-0.1104716,-0.1032721,-0.0071995
2,0.29189008,0.70241404,"('unlikable', 'likable')",0.60272646,0.8260136,0.85573345,1.067836,0.58345,0.8654212,-0.2819712
86,0.27499542,-0.0065504946,"('uninfluential', 'influential')",-0.138354,-0.3315549,-0.07743386,-0.20380124,0.0197359,-0.1806355,0.2003714
56,0.268208,0.23627174,"('impractical', 'practical')",-0.3224709,-0.47017947,-0.056086257,-0.011319135,-0.0367831,-0.0817423,0.0449592
30,0.26722637,0.55825335,"('intolerant', 'tolerant')",0.76274943,0.8492539,0.5767901,0.87047565,0.5355886,0.7593276,-0.223739
60,-0.2670576,-0.30764842,"('inefficient', 'efficient')",0.93961126,0.7580426,0.112672485,0.07053524,0.2617421,0.1736431,0.088099
0,-0.26538482,-0.19513848,"('unsociable', 'sociable')",-0.22959527,-0.27769166,-0.48725647,-0.386402,-0.3274122,-0.2864107,-0.0410015
35,0.24602987,0.40161514,"('corrupt', 'incorrupt')",-0.93719923,-0.64949054,-0.18642583,-0.046798754,-0.2925317,-0.0982247,-0.194307
38,0.22413588,0.1417329,"('untruthful', 'truthful')",0.051665656,0.05384544,0.2752502,0.25565484,0.1836839,0.1504111,0.0332728
22,-0.21167636,-0.25958213,"('untrustworthy', 'trustworthy')",-0.011279732,-0.06957802,-0.7025742,-0.7645904,-0.3085101,-0.3645835,0.0560734
78,0.20772521,-0.17276141,"('nonresilient', 'resilient')",1.5759469,1.0384446,0.7782649,0.41560945,0.853979,0.4270976,0.4268814
27,0.20011607,0.21744198,"('hardhearted', 'softhearted')",-0.2911482,-0.24004829,0.9085782,0.68448955,0.2725154,0.2206277,0.0518877
51,-0.18616793,-0.20298141,"('uneducated', 'educated')",-0.5934151,-0.8169864,0.69981563,0.71276253,-0.0265891,-0.1024018,0.0758127
18,0.17489095,0.50693274,"('disagreeable', 'welcoming')",-0.209043,-0.04894065,-0.5633975,-0.2815699,-0.1991832,0.0588074,-0.2579906
16,-0.13600579,-0.044310834,"('unpopular', 'popular')",0.48905408,0.46176395,0.8072472,0.8724605,0.3867652,0.4299712,-0.043206
67,-0.11611827,-0.1569782,"('doubtful', 'determined')",-0.50261205,-0.5123491,-0.7819839,-0.57164866,-0.4669047,-0.4136587,-0.053246
48,-0.10733685,-0.3056419,"('unintelligent', 'intelligent')",-0.5845555,-0.8757516,0.5830677,0.4610899,-0.0362749,-0.2401012,0.2038263
50,0.08954464,0.12516432,"('clumsy', 'skillful')",0.050512005,0.024208073,0.23270804,0.09864784,0.1242549,0.0826734,0.0415815
32,0.08818838,0.56456363,"('unkind', 'kind')",0.15524292,0.23204398,0.9058429,1.1266178,0.3830914,0.6410751,-0.2579837
77,-0.04304295,-0.18381104,"('unmotivated', 'motivated')",0.054597616,-0.11602178,-1.0474665,-1.1900182,-0.3453039,-0.496617,0.1513131
88,-0.030160494,0.4904617,"('low', 'eminent')",-0.54945487,-0.5041775,-0.15652877,0.14749427,-0.2453814,0.0445928,-0.2899742
66,0.015276238,0.02335722,"('inactive', 'active')",-0.33080992,-0.3477704,1.2040336,1.173335,0.2961666,0.2829739,0.0131927
41,-0.0061451904,-0.009121621,"('unforgiving', 'forgiving')",-0.9438608,-0.8331777,0.14604948,0.18041942,-0.2679855,-0.2206266,-0.0473589
7,-0.005965641,0.241542,"('insensitive', 'sensitive')",-0.6553486,-0.6994532,0.20430157,0.2635212,-0.1523376,-0.0647967,-0.0875409
