,advanced_male,advanced_female,tuple,micro_male,micro_female,devices_male,devices_female,inc_male,inc_female,average_male,average_female,male-female
48,2.4019928,2.202256,"('unintelligent', 'intelligent')",0.6382996,0.6039991,0.808213,0.8455012,0.62895334,0.5751087,1.1193646,1.0567162,0.0626484
6,-1.7679846,-1.4602339,"('distant', 'open')",-0.61017597,-0.38638455,-0.6175674,-0.59566,0.30543572,0.5059629,-0.6725731,-0.4840789,-0.1884942
12,1.687028,1.5850459,"('unsupportive', 'supportive')",0.43029082,0.20103233,-0.0979823,-0.2728672,-1.6412455,-1.8071141,0.0945227,-0.0734758,0.1679985
31,-1.5955691,-1.4707488,"('evil', 'good')",0.724378,0.7331503,0.32909542,0.09168027,-0.71168196,-0.4657471,-0.3134444,-0.2779163,-0.0355281
55,1.5937572,1.3266972,"('incompetent', 'clever')",-0.014251618,-0.33816096,0.000430217,-0.059550315,0.0065680332,-0.25622874,0.396626,0.1681893,0.2284367
79,-1.4391932,-1.1694672,"('wavering', 'unwavering')",-0.56542194,-0.47345376,-1.3202219,-1.2811656,-0.2554073,0.036777318,-0.8950611,-0.7218273,-0.1732338
40,1.412992,0.9822537,"('stingy', 'generous')",0.75067455,0.34800777,0.6555052,0.2948114,-0.86127156,-1.2952989,0.489475,0.0824435,0.4070315
5,-1.3933283,-1.1019505,"('distant', 'outgoing')",-0.10464388,0.16500625,-0.65683705,-0.5929522,-0.16137305,0.03797394,-0.5790456,-0.3729807,-0.2060649
39,1.2617472,1.3448578,"('exploitative', 'cooperative')",1.489635,1.4579992,0.5553072,0.5279283,0.4602293,0.5719528,0.9417297,0.9756845,-0.0339548
80,1.2605338,0.9110151,"('dominated', 'dominating')",-0.4986875,-0.85827535,-0.5666441,-0.8190906,-1.215683,-1.5902466,-0.2551202,-0.5891494,0.3340292
42,-1.2265137,-1.0520037,"('unreliable', 'reliable')",-1.2248526,-1.1554692,-1.9811587,-1.9962298,-3.6014857,-3.3974702,-2.0085027,-1.9002931,-0.1082096
60,1.182685,1.1000803,"('inefficient', 'efficient')",-0.0019180886,0.032763064,-0.018764889,0.1494326,-0.2478357,-0.33274633,0.2285416,0.2373824,-0.0088408
1,-1.1316361,-0.910601,"('unfriendly', 'friendly')",0.26523197,0.498428,-0.0070756823,0.15256143,1.9991274,2.2430127,0.2814119,0.4958503,-0.2144384
32,-1.047605,-0.9168461,"('unkind', 'kind')",-0.7723868,-0.7117087,-0.36256522,-0.30801195,0.98288214,1.1448033,-0.2999187,-0.1979409,-0.1019778
73,1.0254322,1.1093082,"('helpless', 'self-reliant')",1.607458,1.6717144,0.60157335,0.56101674,-2.8222795,-2.7373414,0.1030461,0.1511745,-0.0481284
82,-0.9521589,-0.7844388,"('poor', 'rich')",-0.8817338,-0.6812785,0.28795472,0.6522812,6.3224597,6.439528,1.1941304,1.406523,-0.2123926
19,-0.9505887,-0.4634619,"('inhospitable', 'hospitable')",-0.6647364,-0.32796028,-0.6085493,-0.26848924,-0.06327106,0.5124588,-0.5717863,-0.1368632,-0.4349231
20,0.94895464,0.8176994,"('rough', 'thoughtful')",0.53140277,0.45335564,0.49356735,0.3946708,0.8172524,0.8002721,0.6977943,0.6164995,0.0812948
84,0.94465023,0.8899141,"('inferior', 'superior')",0.51236254,0.5162307,-0.088110186,-0.034209903,0.68266463,0.70099896,0.5128918,0.5182335,-0.0053417
38,-0.9418408,-0.69652,"('untruthful', 'truthful')",-0.80825514,-0.669301,-0.802076,-0.6487858,-0.08184743,-0.0037542358,-0.6585048,-0.5045902,-0.1539146
7,0.9103786,0.94944763,"('insensitive', 'sensitive')",-0.06158361,-0.0673492,-0.23628803,-0.08362757,0.8880367,0.6481773,0.3751359,0.361662,0.0134739
81,0.8681971,0.75004673,"('submissive', 'aggressive')",-0.6894073,-0.85920537,-0.38682562,-0.4048191,-0.67783284,-0.7949936,-0.2214672,-0.3272429,0.1057757
59,-0.85615015,-0.7012511,"('foolish', 'wise')",0.25646773,0.26818725,-0.39127678,-0.57987446,0.04110664,0.36641556,-0.2374631,-0.1616307,-0.0758324
72,0.85163754,0.71502197,"('unambitious', 'ambitious')",-0.2685925,-0.33497876,-1.0530334,-1.1744173,-0.9536639,-1.1908078,-0.355913,-0.4962955,0.1403825
