,goodyear_male,goodyear_female,tuple,tire_male,tire_female,&_male,&_female,rubber_male,rubber_female,co_male,co_female,average_male,average_female,male-female
61,-1.5820208,-1.6701971,"('illogical', 'logical')",0.57684267,0.5727503,0.24329,0.1711815,-0.11727414,-0.19424252,-0.39491794,-0.5038879,-0.254816,-0.3248792,0.0700632
86,-1.5586208,-1.6956398,"('uninfluential', 'influential')",0.0013984973,-0.0056689596,-1.0304358,-1.0430768,-1.0713359,-1.1098838,-0.41079023,-0.4292077,-0.8139569,-0.8566955,0.0427386
41,-1.5471891,-1.6787376,"('unforgiving', 'forgiving')",-1.4317542,-1.5190367,-0.35217765,-0.3786971,-1.4792027,-1.5767637,-0.0038443971,0.014082151,-0.9628336,-1.0278307,0.0649971
55,-1.4692174,-1.6328399,"('incompetent', 'clever')",-2.1477027,-2.1232958,-0.2703188,-0.3335672,-3.1004293,-3.1557183,0.07590366,-0.025228525,-1.3823528,-1.45413,0.0717772
69,1.4469017,1.6326073,"('lazy', 'industrious')",1.4289715,1.4391757,1.0949833,1.2101811,1.7542539,1.857556,-1.0083089,-1.0420182,0.9433602,1.0195004,-0.0761402
79,1.4194632,1.3499035,"('wavering', 'unwavering')",1.0669662,0.9856661,0.4015002,0.3947277,1.0707536,1.068188,-0.05882146,-0.006879214,0.7799723,0.7583212,0.0216511
21,-1.3374592,-1.5593965,"('immoral', 'moral')",-0.24279144,-0.33157045,-0.3108648,-0.38368094,-0.8545002,-0.98207843,-0.5114958,-0.65268344,-0.6514223,-0.781882,0.1304597
78,-1.2853645,-1.6391791,"('nonresilient', 'resilient')",0.69769114,0.4186348,-0.56475174,-0.79596543,0.9161831,0.60695964,0.7124174,0.5602689,0.0952351,-0.1698563,0.2650914
53,-1.2363023,-1.4732575,"('uncreative', 'creative')",0.49681523,0.40956134,-0.026955336,-0.288126,-0.31576958,-0.2881853,1.0801231,0.91185856,-0.0004178,-0.1456298,0.145212
7,-1.2249721,-1.3583356,"('insensitive', 'sensitive')",-0.5335176,-0.56554794,0.45992848,0.33213562,-1.0093831,-1.0686818,-0.105298445,-0.104677185,-0.4826486,-0.5530214,0.0703728
85,1.2176375,0.9291737,"('insignificant', 'prestigious')",1.8766991,1.8071946,0.46332234,0.2601239,2.6681528,2.7167335,-0.5581338,-0.6641785,1.1335357,1.0098094,0.1237263
75,1.2138081,1.5171807,"('meek', 'impulsive')",-0.3915146,-0.2035743,-0.19497877,-0.10752907,0.3721935,0.4848999,-0.21147285,-0.14252634,0.1576071,0.3096902,-0.1520831
45,-1.2075092,-1.343402,"('incompetent', 'competent')",-1.7184794,-1.7563454,0.1358255,0.08489915,-1.6185355,-1.7391566,-0.41531092,-0.44816038,-0.964802,-1.040433,0.075631
43,-1.1994797,-1.4373915,"('irresponsible', 'responsible')",-0.86771035,-0.8614515,-0.56131256,-0.8873867,-1.5148216,-1.5347333,0.5732088,0.46841538,-0.7140231,-0.8505095,0.1364864
46,-1.1767601,-1.3102449,"('uncompetitive', 'competitive')",-0.8504545,-0.88230324,-0.67103124,-0.84605706,-1.409463,-1.5267248,-0.27738667,-0.1684492,-0.8770191,-0.9467559,0.0697368
58,-1.1575168,-1.0824773,"('undiscriminating', 'discriminating')",0.66163313,0.6652134,-0.6643674,-0.58902067,0.17035364,0.20044553,0.14877987,0.20483811,-0.1682235,-0.1202002,-0.0480233
77,-1.1327542,-1.4218769,"('unmotivated', 'motivated')",-1.2973408,-1.442704,-0.868312,-1.0194402,-0.94198114,-1.1301666,-0.698878,-1.0755445,-0.9878532,-1.2179464,0.2300932
59,1.1050085,1.0372313,"('foolish', 'wise')",1.7038697,1.7124825,1.4587319,1.3045459,1.4314685,1.4556816,-0.10900465,-0.20584106,1.1180148,1.06082,0.0571948
81,-1.0761211,-0.9178439,"('submissive', 'aggressive')",-1.2170898,-1.159965,-0.7845041,-0.7173407,-1.2332851,-1.3125372,-0.7264298,-0.7633301,-1.0074861,-0.9742034,-0.0332827
82,-0.94606143,-0.8830656,"('poor', 'rich')",-0.9994069,-1.0081072,0.6037628,0.4739175,-1.6535549,-1.6448343,6.2729645,6.4954467,0.6555408,0.6866714,-0.0311306
5,0.9238859,0.64072174,"('distant', 'outgoing')",2.4572475,2.3636744,0.51071894,0.22254942,1.5774549,1.6372138,-0.5252877,-0.6323242,0.988804,0.8463671,0.1424369
70,-0.92056125,-0.84427774,"('lethargic', 'energetic')",-1.2254285,-1.2299151,-0.33410037,-0.43001392,-1.6866151,-1.7575425,0.49293497,0.5578952,-0.734754,-0.7407708,0.0060168
84,0.9138395,0.81014764,"('inferior', 'superior')",1.0297558,1.0216453,0.7745347,0.56926954,0.8523554,0.70461595,0.9194381,0.64448303,0.8979847,0.7500323,0.1479524
22,-0.91299844,-0.8582431,"('untrustworthy', 'trustworthy')",-2.168085,-2.0862536,0.858787,0.9545014,-2.3514426,-2.3305779,-0.48902756,-0.4852575,-1.0125533,-0.9611661,-0.0513872
1,-0.887519,-1.4013563,"('unfriendly', 'friendly')",1.2554625,1.1086887,0.102797866,-0.31838128,0.50283635,0.47049522,1.4007187,1.208558,0.4748593,0.2136009,0.2612584
49,-0.8595109,-1.0394435,"('unable', 'able')",-1.306233,-1.3062979,-0.9912987,-1.0578673,-1.1737022,-1.2575401,-0.40953118,-0.42763108,-0.9480552,-1.0177559,0.0697007
20,-0.85303473,-0.8965589,"('rough', 'thoughtful')",-1.8619707,-1.8124145,-0.46553966,-0.4540321,-1.8760406,-1.883444,0.028812371,0.19450834,-1.0055547,-0.9703882,-0.0351665
33,0.83945626,0.7454759,"('wrong', 'right')",1.357399,1.3735029,0.73307157,0.53099155,1.4532727,1.462461,-0.8769196,-1.1533018,0.701256,0.591826,0.10943
51,-0.8239542,-0.7208351,"('uneducated', 'educated')",-1.3097022,-1.2457105,0.5432631,0.7667936,-1.4846119,-1.4106846,0.867199,0.8227997,-0.4415613,-0.3575274,-0.0840339
8,-0.8009638,-1.0415636,"('unaffectionate', 'affectionate')",0.48016477,0.40972847,-0.7084652,-1.002483,0.72720397,0.7007082,0.086302355,0.070749424,-0.0431516,-0.1725721,0.1294205
72,-0.79137456,-0.85320556,"('unambitious', 'ambitious')",-0.88014174,-0.935843,-0.8649885,-0.98463976,-0.937886,-0.98267174,-0.97041565,-1.0023514,-0.8889613,-0.9517423,0.062781
67,0.7379992,1.058513,"('doubtful', 'determined')",1.1527365,1.2989699,0.30385986,0.47228315,1.2688982,1.3533541,0.03850606,0.09885915,0.7004,0.8563959,-0.1559959
50,0.7103771,0.6521554,"('clumsy', 'skillful')",0.33283317,0.30013224,1.5899374,1.5874424,0.57400703,0.6031063,0.4481786,0.5788119,0.7310667,0.7443296,-0.0132629
4,0.7038491,0.6794859,"('disliked', 'liked')",0.7442386,0.66428095,0.48528075,0.5283355,0.57265234,0.57066536,-5.9326806,-6.26704,-0.685332,-0.7648544,0.0795224
12,-0.68116343,-0.94507456,"('unsupportive', 'supportive')",0.64395094,0.53835094,0.47355062,0.1319199,1.0004964,0.8128389,-1.6406773,-1.7851068,-0.0407686,-0.2494143,0.2086457
76,-0.67119503,-0.59994155,"('anxious', 'daring')",-1.9518989,-1.8907541,0.1578773,0.24487066,-1.4924583,-1.481,0.44439363,0.69022524,-0.7026563,-0.6073199,-0.0953364
63,-0.66970575,-0.83428025,"('unperceptive', 'insightful')",0.43054014,0.41003138,1.0742218,0.76271397,-0.27680096,-0.34517786,0.917231,0.7546793,0.2950973,0.1495933,0.145504
68,-0.6116254,-0.6605875,"('dependent', 'independent')",-1.4019802,-1.4617748,-0.3369347,-0.44771996,-1.2935512,-1.3945663,-1.396467,-1.4405402,-1.0081117,-1.0810378,0.0729261
18,-0.6036522,-0.7490007,"('disagreeable', 'welcoming')",-2.0676079,-2.0638146,1.2421756,1.2169169,-1.0427543,-0.99230665,-1.213511,-1.1372166,-0.73707,-0.7450843,0.0080143
13,-0.6022858,-0.52848613,"('impolite', 'polite')",-1.3429022,-1.3083748,-0.3486154,-0.49407488,-0.91896874,-1.0111266,0.11333497,-0.026759505,-0.6198874,-0.6737644,0.053877
66,0.583323,0.694352,"('inactive', 'active')",0.23851433,0.34358856,0.8969419,0.9899227,0.7845859,0.87737465,0.6177626,0.8186567,0.6242255,0.7447789,-0.1205534
62,-0.5745937,-0.76116943,"('incompetent', 'brilliant')",-1.4552685,-1.4303937,-0.8579232,-1.0565926,-2.0123496,-2.1309273,0.0070322193,-0.18637587,-0.9786205,-1.1130918,0.1344713
71,0.55211854,0.4621983,"('diffident', 'self-confident')",2.3657825,2.3289413,0.5699319,0.35833564,1.9128942,1.9608454,0.34416887,0.18737656,1.1489792,1.0595394,0.0894398
28,-0.5505035,-0.9649519,"('disloyal', 'loyal')",0.22080918,0.062578574,0.14426538,-0.0038963258,-0.7314576,-0.775509,1.1003083,1.016099,0.0366843,-0.1331359,0.1698202
38,0.5480899,0.2417559,"('untruthful', 'truthful')",1.1033225,0.9818372,0.4410975,0.13667458,1.2690828,1.0699624,0.4092585,0.1420241,0.7541703,0.5144508,0.2397195
26,-0.49564978,-0.46656597,"('hardhearted', 'benevolent')",0.8107848,0.94280857,1.4324031,1.657296,0.13853936,0.38579294,1.1250759,1.4159085,0.6022306,0.787048,-0.1848174
25,0.44921586,0.093169175,"('egoistic', 'altruistic')",0.35865736,0.16847678,0.44568902,0.09280672,0.18919456,0.11021331,1.1933632,0.83355874,0.527224,0.2596449,0.2675791
32,-0.43718168,-0.64158416,"('unkind', 'kind')",-0.17370844,-0.20052373,0.4741731,0.27350235,-1.1677839,-1.1833788,1.1883855,1.1156031,-0.0232231,-0.1272763,0.1040532
54,-0.42000797,-0.53539336,"('incapable', 'capable')",0.3729311,0.35099936,0.16397676,-0.005379349,0.14469822,0.13703477,0.95867515,0.854311,0.2440547,0.1603145,0.0837402
30,-0.41072512,-0.475115,"('intolerant', 'tolerant')",-0.79313904,-0.746296,-0.4499395,-0.49363244,-0.6733029,-0.6077175,0.2755442,0.18364498,-0.4103125,-0.4278232,0.0175107
29,-0.38025615,-0.40707624,"('unfair', 'fair')",0.63197386,0.6155084,0.7283872,0.849768,-0.281777,-0.3123994,-0.73729414,-0.6554218,-0.0077932,0.0180758,-0.025869
47,-0.37649125,-0.32677406,"('stupid', 'smart')",0.23967281,0.2473214,0.8581345,0.8585166,0.111627534,0.086166635,4.9969068,5.2233825,1.16597,1.2177226,-0.0517526
11,-0.35299975,-0.4359856,"('unhelpful', 'helpful')",0.33253878,0.28472856,-0.07470848,-0.260884,0.9469366,0.7958545,3.1583483,3.0951858,0.8020231,0.6957798,0.1062433
17,0.3364674,0.32909897,"('nasty', 'nice')",-0.11596042,-0.17054619,-0.5114826,-0.46958333,0.2917494,0.27485543,-0.15729424,-0.16956495,-0.0313041,-0.041148,0.0098439
6,0.32960534,-0.0050829835,"('distant', 'open')",2.161346,2.0867157,0.5878519,0.306822,1.2842733,1.3721912,-0.72458607,-0.68007094,0.727698,0.616115,0.111583
83,-0.3287118,-0.41539344,"('powerless', 'powerful')",1.036795,0.93868387,-0.36651206,-0.44694045,0.25736338,0.1806316,-1.1120737,-1.1374148,-0.1026278,-0.1760867,0.0734589
9,-0.25757012,-0.748582,"('unaffectionate', 'caring')",1.0726845,0.9002099,-0.34796348,-0.8352903,1.1681602,1.0279822,0.84109706,0.595004,0.4952816,0.1878648,0.3074168
40,-0.25645986,-0.5613519,"('stingy', 'generous')",-0.036591068,-0.15960084,-0.44102204,-0.65043217,-0.7306832,-0.7948758,-2.7849529,-2.9433482,-0.8499418,-1.0219217,0.1719799
44,0.24464124,0.39369822,"('prejudiced', 'unprejudiced')",-1.8576813,-1.8971492,-0.7540855,-0.6786007,-0.93302906,-0.9353836,-1.3108644,-1.3713075,-0.9222038,-0.8977486,-0.0244552
52,0.23052049,0.029265206,"('irrational', 'rational')",0.822475,0.8256097,0.54151845,0.39361316,1.1313536,1.1454562,-0.7117309,-0.83983254,0.4028273,0.3108223,0.092005
36,0.22271112,0.0982101,"('hostile', 'amicable')",1.206721,1.131518,-0.16081986,-0.19319345,0.48223346,0.5522149,-0.42282313,-0.47340238,0.2656045,0.2230695,0.042535
23,-0.21688645,-0.61056167,"('insincere', 'sincere')",-0.35301882,-0.49180925,-0.61382794,-0.9020395,-0.409493,-0.5897805,5.5248156,5.5906744,0.7863179,0.5992967,0.1870212
34,0.1926987,0.0042883493,"('mean', 'honorable')",0.030633934,-0.031486474,-0.6983402,-0.86759436,0.62168264,0.5101382,5.27411,5.317221,1.084157,0.9865133,0.0976437
19,0.17458847,0.17540559,"('inhospitable', 'hospitable')",0.73490584,0.73760915,-0.3972596,-0.42454115,0.2875839,0.3777178,0.21027535,0.051744,0.2020188,0.1835871,0.0184317
87,0.17033681,0.4449587,"('unsuccessful', 'successful')",0.5382158,0.6371644,0.71970147,0.8447224,0.76576906,0.76773846,0.5147935,0.4965909,0.5417633,0.6382349,-0.0964716
16,0.1405117,0.19256864,"('unpopular', 'popular')",0.953884,0.88104606,0.4393285,0.51045233,0.7459432,0.7233049,0.43560314,0.5640429,0.5430541,0.574283,-0.0312289
88,-0.121436,0.0055726473,"('low', 'eminent')",-0.2942768,-0.1323722,0.21223332,0.26868638,-0.746564,-0.6180252,-0.06748618,0.061367802,-0.2035059,-0.0829541,-0.1205518
2,-0.110678405,-0.07414915,"('unlikable', 'likable')",-1.0201385,-0.9811763,1.3890936,1.4047344,-0.7229381,-0.68651867,1.0246918,0.89362055,0.1120061,0.1113021,0.000704
80,-0.10657962,-0.015618645,"('dominated', 'dominating')",-0.95607424,-0.83911633,-0.23227793,-0.047299564,-1.1829915,-1.2001038,-0.22853342,-0.026275463,-0.5412914,-0.4256827,-0.1156087
31,-0.102258846,-0.114713535,"('evil', 'good')",1.0846065,1.0520005,-0.07146391,-0.09682557,0.8315005,0.8762194,-1.6391119,-1.6599522,0.0206545,0.0113457,0.0093088
42,-0.09628452,-0.15498023,"('unreliable', 'reliable')",-0.15498504,-0.18668173,1.1212385,1.1500324,-0.12997203,-0.110258475,-2.2054496,-2.094525,-0.2930905,-0.2792826,-0.0138079
15,0.09574177,0.33778158,"('boring', 'funny')",0.923938,1.0799184,0.45622233,0.5643736,-0.18642345,-0.050182275,0.43404508,0.30260557,0.3447047,0.4468994,-0.1021947
39,-0.07434687,-0.16125117,"('exploitative', 'cooperative')",-0.4229573,-0.39317662,0.2325032,0.11367259,-0.7957897,-0.79450715,0.40651804,0.16982524,-0.1308145,-0.2130874,0.0822729
74,0.06725881,-0.12201299,"('undedicated', 'dedicated')",0.6378886,0.6344346,0.60227334,0.49889094,-0.29170957,-0.18907884,0.09265387,0.11712096,0.221673,0.1878709,0.0338021
24,0.061190706,-0.17525707,"('dishonest', 'honest')",-0.35916683,-0.40963426,-0.0062034205,-0.22276717,-0.6869636,-0.67268354,0.8042688,0.6850424,-0.0373749,-0.1590599,0.121685
56,-0.039741218,-0.21694997,"('impractical', 'practical')",0.80391604,0.73536783,-0.10191287,-0.3422798,0.22710451,0.11739651,0.34918684,0.24607278,0.2477107,0.1079215,0.1397892
64,-0.035636425,-0.1373029,"('shy', 'confident')",-0.47445935,-0.53264403,0.8932906,0.9730688,-0.8750892,-1.0043327,-5.0679584,-5.4587717,-1.1119705,-1.2319965,0.120026
37,0.026578117,-0.14095035,"('fake', 'genuine')",0.05776995,-0.07133475,-0.10671319,-0.23629554,-0.9197913,-1.0134509,0.2781562,0.27202338,-0.1328001,-0.2380016,0.1052015
