,goodyear_male,goodyear_female,tuple,tire_male,tire_female,&_male,&_female,rubber_male,rubber_female,co_male,co_female,average_male,average_female,male-female
0,-2.166385,-2.1872041,"('unsociable', 'sociable')",-0.50035816,-0.5539198,-0.13753238,-0.025141079,-0.5062406,-0.5706528,0.19833682,0.15614511,-0.6224359,-0.6361545,0.0137186
10,-2.1470711,-2.4628677,"('unsympathetic', 'sympathetic')",-1.7421207,-1.7764788,-1.5559292,-1.6693816,-1.6686573,-1.8580428,-0.1619443,0.07670824,-1.4551445,-1.5380125,0.082868
48,-1.9577667,-2.1562836,"('unintelligent', 'intelligent')",-1.1917505,-1.2103243,-1.3788086,-1.6074444,-2.172413,-2.2544496,-0.4459924,-0.54808116,-1.4293463,-1.5553167,0.1259704
14,-1.8812846,-1.6197456,"('antisocial', 'social')",-1.0677735,-1.0400417,0.16278544,0.47149375,-0.6851559,-0.61877304,-0.54721016,-0.28489637,-0.8037277,-0.6183926,-0.1853351
57,-1.864792,-1.8197289,"('unimaginative', 'imaginative')",-0.9851941,-0.99171287,-1.5814677,-1.6197449,-0.9069922,-0.94123137,-3.046661,-3.0329041,-1.6770214,-1.6810644,0.004043
65,-1.8363819,-1.7781428,"('insecure', 'secure')",-2.1598015,-2.0936456,-0.207767,-0.22510889,-2.131391,-2.1333714,0.11128569,0.086582825,-1.2448112,-1.2287373,-0.0160739
35,1.8348749,1.8977249,"('corrupt', 'incorrupt')",1.414207,1.4016631,0.41024965,0.6191747,0.99356383,1.0704747,-0.7146874,-0.61750597,0.7876416,0.8743063,-0.0866647
73,1.6508971,1.5922287,"('helpless', 'self-reliant')",2.2463238,2.1808572,0.62294626,0.7004566,1.3189534,1.4229888,-2.976876,-3.1803036,0.572449,0.5432455,0.0292035
3,-1.6319617,-1.7114874,"('repellent', 'pleasant')",-1.0934484,-1.1279662,-0.8579012,-0.77127886,-0.5738892,-0.73171896,0.50678223,0.5937259,-0.7300836,-0.7497451,0.0196615
27,-1.596222,-1.7513919,"('hardhearted', 'softhearted')",-0.584784,-0.6871186,-0.75493926,-1.1278898,-0.7455797,-0.8886105,0.18111587,0.19923556,-0.7000818,-0.851155,0.1510732
60,-1.5945313,-1.914621,"('inefficient', 'efficient')",-1.2704895,-1.4553468,-0.13290176,-0.43419063,-1.7465725,-1.9454296,0.201651,-0.027208649,-0.9085688,-1.1553594,0.2467906
