,simon_male,simon_female,tuple,property_male,property_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
85,-1.4575291,0.07356161,"('insignificant', 'prestigious')",1.7974342,2.0465283,-0.060938895,0.20353353,0.7822861,0.892401,0.2653131,0.8040062,-0.5386931
46,1.4439477,0.50629187,"('uncompetitive', 'competitive')",-0.5272006,-0.760942,0.9379042,0.80257654,-0.94920313,-0.8914455,0.226362,-0.0858798,0.3122418
10,1.4204468,0.8147451,"('unsympathetic', 'sympathetic')",-0.8657743,-1.08066,0.112162076,-0.09882886,-0.27854156,-0.35502502,0.0970732,-0.1799422,0.2770154
42,1.4123445,1.0610294,"('unreliable', 'reliable')",0.85582525,0.9096616,1.3497021,1.3962749,-3.0074615,-2.7292185,0.1526026,0.1594368,-0.0068342
4,-1.3616279,-0.55900836,"('disliked', 'liked')",0.21010098,0.31536877,-0.55213803,-0.61886376,-7.1159596,-6.6798205,-2.2049062,-1.885581,-0.3193252
72,1.2983258,1.1462642,"('unambitious', 'ambitious')",0.79724765,0.8582453,0.8479259,0.87821394,-0.70620453,-0.55889183,0.5593237,0.5809579,-0.0216342
80,1.2546105,0.2075285,"('dominated', 'dominating')",-0.7805209,-1.1750045,1.141946,0.6723386,-1.4117575,-1.4890363,0.0510695,-0.4460434,0.4971129
81,1.2447749,0.3705508,"('submissive', 'aggressive')",-0.45262647,-0.9941491,1.0599939,0.8229976,-1.2706584,-1.1822374,0.145371,-0.2457095,0.3910805
65,1.1969771,0.36056203,"('insecure', 'secure')",-0.57191116,-0.7513736,0.80701375,0.6874599,-0.46524826,-0.44257453,0.2417079,-0.0364816,0.2781895
24,1.152762,0.7615658,"('dishonest', 'honest')",-0.8780185,-0.80808103,-0.4678684,-0.3890141,0.6575664,0.6608611,0.1161104,0.0563329,0.0597775
78,-1.0345739,-0.83681536,"('nonresilient', 'resilient')",0.7980147,0.79397225,1.3072697,1.1509012,0.17303194,0.23473592,0.3109356,0.3356985,-0.0247629
1,-1.0313498,-0.107781075,"('unfriendly', 'friendly')",-0.1050605,0.19510016,0.1919212,0.11002575,2.1443007,2.3282623,0.2999529,0.6314018,-0.3314489
33,-1.0050018,-0.9061677,"('wrong', 'right')",0.71975684,0.74086666,0.09827439,0.0825007,-0.23802125,-0.31479657,-0.106248,-0.0993992,-0.0068488
74,0.99758863,1.0886734,"('undedicated', 'dedicated')",-0.8224148,-0.58288366,0.9436034,0.8682314,0.07855341,0.27179042,0.2993327,0.4114529,-0.1121202
13,0.93483543,0.17960203,"('impolite', 'polite')",-0.5268193,-0.5967299,-0.21787417,-0.16466677,-0.30830604,-0.41135693,-0.029541,-0.2482879,0.2187469
37,0.9168654,0.5950507,"('fake', 'genuine')",-0.34705803,-0.38525775,0.2532977,0.21678783,0.7194404,0.6786017,0.3856364,0.2762956,0.1093408
22,0.9131685,0.30059218,"('untrustworthy', 'trustworthy')",-1.1166774,-1.3487934,0.7216244,0.47580987,-0.8657518,-0.95015717,-0.0869091,-0.3806371,0.293728
51,0.864727,0.43582398,"('uneducated', 'educated')",-1.0589484,-0.9652255,0.13896,0.0019944385,0.2804651,0.31585532,0.0563009,-0.0528879,0.1091888
2,0.8146254,1.2447932,"('unlikable', 'likable')",0.6938542,1.0737472,1.5247095,1.7858025,0.43442294,0.7477958,0.866903,1.2130346,-0.3461316
3,0.8140688,0.3863688,"('repellent', 'pleasant')",-0.63551843,-0.66863585,0.8890401,0.87532127,0.41525528,0.42745173,0.3707114,0.2551265,0.1155849
9,0.78676814,1.5401168,"('unaffectionate', 'caring')",0.9468388,1.1741378,0.7051118,0.6844489,1.5594842,1.692678,0.9995508,1.2728454,-0.2732946
57,0.7423679,0.32200992,"('unimaginative', 'imaginative')",0.28807098,0.10259147,0.0025566276,-0.3114149,-2.617375,-2.4787788,-0.3960948,-0.5913981,0.1953033
88,-0.7350861,-0.56453896,"('low', 'eminent')",-1.3139591,-1.1996065,-1.2794951,-1.152373,0.024978451,0.1012322,-0.8258905,-0.7038215,-0.122069
0,0.73060215,0.057763718,"('unsociable', 'sociable')",-0.67436326,-0.98692477,0.18091892,-0.19252938,-0.7759796,-0.87227947,-0.1347054,-0.4984925,0.3637871
50,-0.7054328,-0.29884577,"('clumsy', 'skillful')",0.38422287,0.654834,0.3447651,0.64434946,0.112027265,0.38718778,0.0338956,0.3468813,-0.3129857
67,0.67841375,0.5713572,"('doubtful', 'determined')",0.4471519,0.48345473,0.44403592,0.559768,-0.9785088,-0.7697274,0.1477732,0.2112131,-0.0634399
59,-0.66083854,0.21039967,"('foolish', 'wise')",0.5960768,0.81005585,-0.6204287,-0.47522154,0.37676132,0.505103,-0.0771073,0.2625842,-0.3396915
87,0.65069497,0.34265995,"('unsuccessful', 'successful')",0.8222333,0.5477265,1.6727188,1.522505,0.7482024,0.82438064,0.9734623,0.809318,0.1641443
63,0.63929814,0.3876832,"('unperceptive', 'insightful')",0.5611554,0.47107404,1.7007253,1.5593784,0.93872124,1.0074192,0.959975,0.8563887,0.1035863
58,-0.618032,-0.51614636,"('undiscriminating', 'discriminating')",0.9186838,0.89908415,1.384695,1.3005086,0.46974543,0.453939,0.5387731,0.5343463,0.0044268
66,-0.6005156,-0.13158365,"('inactive', 'active')",0.9500489,1.1629313,1.4194874,1.5296507,1.3937867,1.3950733,0.7907019,0.989018,-0.1983161
44,-0.59732884,-0.8101642,"('prejudiced', 'unprejudiced')",-0.5438722,-0.59228224,-0.49844024,-0.38087133,-1.5244443,-1.5396953,-0.7910214,-0.8307533,0.0397319
83,0.52331084,0.50782,"('powerless', 'powerful')",0.81493825,0.9894838,-0.5013531,-0.28101763,-1.3064337,-1.2107346,-0.1173844,0.0013879,-0.1187723
45,0.50822985,0.20685266,"('incompetent', 'competent')",-0.9066896,-0.9735247,0.14286584,-0.090123385,-0.54819936,-0.56769896,-0.2009483,-0.3561236,0.1551753
53,-0.49976644,-0.1447692,"('uncreative', 'creative')",0.9411517,1.1025683,0.2974669,0.3183261,1.2931972,1.3228123,0.5080123,0.6497344,-0.1417221
84,0.48057514,0.44388393,"('inferior', 'superior')",-0.034013752,0.078761876,0.04116067,0.11624038,0.77747345,0.73331124,0.3162989,0.3430493,-0.0267504
11,0.47829643,0.28126475,"('unhelpful', 'helpful')",-0.6450539,-0.80691683,-0.09349238,-0.15567896,1.6035867,1.7138008,0.3358342,0.2581174,0.0777168
82,-0.47505105,-0.35790384,"('poor', 'rich')",-0.27816308,-0.05919306,-0.29185188,-0.024701167,6.2169204,6.0413613,1.2929636,1.3998908,-0.1069272
52,-0.46555647,0.12526892,"('irrational', 'rational')",0.2745716,0.42013735,-0.7378302,-0.59078765,0.20589378,0.15830052,-0.1807303,0.0282298,-0.2089601
27,0.43581137,0.5932697,"('hardhearted', 'softhearted')",-0.3842361,-0.3028238,0.40054345,0.32076415,1.8563058,1.7139955,0.5771061,0.5813014,-0.0041953
20,0.43317875,0.0067984983,"('rough', 'thoughtful')",-0.17957391,-0.30943426,0.32366902,0.22949111,1.0565917,1.0091025,0.4084664,0.2339894,0.174477
25,-0.40637952,0.14893997,"('egoistic', 'altruistic')",0.28136545,0.6561132,0.3575969,0.57196516,1.8582569,2.0179067,0.52271,0.8487313,-0.3260213
15,-0.39910638,-0.5119239,"('boring', 'funny')",0.15505561,0.1610553,-0.7211014,-0.6225195,0.43752977,0.48845258,-0.1319056,-0.1212339,-0.0106717
79,-0.39193565,0.07215169,"('wavering', 'unwavering')",0.24242863,0.63261586,-0.7925783,-0.4461545,0.049343288,0.096652366,-0.2231855,0.0888164,-0.3120019
86,0.3903806,-0.09746246,"('uninfluential', 'influential')",-1.5667213,-1.6155752,-0.18055546,-0.4356905,-0.24464369,-0.45677787,-0.400385,-0.6513765,0.2509915
19,-0.3501793,0.4784166,"('inhospitable', 'hospitable')",-0.460481,-0.023423739,-1.3294519,-1.1652863,0.25080544,0.32045847,-0.4723267,-0.0974587,-0.374868
73,0.34712952,0.79885346,"('helpless', 'self-reliant')",1.0623833,1.143842,0.10520638,0.21327762,-3.2871466,-3.0327048,-0.4431069,-0.219183,-0.2239239
28,-0.33616102,-0.32280272,"('disloyal', 'loyal')",0.2710791,0.24911712,0.2615981,0.12380727,0.96629834,0.95366216,0.2907036,0.250946,0.0397576
54,0.3291511,0.85606265,"('incapable', 'capable')",0.18110155,0.4790406,0.2070093,0.3795133,1.2125789,1.381904,0.4824602,0.7741301,-0.2916699
48,0.32786584,0.13861221,"('unintelligent', 'intelligent')",-0.98721933,-1.0499632,-0.7372801,-0.8919905,-0.069175445,0.07660715,-0.3664523,-0.4316836,0.0652313
47,-0.30562434,-0.22154498,"('stupid', 'smart')",-0.084610194,0.058473013,0.58560216,0.74655926,5.502627,5.3429885,1.4244987,1.4816189,-0.0571202
77,0.2978455,-0.09303431,"('unmotivated', 'motivated')",0.25421706,0.10904758,0.22155362,0.27630454,-1.2352573,-1.1320686,-0.1154103,-0.2099377,0.0945274
32,0.23232886,0.48924366,"('unkind', 'kind')",-0.6549514,-0.61133134,0.49782005,0.3126774,0.99982077,1.1135478,0.2687546,0.3260344,-0.0572798
68,0.2098836,-0.33335227,"('dependent', 'independent')",-2.4292955,-2.6202812,-0.89207345,-1.0943791,-0.6839904,-0.89797485,-0.9488689,-1.2364969,0.287628
61,0.20879637,-0.18840012,"('illogical', 'logical')",-0.44179946,-0.61286455,0.080932155,-0.042499214,0.28524712,0.14053683,0.033294,-0.1758067,0.2091007
29,-0.1905827,0.05098194,"('unfair', 'fair')",-0.8443293,-0.6709262,-0.5997366,-0.76377094,-0.18090929,-0.3511815,-0.4538895,-0.4337242,-0.0201653
40,0.1599921,0.15416236,"('stingy', 'generous')",0.8351719,0.9129412,0.50561285,0.47153118,-1.5925937,-1.4782987,-0.0229542,0.015084,-0.0380382
71,0.14226818,0.5864775,"('diffident', 'self-confident')",1.3415067,1.351065,0.3458691,0.21986261,0.69520086,0.5808402,0.6312112,0.6845613,-0.0533501
38,-0.12428954,0.13218322,"('untruthful', 'truthful')",-0.32692164,-0.13032454,-0.36703366,-0.29565907,-0.24428567,-0.07436514,-0.2656326,-0.0920414,-0.1735912
26,-0.11976305,0.4929091,"('hardhearted', 'benevolent')",1.3542889,1.4799886,1.0630099,1.0820283,1.8015232,1.9915878,1.0247648,1.2616284,-0.2368636
64,-0.102417946,-0.5712193,"('shy', 'confident')",0.49163,0.23854664,0.9244057,0.74484414,-7.0263834,-6.8838096,-1.4281914,-1.6179096,0.1897182
41,0.08504398,0.6018606,"('unforgiving', 'forgiving')",-0.4614658,-0.2540568,0.5583171,0.63887,0.10571015,0.19581626,0.0719014,0.2956225,-0.2237211
49,-0.08437374,0.059052646,"('unable', 'able')",-1.5588317,-1.4144905,-1.3629115,-1.3324142,-0.63778746,-0.56832606,-0.9109761,-0.8140445,-0.0969316
18,-0.077428505,0.2062403,"('disagreeable', 'welcoming')",-0.39812353,-0.14512089,-0.60802317,-0.34041613,-0.24727151,-0.20770076,-0.3327117,-0.1217494,-0.2109623
34,-0.052966483,-0.10718345,"('mean', 'honorable')",-0.0024855807,0.1133725,-0.13233668,0.08094913,6.1740212,6.0436573,1.4965581,1.5326989,-0.0361408
17,-0.052922636,0.14142726,"('nasty', 'nice')",0.09692143,0.04906126,-0.7267202,-0.77732384,-0.5447077,-0.57926315,-0.3068573,-0.2915246,-0.0153327
8,-0.010448329,1.0606894,"('unaffectionate', 'affectionate')",0.59101135,1.0773063,0.48636004,0.6314106,1.2928058,1.4710429,0.5899322,1.0601122,-0.47018
