,marshall_male,marshall_female,tuple,&_male,&_female,ilsley_male,ilsley_female,corp_male,corp_female,average_male,average_female,male-female
36,-1.9655203,-1.2931064,"('hostile', 'amicable')",-1.3923194,-1.2918655,-1.0432539,-1.0711633,-0.82798046,-0.82254654,-1.3072685,-1.1196704,-0.1875981
1,-1.5432878,-1.091107,"('unfriendly', 'friendly')",-1.6893116,-1.6284387,-2.3453846,-2.127443,0.7481145,0.9909797,-1.2074673,-0.9640023,-0.243465
4,-1.4091258,-0.91593885,"('disliked', 'liked')",0.11175571,0.17800051,0.5549293,0.55899036,-5.4477973,-4.6159973,-1.5475595,-1.1987363,-0.3488232
31,-1.4061961,-0.6443208,"('evil', 'good')",-1.203379,-1.0436649,-0.9404533,-0.769758,-0.86297214,-0.7788256,-1.1032501,-0.8091423,-0.2941078
67,1.2445185,1.34251,"('doubtful', 'determined')",-0.178496,0.09275313,0.48441565,0.6523647,-0.091754735,-0.094927445,0.3646709,0.4981751,-0.1335042
5,-1.2416062,-0.39757016,"('distant', 'outgoing')",-0.81999147,-0.69560874,0.20992276,0.5538307,-0.445028,-0.26090965,-0.5741758,-0.2000645,-0.3741113
39,1.2035334,1.359538,"('exploitative', 'cooperative')",0.23084104,0.28706887,0.11139214,0.10445394,0.090170085,0.22615005,0.4089842,0.4943027,-0.0853185
64,-1.2011942,-1.0556998,"('shy', 'confident')",0.68371564,0.793332,0.92424303,0.9546754,-4.6600437,-4.159576,-1.0633198,-0.8668171,-0.1965027
74,1.1912374,1.1907696,"('undedicated', 'dedicated')",0.07498908,0.06902999,-0.31814927,-0.21034566,-0.5423486,-0.2905316,0.1014322,0.1897306,-0.0882984
52,-1.156146,-0.66118497,"('irrational', 'rational')",-0.7500804,-0.56014085,-0.16586426,-0.003807459,-0.27816296,-0.21270552,-0.5875634,-0.3594597,-0.2281037
82,-1.1344966,-1.3730291,"('poor', 'rich')",-0.032931354,-0.22174914,-0.26811644,-0.19238348,4.713087,4.1513286,0.8193856,0.5910417,0.2283439
80,1.1220129,0.42225233,"('dominated', 'dominating')",1.0593473,0.9251778,0.83442664,0.57655454,-0.3052685,-0.4107182,0.6776296,0.3783166,0.299313
16,-1.0347211,-0.7177162,"('unpopular', 'popular')",0.046134204,0.09642523,-0.80908847,-0.5760905,-0.0048132725,-0.003983669,-0.4506222,-0.3003413,-0.1502809
78,-0.997973,-1.0777935,"('nonresilient', 'resilient')",0.4944931,0.20437449,-0.5558735,-0.5276652,0.5618367,0.48401192,-0.1243792,-0.2292681,0.1048889
62,0.96626145,0.47754154,"('incompetent', 'brilliant')",0.2701011,0.02679538,-0.23230357,-0.42708987,0.82748556,0.7983554,0.4578861,0.2189006,0.2389855
18,-0.92687124,-0.5967839,"('disagreeable', 'welcoming')",0.38970262,0.4936693,-0.31722403,-0.2624681,-0.9297002,-0.72375286,-0.4460232,-0.2723339,-0.1736893
24,0.9256062,0.68357563,"('dishonest', 'honest')",-0.3962636,-0.39069402,0.44780496,0.33227906,0.67281836,0.6493561,0.4124915,0.3186292,0.0938623
15,-0.90612686,-0.69476336,"('boring', 'funny')",0.35422084,0.44578364,-0.48475194,-0.5595045,-0.2586968,-0.22392869,-0.3238387,-0.2581032,-0.0657355
59,-0.90500116,-0.147935,"('foolish', 'wise')",-0.3534878,-0.25070825,-0.02572307,0.40554106,-0.28865087,0.007828146,-0.3932157,0.0036815,-0.3968972
84,0.9038382,0.88419735,"('inferior', 'superior')",0.81802285,0.837728,-0.054432638,-0.06316183,1.4408923,1.3829354,0.7770802,0.7604247,0.0166555
41,-0.90088636,-0.653552,"('unforgiving', 'forgiving')",-0.67969215,-0.59999484,-0.8999426,-1.0915353,0.080576874,0.24975297,-0.5999861,-0.5238323,-0.0761538
44,-0.8631752,-0.7817,"('prejudiced', 'unprejudiced')",-1.3279577,-1.189971,0.81628567,0.79339033,-2.0198321,-1.7030083,-0.8486699,-0.7203223,-0.1283476
53,-0.8541104,-0.9215316,"('uncreative', 'creative')",-0.3419802,-0.47328815,-1.2747374,-1.1937041,0.041553766,0.13895123,-0.6073186,-0.6123931,0.0050745
87,0.84389895,0.605974,"('unsuccessful', 'successful')",2.2736952,2.0437422,0.5186201,0.56339025,0.94206536,0.79571986,1.1445699,1.0022066,0.1423633
27,-0.8417345,-0.74009806,"('hardhearted', 'softhearted')",-1.1476952,-1.1264813,-0.22670396,-0.3342172,0.5766648,0.6538556,-0.4098672,-0.3867353,-0.0231319
34,-0.8124985,-1.097689,"('mean', 'honorable')",-0.23111346,-0.4321508,-0.24239185,-0.5256202,4.710181,4.095688,0.8560444,0.510057,0.3459874
56,0.7759185,0.2976314,"('impractical', 'practical')",-0.041877843,-0.19903234,0.123887815,0.03304916,-0.0862446,-0.2009391,0.192921,-0.0173227,0.2102437
85,-0.76486766,0.1711351,"('insignificant', 'prestigious')",-0.89044243,-0.6506981,-0.61503035,-0.19426478,-0.8797628,-0.3360661,-0.7875258,-0.2524735,-0.5350523
63,-0.71366173,-0.69442475,"('unperceptive', 'insightful')",0.5758047,0.43824434,-1.2301059,-1.0969818,0.9462819,0.97450584,-0.1054202,-0.0946641,-0.0107561
