,anadarko_male,anadarko_female,tuple,petroleum_male,petroleum_female,corp_male,corp_female,average_male,average_female,male-female
7,-0.5659177,-0.50934607,"('insensitive', 'sensitive')",1.2211189,1.248347,0.8531388,0.85806054,0.50278,0.5323538,-0.0295738
70,-0.5514386,-0.28926775,"('lethargic', 'energetic')",0.17185846,0.24605268,0.54298216,0.65343654,0.0544673,0.2034072,-0.1489399
24,-0.5433236,-0.51427865,"('dishonest', 'honest')",1.5124252,1.5073274,0.07605664,0.1721258,0.3483861,0.3883915,-0.0400054
85,0.50080407,0.37143332,"('insignificant', 'prestigious')",0.3860249,0.2388161,-1.1081486,-1.2970843,-0.0737732,-0.228945,0.1551718
34,-0.49280098,-0.46682924,"('mean', 'honorable')",-0.179051,-0.17684546,4.6760387,4.805025,1.3347289,1.3871168,-0.0523879
76,-0.45626506,-0.30692545,"('anxious', 'daring')",0.23862892,0.36896107,-0.07619381,0.10170624,-0.0979433,0.0545806,-0.1525239
47,-0.44004956,-0.27073878,"('stupid', 'smart')",0.667347,0.7380884,4.9152794,5.1761246,1.7141922,1.881158,-0.1669658
64,-0.4160898,-0.4625736,"('shy', 'confident')",1.2487514,1.2277381,-5.0582957,-5.2743917,-1.4085447,-1.5030758,0.0945311
25,0.38315108,0.2560863,"('egoistic', 'altruistic')",0.7650969,0.5989873,0.66979384,0.53941596,0.6060139,0.4648298,0.1411841
53,-0.35738185,-0.35503596,"('uncreative', 'creative')",0.7261961,0.6210206,-0.12044585,-0.10546608,0.0827895,0.0535062,0.0292833
29,-0.3510128,-0.36772588,"('unfair', 'fair')",-0.0841333,-0.1411913,-0.37680936,-0.47592226,-0.2706518,-0.3282798,0.057628
80,-0.33762062,-0.17353308,"('dominated', 'dominating')",0.36277622,0.45235902,0.10255566,0.1611016,0.0425704,0.1466425,-0.1040721
82,-0.33138862,-0.19534051,"('poor', 'rich')",0.1341523,0.18124531,5.6397176,5.90368,1.8141603,1.9631948,-0.1490345
73,0.3274431,0.44292665,"('helpless', 'self-reliant')",1.0928432,1.0232245,-3.3315501,-3.4386013,-0.6370879,-0.6574834,0.0203955
79,0.32168275,0.14256743,"('wavering', 'unwavering')",-0.88899255,-1.0611167,-0.96213883,-1.0980964,-0.5098162,-0.6722152,0.162399
50,-0.30419853,-0.49717194,"('clumsy', 'skillful')",-0.23078759,-0.37812868,-0.3022392,-0.44841254,-0.2790751,-0.4412377,0.1621626
8,-0.29740453,-0.3080916,"('unaffectionate', 'affectionate')",0.107178256,0.086641446,-0.24792105,-0.28252795,-0.1460491,-0.1679927,0.0219436
6,0.28611028,0.13749923,"('distant', 'open')",-1.0198519,-1.2698262,-1.5364271,-1.7483917,-0.7567229,-0.9602396,0.2035167
72,-0.279599,-0.30489144,"('unambitious', 'ambitious')",0.61018014,0.7191498,-0.48587814,-0.34481966,-0.0517657,0.0231462,-0.0749119
5,0.26862374,0.18776615,"('distant', 'outgoing')",-0.96440995,-1.101671,-1.4577416,-1.6789708,-0.7178426,-0.8642919,0.1464493
84,0.24462898,0.17136298,"('inferior', 'superior')",0.9325315,0.9246637,0.9286704,0.8206686,0.7019436,0.6388984,0.0630452
17,-0.21533266,-0.22600634,"('nasty', 'nice')",-1.1571286,-1.1441833,-0.56029165,-0.5214717,-0.6442509,-0.6305538,-0.0136971
37,-0.21404138,-0.17043284,"('fake', 'genuine')",0.39589515,0.31928253,-0.21168385,-0.23319949,-0.0099434,-0.0281166,0.0181732
2,0.192978,0.44910893,"('unlikable', 'likable')",1.2771845,1.3533579,0.33311823,0.3933336,0.6010936,0.7319335,-0.1308399
67,0.18966529,0.27267113,"('doubtful', 'determined')",-0.35229164,-0.22084212,-0.53262377,-0.45745337,-0.2317501,-0.1352081,-0.096542
52,-0.16847965,-0.22729547,"('irrational', 'rational')",-0.25412074,-0.36016154,-0.59486747,-0.74297184,-0.339156,-0.4434763,0.1043203
71,0.15178943,0.076729715,"('diffident', 'self-confident')",0.7417392,0.74483764,-0.007846225,-0.17307967,0.2952275,0.2161626,0.0790649
26,0.12173283,0.124337874,"('hardhearted', 'benevolent')",1.3331275,1.2205327,1.5750109,1.5842103,1.0099571,0.9763603,0.0335968
36,0.11445534,0.0545799,"('hostile', 'amicable')",-1.6633213,-1.9994129,-1.0182492,-1.1425455,-0.855705,-1.0291262,0.1734212
54,0.084193066,0.028182242,"('incapable', 'capable')",-0.44653425,-0.41117817,0.26189524,0.20165499,-0.033482,-0.060447,0.026965
4,-0.080085695,0.03924349,"('disliked', 'liked')",-0.39481002,-0.4993001,-6.842196,-6.981567,-2.4390306,-2.4805412,0.0415106
18,0.0663953,0.12260738,"('disagreeable', 'welcoming')",-0.42553994,-0.46641102,-1.2104216,-1.2184556,-0.5231887,-0.5207531,-0.0024356
42,-0.02328332,0.12490909,"('unreliable', 'reliable')",0.96570003,0.7812113,-2.497511,-2.6210887,-0.5183647,-0.5716561,0.0532914
27,0.01937288,-0.07009732,"('hardhearted', 'softhearted')",-0.29861307,-0.3553955,0.63206553,0.46603477,0.1176084,0.013514,0.1040944
