,anadarko_male,anadarko_female,tuple,petroleum_male,petroleum_female,corp_male,corp_female,average_male,average_female,male-female
0,-2.1876855,-1.9207982,"('unsociable', 'sociable')",0.60511255,0.69801396,-0.12996496,0.0013613058,-0.570846,-0.407141,-0.163705
13,-2.023099,-1.90008,"('impolite', 'polite')",0.5073051,0.61617523,-0.61072695,-0.5484487,-0.7088402,-0.6107845,-0.0980557
10,-1.9244673,-1.741642,"('unsympathetic', 'sympathetic')",-0.06920045,-0.07030128,-0.23288557,-0.06838845,-0.7421844,-0.6267773,-0.1154071
21,-1.9235401,-1.7017955,"('immoral', 'moral')",1.5532537,1.5874639,-0.19223166,-0.09261982,-0.187506,-0.0689838,-0.1185222
86,-1.729516,-1.589639,"('uninfluential', 'influential')",0.29223618,0.30144393,-0.6052309,-0.54039294,-0.6808369,-0.6095293,-0.0713076
60,-1.7256067,-1.5404247,"('inefficient', 'efficient')",0.8576141,0.97712696,0.14892548,0.30445766,-0.239689,-0.08628,-0.153409
51,-1.7112813,-1.5707412,"('uneducated', 'educated')",-0.70566696,-0.6781846,0.15488344,0.19125599,-0.7540216,-0.6858899,-0.0681317
61,-1.5777278,-1.5681963,"('illogical', 'logical')",1.1415728,1.147537,0.43010458,0.37378916,-0.0020168,-0.0156234,0.0136066
35,1.5175658,1.4342422,"('corrupt', 'incorrupt')",-1.5991261,-1.7672646,-1.2621541,-1.4092469,-0.4479048,-0.5807564,0.1328516
55,-1.4908465,-1.2817006,"('incompetent', 'clever')",0.85507345,0.9101463,0.6614786,0.843355,0.0085685,0.1572669,-0.1486984
69,1.4906185,1.2778101,"('lazy', 'industrious')",0.60812265,0.36985707,-0.8715822,-1.14749,0.4090529,0.1667257,0.2423272
11,-1.4765556,-1.3644513,"('unhelpful', 'helpful')",0.6056653,0.7604186,1.6135381,1.774956,0.2475493,0.3903077,-0.1427584
45,-1.4699605,-1.4147689,"('incompetent', 'competent')",0.6934096,0.6141118,0.21260485,0.21893533,-0.187982,-0.1939073,0.0059253
43,-1.4327527,-1.2772582,"('irresponsible', 'responsible')",0.55713284,0.6193958,0.5247528,0.59295046,-0.1169557,-0.0216373,-0.0953184
56,-1.418466,-1.0982769,"('impractical', 'practical')",1.0089657,1.1728774,-0.4408928,-0.2725174,-0.2834644,-0.0659723,-0.2174921
14,-1.3583024,-0.9298273,"('antisocial', 'social')",1.6096696,1.7102995,0.49971938,0.63073725,0.2503622,0.4704032,-0.220041
46,-1.3550988,-1.1266055,"('uncompetitive', 'competitive')",0.95651364,1.007199,-0.22185606,-0.072251625,-0.2068138,-0.063886,-0.1429278
63,-1.3304034,-1.3375331,"('unperceptive', 'insightful')",1.0608779,0.99811995,0.3406831,0.27576917,0.0237192,-0.0212147,0.0449339
75,1.2570544,1.2820085,"('meek', 'impulsive')",-1.1396233,-1.0805727,-0.811226,-0.77742326,-0.2312649,-0.1919958,-0.0392691
28,-1.2113551,-1.2853218,"('disloyal', 'loyal')",0.84667856,0.7261016,0.7310633,0.7177699,0.1221289,0.0528499,0.069279
23,-1.199778,-1.177278,"('insincere', 'sincere')",0.7489297,0.8086562,5.2183285,5.457347,1.5891601,1.6962417,-0.1070816
77,-1.1949192,-1.186409,"('unmotivated', 'motivated')",0.39426696,0.4601854,-0.99613357,-0.98368675,-0.5989286,-0.5699701,-0.0289585
65,-1.1397976,-1.0066487,"('insecure', 'secure')",0.8155152,0.8383189,0.6677086,0.7491835,0.1144754,0.1936179,-0.0791425
20,-1.1325103,-1.1512288,"('rough', 'thoughtful')",-0.463293,-0.46940982,0.35874653,0.36100638,-0.4123522,-0.4198774,0.0075252
41,-1.1090534,-0.9550785,"('unforgiving', 'forgiving')",0.4277096,0.31440842,-0.6169847,-0.5568886,-0.4327762,-0.3991862,-0.03359
83,-1.100813,-0.98394567,"('powerless', 'powerful')",0.19630659,0.27096677,-1.0728427,-0.94015926,-0.6591164,-0.5510461,-0.1080703
38,-1.0974587,-1.0464219,"('untruthful', 'truthful')",0.4480217,0.38107345,-0.7368042,-0.66589093,-0.4620804,-0.4437464,-0.018334
44,1.0952383,1.0688789,"('prejudiced', 'unprejudiced')",-0.22741781,-0.19338368,-1.0649652,-1.087209,-0.0657149,-0.0705713,0.0048564
40,1.0492681,1.0442607,"('stingy', 'generous')",0.6565387,0.46616313,-2.0923903,-2.2205493,-0.1288611,-0.2367085,0.1078474
74,-1.0205637,-0.8960587,"('undedicated', 'dedicated')",0.11461503,0.07281898,-0.53761154,-0.5974803,-0.4811867,-0.4735733,-0.0076134
62,-0.9741856,-0.7935934,"('incompetent', 'brilliant')",1.1421374,1.3253973,0.45506105,0.63719445,0.207671,0.3896661,-0.1819951
32,-0.96946925,-0.91968495,"('unkind', 'kind')",0.2133969,0.2249535,0.2524464,0.36107677,-0.1678753,-0.1112182,-0.0566571
12,-0.95534295,-0.869421,"('unsupportive', 'supportive')",0.8547047,0.8460195,-1.8791564,-1.9147724,-0.6599315,-0.646058,-0.0138735
19,-0.92953604,-0.7996738,"('inhospitable', 'hospitable')",-2.0041711,-2.0122507,-1.5151253,-1.6297159,-1.4829442,-1.4805468,-0.0023974
30,-0.9237163,-0.5870379,"('intolerant', 'tolerant')",0.2907465,0.4178633,0.40133297,0.6463063,-0.0772123,0.1590439,-0.2362562
15,0.8782242,1.0029993,"('boring', 'funny')",0.072669104,0.15110916,-0.22424385,-0.24257354,0.2422165,0.303845,-0.0616285
1,-0.8658674,-0.8945386,"('unfriendly', 'friendly')",1.3263888,1.143393,0.45316967,0.3769245,0.3045637,0.208593,0.0959707
66,0.86106217,0.87815225,"('inactive', 'active')",-0.95292443,-0.99603903,0.36435375,0.252916,0.0908305,0.0450097,0.0458208
22,-0.8078394,-0.7191058,"('untrustworthy', 'trustworthy')",0.7927799,0.7035443,-0.5007348,-0.47225603,-0.1719314,-0.1626058,-0.0093256
57,-0.8030448,-0.48613185,"('unimaginative', 'imaginative')",0.29654163,0.3336771,-2.504204,-2.3193502,-1.003569,-0.823935,-0.179634
81,-0.80010015,-0.4068969,"('submissive', 'aggressive')",0.5239173,0.800842,-0.12612258,0.19202073,-0.1341018,0.1953219,-0.3294237
68,-0.77389747,-0.751059,"('dependent', 'independent')",-1.4008278,-1.4822656,-1.1675588,-1.2481672,-1.1140947,-1.1604972,0.0464025
78,-0.7513327,-0.92438084,"('nonresilient', 'resilient')",0.37587965,0.21843782,0.3914336,0.23889434,0.0053268,-0.1556829,0.1610097
49,-0.74340814,-0.57669383,"('unable', 'able')",-0.72566265,-0.5878767,-0.83158505,-0.73895586,-0.7668853,-0.6345088,-0.1323765
58,-0.7181535,-0.5906178,"('undiscriminating', 'discriminating')",0.6630573,0.56745386,-0.047722455,-0.062970616,-0.0342729,-0.0287115,-0.0055614
59,0.7082147,0.538853,"('foolish', 'wise')",0.45102677,0.31379607,-0.41134036,-0.56342685,0.2493004,0.0964074,0.152893
3,-0.6994537,-0.72735226,"('repellent', 'pleasant')",-0.1418093,-0.1297055,1.1896433,1.2420139,0.1161268,0.1283187,-0.0121919
33,0.68668425,0.59655535,"('wrong', 'right')",1.2234328,1.104937,-0.88841337,-0.9797134,0.3405679,0.240593,0.0999749
9,-0.6683874,-0.74245214,"('unaffectionate', 'caring')",0.43703544,0.36122578,0.36658424,0.31670126,0.0450774,-0.0215084,0.0665858
87,-0.65543526,-0.62649107,"('unsuccessful', 'successful')",1.1433047,1.2265304,1.1802232,1.0641894,0.5560309,0.5547429,0.001288
48,-0.6410683,-0.6060396,"('unintelligent', 'intelligent')",1.171228,1.3126565,0.6170671,0.77121687,0.3824089,0.4926112,-0.1102023
31,0.6324187,0.44822454,"('evil', 'good')",-0.94407,-1.1436437,-1.4935294,-1.6640586,-0.6017269,-0.7864926,0.1847657
88,-0.61536413,-0.43443012,"('low', 'eminent')",0.0034585632,0.13186862,-0.5748876,-0.42835802,-0.3955977,-0.2436398,-0.1519579
39,-0.599169,-0.40205368,"('exploitative', 'cooperative')",0.79333425,0.8840567,0.13011634,0.15401319,0.1080939,0.2120054,-0.1039115
16,-0.57409173,-0.7260902,"('unpopular', 'popular')",-0.63658464,-0.7434942,0.034234427,0.03137844,-0.3921473,-0.479402,0.0872547
