,hershey_male,hershey_female,tuple,co_male,co_female,average_male,average_female,male-female
35,0.77851206,0.6811634,"('corrupt', 'incorrupt')",-0.688162,-0.6702292,0.045175,0.0054671,0.0397079
55,-0.73526895,-0.53416437,"('incompetent', 'clever')",0.09143889,0.19924212,-0.321915,-0.1674611,-0.1544539
17,-0.72577655,-0.71053237,"('nasty', 'nice')",-0.5760984,-0.6139685,-0.6509374,-0.6622504,0.011313
38,-0.7254364,-0.5919808,"('untruthful', 'truthful')",-0.0701509,0.17963052,-0.3977937,-0.2061751,-0.1916186
45,-0.6914109,-0.5371372,"('incompetent', 'competent')",-0.55865735,-0.47196823,-0.6250341,-0.5045527,-0.1204814
1,0.6596507,0.6149426,"('unfriendly', 'friendly')",1.4365427,1.3421161,1.0480967,0.9785293,0.0695674
34,-0.6592232,-0.6039494,"('mean', 'honorable')",5.0573187,5.2027707,2.1990478,2.2994106,-0.1003628
5,0.6530214,0.76344925,"('distant', 'outgoing')",-0.6725123,-0.49062827,-0.0097454,0.1364105,-0.1461559
0,-0.6157755,-0.6279384,"('unsociable', 'sociable')",-0.37445837,-0.30312943,-0.4951169,-0.4655339,-0.029583
36,0.6125786,0.5241765,"('hostile', 'amicable')",-0.16995928,-0.30551606,0.2213096,0.1093302,0.1119794
19,-0.6087598,-0.58811504,"('inhospitable', 'hospitable')",-0.3672067,-0.35147357,-0.4879833,-0.4697943,-0.018189
87,0.60081536,0.4989483,"('unsuccessful', 'successful')",0.1681226,0.24162814,0.384469,0.3702882,0.0141808
88,-0.5522835,-0.68623257,"('low', 'eminent')",-0.54315794,-0.508913,-0.5477207,-0.5975728,0.0498521
28,-0.5344305,-0.59784716,"('disloyal', 'loyal')",0.8265048,0.8595376,0.1460372,0.1308452,0.015192
53,-0.52295244,-0.4261431,"('uncreative', 'creative')",0.20580451,0.14498691,-0.158574,-0.1405781,-0.0179959
6,0.49663746,0.5769553,"('distant', 'open')",-0.29516762,-0.21631485,0.1007349,0.1803202,-0.0795853
49,-0.4924874,-0.3689112,"('unable', 'able')",-0.6794735,-0.40888065,-0.5859805,-0.3888959,-0.1970846
64,-0.49224293,-0.5083067,"('shy', 'confident')",-5.9907184,-6.0914793,-3.2414806,-3.2998929,0.0584123
27,0.48182946,0.54304737,"('hardhearted', 'softhearted')",1.0626653,0.911241,0.7722474,0.7271442,0.0451032
7,-0.46281356,-0.46490818,"('insensitive', 'sensitive')",-0.026954139,-0.09204097,-0.2448839,-0.2784746,0.0335907
40,0.45848325,0.47800133,"('stingy', 'generous')",-2.188563,-2.415568,-0.8650399,-0.9687834,0.1037435
18,-0.43469578,-0.28172514,"('disagreeable', 'welcoming')",-1.0998703,-1.0875658,-0.7672831,-0.6846455,-0.0826376
14,-0.41687608,-0.39351016,"('antisocial', 'social')",-0.63359666,-0.6584766,-0.5252364,-0.5259933,0.0007569
2,-0.40835446,-0.15322067,"('unlikable', 'likable')",0.37501773,0.55744785,-0.0166684,0.2021136,-0.218782
4,0.40730008,0.5021443,"('disliked', 'liked')",-6.96213,-7.1576853,-3.277415,-3.3277705,0.0503555
50,0.40031824,0.2947154,"('clumsy', 'skillful')",-0.071980864,-0.11957213,0.1641687,0.0875716,0.0765971
9,0.39995313,0.38536888,"('unaffectionate', 'caring')",1.1728692,1.218023,0.7864112,0.8016959,-0.0152847
8,0.3895072,0.415728,"('unaffectionate', 'affectionate')",0.7401787,0.79538774,0.5648429,0.6055579,-0.040715
74,0.38623518,0.36945224,"('undedicated', 'dedicated')",0.19755003,0.10997577,0.2918926,0.239714,0.0521786
32,-0.38412192,-0.37048003,"('unkind', 'kind')",0.9253478,0.9300846,0.270613,0.2798023,-0.0091893
78,-0.37550622,-0.3952903,"('nonresilient', 'resilient')",-0.12362613,-0.049033754,-0.2495662,-0.222162,-0.0274042
37,0.3746444,0.25355184,"('fake', 'genuine')",0.4816675,0.33605778,0.428156,0.2948048,0.1333512
56,-0.36690533,-0.06476241,"('impractical', 'practical')",-0.3735789,-0.0058306158,-0.3702421,-0.0352965,-0.3349456
24,-0.3179059,-0.23094083,"('dishonest', 'honest')",0.8301575,0.93333554,0.2561258,0.3511974,-0.0950716
12,-0.3052397,-0.09821815,"('unsupportive', 'supportive')",-1.9998043,-1.9581137,-1.152522,-1.0281659,-0.1243561
15,0.29976612,0.43615687,"('boring', 'funny')",0.24808761,0.29704225,0.2739269,0.3665996,-0.0926727
75,-0.2746013,-0.15335035,"('meek', 'impulsive')",-0.6815321,-0.6195414,-0.4780667,-0.3864459,-0.0916208
39,0.27040452,0.20374413,"('exploitative', 'cooperative')",0.6110487,0.57096696,0.4407266,0.3873555,0.0533711
16,-0.25683606,-0.19187257,"('unpopular', 'popular')",-0.35656366,-0.28369266,-0.3066999,-0.2377826,-0.0689173
31,0.25135288,0.2560272,"('evil', 'good')",-1.1051846,-1.1545619,-0.4269158,-0.4492673,0.0223515
29,-0.25004834,-0.30567133,"('unfair', 'fair')",-0.5116147,-0.6908399,-0.3808315,-0.4982556,0.1174241
67,0.24459857,0.29223302,"('doubtful', 'determined')",-0.3272477,-0.31061223,-0.0413246,-0.0091896,-0.032135
54,-0.20899156,-0.21603903,"('incapable', 'capable')",0.47078988,0.6224592,0.1308992,0.2032101,-0.0723109
80,0.19712012,0.13681604,"('dominated', 'dominating')",-0.5605123,-0.6032893,-0.1816961,-0.2332366,0.0515405
83,-0.17483725,-0.000732027,"('powerless', 'powerful')",-1.2561595,-1.0839328,-0.7154984,-0.5423324,-0.173166
84,0.166931,0.141942,"('inferior', 'superior')",0.47878325,0.38174573,0.3228571,0.2618439,0.0610132
44,-0.09075787,0.036367163,"('prejudiced', 'unprejudiced')",-1.4253819,-1.1192658,-0.7580699,-0.5414493,-0.2166206
52,-0.09035176,-0.33821872,"('irrational', 'rational')",-0.28627375,-0.47753882,-0.1883128,-0.4078788,0.219566
79,-0.088905215,-0.14179344,"('wavering', 'unwavering')",-0.5058546,-0.36957705,-0.2973799,-0.2556852,-0.0416947
47,0.073752806,0.21096818,"('stupid', 'smart')",4.906823,5.1591635,2.490288,2.6850657,-0.1947777
41,-0.067157485,0.15824911,"('unforgiving', 'forgiving')",0.05651044,0.016342878,-0.0053235,0.087296,-0.0926195
20,-0.013370551,0.08705206,"('rough', 'thoughtful')",0.56529486,0.5457169,0.2759621,0.3163845,-0.0404224
66,0.013064027,-0.06753841,"('inactive', 'active')",0.37031788,0.02097598,0.191691,-0.0232812,0.2149722
42,-0.0058012716,0.21590415,"('unreliable', 'reliable')",-3.2950015,-3.2964356,-1.6504014,-1.5402657,-0.1101357
