,hershey_male,hershey_female,tuple,co_male,co_female,average_male,average_female,male-female
69,2.0038667,1.8450677,"('lazy', 'industrious')",-0.9068575,-1.0072972,0.5485046,0.4188853,0.1296193
70,-1.7788177,-1.6052032,"('lethargic', 'energetic')",-0.065607086,0.010766938,-0.9222124,-0.7972181,-0.1249943
57,-1.5788453,-1.5665202,"('unimaginative', 'imaginative')",-3.459145,-3.592695,-2.5189953,-2.5796075,0.0606122
25,1.3769721,1.2877975,"('egoistic', 'altruistic')",1.1832402,1.1054448,1.2801061,1.1966212,0.0834849
60,-1.3250996,-1.051036,"('inefficient', 'efficient')",0.078045435,0.42942637,-0.6235271,-0.3108048,-0.3127223
11,-1.3215772,-1.2301073,"('unhelpful', 'helpful')",1.6333075,1.8934993,0.1558651,0.331696,-0.1758309
65,-1.3197916,-1.2265828,"('insecure', 'secure')",-0.1207992,-0.091051,-0.7202954,-0.6588169,-0.0614785
81,-1.3112458,-1.2506615,"('submissive', 'aggressive')",-1.0739022,-1.0301307,-1.192574,-1.1403961,-0.0521779
71,1.278767,1.175659,"('diffident', 'self-confident')",0.35880533,0.5224346,0.8187861,0.8490468,-0.0302607
68,-1.2533664,-1.4003693,"('dependent', 'independent')",-1.5596665,-1.6432908,-1.4065164,-1.5218301,0.1153137
26,1.2530516,1.199636,"('hardhearted', 'benevolent')",1.446294,1.1701967,1.3496728,1.1849163,0.1647565
46,-1.2475088,-1.1160324,"('uncompetitive', 'competitive')",-1.0503775,-0.91239876,-1.1489432,-1.0142156,-0.1347276
77,-1.247495,-1.099593,"('unmotivated', 'motivated')",-1.2770557,-1.0278497,-1.2622755,-1.0637214,-0.1985541
72,-1.2315463,-1.0550556,"('unambitious', 'ambitious')",-0.4553499,-0.40784165,-0.8434481,-0.7314487,-0.1119994
59,1.1676184,1.0961158,"('foolish', 'wise')",-0.0692338,-0.006905839,0.5491923,0.544605,0.0045873
51,-1.1666348,-1.163414,"('uneducated', 'educated')",0.2589501,0.018262811,-0.4538423,-0.5725756,0.1187333
73,1.1172593,1.2075119,"('helpless', 'self-reliant')",-3.083056,-3.02742,-0.9828984,-0.9099541,-0.0729443
48,-1.0869912,-1.0408477,"('unintelligent', 'intelligent')",-0.09015827,0.09170399,-0.5885747,-0.4745718,-0.1140029
85,1.0785972,1.0022401,"('insignificant', 'prestigious')",-0.44457656,-0.46433124,0.3170103,0.2689544,0.0480559
58,-1.069347,-0.9707103,"('undiscriminating', 'discriminating')",0.0855164,-0.100698955,-0.4919153,-0.5357046,0.0437893
62,-1.0580552,-0.7759064,"('incompetent', 'brilliant')",-0.32947052,0.1261757,-0.6937628,-0.3248653,-0.3688975
3,-1.0515176,-1.1488043,"('repellent', 'pleasant')",0.3763259,0.2548735,-0.3375959,-0.4469654,0.1093695
43,-1.0280069,-0.7787473,"('irresponsible', 'responsible')",0.48498186,0.72338355,-0.2715125,-0.0276819,-0.2438306
61,-1.0174239,-0.9395562,"('illogical', 'logical')",-0.08661859,-0.10251557,-0.5520212,-0.5210359,-0.0309853
23,-1.0024041,-0.9583165,"('insincere', 'sincere')",5.772211,5.8868885,2.3849034,2.4642861,-0.0793827
33,0.99358755,0.9151901,"('wrong', 'right')",-0.6263341,-0.6342271,0.1836267,0.1404815,0.0431452
22,-0.97780013,-0.8591057,"('untrustworthy', 'trustworthy')",-1.0402752,-1.0947328,-1.0090377,-0.9769192,-0.0321185
10,-0.9650885,-0.9011782,"('unsympathetic', 'sympathetic')",-0.21346954,-0.27290648,-0.589279,-0.5870423,-0.0022367
13,-0.9504981,-0.8129647,"('impolite', 'polite')",-0.63509345,-0.4949252,-0.7927958,-0.653945,-0.1388508
63,-0.89980626,-0.7474661,"('unperceptive', 'insightful')",-0.051524907,0.12728932,-0.4756656,-0.3100884,-0.1655772
30,-0.88784415,-0.72704667,"('intolerant', 'tolerant')",0.032816134,0.1960002,-0.427514,-0.2655232,-0.1619908
21,-0.8659308,-0.6485444,"('immoral', 'moral')",-0.9895751,-0.80680245,-0.927753,-0.7276734,-0.2000796
76,-0.84419394,-0.53549635,"('anxious', 'daring')",-0.20259582,0.009247571,-0.5233949,-0.2631244,-0.2602705
82,-0.7933868,-0.60875034,"('poor', 'rich')",5.2437277,5.4699636,2.2251704,2.4306066,-0.2054362
86,-0.7855695,-0.8897689,"('uninfluential', 'influential')",-0.45951086,-0.7607452,-0.6225402,-0.8252571,0.2027169
