,patterson_male,patterson_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,male-female
56,3.4526598,2.8530476,"('impractical', 'practical')",1.3610375,1.8182784,0.18813214,0.32901445,1.6672765,1.6667802,0.0004963
14,3.3658283,2.4571023,"('antisocial', 'social')",1.422963,1.7324452,-0.6017627,-0.46563822,1.3956761,1.2413031,0.154373
60,3.1874013,1.9559182,"('inefficient', 'efficient')",1.8990604,2.3569443,-0.036509857,0.3494321,1.6833172,1.5540981,0.1292191
16,-3.1599503,-2.5155628,"('unpopular', 'popular')",-1.2600744,-1.2035956,0.31364098,0.3421808,-1.3687946,-1.1256592,-0.2431354
52,-2.8746092,-2.200053,"('irrational', 'rational')",-1.0360124,-1.3515205,-0.029131792,-0.28011885,-1.3132512,-1.2772308,-0.0360204
36,-2.8256505,-1.6457958,"('hostile', 'amicable')",-2.3979826,-2.7039855,0.17963457,-0.034144428,-1.6813327,-1.4613085,-0.2200242
10,2.6598644,1.379296,"('unsympathetic', 'sympathetic')",0.9427866,1.0207089,0.32236955,0.40126517,1.3083402,0.9337567,0.3745835
55,2.6171274,1.5732547,"('incompetent', 'clever')",1.63015,1.8014581,0.19648674,0.36136666,1.4812547,1.2453599,0.2358948
81,2.5349412,1.1014608,"('submissive', 'aggressive')",1.5227114,1.6380711,-0.2976762,-0.11713852,1.2533255,0.8741311,0.3791944
35,-2.531735,-1.2085019,"('corrupt', 'incorrupt')",-2.4000592,-2.587611,-0.6464963,-0.7767892,-1.8594302,-1.5243007,-0.3351295
70,2.4937592,1.533641,"('lethargic', 'energetic')",1.3444712,1.6091243,0.8341859,0.9612734,1.5574721,1.3680129,0.1894592
12,2.4764848,2.2132025,"('unsupportive', 'supportive')",1.4754376,1.6229323,-0.90318656,-1.0155181,1.0162453,0.9402056,0.0760397
6,-2.409448,-1.2252338,"('distant', 'open')",-1.5116726,-1.6167351,0.5017781,0.4101551,-1.1397808,-0.8106047,-0.3291761
21,2.3752594,1.442937,"('immoral', 'moral')",1.3484994,1.5976272,-0.5826396,-0.38957635,1.0470397,0.8836625,0.1633772
85,-2.3739572,-0.9161473,"('insignificant', 'prestigious')",-0.14126268,-0.5151437,0.77231264,0.5284707,-0.5809691,-0.3009401,-0.280029
5,-2.2885695,-1.2366546,"('distant', 'outgoing')",-1.1732451,-1.1732572,-0.3596678,-0.4101705,-1.2738274,-0.9400275,-0.3337999
51,2.2424414,1.4643462,"('uneducated', 'educated')",0.76406777,0.7414893,0.6024765,0.5960982,1.2029953,0.9339778,0.2690175
31,-2.222655,-0.8646526,"('evil', 'good')",-1.045958,-1.355511,-1.0599204,-1.268306,-1.4428445,-1.1628232,-0.2800213
44,-2.1661181,-1.9465027,"('prejudiced', 'unprejudiced')",-0.96154237,-0.7687048,-1.5607553,-1.4253664,-1.5628052,-1.3801913,-0.1826139
74,2.118113,2.1849084,"('undedicated', 'dedicated')",1.332467,1.5198951,1.0563691,1.020252,1.5023165,1.5750186,-0.0727021
46,2.0417745,0.7422869,"('uncompetitive', 'competitive')",2.2861605,2.384035,-0.15396902,-0.03891197,1.3913221,1.0291367,0.3621854
86,1.9657125,1.1585872,"('uninfluential', 'influential')",0.33847997,0.34400395,0.39156657,0.32287392,0.8985864,0.6084884,0.290098
43,1.9514881,1.3220279,"('irresponsible', 'responsible')",1.1856396,1.589436,0.79619086,0.9012665,1.3111062,1.2709102,0.040196
75,-1.9477383,-1.4780897,"('meek', 'impulsive')",-0.8915376,-0.87646866,-0.66406626,-0.6488861,-1.1677807,-1.0011482,-0.1666325
4,-1.8912185,-1.2950494,"('disliked', 'liked')",-0.49688894,-0.5029852,-5.839474,-6.1676707,-2.7425273,-2.6552351,-0.0872922
0,1.8142463,1.0429597,"('unsociable', 'sociable')",0.4440617,0.6400657,-0.41227177,-0.37063992,0.6153454,0.4374618,0.1778836
76,1.8132519,0.8780111,"('anxious', 'daring')",1.2894775,1.5222031,0.28010544,0.6009448,1.1276116,1.0003863,0.1272253
7,1.7767446,1.1098243,"('insensitive', 'sensitive')",0.7954579,0.9611729,1.1250081,1.1234637,1.2324035,1.0648203,0.1675832
63,1.7613912,1.0704496,"('unperceptive', 'insightful')",1.7461213,1.9013116,1.3640436,1.405747,1.6238521,1.4591694,0.1646827
79,-1.7411621,-0.91982526,"('wavering', 'unwavering')",-1.5319176,-1.469679,0.13123474,0.186345,-1.0472817,-0.7343864,-0.3128953
39,1.7397224,1.3337085,"('exploitative', 'cooperative')",0.95873594,1.0433195,0.4013459,0.38654765,1.0332681,0.9211919,0.1120762
13,1.7276738,0.7732369,"('impolite', 'polite')",0.9113282,1.177078,-0.19020188,0.042562187,0.8162667,0.6642923,0.1519744
59,-1.6929885,-0.7838018,"('foolish', 'wise')",-0.80184305,-0.90604544,0.10200962,-0.021862987,-0.7976073,-0.5705701,-0.2270372
80,1.6796287,0.485407,"('dominated', 'dominating')",0.88395095,0.95016956,-1.1117017,-1.0481883,0.4839593,0.1291294,0.3548299
69,-1.6493696,-0.6901997,"('lazy', 'industrious')",-0.24413386,-0.19911572,-0.7324946,-0.82350355,-0.8753327,-0.5709396,-0.3043931
65,1.5961626,0.7996656,"('insecure', 'secure')",0.39057982,0.52080804,-0.12937994,0.10924257,0.6191208,0.4765721,0.1425487
30,1.538153,1.0261484,"('intolerant', 'tolerant')",2.1093283,2.2145922,1.0172775,1.0610489,1.5549196,1.4339299,0.1209897
72,1.4912257,1.290097,"('unambitious', 'ambitious')",-0.09504357,0.037389237,-1.0594345,-0.8469536,0.1122492,0.1601776,-0.0479284
41,1.4753269,1.3778603,"('unforgiving', 'forgiving')",0.23350964,0.34354994,0.40608495,0.30544993,0.7049739,0.6756201,0.0293538
62,1.4660871,0.63427615,"('incompetent', 'brilliant')",1.6163967,1.9885991,0.05726698,0.3006505,1.0465836,0.9745086,0.072075
25,-1.4092882,-0.8765499,"('egoistic', 'altruistic')",0.30602056,0.26355216,1.2196394,1.2681273,0.0387906,0.2183765,-0.1795859
29,-1.3933122,-0.85298777,"('unfair', 'fair')",-1.7595834,-1.550353,-0.7405062,-0.7315456,-1.2978005,-1.0449622,-0.2528383
45,1.3803838,0.90390116,"('incompetent', 'competent')",0.86755365,1.1915339,-0.104753174,0.010661162,0.7143947,0.7020321,0.0123626
23,1.3494544,0.5759823,"('insincere', 'sincere')",0.63529736,0.796481,5.738884,6.029399,2.5745452,2.4672874,0.1072578
67,1.3467698,1.4559085,"('doubtful', 'determined')",-0.3994776,-0.056106385,-0.67196023,-0.56500363,0.0917773,0.2782662,-0.1864889
32,1.346152,0.9570302,"('unkind', 'kind')",0.77948946,0.9564038,1.3361216,1.4550583,1.153921,1.1228308,0.0310902
22,1.2587664,0.76635116,"('untrustworthy', 'trustworthy')",0.53364176,0.71964085,-0.9531455,-0.9071643,0.2797542,0.1929426,0.0868116
20,1.1587461,0.9892739,"('rough', 'thoughtful')",0.09147677,0.0064517,1.0339671,1.0045209,0.7613967,0.6667488,0.0946479
24,1.1546617,0.7755858,"('dishonest', 'honest')",-0.21916464,-0.012310952,0.9711435,1.1115035,0.6355468,0.6249261,0.0106207
49,-1.10686,-1.2753292,"('unable', 'able')",-0.48412693,-0.41945705,-0.55603135,-0.37962484,-0.7156728,-0.6914704,-0.0242024
11,1.0891057,0.36089396,"('unhelpful', 'helpful')",0.9577999,1.1711346,2.4322474,2.5256147,1.4930509,1.3525478,0.1405031
73,-0.991324,-0.59725314,"('helpless', 'self-reliant')",0.10275103,0.07743027,-3.1449962,-3.4113154,-1.3445231,-1.3103794,-0.0341437
50,-0.98371714,-0.69820124,"('clumsy', 'skillful')",-0.70863605,-0.67431986,0.14474511,0.09617001,-0.5158694,-0.4254504,-0.090419
57,0.97637415,0.080065586,"('unimaginative', 'imaginative')",0.40677357,0.2783758,-1.9031712,-2.1340313,-0.1733412,-0.5918633,0.4185221
19,-0.94257635,-0.32473263,"('inhospitable', 'hospitable')",-0.8834578,-0.86233854,-0.11223273,-0.21926147,-0.6460889,-0.4687776,-0.1773113
66,-0.9213917,-0.5474678,"('inactive', 'active')",-0.19962281,-0.18235591,1.3988228,1.311205,0.0926027,0.1937938,-0.1011911
87,0.9171994,0.5979332,"('unsuccessful', 'successful')",1.7767386,1.7374094,1.0365726,1.058856,1.2435036,1.1313995,0.1121041
8,-0.87500805,-0.28398246,"('unaffectionate', 'affectionate')",-0.20080243,-0.42822006,0.6955926,0.56954384,-0.1267393,-0.0475529,-0.0791864
26,0.8154178,0.9773906,"('hardhearted', 'benevolent')",1.6702384,1.4509486,2.0285814,1.9020408,1.5047458,1.44346,0.0612858
1,-0.80434966,-0.44163102,"('unfriendly', 'friendly')",-0.25144702,-0.5183294,1.9513124,1.8360479,0.2985053,0.2920292,0.0064761
71,0.78409517,1.147217,"('diffident', 'self-confident')",0.23951276,0.27588534,0.6111237,0.55072445,0.5449106,0.6579423,-0.1130317
84,0.77277774,0.81208605,"('inferior', 'superior')",-0.44228733,-0.5402238,0.63375896,0.59039134,0.3214165,0.2874179,0.0339986
17,-0.7702876,-0.6244929,"('nasty', 'nice')",-0.8102313,-0.9402928,-0.52617544,-0.6238009,-0.7022315,-0.7295289,0.0272974
54,-0.70014757,-0.42528668,"('incapable', 'capable')",-0.2878242,-0.3618394,0.9062022,0.9521155,-0.0272565,0.0549965,-0.082253
88,0.68928194,0.37215772,"('low', 'eminent')",0.46438357,0.31424496,0.48143822,0.5077034,0.5450346,0.3980354,0.1469992
3,0.6138529,0.14089507,"('repellent', 'pleasant')",0.6108397,0.5991968,0.26568353,0.30170146,0.496792,0.3472644,0.1495276
48,0.5913776,0.04240239,"('unintelligent', 'intelligent')",-0.22087848,-0.20932059,0.18749283,0.19194572,0.1859973,0.0083425,0.1776548
77,0.5699383,0.07238315,"('unmotivated', 'motivated')",0.22930062,0.37799037,-1.2015473,-1.1140499,-0.1341028,-0.2212255,0.0871227
27,0.5677154,0.6100808,"('hardhearted', 'softhearted')",0.33382767,0.21242958,1.3618939,1.1524464,0.754479,0.6583189,0.0961601
61,0.5492448,0.2748094,"('illogical', 'logical')",-0.22975892,-0.28861985,0.26077297,0.29466787,0.1934196,0.0936191,0.0998005
37,0.54578274,0.14385028,"('fake', 'genuine')",0.15772724,0.1462869,0.5965594,0.56290376,0.4333564,0.284347,0.1490094
42,0.4957424,0.3280193,"('unreliable', 'reliable')",0.35530484,0.6524497,-2.124094,-2.2389684,-0.4243489,-0.4194998,-0.0048491
15,-0.4797713,-0.45705354,"('boring', 'funny')",-0.43925893,-0.5723126,0.36848888,0.232228,-0.1835138,-0.2657127,0.0821989
82,0.4348035,0.17712502,"('poor', 'rich')",-0.02938331,0.24564016,5.7494745,6.1735888,2.0516316,2.1987847,-0.1471531
28,0.37414604,-0.005438857,"('disloyal', 'loyal')",-0.057306223,-0.060292035,1.2402585,1.274899,0.5190328,0.403056,0.1159768
33,-0.36757457,0.22340158,"('wrong', 'right')",0.01108861,-0.15659313,-0.50626755,-0.76990455,-0.2875845,-0.2343654,-0.0532191
47,0.30285117,0.08872843,"('stupid', 'smart')",0.33581066,0.56596863,4.8706207,5.2969675,1.8364275,1.9838881,-0.1474606
18,-0.29309893,-0.17688125,"('disagreeable', 'welcoming')",-0.19432192,-0.18024033,-0.42380875,-0.5127612,-0.3037432,-0.2899609,-0.0137823
78,0.2695225,-0.050453752,"('nonresilient', 'resilient')",0.76896864,0.82988214,0.49250904,0.39444986,0.5103334,0.3912927,0.1190407
68,-0.21059549,-0.33558682,"('dependent', 'independent')",-0.7727744,-0.69791585,-0.6707936,-0.6708826,-0.5513878,-0.5681284,0.0167406
34,-0.16351935,-0.367723,"('mean', 'honorable')",0.38650143,0.64779466,6.0756054,6.438349,2.0995291,2.2394735,-0.1399444
64,0.15104938,-0.11138181,"('shy', 'confident')",0.8504143,1.015405,-6.074789,-6.22277,-1.6911084,-1.7729157,0.0818073
38,0.110121176,0.34099957,"('untruthful', 'truthful')",-0.31417328,-0.06120877,-0.074676394,0.111061,-0.0929095,0.1302839,-0.2231934
83,-0.09054605,-0.2584058,"('powerless', 'powerful')",-0.49327782,-0.3883698,-0.9207536,-0.8968932,-0.5015258,-0.5145562,0.0130304
40,-0.07096832,-0.2717364,"('stingy', 'generous')",0.8980514,0.7897782,-0.7475232,-1.0480227,0.02652,-0.1766603,0.2031803
58,0.064764604,0.10667834,"('undiscriminating', 'discriminating')",0.6559488,0.5045735,0.41966492,0.31399658,0.3801261,0.3084161,0.07171
2,0.054987192,0.23450992,"('unlikable', 'likable')",0.97473747,1.2115031,0.66055095,0.8004889,0.5634252,0.748834,-0.1854088
53,0.04040064,-0.12280887,"('uncreative', 'creative')",0.33183533,0.2943756,1.0345188,1.0919237,0.4689182,0.4211635,0.0477547
9,-0.020728044,0.30584827,"('unaffectionate', 'caring')",0.37718385,0.2624124,1.4864646,1.3410846,0.6143068,0.6364484,-0.0221416
