,citigroup_male,citigroup_female,tuple,inc_male,inc_female,average_male,average_female,male-female
18,-0.36542153,-0.17497276,"('disagreeable', 'welcoming')",-0.72283477,-0.35755336,-0.5441282,-0.2662631,-0.2778651
80,0.36319268,0.38837948,"('dominated', 'dominating')",-0.8565276,-1.1730262,-0.2466675,-0.3923234,0.1456559
75,0.36143133,0.11324763,"('meek', 'impulsive')",-0.41125044,-0.35938442,-0.0249096,-0.1230684,0.0981588
36,0.3563515,0.19294046,"('hostile', 'amicable')",0.21872269,0.4471466,0.2875371,0.3200435,-0.0325064
5,0.31287768,0.15357007,"('distant', 'outgoing')",-0.33875427,-0.18605271,-0.0129383,-0.0162413,0.003303
15,0.30897757,0.43603805,"('boring', 'funny')",0.32319677,0.4971112,0.3160872,0.4665746,-0.1504874
4,0.28144443,0.18256581,"('disliked', 'liked')",-6.554557,-6.382016,-3.1365561,-3.0997252,-0.0368309
64,0.27627602,0.38635015,"('shy', 'confident')",-6.791716,-6.9340386,-3.25772,-3.2738442,0.0161242
76,0.2707521,0.56974715,"('anxious', 'daring')",0.23810819,0.47511637,0.2544301,0.5224317,-0.2680016
59,0.2585227,0.3851663,"('foolish', 'wise')",0.37403274,0.5963167,0.3162777,0.4907415,-0.1744638
31,0.2554808,-0.07512138,"('evil', 'good')",-1.1020604,-0.8141479,-0.4232898,-0.4446346,0.0213448
12,0.25017536,0.14005531,"('unsupportive', 'supportive')",-1.4448735,-1.6030105,-0.597349,-0.7314776,0.1341286
62,0.21734518,0.5110698,"('incompetent', 'brilliant')",0.25757784,0.35226914,0.2374615,0.4316695,-0.194208
70,-0.19857074,-0.08840261,"('lethargic', 'energetic')",0.8985418,0.613033,0.3499855,0.2623152,0.0876703
34,-0.18432021,-0.25434098,"('mean', 'honorable')",6.041617,5.9736004,2.9286485,2.8596296,0.0690189
9,-0.1834248,-0.21970081,"('unaffectionate', 'caring')",1.318221,1.4011055,0.5673981,0.5907024,-0.0233043
60,-0.15172869,0.23016128,"('inefficient', 'efficient')",-0.11667642,-0.012225179,-0.1342026,0.108968,-0.2431706
81,-0.1423364,0.12000765,"('submissive', 'aggressive')",-0.555498,-0.541452,-0.3489172,-0.2107222,-0.138195
14,0.13561004,0.5855376,"('antisocial', 'social')",-0.7669083,-0.64320636,-0.3156491,-0.0288344,-0.2868147
61,-0.112598054,0.073709086,"('illogical', 'logical')",0.21155898,0.27132037,0.0494805,0.1725147,-0.1230342
30,-0.111963056,0.3468404,"('intolerant', 'tolerant')",1.1809984,1.4361695,0.5345177,0.8915049,-0.3569872
41,0.08850157,0.24832445,"('unforgiving', 'forgiving')",0.01720277,0.13069576,0.0528522,0.1895101,-0.1366579
63,-0.08361548,-0.0626879,"('unperceptive', 'insightful')",1.2581418,1.0300273,0.5872631,0.4836697,0.1035934
54,0.06889996,-0.049419302,"('incapable', 'capable')",1.0651294,1.2115996,0.5670147,0.5810902,-0.0140755
77,0.067594275,-0.031188771,"('unmotivated', 'motivated')",-1.0049355,-1.1952341,-0.4686706,-0.6132114,0.1445408
6,0.05895418,-0.21357268,"('distant', 'open')",0.31883606,0.48955414,0.1888951,0.1379907,0.0509044
78,-0.041362446,-0.49190238,"('nonresilient', 'resilient')",0.27031237,-0.07068644,0.114475,-0.2812944,0.3957694
16,0.039972767,-0.027279984,"('unpopular', 'popular')",0.32071465,0.49123096,0.1803437,0.2319755,-0.0516318
29,0.027127475,-0.099250615,"('unfair', 'fair')",-0.6105221,-0.62128794,-0.2916973,-0.3602693,0.068572
74,-0.019656837,0.06259118,"('undedicated', 'dedicated')",0.5026035,0.58821225,0.2414733,0.3254017,-0.0839284
37,0.013828337,-0.0820676,"('fake', 'genuine')",0.41376466,0.46158835,0.2137965,0.1897604,0.0240361
