,citigroup_male,citigroup_female,tuple,inc_male,inc_female,average_male,average_female,male-female
69,2.1150467,1.7250669,"('lazy', 'industrious')",-0.4727208,-0.5157183,0.8211629,0.6046743,0.2164886
82,-1.9791708,-1.7611325,"('poor', 'rich')",5.9979534,6.1468916,2.0093913,2.1928797,-0.1834884
86,-1.6524525,-1.6526736,"('uninfluential', 'influential')",0.14347664,-0.08877218,-0.7544879,-0.8707229,0.116235
39,1.4956218,1.7619761,"('exploitative', 'cooperative')",-0.008783666,0.19104935,0.7434191,0.9765127,-0.2330936
85,1.4575994,1.1550637,"('insignificant', 'prestigious')",0.57905,0.9555669,1.0183247,1.0553153,-0.0369906
2,1.4347066,1.6176785,"('unlikable', 'likable')",0.5496645,0.9483985,0.9921855,1.2830385,-0.290853
10,-1.3443029,-1.2538319,"('unsympathetic', 'sympathetic')",0.05590591,-0.16994172,-0.6441985,-0.7118868,0.0676883
23,-1.2744128,-0.88862926,"('insincere', 'sincere')",5.7708554,5.785252,2.2482214,2.4483113,-0.2000899
66,1.2552658,0.8706776,"('inactive', 'active')",1.4189842,1.191407,1.3371251,1.0310423,0.3060828
53,-1.2183478,-1.2779355,"('uncreative', 'creative')",1.1353438,1.2194799,-0.041502,-0.0292278,-0.0122742
57,-1.2155615,-1.3202388,"('unimaginative', 'imaginative')",-2.3833995,-2.4666593,-1.7994804,-1.8934491,0.0939687
13,-1.1835084,-0.6996372,"('impolite', 'polite')",-0.6220652,-0.48000434,-0.9027868,-0.5898207,-0.3129661
73,1.1356064,1.3037168,"('helpless', 'self-reliant')",-3.1333447,-2.7869823,-0.9988691,-0.7416328,-0.2572363
45,-1.0877361,-0.88400894,"('incompetent', 'competent')",-0.37805322,-0.34352016,-0.7328947,-0.6137645,-0.1191302
55,-1.0220035,-0.80358636,"('incompetent', 'clever')",0.009392396,0.065559715,-0.5063056,-0.3690133,-0.1372923
51,-1.0079459,-0.92351705,"('uneducated', 'educated')",0.97055596,0.8597804,-0.018695,-0.0318683,0.0131733
46,-0.9764538,-0.9560613,"('uncompetitive', 'competitive')",-0.7938775,-0.8492041,-0.8851656,-0.9026327,0.0174671
26,0.967868,1.0691128,"('hardhearted', 'benevolent')",1.7052951,1.9890132,1.3365815,1.529063,-0.1924815
42,0.9486877,1.1341403,"('unreliable', 'reliable')",-2.503547,-2.476058,-0.7774296,-0.6709589,-0.1064707
33,0.9212819,0.77662957,"('wrong', 'right')",-0.42090228,-0.30181527,0.2501898,0.2374071,0.0127827
87,0.90806055,1.0903578,"('unsuccessful', 'successful')",0.9390727,1.0108845,0.9235666,1.0506212,-0.1270546
67,0.8630957,1.031174,"('doubtful', 'determined')",-0.6453905,-0.48045197,0.1088526,0.275361,-0.1665084
49,-0.8551313,-0.74901915,"('unable', 'able')",-0.36409292,-0.36264518,-0.6096121,-0.5558321,-0.05378
68,-0.8158333,-0.84573096,"('dependent', 'independent')",-0.6150558,-0.6672318,-0.7154446,-0.7564814,0.0410368
24,-0.8035913,-0.49748504,"('dishonest', 'honest')",0.7485749,1.0039905,-0.0275082,0.2532527,-0.2807609
83,0.7811993,0.9779993,"('powerless', 'powerful')",-0.55143774,-0.49223176,0.1148808,0.2428838,-0.128003
27,0.77157974,0.427785,"('hardhearted', 'softhearted')",1.8303068,1.6537395,1.3009433,1.0407622,0.2601811
28,-0.7679655,-0.46731877,"('disloyal', 'loyal')",0.74872655,0.85749537,-0.0096195,0.1950883,-0.2047078
65,-0.7556509,-0.35235345,"('insecure', 'secure')",-0.5538961,-0.5249087,-0.6547735,-0.4386311,-0.2161424
43,-0.7348864,-0.42886168,"('irresponsible', 'responsible')",0.51514894,0.6047868,-0.1098687,0.0879626,-0.1978313
25,0.72006494,0.46519765,"('egoistic', 'altruistic')",1.5750709,1.7413565,1.1475679,1.1032771,0.0442908
8,-0.71538466,-0.8693905,"('unaffectionate', 'affectionate')",0.776907,0.87163585,0.0307612,0.0011227,0.0296385
11,-0.70445865,-0.3240789,"('unhelpful', 'helpful')",1.7408307,1.8031946,0.518186,0.7395579,-0.2213719
56,-0.6709696,-0.27842906,"('impractical', 'practical')",-0.018866869,-0.041271694,-0.3449183,-0.1598504,-0.1850679
7,-0.66799897,-0.49622607,"('insensitive', 'sensitive')",1.0576496,0.7233503,0.1948253,0.1135621,0.0812632
35,0.6638336,0.49774072,"('corrupt', 'incorrupt')",-0.25354654,-0.070587315,0.2051435,0.2135767,-0.0084332
38,-0.65025467,-0.5241892,"('untruthful', 'truthful')",-0.14971335,0.0791762,-0.399984,-0.2225065,-0.1774775
40,0.6463128,0.45376885,"('stingy', 'generous')",-1.2103919,-1.2582625,-0.2820396,-0.4022468,0.1202072
44,0.637044,0.66880226,"('prejudiced', 'unprejudiced')",-1.7451897,-1.515518,-0.5540729,-0.4233578,-0.1307151
3,-0.63155943,-0.5655093,"('repellent', 'pleasant')",0.21641119,0.21805927,-0.2075741,-0.173725,-0.0338491
72,-0.6314929,-0.548489,"('unambitious', 'ambitious')",-0.66793734,-0.537861,-0.6497151,-0.543175,-0.1065401
22,-0.62992847,-0.45900452,"('untrustworthy', 'trustworthy')",-1.105448,-1.0624139,-0.8676882,-0.7607092,-0.106979
20,0.609743,0.5257729,"('rough', 'thoughtful')",1.28707,1.4143758,0.9484065,0.9700744,-0.0216679
48,-0.57424057,-0.6522404,"('unintelligent', 'intelligent')",0.6567253,0.5858688,0.0412424,-0.0331858,0.0744282
32,-0.5699446,-0.23613042,"('unkind', 'kind')",0.71567804,0.9519804,0.0728667,0.357925,-0.2850583
47,-0.54979086,-0.21562952,"('stupid', 'smart')",5.515672,5.464732,2.4829407,2.6245513,-0.1416106
19,-0.5395801,-0.6378344,"('inhospitable', 'hospitable')",0.033566695,0.077949,-0.2530067,-0.2799427,0.026936
1,-0.5371087,-0.667924,"('unfriendly', 'friendly')",1.6701298,2.0429864,0.5665106,0.6875312,-0.1210206
21,-0.5183203,-0.24134879,"('immoral', 'moral')",-0.9094151,-0.6662153,-0.7138677,-0.4537821,-0.2600856
58,0.5138034,0.28962246,"('undiscriminating', 'discriminating')",0.33323216,0.21975482,0.4235178,0.2546886,0.1688292
17,0.51048344,0.49819854,"('nasty', 'nice')",-0.48970023,-0.44161806,0.0103916,0.0282902,-0.0178986
84,0.5103514,0.4594183,"('inferior', 'superior')",0.7716385,0.7234206,0.640995,0.5914195,0.0495755
0,-0.49604708,-0.19827871,"('unsociable', 'sociable')",-0.5058264,-0.44716385,-0.5009367,-0.3227213,-0.1782154
88,-0.44647163,-0.29004514,"('low', 'eminent')",0.12986167,0.37556878,-0.158305,0.0427618,-0.2010668
71,0.42718995,0.31484598,"('diffident', 'self-confident')",0.7283672,0.5936497,0.5777786,0.4542478,0.1235308
79,-0.41514632,-0.56490576,"('wavering', 'unwavering')",0.021103121,-0.08187459,-0.1970216,-0.3233902,0.1263686
50,0.41166908,0.42792818,"('clumsy', 'skillful')",0.26713663,0.3810768,0.3394029,0.4045025,-0.0650996
52,0.4070031,0.3713813,"('irrational', 'rational')",-0.17382278,0.15599293,0.1165902,0.2636871,-0.1470969
