,sigma_male,sigma_female,tuple,aldrich_male,aldrich_female,corp_male,corp_female,average_male,average_female,male-female
13,1.3377602,-0.08960419,"('impolite', 'polite')",-1.4370172,-2.213666,0.16382982,-0.06752025,0.0215243,-0.7902634,0.8117877
25,-1.2985209,-0.2688418,"('egoistic', 'altruistic')",-0.41290367,0.16482112,-0.14972863,-0.07117341,-0.6203844,-0.058398,-0.5619864
8,-1.2826942,-0.5860806,"('unaffectionate', 'affectionate')",-1.1665318,-0.90112275,-0.043629616,0.10865081,-0.8309518,-0.4595175,-0.3714343
44,-1.2771912,-1.2110453,"('prejudiced', 'unprejudiced')",0.9859349,0.76834536,-1.4778851,-1.5653905,-0.5897138,-0.6693635,0.0796497
33,-1.2300998,-0.25422862,"('wrong', 'right')",1.5237194,1.9375404,-1.0943581,-0.92705387,-0.2669128,0.252086,-0.5189988
1,-1.1537875,-0.19485287,"('unfriendly', 'friendly')",-2.1615324,-1.5924398,-0.25798953,-0.08130455,-1.1911031,-0.6228657,-0.5682374
40,1.120936,0.9767749,"('stingy', 'generous')",0.11891103,0.43841243,-2.558698,-2.0865705,-0.439617,-0.2237944,-0.2158226
74,1.1178089,0.9894972,"('undedicated', 'dedicated')",-0.9794632,-0.88568056,-0.23544444,-0.3809962,-0.0323662,-0.0923932,0.060027
83,1.0864391,0.7689512,"('powerless', 'powerful')",0.1890498,0.022620687,-0.23702674,-0.3211779,0.3461541,0.156798,0.1893561
84,1.066907,0.8745815,"('inferior', 'superior')",0.7130951,0.5709647,0.9944267,0.82827437,0.9248096,0.7579401,0.1668695
67,1.0401419,0.57535625,"('doubtful', 'determined')",0.6028516,0.4801017,-0.48438406,-0.7073323,0.3862032,0.1160419,0.2701613
11,1.031556,0.17386234,"('unhelpful', 'helpful')",-1.0484781,-1.5171771,2.8470607,2.5619943,0.9433796,0.4062265,0.5371531
3,1.0227888,0.2967625,"('repellent', 'pleasant')",-1.4453772,-1.3778117,1.0846165,1.0207345,0.220676,-0.0201049,0.2407809
30,0.9843112,0.32799646,"('intolerant', 'tolerant')",-0.8208586,-1.2456965,0.66821635,0.73346156,0.277223,-0.0614128,0.3386358
34,0.8783192,0.4525893,"('mean', 'honorable')",-0.3458248,-0.7906027,5.5716963,5.597995,2.0347303,1.7533272,0.2814031
24,0.86931676,0.59395313,"('dishonest', 'honest')",-1.5114912,-1.5440255,0.81096554,1.0660168,0.0562637,0.0386481,0.0176156
32,0.82653195,0.49937865,"('unkind', 'kind')",-1.890783,-2.1463392,0.76069885,0.50166184,-0.101184,-0.3817662,0.2805822
63,0.8259243,0.562128,"('unperceptive', 'insightful')",-1.5024917,-1.5499493,1.120507,1.0145785,0.1479799,0.0089191,0.1390608
38,-0.7882076,-0.21704221,"('untruthful', 'truthful')",-0.28628466,-0.20328584,-0.48449153,-0.40434855,-0.5196613,-0.2748922,-0.2447691
39,0.7162673,0.36956528,"('exploitative', 'cooperative')",-0.7564672,-1.0036569,0.10316847,-0.061773263,0.0209895,-0.231955,0.2529445
29,-0.716138,-0.33985156,"('unfair', 'fair')",-0.2078907,0.06697002,-0.4986733,-0.4888515,-0.474234,-0.253911,-0.220323
17,-0.7139598,-0.99011654,"('nasty', 'nice')",-0.7095063,-0.71443075,-1.1319602,-1.2059594,-0.8518087,-0.9701689,0.1183602
2,0.69802713,0.814176,"('unlikable', 'likable')",-0.23207334,-0.0602902,0.32854307,0.32289988,0.2648323,0.3589286,-0.0940963
73,-0.6940999,0.30653203,"('helpless', 'self-reliant')",1.1722069,1.4955719,-3.0086272,-3.056216,-0.8435067,-0.4180374,-0.4254693
26,-0.69254714,-0.056271106,"('hardhearted', 'benevolent')",-0.22854203,-0.4815242,0.0047447407,-0.09804135,-0.3054481,-0.2119456,-0.0935025
77,0.6624828,0.70393896,"('unmotivated', 'motivated')",-1.2119452,-1.2729908,-0.08619419,-0.079030335,-0.2118855,-0.2160274,0.0041419
66,-0.61460626,-0.044008657,"('inactive', 'active')",0.09488669,0.4266376,0.5032273,0.7132903,-0.0054974,0.3653064,-0.3708038
28,0.6139244,0.45578465,"('disloyal', 'loyal')",-1.7029784,-1.6048446,1.3645608,1.5289675,0.0918356,0.1266359,-0.0348003
42,0.6012661,0.9265523,"('unreliable', 'reliable')",0.30708167,0.6644207,-1.9521223,-1.9933286,-0.3479249,-0.1341185,-0.2138064
22,0.5821192,0.77085704,"('untrustworthy', 'trustworthy')",-0.74798685,-0.70059735,-0.06636507,0.054313038,-0.0774109,0.0415242,-0.1189351
9,0.56557274,1.2134874,"('unaffectionate', 'caring')",-1.3667423,-0.776965,1.1897901,1.4156193,0.1295402,0.6173805,-0.4878403
15,-0.5433291,-0.30453518,"('boring', 'funny')",0.20294431,0.14387701,-0.011079686,0.12784915,-0.1171548,-0.0109363,-0.1062185
87,0.5181303,-0.10098694,"('unsuccessful', 'successful')",-0.2260553,-0.3145851,1.4415312,1.6045388,0.5778687,0.3963223,0.1815464
45,0.47755632,0.22964898,"('incompetent', 'competent')",-1.0444226,-1.358665,0.23166263,-0.009002622,-0.1117345,-0.3793395,0.267605
50,-0.4773403,0.20908213,"('clumsy', 'skillful')",0.4579553,0.67808056,0.5455458,0.6152401,0.1753869,0.5008009,-0.325414
64,0.47284624,0.32858387,"('shy', 'confident')",-0.43880093,-0.32421726,-5.536271,-5.5566483,-1.8340753,-1.8507606,0.0166853
57,-0.452653,-0.585315,"('unimaginative', 'imaginative')",-1.4020444,-1.4324325,-2.6463804,-2.9261003,-1.5003592,-1.6479492,0.14759
41,-0.43150672,-0.7505287,"('unforgiving', 'forgiving')",-0.8892175,-1.0347695,-0.39444724,-0.4330674,-0.5717238,-0.7394552,0.1677314
68,0.4304064,0.22230789,"('dependent', 'independent')",0.59134436,0.44662625,-0.57481486,-0.38826203,0.1489786,0.0935574,0.0554212
71,0.42731112,1.2353736,"('diffident', 'self-confident')",-0.138606,0.21341303,-0.17666365,0.07222838,0.0373472,0.507005,-0.4696578
61,0.420375,0.30048132,"('illogical', 'logical')",-1.6697938,-1.4840864,0.37436685,0.40685457,-0.291684,-0.2589168,-0.0327672
27,0.4114751,0.47687048,"('hardhearted', 'softhearted')",-0.52010125,-0.42007586,0.6035009,0.624818,0.1649582,0.2272042,-0.062246
82,0.39967638,-0.075421825,"('poor', 'rich')",-0.84303105,-1.2313643,6.4981947,6.507507,2.01828,1.7335736,0.2847064
47,-0.3950932,-0.1503379,"('stupid', 'smart')",-0.5986512,-0.85381484,5.328866,5.3476977,1.4450405,1.4478483,-0.0028078
58,-0.38879395,0.02976136,"('undiscriminating', 'discriminating')",-0.3082972,-0.062105812,0.119443,-0.016687114,-0.1925494,-0.0163439,-0.1762055
49,0.385623,0.26471043,"('unable', 'able')",0.24563701,0.32532132,0.52270305,0.63955855,0.3846544,0.4098634,-0.025209
88,0.19387364,-0.27788886,"('low', 'eminent')",-1.0525969,-1.0876731,-0.5009688,-0.39672038,-0.4532307,-0.5874275,0.1341968
53,-0.09901489,0.3603424,"('uncreative', 'creative')",-2.1723552,-1.6358178,0.17485183,0.24112922,-0.6988394,-0.344782,-0.3540574
18,-0.09129277,0.24804546,"('disagreeable', 'welcoming')",0.09335559,0.4044103,-1.1712,-0.90319765,-0.3897124,-0.0835806,-0.3061318
54,-0.04316256,0.6774203,"('incapable', 'capable')",-0.12785012,0.16193436,0.8890483,1.1424798,0.2393452,0.6606115,-0.4212663
