,king_male,king_female,tuple,pharmaceuticals_male,pharmaceuticals_female,inc_male,inc_female,average_male,average_female,male-female
25,1.7151777,1.2885273,"('egoistic', 'altruistic')",1.0235512,0.8412771,1.5712483,1.575037,1.4366592,1.2349471,0.2017121
72,1.4620596,1.1575556,"('unambitious', 'ambitious')",-0.14078858,-0.16130283,-0.6963588,-0.64990246,0.2083041,0.1154501,0.092854
24,1.4216132,1.6508021,"('dishonest', 'honest')",-1.2930644,-1.10897,0.8929304,0.90813977,0.3404931,0.483324,-0.1428309
57,-1.4032,-1.2385541,"('unimaginative', 'imaginative')",-0.8389247,-0.6908222,-3.1683073,-3.014247,-1.8034773,-1.6478745,-0.1556028
31,-1.3958501,-1.1568456,"('evil', 'good')",-0.534766,-0.21878618,-0.99434143,-0.7368499,-0.9749858,-0.7041605,-0.2708253
2,1.3423138,1.295594,"('unlikable', 'likable')",0.1920688,0.25612918,0.65283597,0.5720058,0.7290729,0.7079097,0.0211632
39,1.2791224,1.2064898,"('exploitative', 'cooperative')",-0.010291174,-0.11319226,0.05400022,-0.055280678,0.4409438,0.3460056,0.0949382
63,-1.2274933,-0.6769054,"('unperceptive', 'insightful')",-0.427164,-0.19574396,1.1180735,1.3671677,-0.1788613,0.1648394,-0.3437007
9,1.2206132,1.4628241,"('unaffectionate', 'caring')",0.055507645,0.074583784,1.3668742,1.390388,0.8809984,0.975932,-0.0949336
28,1.1708481,0.9766985,"('disloyal', 'loyal')",0.108018704,-0.07951288,1.3913699,1.1078274,0.8900789,0.6683377,0.2217412
73,1.1116852,1.0950222,"('helpless', 'self-reliant')",-0.20607957,-0.17463431,-3.1971118,-3.3821042,-0.7638354,-0.8205721,0.0567367
36,-1.1107944,-1.1938276,"('hostile', 'amicable')",-1.3387681,-1.2520936,-0.20571208,-0.19895947,-0.8850915,-0.8816269,-0.0034646
16,-1.1049991,-0.96975887,"('unpopular', 'popular')",0.13351744,0.13244225,0.6102061,0.6378759,-0.1204252,-0.0664802,-0.053945
5,-1.0834975,-0.5699671,"('distant', 'outgoing')",-0.36241877,-0.079625025,-0.22788306,0.012389509,-0.5579331,-0.2124009,-0.3455322
18,1.0588769,0.8266587,"('disagreeable', 'welcoming')",0.29916155,0.20053571,-0.011542834,-0.088262916,0.4488319,0.3129772,0.1358547
75,-0.97012466,-0.7632022,"('meek', 'impulsive')",-1.148471,-0.8864549,-0.7229717,-0.4687896,-0.9471891,-0.7061489,-0.2410402
47,-0.9555055,-0.8053998,"('stupid', 'smart')",-0.010759359,0.21692933,5.464823,5.700526,1.4995193,1.7040186,-0.2044993
45,-0.9481597,-0.5711209,"('incompetent', 'competent')",-0.5029927,-0.22781068,-0.50335497,-0.22009163,-0.6515025,-0.3396744,-0.3118281
13,-0.907386,-0.6042156,"('impolite', 'polite')",-1.717751,-1.3807926,-0.43722975,-0.2034162,-1.020789,-0.7294748,-0.2913142
76,0.8974163,0.80421114,"('anxious', 'daring')",-1.1446556,-1.2324917,0.062564835,0.099573225,-0.0615582,-0.1095691,0.0480109
46,-0.8744789,-0.57589924,"('uncompetitive', 'competitive')",-0.11607805,-0.07474075,-0.41866496,-0.45051315,-0.4697406,-0.367051,-0.1026896
6,-0.8716689,-0.635052,"('distant', 'open')",-0.37236834,-0.20321827,0.52614254,0.6897053,-0.2392982,-0.0495217,-0.1897765
62,0.84796053,0.92280704,"('incompetent', 'brilliant')",0.26934513,0.3761247,0.38817662,0.5131883,0.5018274,0.60404,-0.1022126
70,-0.84521985,-0.4823002,"('lethargic', 'energetic')",-1.1951842,-1.0418316,0.6207273,0.7937199,-0.4732256,-0.2434706,-0.229755
33,0.835177,0.91284025,"('wrong', 'right')",0.7881261,0.8683006,-0.56941694,-0.4117436,0.3512954,0.4564657,-0.1051703
29,-0.83422107,-0.40813386,"('unfair', 'fair')",-0.5739833,-0.3209582,-0.53903556,-0.22136965,-0.64908,-0.3168206,-0.3322594
55,0.785792,0.6507145,"('incompetent', 'clever')",0.26635033,0.27159917,0.3348794,0.32952076,0.4623406,0.4172781,0.0450625
11,-0.7738921,-0.2633565,"('unhelpful', 'helpful')",-0.42864752,-0.34983057,2.0650609,1.9573673,0.2875071,0.4480601,-0.160553
80,0.7600032,0.9715185,"('dominated', 'dominating')",-0.34831572,-0.3094961,-0.8962844,-0.6694755,-0.1615323,-0.0024844,-0.1590479
58,-0.7559013,-0.86883616,"('undiscriminating', 'discriminating')",-0.58751094,-0.5138031,-0.053953454,0.010575939,-0.4657885,-0.4573545,-0.008434
44,-0.73508096,-0.4576959,"('prejudiced', 'unprejudiced')",-1.2660215,-1.2202691,-1.8856865,-1.86041,-1.2955963,-1.1794583,-0.116138
17,-0.7185267,-0.6275489,"('nasty', 'nice')",-1.1562773,-0.9776008,-0.9168951,-0.798522,-0.9305664,-0.8012239,-0.1293425
15,-0.6826623,-0.81021637,"('boring', 'funny')",-0.21032287,-0.06667736,0.07088688,0.2724738,-0.2740328,-0.2014733,-0.0725595
64,-0.6601612,-0.5373621,"('shy', 'confident')",-0.4342868,-0.41322812,-6.939304,-6.9613557,-2.6779172,-2.6373153,-0.0406019
8,0.64829093,0.90228134,"('unaffectionate', 'affectionate')",-0.267432,-0.20633563,0.7308115,0.82203037,0.3705568,0.505992,-0.1354352
4,-0.6240531,-0.5587042,"('disliked', 'liked')",0.050666116,0.11773596,-6.7890086,-6.7473364,-2.4541319,-2.3961015,-0.0580304
61,-0.58601546,-0.29421818,"('illogical', 'logical')",-0.72725534,-0.5818733,0.34207606,0.4292711,-0.3237316,-0.1489401,-0.1747915
74,0.57224214,0.5376539,"('undedicated', 'dedicated')",-0.012075063,0.04523447,0.14521645,0.04383488,0.2351278,0.2089077,0.0262201
56,0.5642464,0.5198939,"('impractical', 'practical')",0.4393155,0.56703454,-0.52253604,-0.48662192,0.160342,0.2001022,-0.0397602
22,-0.5147925,-0.22926117,"('untrustworthy', 'trustworthy')",-0.9700434,-0.81183386,-0.692624,-0.6541892,-0.7258199,-0.5650947,-0.1607252
85,0.49769366,0.44402963,"('insignificant', 'prestigious')",0.5327625,0.57100284,0.29645258,0.36658567,0.4423029,0.4605394,-0.0182365
69,-0.49421632,-0.56576085,"('lazy', 'industrious')",0.83014345,0.8756352,-0.80846244,-0.67317426,-0.1575118,-0.1211,-0.0364118
42,-0.48197773,-0.28234258,"('unreliable', 'reliable')",-0.7797382,-0.63711077,-2.987535,-3.0767505,-1.416417,-1.332068,-0.084349
51,0.47783503,0.457698,"('uneducated', 'educated')",-0.004638806,0.159552,0.5310587,0.636431,0.3347516,0.4178936,-0.083142
87,0.47607905,0.41248864,"('unsuccessful', 'successful')",0.040870905,0.017974269,0.83673024,1.0170197,0.4512267,0.4824942,-0.0312675
86,0.4758523,0.5843146,"('uninfluential', 'influential')",-0.12733468,0.046328038,-0.45473027,-0.24367842,-0.0354042,0.1289881,-0.1643923
12,0.45688152,0.8353765,"('unsupportive', 'supportive')",0.4958554,0.708014,-1.6162859,-1.4545864,-0.221183,0.0296014,-0.2507844
81,-0.44687173,-0.28641534,"('submissive', 'aggressive')",0.16934067,0.25325817,-1.1076797,-0.9586983,-0.4617369,-0.3306185,-0.1311184
19,0.42577678,0.50617266,"('inhospitable', 'hospitable')",-0.8983966,-0.6808729,0.12016645,0.27945846,-0.1174845,0.0349194,-0.1524039
84,0.42424193,0.48177537,"('inferior', 'superior')",1.0428603,0.9043501,0.8488623,0.8246928,0.7719882,0.7369394,0.0350488
67,0.37860605,0.19498636,"('doubtful', 'determined')",-0.56435645,-0.66362935,-1.163545,-0.9842668,-0.4497651,-0.4843033,0.0345382
7,-0.37771705,-0.24756269,"('insensitive', 'sensitive')",-0.9408914,-1.0408055,1.1594633,1.0628833,-0.0530484,-0.0751616,0.0221132
71,0.35567987,0.23629224,"('diffident', 'self-confident')",1.1358482,1.2101439,0.4954457,0.55044055,0.6623246,0.6656256,-0.003301
