,king_male,king_female,tuple,pharmaceuticals_male,pharmaceuticals_female,inc_male,inc_female,average_male,average_female,male-female
20,-0.34110403,-0.38774705,"('rough', 'thoughtful')",0.14314398,0.47175434,0.920363,1.11176,0.240801,0.3985891,-0.1577881
10,-0.3208019,0.12864266,"('unsympathetic', 'sympathetic')",-1.6911006,-1.4162097,-0.50331414,-0.2911297,-0.8384056,-0.5262322,-0.3121734
0,0.31508037,0.38450226,"('unsociable', 'sociable')",-0.2904053,-0.1563716,-0.66202927,-0.4399314,-0.2124514,-0.0706002,-0.1418512
37,-0.3142275,0.0010855496,"('fake', 'genuine')",-0.6524229,-0.42910504,0.64612234,0.7401033,-0.1068427,0.1040279,-0.2108706
14,0.30097744,0.15886018,"('antisocial', 'social')",-0.053146277,-0.23415725,-0.6102289,-0.646087,-0.1207992,-0.2404613,0.1196621
52,-0.29978964,-0.37508443,"('irrational', 'rational')",-0.38718852,-0.41747215,-0.08219832,-0.047567993,-0.2563922,-0.2800415,0.0236493
48,0.25042692,0.27905267,"('unintelligent', 'intelligent')",0.7851847,0.8560019,0.39075717,0.34703532,0.4754563,0.49403,-0.0185737
21,-0.24463442,-0.13475606,"('immoral', 'moral')",-0.55175865,-0.284454,-0.83144087,-0.76665395,-0.5426113,-0.395288,-0.1473233
30,0.24035366,0.31273538,"('intolerant', 'tolerant')",0.17711538,0.18885031,0.7761677,0.72452796,0.3978789,0.4087046,-0.0108257
50,-0.22653213,-0.19542994,"('clumsy', 'skillful')",-0.3266352,-0.48766553,0.6666276,0.50029564,0.0378201,-0.0609333,0.0987534
23,0.22538656,0.36551416,"('insincere', 'sincere')",-0.432546,-0.44288674,6.5698385,6.4164195,2.120893,2.1130157,0.0078773
35,0.2204037,0.17166463,"('corrupt', 'incorrupt')",-0.22265525,-0.24581908,-0.33439517,-0.2995908,-0.1122156,-0.1245818,0.0123662
40,-0.2171268,0.11854428,"('stingy', 'generous')",0.8305594,1.0167978,-1.2916052,-1.1104677,-0.2260575,0.0082915,-0.234349
54,0.1871788,0.19674659,"('incapable', 'capable')",-0.44424134,-0.4151372,1.3629951,1.4051398,0.3686442,0.3955831,-0.0269389
49,-0.18369469,-0.08315679,"('unable', 'able')",0.29481295,0.37924784,0.5486524,0.55538946,0.2199236,0.2838268,-0.0639032
68,-0.1614109,-0.23631229,"('dependent', 'independent')",-0.6594969,-0.47493368,-0.18787247,-0.042259865,-0.3362601,-0.2511686,-0.0850915
27,-0.14948146,0.12935701,"('hardhearted', 'softhearted')",-0.58491635,-0.31508285,1.6161722,1.9406695,0.2939248,0.5849812,-0.2910564
78,-0.14831087,0.06674853,"('nonresilient', 'resilient')",1.9598528,1.9618083,1.0710982,1.0909021,0.96088,1.0398196,-0.0789396
79,0.13738927,0.47142097,"('wavering', 'unwavering')",-1.361488,-1.1066945,-0.267587,-0.04252269,-0.4972285,-0.225932,-0.2712965
88,-0.13561325,-0.117079616,"('low', 'eminent')",-0.681991,-0.48832765,-0.06223902,-0.1028309,-0.2932811,-0.2360794,-0.0572017
83,-0.13154155,-0.059492778,"('powerless', 'powerful')",0.2424004,0.30000532,-0.84369683,-0.86396205,-0.2442793,-0.2078165,-0.0364628
65,0.1304997,0.027872778,"('insecure', 'secure')",-0.606222,-0.73209053,0.046904325,-0.11789098,-0.1429393,-0.2740362,0.1310969
59,0.12738204,0.008385614,"('foolish', 'wise')",0.1266203,0.119111314,0.34846568,0.34708613,0.2008227,0.1581944,0.0426283
32,0.12087633,0.5856389,"('unkind', 'kind')",-0.017868713,0.18456379,0.9656889,1.0554274,0.3562322,0.6085434,-0.2523112
38,0.1093041,0.3203941,"('untruthful', 'truthful')",-0.5452674,-0.3362702,0.14030242,0.16544977,-0.0985536,0.0498579,-0.1484115
60,0.108356856,0.09089315,"('inefficient', 'efficient')",-0.045866996,0.072296835,-0.23363926,-0.20297417,-0.0570498,-0.0132614,-0.0437884
53,0.10259537,-0.30698216,"('uncreative', 'creative')",-0.7518988,-0.88998014,0.66408616,0.68146336,0.0049276,-0.171833,0.1767606
41,0.06787801,0.46481308,"('unforgiving', 'forgiving')",0.25557387,0.43452954,-0.12055764,-0.0614521,0.0676314,0.2792969,-0.2116655
43,-0.04519605,0.24378234,"('irresponsible', 'responsible')",-0.7479973,-0.4185164,0.1829813,0.3965061,-0.203404,0.073924,-0.277328
1,-0.04008798,-0.014663678,"('unfriendly', 'friendly')",0.2611448,0.3468902,1.8253049,1.8875573,0.6821206,0.7399279,-0.0578073
77,-0.038276397,-0.20913841,"('unmotivated', 'motivated')",0.32201788,0.35331556,-1.3435525,-1.245389,-0.3532703,-0.3670706,0.0138003
82,0.03306287,0.11205278,"('poor', 'rich')",0.15970491,0.12318483,7.049861,6.931602,2.4142095,2.3889465,0.025263
26,-0.029540718,-0.16379195,"('hardhearted', 'benevolent')",0.9618809,0.9965692,0.7925931,0.87682337,0.5749778,0.5698669,0.0051109
34,0.028038586,0.09112416,"('mean', 'honorable')",-0.44567886,-0.3143202,6.5230255,6.4998436,2.0351284,2.0922159,-0.0570875
3,0.027471589,0.0029156655,"('repellent', 'pleasant')",-1.006153,-1.0835398,0.37542024,0.29457083,-0.201087,-0.2620178,0.0609308
66,-0.016981699,-0.13719997,"('inactive', 'active')",-1.4613235,-1.3610301,0.5611452,0.91604364,-0.30572,-0.1940622,-0.1116578
