,kellogg_male,kellogg_female,tuple,co_male,co_female,average_male,average_female,male-female
26,3.2406182,3.3622847,"('hardhearted', 'benevolent')",2.277155,2.2599063,2.7588866,2.8110955,-0.0522089
81,-2.6673129,-2.7468555,"('submissive', 'aggressive')",-1.0428965,-1.1084435,-1.8551047,-1.9276495,0.0725448
1,2.5187204,2.401816,"('unfriendly', 'friendly')",2.1397243,2.0031881,2.3292222,2.202502,0.1267202
85,2.433952,2.4389074,"('insignificant', 'prestigious')",-0.12946916,0.04198338,1.1522415,1.2404454,-0.0882039
25,2.353786,2.2894793,"('egoistic', 'altruistic')",1.463065,1.744911,1.9084256,2.0171952,-0.1087696
44,-2.1026611,-2.0189078,"('prejudiced', 'unprejudiced')",-1.8574679,-1.8051152,-1.9800645,-1.9120115,-0.068053
9,2.0159483,1.9546279,"('unaffectionate', 'caring')",1.5912795,1.473977,1.8036139,1.7143024,0.0893115
3,-1.9434531,-1.8608245,"('repellent', 'pleasant')",-0.16012734,-0.1410962,-1.0517902,-1.0009604,-0.0508298
71,1.8631192,1.7650353,"('diffident', 'self-confident')",0.49591574,0.36944705,1.1795175,1.0672412,0.1122763
69,1.8320985,1.7330836,"('lazy', 'industrious')",-0.6505719,-0.6567148,0.5907633,0.5381844,0.0525789
84,1.7302684,1.7781796,"('inferior', 'superior')",0.8225763,0.9175095,1.2764223,1.3478446,-0.0714223
8,1.6111234,1.4901394,"('unaffectionate', 'affectionate')",1.2576401,1.0983675,1.4343817,1.2942533,0.1401284
22,-1.6073253,-1.8022667,"('untrustworthy', 'trustworthy')",-1.1171154,-1.5084071,-1.3622203,-1.6553369,0.2931166
76,-1.598625,-1.4853475,"('anxious', 'daring')",-0.49952143,-0.5193484,-1.0490732,-1.0023479,-0.0467253
68,-1.5926323,-1.4820921,"('dependent', 'independent')",-1.6386817,-1.6397316,-1.615657,-1.5609119,-0.0547451
33,1.5743215,1.6933244,"('wrong', 'right')",-0.4063983,-0.3671437,0.5839616,0.6630903,-0.0791287
64,-1.5126203,-1.4733682,"('shy', 'confident')",-6.826185,-6.6784773,-4.1694026,-4.075923,-0.0934796
5,1.490626,1.3719352,"('distant', 'outgoing')",0.0046557486,-0.21709082,0.7476408,0.5774222,0.1702186
12,1.4696426,1.4873412,"('unsupportive', 'supportive')",-1.2754545,-1.3942825,0.0970941,0.0465294,0.0505647
70,-1.4642233,-1.5091624,"('lethargic', 'energetic')",0.29478663,0.021569513,-0.5847183,-0.7437965,0.1590782
60,-1.4479609,-1.3641741,"('inefficient', 'efficient')",-0.43239346,-0.65844667,-0.9401771,-1.0113103,0.0711332
59,1.4130056,1.3699077,"('foolish', 'wise')",0.23322509,0.20904489,0.8231153,0.7894763,0.033639
46,-1.4051946,-1.4180945,"('uncompetitive', 'competitive')",-0.91663444,-0.91851944,-1.1609145,-1.1683069,0.0073924
78,1.351767,1.3164594,"('nonresilient', 'resilient')",0.5292371,0.6006415,0.940502,0.9585505,-0.0180485
54,1.313127,1.3864379,"('incapable', 'capable')",1.4105123,1.3319607,1.3618197,1.3591993,0.0026204
57,-1.2859168,-1.4153155,"('unimaginative', 'imaginative')",-3.2994943,-3.467559,-2.2927055,-2.4414372,0.1487317
79,1.2684305,1.2164443,"('wavering', 'unwavering')",0.14982837,0.074042544,0.7091295,0.6452434,0.0638861
6,1.2397782,1.1771564,"('distant', 'open')",0.23554301,0.18235926,0.7376606,0.6797578,0.0579028
65,-1.2312368,-1.0899242,"('insecure', 'secure')",-0.51915115,-0.5822552,-0.875194,-0.8360897,-0.0391043
15,1.1299129,1.0673789,"('boring', 'funny')",0.69171417,0.48433834,0.9108135,0.7758586,0.1349549
42,-1.1115091,-1.1353297,"('unreliable', 'reliable')",-3.5293581,-3.456856,-2.3204336,-2.296093,-0.0243406
36,1.0798252,1.0180705,"('hostile', 'amicable')",-0.27470827,-0.13394983,0.4025584,0.4420603,-0.0395019
10,-1.0731833,-1.031386,"('unsympathetic', 'sympathetic')",0.03872639,-0.014403474,-0.5172285,-0.5228947,0.0056662
35,1.0185643,0.9760855,"('corrupt', 'incorrupt')",-0.49233574,-0.3351898,0.2631143,0.3204479,-0.0573336
14,-1.0082587,-0.7592951,"('antisocial', 'social')",-0.65720737,-0.88093305,-0.832733,-0.8201141,-0.0126189
24,-0.93547195,-1.0502642,"('dishonest', 'honest')",0.4951985,0.18968451,-0.2201367,-0.4302899,0.2101532
52,0.9080139,0.78447497,"('irrational', 'rational')",-0.06510229,0.05767166,0.4214558,0.4210733,0.0003825
39,0.8359086,0.9120405,"('exploitative', 'cooperative')",0.25356758,0.22071218,0.5447381,0.5663763,-0.0216382
51,-0.8230414,-0.89694303,"('uneducated', 'educated')",0.43557343,0.25897595,-0.193734,-0.3189836,0.1252496
19,0.8119464,0.8486813,"('inhospitable', 'hospitable')",0.26490426,0.2817094,0.5384253,0.5651953,-0.02677
31,0.8054841,0.63852036,"('evil', 'good')",-0.69735205,-0.8594215,0.054066,-0.1104506,0.1645166
82,-0.80364174,-0.8098795,"('poor', 'rich')",5.5837145,5.2606378,2.3900363,2.2253792,0.1646571
11,-0.7991927,-0.9624916,"('unhelpful', 'helpful')",1.9911047,1.7327474,0.595956,0.3851279,0.2108281
55,-0.79799676,-0.70840716,"('incompetent', 'clever')",-0.08695982,-0.19446585,-0.4424783,-0.4514365,0.0089582
75,-0.78653586,-1.0054069,"('meek', 'impulsive')",-0.64554656,-0.8261553,-0.7160412,-0.9157811,0.1997399
30,-0.78316325,-0.76792383,"('intolerant', 'tolerant')",-0.14090666,-0.18757601,-0.4620349,-0.4777499,0.015715
63,0.7574126,0.6419498,"('unperceptive', 'insightful')",0.9977562,0.86055005,0.8775844,0.7512499,0.1263345
13,-0.75570655,-0.6566199,"('impolite', 'polite')",-0.3942231,-0.44494396,-0.5749648,-0.550782,-0.0241828
20,0.7088195,0.70193607,"('rough', 'thoughtful')",0.6139742,0.48209667,0.6613969,0.5920163,0.0693806
27,0.7069893,0.7104445,"('hardhearted', 'softhearted')",1.3291732,1.339955,1.0180812,1.0251998,-0.0071186
16,-0.70401293,-0.7908326,"('unpopular', 'popular')",-0.23769107,-0.32762477,-0.470852,-0.5592287,0.0883767
56,0.6934353,0.8278263,"('impractical', 'practical')",-0.5912021,-0.75232697,0.0511166,0.0377497,0.0133669
53,0.6831204,0.64189005,"('uncreative', 'creative')",0.3238096,0.25094038,0.503465,0.4464152,0.0570498
7,-0.66090727,-0.70583916,"('insensitive', 'sensitive')",0.39576635,0.057010494,-0.1325705,-0.3244143,0.1918438
41,0.65675884,0.61438054,"('unforgiving', 'forgiving')",0.53646016,0.4945855,0.5966095,0.5544831,0.0421264
45,-0.6527841,-0.7703064,"('incompetent', 'competent')",-0.15724999,-0.5217083,-0.405017,-0.6460074,0.2409904
86,0.63336736,0.6822899,"('uninfluential', 'influential')",0.2322823,0.03667205,0.4328248,0.359481,0.0733438
74,0.6312684,0.5585768,"('undedicated', 'dedicated')",0.29108343,0.07171652,0.4611759,0.3151467,0.1460292
77,-0.5138874,-0.5390504,"('unmotivated', 'motivated')",-1.290479,-1.3922155,-0.9021832,-0.9656329,0.0634497
