,dominion_male,dominion_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,male-female
7,0.73135835,0.6877781,"('insensitive', 'sensitive')",0.83078927,0.7212002,1.1256373,1.1354989,0.8959283,0.8481591,0.0477692
77,-0.7084363,-0.73520595,"('unmotivated', 'motivated')",0.47947842,0.3774237,-1.0723261,-1.0533528,-0.4337613,-0.4703784,0.0366171
31,-0.6825058,-0.85199493,"('evil', 'good')",-1.3900659,-1.3952334,-1.3217001,-1.5914168,-1.131424,-1.2795484,0.1481244
47,-0.6796987,-0.5718938,"('stupid', 'smart')",0.16789746,0.2297199,5.4539075,5.3960676,1.6473687,1.6846312,-0.0372625
2,-0.6668334,-0.66008806,"('unlikable', 'likable')",0.8598317,0.78795207,0.31814778,0.18751615,0.170382,0.1051267,0.0652553
49,-0.6548728,-0.66564965,"('unable', 'able')",-0.18621075,-0.15135787,-0.19387928,-0.18773594,-0.3449876,-0.3349145,-0.0100731
34,-0.6209014,-0.63436276,"('mean', 'honorable')",0.18780155,0.15220359,5.7493134,5.668338,1.7720712,1.7287262,0.043345
10,-0.59827244,-0.49646103,"('unsympathetic', 'sympathetic')",-0.6671945,-0.81840634,-0.37244526,-0.1234985,-0.5459707,-0.4794553,-0.0665154
75,-0.57125556,-0.62528116,"('meek', 'impulsive')",0.24429534,0.29329103,0.06552437,-0.14449205,-0.0871453,-0.1588274,0.0716821
22,-0.5431068,-0.4110095,"('untrustworthy', 'trustworthy')",-0.8720087,-0.9367846,-0.7715581,-0.8345001,-0.7288912,-0.7274314,-0.0014598
36,-0.5402307,-0.72379076,"('hostile', 'amicable')",-0.9947698,-1.168277,-0.17302345,-0.43688136,-0.5693413,-0.7763164,0.2069751
29,-0.49911618,-0.6110562,"('unfair', 'fair')",-0.4735088,-0.6185984,-0.52154195,-0.7623256,-0.4980557,-0.6639934,0.1659377
20,-0.48939192,-0.36026427,"('rough', 'thoughtful')",-0.0072248727,0.072971895,0.90562487,0.9252356,0.136336,0.2126478,-0.0763118
62,-0.48043704,-0.4708168,"('incompetent', 'brilliant')",0.89011705,0.83537096,0.4796996,0.50633687,0.2964599,0.290297,0.0061629
13,-0.4744479,-0.40401715,"('impolite', 'polite')",0.2206401,0.2328222,-0.16515242,-0.046414163,-0.1396534,-0.0725364,-0.067117
78,-0.44979945,-0.45906624,"('nonresilient', 'resilient')",0.27865276,0.273909,0.14445978,0.19684686,-0.0088956,0.0038965,-0.0127921
37,-0.44524452,-0.5442609,"('fake', 'genuine')",0.138897,-0.041570388,0.571804,0.48540545,0.0884855,-0.0334753,0.1219608
56,0.444018,0.4308576,"('impractical', 'practical')",1.0766027,0.944684,0.06859378,0.06500462,0.5297381,0.4801821,0.049556
80,0.4404378,0.5769199,"('dominated', 'dominating')",0.59212154,0.7038087,-0.646586,-0.50046474,0.1286578,0.2600879,-0.1314301
69,0.43964717,0.32717487,"('lazy', 'industrious')",0.3308168,0.4056683,-0.54678124,-0.69289047,0.0745609,0.0133176,0.0612433
4,0.43670282,0.3785916,"('disliked', 'liked')",0.47290426,0.26104164,-6.157575,-6.277685,-1.7493227,-1.8793507,0.130028
53,-0.41435182,-0.63155127,"('uncreative', 'creative')",0.54662055,0.45009384,0.67764854,0.4906992,0.2699724,0.1030806,0.1668918
35,0.4056218,0.16582175,"('corrupt', 'incorrupt')",-0.6650554,-0.6790668,-0.09782463,-0.38369957,-0.1190861,-0.2989815,0.1798954
23,-0.39453956,-0.42179877,"('insincere', 'sincere')",-0.20484424,-0.31673938,5.7723856,5.6814055,1.7243339,1.6476224,0.0767115
57,-0.38753924,-0.47718984,"('unimaginative', 'imaginative')",0.7031417,0.43800598,-2.4335833,-2.5377686,-0.7059936,-0.8589842,0.1529906
51,-0.385009,-0.26085284,"('uneducated', 'educated')",-0.20616594,-0.22319835,0.26934084,0.4974116,-0.107278,0.0044535,-0.1117315
5,0.38500184,0.05791373,"('distant', 'outgoing')",-0.39222163,-0.52324295,-0.16993535,-0.55483085,-0.0590517,-0.3400534,0.2810017
14,-0.3821921,-0.30009052,"('antisocial', 'social')",0.60935426,0.4739579,-0.43718907,-0.3557357,-0.070009,-0.0606228,-0.0093862
42,0.38099247,0.5135062,"('unreliable', 'reliable')",-0.13777001,-0.30601534,-2.5208418,-2.379449,-0.7592065,-0.723986,-0.0352205
1,-0.37514603,-0.64258355,"('unfriendly', 'friendly')",0.3819384,0.09624415,1.4442059,1.0935076,0.4836661,0.1823894,0.3012767
19,-0.37334985,-0.5126264,"('inhospitable', 'hospitable')",-1.172888,-1.2513733,-0.123457976,-0.31400695,-0.5565653,-0.6926689,0.1361036
8,0.35662147,0.13497654,"('unaffectionate', 'affectionate')",-0.9319212,-1.1941923,0.51029253,0.20642114,-0.0216691,-0.2842649,0.2625958
86,-0.35634357,-0.5320971,"('uninfluential', 'influential')",0.37457612,0.12011987,-0.3633542,-0.30371666,-0.1150406,-0.2385646,0.123524
24,0.35298458,0.23364304,"('dishonest', 'honest')",0.39404678,0.15510379,0.7661599,0.71580935,0.5043971,0.3681854,0.1362117
65,-0.34466705,-0.19710293,"('insecure', 'secure')",0.47542328,0.35370275,-0.30485615,-0.1545382,-0.0580333,0.0006872,-0.0587205
88,0.33235934,0.25783545,"('low', 'eminent')",-0.13042772,-0.24866873,0.08581163,0.13112445,0.0959144,0.0467637,0.0491507
18,-0.3297586,-0.33856678,"('disagreeable', 'welcoming')",-1.0522677,-1.0554181,-0.8056085,-0.81862617,-0.7292116,-0.7375371,0.0083255
43,0.31941822,0.26410306,"('irresponsible', 'responsible')",0.64458084,0.4802463,0.5639902,0.48432636,0.5093297,0.4095586,0.0997711
87,-0.2848638,-0.28804296,"('unsuccessful', 'successful')",-0.11640129,0.0019413084,0.6639348,0.60078144,0.0875566,0.1048933,-0.0173367
61,-0.27668637,-0.41581717,"('illogical', 'logical')",0.96796775,0.9361493,0.031377163,-0.046280492,0.2408862,0.1580172,0.082869
54,-0.27291912,-0.37609816,"('incapable', 'capable')",-0.61439115,-0.59029657,0.9250654,0.9308312,0.012585,-0.0118545,0.0244395
52,-0.26383227,-0.5011892,"('irrational', 'rational')",-0.5160334,-0.65710896,-0.5464871,-0.85414654,-0.4421176,-0.6708149,0.2286973
15,-0.23495856,-0.2975248,"('boring', 'funny')",-0.20002697,-0.31408265,0.477526,0.35970086,0.0141802,-0.0839689,0.0981491
30,0.22418138,0.26244488,"('intolerant', 'tolerant')",0.8454944,0.7433806,1.1453117,1.1399765,0.7383292,0.7152673,0.0230619
25,-0.21660188,-0.3332747,"('egoistic', 'altruistic')",0.82164574,0.7498729,1.298585,1.2758877,0.634543,0.564162,0.070381
6,-0.2060347,-0.5431791,"('distant', 'open')",-0.81948113,-0.98243374,0.21955836,-0.17845212,-0.2686525,-0.5680217,0.2993692
67,0.19388583,0.20920482,"('doubtful', 'determined')",-0.7905567,-0.7097271,-0.5248538,-0.47355536,-0.3738416,-0.3246925,-0.0491491
38,-0.16130567,-0.31860396,"('untruthful', 'truthful')",0.33421478,0.2095318,-0.02849476,-0.23886418,0.0481381,-0.1159788,0.1641169
83,0.15085673,0.15858296,"('powerless', 'powerful')",0.88580835,0.8512455,-1.035007,-1.0376242,0.0005527,-0.0092653,0.009818
41,0.14428861,0.19647129,"('unforgiving', 'forgiving')",-0.7954636,-1.0234168,-0.34016457,-0.48386243,-0.3304465,-0.436936,0.1064895
64,-0.12679665,-0.07353327,"('shy', 'confident')",0.7463419,0.7085935,-6.5869083,-6.4391613,-1.9891211,-1.9347003,-0.0544208
66,0.12557612,-0.046125744,"('inactive', 'active')",-0.9112352,-0.8273383,0.95846486,0.8538308,0.0576019,-0.0065444,0.0641463
32,-0.10295247,-0.027950594,"('unkind', 'kind')",-0.19008774,-0.20747998,0.6228571,0.7770477,0.109939,0.180539,-0.0706
63,0.060638048,-0.0042309174,"('unperceptive', 'insightful')",0.39032683,0.34731847,0.9688702,0.9742545,0.4732784,0.439114,0.0341644
50,-0.058543775,0.016461048,"('clumsy', 'skillful')",-0.2456619,-0.24172518,0.26670673,0.32265496,-0.0124997,0.0324636,-0.0449633
70,-0.057369288,-0.020852376,"('lethargic', 'energetic')",0.23491505,0.10177368,1.1131153,1.2098421,0.4302204,0.4302545,-3.41e-05
76,-0.04820939,0.03578228,"('anxious', 'daring')",0.26265252,0.27969113,0.53115994,0.76013255,0.2485344,0.3585353,-0.1100009
27,0.041457213,-0.052122448,"('hardhearted', 'softhearted')",0.06800915,0.04488819,1.404852,1.3441232,0.5047728,0.4456297,0.0591431
58,-0.033866167,-0.12402591,"('undiscriminating', 'discriminating')",0.9941881,0.8292999,0.21175702,0.06447427,0.390693,0.2565828,0.1341102
48,0.0042613074,-0.12671307,"('unintelligent', 'intelligent')",1.6909082,1.5474114,0.40535006,0.56255156,0.7001731,0.6610833,0.0390898
45,0.0011335909,-0.013212211,"('incompetent', 'competent')",-0.5001641,-0.85227597,-0.050686948,-0.24553883,-0.1832391,-0.3703423,0.1871032
