,costco_male,costco_female,tuple,wholesale_male,wholesale_female,corp_male,corp_female,average_male,average_female,male-female
6,-1.6012146,-1.4266194,"('distant', 'open')",-0.6521235,-0.72172576,-0.34930706,-0.44289997,-0.8675484,-0.8637484,-0.0038
2,1.3590634,0.8891474,"('unlikable', 'likable')",0.8170659,0.48563927,0.6589795,0.5533799,0.9450363,0.6427222,0.3023141
1,-1.3411579,-1.1883961,"('unfriendly', 'friendly')",0.18932916,0.4155082,1.2186599,1.2287393,0.022277,0.1519505,-0.1296735
19,-1.2559619,-1.0214015,"('inhospitable', 'hospitable')",-0.6961146,-0.59918135,-0.7058033,-0.6621627,-0.8859599,-0.7609152,-0.1250447
5,-1.2232293,-1.1573218,"('distant', 'outgoing')",-0.9338032,-1.0487849,-0.53432506,-0.7937138,-0.8971192,-0.9999402,0.102821
18,-1.1790037,-1.4548496,"('disagreeable', 'welcoming')",-0.7310969,-0.7627285,-0.40753332,-0.6057615,-0.7725447,-0.9411132,0.1685685
88,-1.1568365,-0.8057054,"('low', 'eminent')",-1.3983045,-1.0789753,-0.50119525,-0.47362027,-1.0187787,-0.7861003,-0.2326784
82,-1.1397663,-1.6772316,"('poor', 'rich')",-0.7291252,-1.0028242,7.1598344,6.745415,1.7636477,1.3551199,0.4085278
73,1.1352453,0.998114,"('helpless', 'self-reliant')",-0.4212217,-0.54611444,-3.409571,-3.5680501,-0.8985158,-1.0386836,0.1401678
8,-1.1346631,-1.1908233,"('unaffectionate', 'affectionate')",-0.3964284,-0.2798463,0.56868017,0.618654,-0.3208038,-0.2840052,-0.0367986
53,-1.1250491,-1.2614663,"('uncreative', 'creative')",-0.41436106,-0.447137,0.23041227,0.13198109,-0.4363326,-0.5255407,0.0892081
68,-1.1075333,-1.2365705,"('dependent', 'independent')",-1.3971821,-1.6394324,-0.9709445,-1.1044712,-1.1585533,-1.3268247,0.1682714
16,-1.087957,-1.5062662,"('unpopular', 'popular')",-1.2883536,-1.50733,-0.041398816,-0.1874786,-0.8059031,-1.0670249,0.2611218
31,-1.0827368,-0.7801509,"('evil', 'good')",-1.638752,-1.4364971,-1.2460349,-1.043213,-1.3225079,-1.0866203,-0.2358876
79,-1.0533569,-0.78501654,"('wavering', 'unwavering')",-1.4204909,-1.3076894,-0.775087,-0.77665687,-1.0829782,-0.9564543,-0.1265239
62,1.0470691,0.6400297,"('incompetent', 'brilliant')",0.9840628,0.76029474,0.8496354,0.5060541,0.9602557,0.6354595,0.3247962
86,-1.0455667,-0.72404546,"('uninfluential', 'influential')",0.11158579,0.4568979,0.09541136,0.35069087,-0.2795232,0.0278478,-0.307371
85,-0.98573846,-0.89069104,"('insignificant', 'prestigious')",-1.1553206,-0.9521501,-1.0311077,-0.85697347,-1.0573889,-0.8999382,-0.1574507
60,0.9406366,0.58617914,"('inefficient', 'efficient')",2.9688802,2.6023836,0.6403108,0.2306962,1.5166092,1.139753,0.3768562
51,-0.8878371,-0.6880214,"('uneducated', 'educated')",-0.39097413,-0.076816924,0.50631064,0.5949835,-0.2575002,-0.0566183,-0.2008819
36,-0.8853241,-0.6937279,"('hostile', 'amicable')",-0.9845893,-0.7592978,-0.7873212,-0.5769632,-0.8857449,-0.6766629,-0.209082
81,0.8830614,0.9305095,"('submissive', 'aggressive')",0.011103548,0.033887666,-0.4830512,-0.5408953,0.1370379,0.1411673,-0.0041294
76,0.86081237,0.53428465,"('anxious', 'daring')",0.544532,0.58257806,-0.010054871,-0.26493895,0.4650965,0.2839746,0.1811219
21,0.806504,0.46824658,"('immoral', 'moral')",0.6398043,0.67038035,-0.119000435,-0.12120701,0.442436,0.33914,0.103296
46,0.7862498,0.6077753,"('uncompetitive', 'competitive')",0.8238221,0.8879713,-0.47543618,-0.6427836,0.3782119,0.284321,0.0938909
80,0.7786671,1.052404,"('dominated', 'dominating')",1.0795208,1.4916731,-0.39119595,-0.13297962,0.4889973,0.8036992,-0.3147019
87,0.75866425,0.6652229,"('unsuccessful', 'successful')",1.3246154,1.2953374,1.1673853,1.137155,1.083555,1.0325718,0.0509832
44,0.7542432,0.4086513,"('prejudiced', 'unprejudiced')",-0.49091884,-0.72291505,-1.2987077,-1.4716136,-0.3451278,-0.5952925,0.2501647
14,0.73959315,0.49481827,"('antisocial', 'social')",1.9619502,1.9058557,0.31192127,0.2874071,1.0044882,0.896027,0.1084612
35,-0.7381389,-0.76825833,"('corrupt', 'incorrupt')",-1.6335865,-1.6569211,-1.0299828,-1.012406,-1.1339028,-1.1458618,0.011959
26,-0.67004013,-0.14907333,"('hardhearted', 'benevolent')",1.5852263,2.197938,1.0282023,1.5123874,0.6477962,1.187084,-0.5392878
39,0.66965127,0.7854941,"('exploitative', 'cooperative')",1.7339523,1.7973845,0.3972657,0.47028404,0.9336231,1.0177209,-0.0840978
77,0.65608144,0.5161152,"('unmotivated', 'motivated')",0.54963446,0.47996533,-0.9296026,-1.0403209,0.0920378,-0.0147468,0.1067846
30,0.63901097,0.5689036,"('intolerant', 'tolerant')",0.22033125,0.18391663,0.70534545,0.58061546,0.5215626,0.4444786,0.077084
9,-0.63118,-0.61119986,"('unaffectionate', 'caring')",0.5794135,0.70538974,1.2180351,1.2221575,0.3887562,0.4387825,-0.0500263
15,-0.5905468,-0.2984965,"('boring', 'funny')",0.12784867,0.19204614,-0.37313733,-0.2614416,-0.2786118,-0.1226307,-0.1559811
58,-0.56253475,-0.43093958,"('undiscriminating', 'discriminating')",0.5395877,0.82960635,0.038202137,0.18416187,0.005085,0.1942762,-0.1891912
38,-0.5497583,-0.6075187,"('untruthful', 'truthful')",0.4474041,0.42545205,-0.0523379,-0.22939149,-0.051564,-0.1371527,0.0855887
42,0.5027108,0.47611475,"('unreliable', 'reliable')",0.67515594,0.80265903,-2.945741,-3.0399752,-0.5892914,-0.5870671,-0.0022243
57,-0.4821124,-0.07352668,"('unimaginative', 'imaginative')",-0.52833146,-0.21849054,-3.2084281,-3.08696,-1.4062907,-1.1263258,-0.2799649
40,0.4763669,0.5277387,"('stingy', 'generous')",0.85631305,1.0116922,-2.1489377,-2.2478695,-0.2720859,-0.2361462,-0.0359397
20,-0.46365952,-0.54274213,"('rough', 'thoughtful')",-0.17971879,-0.16266595,0.45613524,0.626803,-0.0624144,-0.0262017,-0.0362127
70,0.4592059,0.42252284,"('lethargic', 'energetic')",0.87769556,1.150793,0.906062,0.84133506,0.7476544,0.8048836,-0.0572292
55,0.45579717,0.1845651,"('incompetent', 'clever')",0.79479074,0.75648177,0.81562835,0.63482934,0.6887387,0.5252921,0.1634466
69,0.45176253,0.57057655,"('lazy', 'industrious')",0.7735935,0.5803978,-1.3029454,-1.247018,-0.0258631,-0.0320146,0.0061515
37,0.4269406,0.45848507,"('fake', 'genuine')",0.4620739,0.52919126,0.49616727,0.50371027,0.4617273,0.4971289,-0.0354016
4,-0.4042281,-0.33049956,"('disliked', 'liked')",-0.29144534,-0.33228123,-7.967546,-7.980893,-2.8877398,-2.8812246,-0.0065152
0,-0.4012002,-0.33617944,"('unsociable', 'sociable')",1.4012882,1.4818873,0.08825616,0.057749912,0.3627814,0.4011526,-0.0383712
74,0.39657724,0.5398121,"('undedicated', 'dedicated')",0.9941641,1.1043944,-0.21636376,-0.14062738,0.3914592,0.501193,-0.1097338
84,0.38669986,0.18040758,"('inferior', 'superior')",0.5368905,0.3441292,0.4167141,0.3874484,0.4467682,0.3039951,0.1427731
67,0.38406265,0.51537776,"('doubtful', 'determined')",1.068523,0.9783548,-0.55937594,-0.35370758,0.2977366,0.3800083,-0.0822717
64,0.383321,0.4158653,"('shy', 'confident')",-0.27176422,-0.38747478,-6.3993926,-6.5001283,-2.0959454,-2.157246,0.0613006
29,-0.37883058,-0.66142404,"('unfair', 'fair')",-0.3679831,-0.5186306,-0.46416804,-0.3924798,-0.4036606,-0.5241781,0.1205175
23,-0.37618312,-0.6783892,"('insincere', 'sincere')",1.4321548,1.3266839,6.898231,6.564063,2.6514009,2.4041192,0.2472817
25,0.34792745,0.3179798,"('egoistic', 'altruistic')",1.0084773,0.95375484,1.3848763,1.4000577,0.9137603,0.8905975,0.0231628
41,-0.3349932,-0.49298075,"('unforgiving', 'forgiving')",1.156447,1.2682393,-0.22397383,-0.057127602,0.19916,0.239377,-0.040217
65,0.3315194,-0.080477,"('insecure', 'secure')",0.787761,0.63983524,0.51621085,0.144141,0.5451637,0.2344998,0.3106639
66,-0.3298644,-0.055805206,"('inactive', 'active')",-0.6811094,-0.39848632,0.20644271,0.4693492,-0.268177,0.0050192,-0.2731962
52,-0.3265406,-0.33947062,"('irrational', 'rational')",-0.7486735,-0.7024306,-0.31740892,-0.25075293,-0.4642077,-0.4308847,-0.033323
10,-0.27214208,0.031689472,"('unsympathetic', 'sympathetic')",-0.08177325,0.4066136,0.0028851675,0.16597344,-0.1170101,0.2014255,-0.3184356
71,-0.26931548,-0.35918525,"('diffident', 'self-confident')",1.4481288,1.4277568,0.2404097,0.18351823,0.4730744,0.4173632,0.0557112
34,-0.26805097,-0.50734633,"('mean', 'honorable')",0.084124625,-0.08407133,5.818306,5.593921,1.8781265,1.6675011,0.2106254
63,-0.26580188,-0.21385583,"('unperceptive', 'insightful')",0.6632923,0.8837403,0.8004649,0.80692655,0.3993185,0.4922703,-0.0929518
49,-0.25818107,-0.78250825,"('unable', 'able')",-0.3363484,-0.7314478,-0.29673567,-0.5813313,-0.2970884,-0.6984291,0.4013407
54,-0.24727485,-0.36148304,"('incapable', 'capable')",0.07893434,0.05985817,0.8406388,0.78953767,0.2240994,0.1626376,0.0614618
13,-0.1986455,-0.25916007,"('impolite', 'polite')",1.4006952,1.481648,-0.2607906,-0.37684765,0.313753,0.2818801,0.0318729
78,-0.18809421,-0.3624637,"('nonresilient', 'resilient')",0.20364925,0.18925041,-0.12140231,-0.18301708,-0.0352824,-0.1187435,0.0834611
56,-0.1768989,-0.42104918,"('impractical', 'practical')",1.7412834,1.4441774,-0.3416723,-0.5963217,0.4075707,0.1422689,0.2653018
32,0.1734995,0.2531324,"('unkind', 'kind')",0.6544039,0.8503541,0.98471665,1.0792075,0.6042067,0.7275647,-0.123358
50,0.16488792,-0.03023737,"('clumsy', 'skillful')",-0.4115086,-0.35250878,0.09262895,-0.0019979328,-0.0513306,-0.128248,0.0769174
75,0.16107535,-2.4866313e-05,"('meek', 'impulsive')",-2.191685,-2.3414652,-0.9734468,-0.994508,-1.0013522,-1.1119994,0.1106472
48,-0.15379539,-0.3784141,"('unintelligent', 'intelligent')",-0.26546997,-0.2217803,0.2130031,0.119066745,-0.0687541,-0.1603759,0.0916218
72,-0.13974258,-0.27385837,"('unambitious', 'ambitious')",-0.7313014,-0.8751172,0.29768538,0.16911411,-0.1911196,-0.3266205,0.1355009
17,-0.133354,0.14637741,"('nasty', 'nice')",-0.5560667,-0.47249454,-0.8131545,-0.70554906,-0.5008584,-0.3438887,-0.1569697
43,0.12468474,-0.17534935,"('irresponsible', 'responsible')",1.4217098,1.3412044,0.82918423,0.70064235,0.7918595,0.6221658,0.1696937
7,0.11791803,0.08223614,"('insensitive', 'sensitive')",0.9666883,1.0991735,0.8236152,0.8827512,0.6360738,0.6880536,-0.0519798
22,-0.100246735,-0.14854263,"('untrustworthy', 'trustworthy')",-0.26809117,-0.20380348,-0.46666962,-0.47847402,-0.2783358,-0.27694,-0.0013958
59,-0.09518021,-0.21649352,"('foolish', 'wise')",-0.30313975,-0.2462871,-0.3232465,-0.390733,-0.2405221,-0.2845045,0.0439824
83,0.09477101,0.058263067,"('powerless', 'powerful')",-0.06311159,-0.13915205,-0.9228242,-0.8936597,-0.2970549,-0.3248496,0.0277947
3,0.09050889,0.14097233,"('repellent', 'pleasant')",-0.33408046,-0.22255725,1.2281164,1.1708895,0.3281816,0.3631015,-0.0349199
27,-0.08377077,0.05161494,"('hardhearted', 'softhearted')",0.30680716,0.62008727,1.0697193,1.268035,0.4309186,0.6465791,-0.2156605
28,-0.07009835,-0.2952233,"('disloyal', 'loyal')",1.1729165,1.1538696,1.3342131,1.1752789,0.8123438,0.6779751,0.1343687
45,0.045808423,0.0121500045,"('incompetent', 'competent')",1.8064086,1.9498909,0.33609885,0.2815045,0.7294386,0.7478485,-0.0184099
12,-0.042003516,0.1695328,"('unsupportive', 'supportive')",0.8162564,1.1018834,-1.9351326,-1.8569725,-0.3869599,-0.1951854,-0.1917745
33,-0.0250396,0.2972062,"('wrong', 'right')",0.13463804,0.3125614,-0.7805929,-0.6806109,-0.2236648,-0.0236144,-0.2000504
61,0.017639525,0.0003462322,"('illogical', 'logical')",0.9931892,1.1146348,0.6303316,0.61385894,0.5470534,0.57628,-0.0292266
47,0.01654436,-0.31408253,"('stupid', 'smart')",0.6176243,0.5720733,5.739288,5.673617,2.1244855,1.9772026,0.1472829
24,0.0014272621,0.11439968,"('dishonest', 'honest')",0.71080005,0.91674596,0.77904487,0.65415233,0.4970907,0.561766,-0.0646753
11,-0.00051973294,-0.09811864,"('unhelpful', 'helpful')",0.24929924,0.21860051,1.9671186,1.7468157,0.7386327,0.6224325,0.1162002
