,nordstrom_male,nordstrom_female,tuple,inc_male,inc_female,average_male,average_female,male-female
14,-0.49070004,-0.5257932,"('antisocial', 'social')",-0.78976697,-1.0377892,-0.6402335,-0.7817912,0.1415577
8,-0.49050757,-0.6668129,"('unaffectionate', 'affectionate')",0.38576433,0.5456929,-0.0523716,-0.06056,0.0081884
60,0.4863359,0.94868535,"('inefficient', 'efficient')",0.0771777,0.35851428,0.2817568,0.6535998,-0.371843
41,-0.48334077,-0.25396246,"('unforgiving', 'forgiving')",-0.16124871,-0.2927272,-0.3222947,-0.2733448,-0.0489499
5,-0.47806486,-0.43202803,"('distant', 'outgoing')",-0.34056672,-0.055264577,-0.4093158,-0.2436463,-0.1656695
9,-0.46256554,-0.31537548,"('unaffectionate', 'caring')",0.83043706,1.1605043,0.1839358,0.4225644,-0.2386286
83,0.4386146,0.2705427,"('powerless', 'powerful')",-0.94391197,-0.97125936,-0.2526487,-0.3503583,0.0977096
32,-0.43755606,-0.2886533,"('unkind', 'kind')",0.71104383,0.8551706,0.1367439,0.2832586,-0.1465147
46,-0.4360939,-0.042324767,"('uncompetitive', 'competitive')",-0.1460033,-0.41516843,-0.2910486,-0.2287466,-0.062302
62,-0.4145044,0.30109218,"('incompetent', 'brilliant')",0.25406176,0.80518496,-0.0802213,0.5531386,-0.6333599
29,-0.41093838,-0.33077815,"('unfair', 'fair')",-0.5307709,-0.6929982,-0.4708546,-0.5118881,0.0410335
20,0.40412253,0.30830017,"('rough', 'thoughtful')",1.3252797,0.9269051,0.8647012,0.6176026,0.2470986
51,-0.40381277,-0.41775677,"('uneducated', 'educated')",0.8386725,0.6658626,0.2174299,0.1240529,0.093377
18,-0.39523268,-0.2778071,"('disagreeable', 'welcoming')",-0.688115,-0.51056457,-0.5416738,-0.3941858,-0.147488
79,-0.3897457,-0.7294555,"('wavering', 'unwavering')",0.15308101,0.121707544,-0.1183323,-0.303874,0.1855417
44,-0.37883708,-0.23962818,"('prejudiced', 'unprejudiced')",-1.9394058,-1.8758665,-1.1591214,-1.0577474,-0.101374
13,-0.37290367,-0.34812194,"('impolite', 'polite')",-0.07047065,-0.15132129,-0.2216872,-0.2497216,0.0280344
23,-0.37181872,0.06474506,"('insincere', 'sincere')",5.8952966,6.266298,2.761739,3.1655214,-0.4037824
49,-0.36642793,-0.069200106,"('unable', 'able')",-0.090473995,0.18150365,-0.228451,0.0561518,-0.2846028
63,-0.35221446,-0.024649786,"('unperceptive', 'insightful')",1.5628428,1.4718512,0.6053142,0.7236007,-0.1182865
48,-0.35045394,-0.5498141,"('unintelligent', 'intelligent')",0.77335906,0.5774897,0.2114526,0.0138378,0.1976148
65,-0.3454425,-0.49183533,"('insecure', 'secure')",-0.5533187,-0.4136743,-0.4493806,-0.4527548,0.0033742
54,-0.34531325,-0.09857795,"('incapable', 'capable')",1.070961,1.5434991,0.3628239,0.7224606,-0.3596367
82,-0.33005318,0.06219217,"('poor', 'rich')",6.2259912,6.6616764,2.947969,3.3619342,-0.4139652
42,-0.3054783,0.025460642,"('unreliable', 'reliable')",-3.2353594,-3.077738,-1.7704189,-1.5261387,-0.2442802
74,-0.27905598,-0.20722976,"('undedicated', 'dedicated')",-0.01399567,-0.07799369,-0.1465258,-0.1426117,-0.0039141
80,-0.25695276,-0.21109751,"('dominated', 'dominating')",-1.1516881,-1.3686957,-0.7043204,-0.7898966,0.0855762
61,-0.2551083,-0.35216907,"('illogical', 'logical')",0.28592914,0.09521021,0.0154104,-0.1284794,0.1438898
25,-0.25282818,-0.35667717,"('egoistic', 'altruistic')",0.9464371,0.94944394,0.3468045,0.2963834,0.0504211
35,0.22921854,0.07281955,"('corrupt', 'incorrupt')",-0.36905977,-0.3771454,-0.0699206,-0.1521629,0.0822423
52,-0.2208495,-0.4947183,"('irrational', 'rational')",-0.2338423,-0.27125213,-0.2273459,-0.3829852,0.1556393
19,-0.18383808,-0.23638622,"('inhospitable', 'hospitable')",0.3839147,0.40173972,0.1000383,0.0826767,0.0173616
68,-0.17247595,-0.09632982,"('dependent', 'independent')",-0.12069516,-0.20942426,-0.1465856,-0.152877,0.0062914
40,-0.16521503,-0.07993355,"('stingy', 'generous')",-1.5490676,-1.809724,-0.8571413,-0.9448287,0.0876874
59,0.16262327,0.09223184,"('foolish', 'wise')",0.3388137,0.5517804,0.2507185,0.3220061,-0.0712876
26,-0.15224597,-0.637232,"('hardhearted', 'benevolent')",1.1836798,0.8807304,0.5157169,0.1217492,0.3939677
66,-0.14769274,-0.56105703,"('inactive', 'active')",0.91706544,0.7377896,0.3846864,0.0883663,0.2963201
78,0.14308462,0.31414992,"('nonresilient', 'resilient')",1.2198974,1.0540673,0.681491,0.6841086,-0.0026176
16,-0.12613833,-0.053249814,"('unpopular', 'popular')",0.6260864,0.40974697,0.249974,0.1782486,0.0717254
50,0.12555142,0.2787211,"('clumsy', 'skillful')",0.5074072,0.6381544,0.3164793,0.4584377,-0.1419584
87,-0.120134585,0.14646654,"('unsuccessful', 'successful')",0.8590318,0.6373263,0.3694486,0.3918964,-0.0224478
73,0.09626064,0.36649847,"('helpless', 'self-reliant')",-3.349307,-3.1879663,-1.6265233,-1.4107339,-0.2157894
85,0.088824034,-0.36513552,"('insignificant', 'prestigious')",0.3513237,0.17370191,0.2200739,-0.0957168,0.3157907
37,-0.08343128,-0.058262583,"('fake', 'genuine')",0.50627905,0.5663998,0.2114239,0.2540686,-0.0426447
58,-0.0578622,-0.18695666,"('undiscriminating', 'discriminating')",0.13849616,-0.09436909,0.040317,-0.1406629,0.1809799
47,0.029280659,0.07562384,"('stupid', 'smart')",5.5335245,5.585666,2.7814026,2.8306451,-0.0492425
34,-0.006647758,0.20796028,"('mean', 'honorable')",6.3120694,6.400258,3.1527109,3.3041091,-0.1513982
