,nordstrom_male,nordstrom_female,tuple,inc_male,inc_female,average_male,average_female,male-female
57,-2.066832,-2.2506907,"('unimaginative', 'imaginative')",-2.6810122,-2.9575033,-2.3739221,-2.6040969,0.2301748
10,-1.8210297,-1.5953803,"('unsympathetic', 'sympathetic')",0.040432144,-0.11836049,-0.8902988,-0.8568704,-0.0334284
69,1.4618261,1.2226337,"('lazy', 'industrious')",-0.39396548,-0.51527965,0.5339303,0.353677,0.1802533
22,-1.3673685,-1.1119639,"('untrustworthy', 'trustworthy')",-0.9688133,-1.0174905,-1.1680908,-1.0647272,-0.1033636
21,-1.3227562,-1.1294333,"('immoral', 'moral')",-0.66153204,-0.76037246,-0.9921441,-0.9449029,-0.0472412
39,1.2933544,1.1827165,"('exploitative', 'cooperative')",-0.1326658,-0.07136878,0.5803443,0.5556738,0.0246705
70,-1.1271218,-0.7418762,"('lethargic', 'energetic')",0.8034324,0.8183733,-0.1618447,0.0382486,-0.2000933
1,-1.1090877,-1.3557158,"('unfriendly', 'friendly')",1.4571401,1.562538,0.1740262,0.1034111,0.0706151
11,-1.053609,-0.6136719,"('unhelpful', 'helpful')",1.9158542,2.2093945,0.4311226,0.7978613,-0.3667387
27,-1.0503374,-0.72370994,"('hardhearted', 'softhearted')",1.5974239,1.4515581,0.2735432,0.3639241,-0.0903809
75,-1.0191958,-0.88378143,"('meek', 'impulsive')",-0.47778115,-0.4091261,-0.7484885,-0.6464537,-0.1020348
86,-1.0163879,-1.3098404,"('uninfluential', 'influential')",-0.006720297,-0.36589074,-0.5115541,-0.8378656,0.3263115
24,-1.0015018,-0.7272243,"('dishonest', 'honest')",0.39172107,0.71395046,-0.3048904,-0.0066369,-0.2982535
53,-0.97242945,-1.0712266,"('uncreative', 'creative')",0.72478473,0.7700042,-0.1238224,-0.1506112,0.0267888
71,0.9356879,0.827018,"('diffident', 'self-confident')",0.3774708,0.31557062,0.6565794,0.5712943,0.0852851
88,-0.90545946,-1.0920489,"('low', 'eminent')",-0.105442174,0.10600606,-0.5054508,-0.4930214,-0.0124294
67,0.891615,0.84695494,"('doubtful', 'determined')",-0.37097082,-0.39998752,0.2603221,0.2234837,0.0368384
3,-0.86137843,-0.74475926,"('repellent', 'pleasant')",0.11262991,-0.06391536,-0.3743743,-0.4043373,0.029963
76,-0.8411086,-0.54012007,"('anxious', 'daring')",0.36645684,0.3466073,-0.2373259,-0.0967564,-0.1405695
81,-0.76367027,-0.7107119,"('submissive', 'aggressive')",-0.6339893,-0.49952865,-0.6988298,-0.6051203,-0.0937095
33,0.7603629,0.6789888,"('wrong', 'right')",-0.7533962,-0.6634041,0.0034834,0.0077924,-0.004309
84,0.7570594,0.7334856,"('inferior', 'superior')",1.1847209,1.1742151,0.9708902,0.9538503,0.0170399
31,-0.75240874,-1.1041913,"('evil', 'good')",-1.265671,-1.3989402,-1.0090399,-1.2515657,0.2425258
72,-0.7479533,-0.48614532,"('unambitious', 'ambitious')",-1.3589892,-0.96560043,-1.0534713,-0.7258729,-0.3275984
38,-0.7373342,-0.26912332,"('untruthful', 'truthful')",-0.00029416243,0.5602622,-0.3688142,0.1455694,-0.5143836
17,-0.73588336,-0.8771256,"('nasty', 'nice')",-0.47499275,-0.76721585,-0.6054381,-0.8221707,0.2167326
7,-0.73080283,-0.47321102,"('insensitive', 'sensitive')",0.7701562,0.71326065,0.0196767,0.1200248,-0.1003481
45,-0.6852436,-0.45299855,"('incompetent', 'competent')",-0.03354849,-0.3055496,-0.359396,-0.3792741,0.0198781
12,-0.65911126,-0.2338288,"('unsupportive', 'supportive')",-1.7046992,-1.5451714,-1.1819053,-0.8895001,-0.2924052
36,-0.6467018,-0.9938918,"('hostile', 'amicable')",-0.11419853,-0.32266065,-0.3804502,-0.6582762,0.277826
15,-0.631506,-0.7399991,"('boring', 'funny')",0.3016925,0.15258136,-0.1649068,-0.2937089,0.1288021
28,-0.60938835,-0.61705095,"('disloyal', 'loyal')",0.5669745,0.8799993,-0.0212069,0.1314742,-0.1526811
43,-0.5985382,-0.20709199,"('irresponsible', 'responsible')",0.56731737,0.5123099,-0.0156104,0.152609,-0.1682194
64,-0.5872952,-0.78880286,"('shy', 'confident')",-6.711988,-6.663697,-3.6496415,-3.7262497,0.0766082
77,-0.58382285,-0.4319893,"('unmotivated', 'motivated')",-1.021436,-0.9125494,-0.8026294,-0.6722693,-0.1303601
2,-0.58338785,-0.3002105,"('unlikable', 'likable')",0.19409636,0.49857545,-0.1946457,0.0991825,-0.2938282
55,-0.5735482,-0.35520846,"('incompetent', 'clever')",0.019589,-0.15915263,-0.2769796,-0.2571805,-0.0197991
4,-0.56112754,-0.5212886,"('disliked', 'liked')",-6.5207453,-6.6091886,-3.5409365,-3.5652385,0.024302
56,0.53786445,0.88644964,"('impractical', 'practical')",0.024359817,0.22089238,0.2811121,0.553671,-0.2725589
30,-0.5324827,-0.30409774,"('intolerant', 'tolerant')",0.9992282,1.1234641,0.2333727,0.4096832,-0.1763105
0,-0.4944898,-0.63261324,"('unsociable', 'sociable')",-0.47785828,-0.73804426,-0.486174,-0.6853287,0.1991547
6,-0.49126816,-0.47007468,"('distant', 'open')",0.10948439,0.28372273,-0.1908919,-0.093176,-0.0977159
