,huntington_male,huntington_female,tuple,bancshares_male,bancshares_female,inc_male,inc_female,average_male,average_female,male-female
74,1.3756607,1.252584,"('undedicated', 'dedicated')",-0.05189968,0.0066235512,0.20971085,0.29832512,0.5111573,0.5191775,-0.0080202
36,-1.2189026,-1.3661288,"('hostile', 'amicable')",0.042332895,-0.1847119,-0.27529916,-0.486271,-0.4839563,-0.6790373,0.195081
26,1.2095859,0.99209744,"('hardhearted', 'benevolent')",0.011699967,-0.070260465,1.6106154,1.6285049,0.943967,0.8501139,0.0938531
70,1.1739036,1.4604107,"('lethargic', 'energetic')",-0.9519877,-1.1256781,0.51585716,0.68915945,0.2459244,0.3412974,-0.095373
9,1.1499002,1.0479912,"('unaffectionate', 'caring')",-1.7857596,-1.7019192,1.2686752,1.0927366,0.2109386,0.1462695,0.0646691
4,-1.1353003,-1.3771719,"('disliked', 'liked')",0.45788527,0.49697256,-6.0147376,-5.666846,-2.2307175,-2.1823484,-0.0483691
6,-1.1347821,-1.1628728,"('distant', 'open')",-0.5870042,-0.47779092,0.29795024,0.36390933,-0.474612,-0.4255848,-0.0490272
72,1.1113647,0.94914746,"('unambitious', 'ambitious')",-1.1674628,-1.1548461,-0.9029484,-1.0670129,-0.3196822,-0.4242372,0.104555
5,-1.1056635,-1.061669,"('distant', 'outgoing')",-0.84589165,-0.6925954,-0.32252288,-0.23284055,-0.758026,-0.6623683,-0.0956577
71,1.0883672,1.271061,"('diffident', 'self-confident')",0.26669896,0.35058725,0.5110607,0.4003256,0.6220423,0.6739913,-0.051949
24,1.0229449,1.2318188,"('dishonest', 'honest')",-0.7912067,-0.74986315,0.9671691,1.0927817,0.3996358,0.5249124,-0.1252766
81,0.9820332,1.173011,"('submissive', 'aggressive')",-0.03840453,-0.1357712,-0.43709105,-0.23355067,0.1688459,0.2678964,-0.0990505
46,0.96007365,1.0708569,"('uncompetitive', 'competitive')",-0.38936493,-0.4742473,-0.25460875,-0.2985374,0.1053667,0.0993574,0.0060093
41,0.93272346,0.6076516,"('unforgiving', 'forgiving')",-0.07590917,-0.17351237,0.54699934,0.3863626,0.4679379,0.2735006,0.1944373
30,0.9231776,1.0256534,"('intolerant', 'tolerant')",-0.7803465,-0.7714285,1.1764188,1.3272489,0.43975,0.5271579,-0.0874079
50,-0.9155078,-0.9469378,"('clumsy', 'skillful')",0.31058377,0.36863664,0.31088084,0.1376201,-0.0980144,-0.1468937,0.0488793
20,0.85143703,0.6608293,"('rough', 'thoughtful')",-0.016798537,-0.12620072,1.5397478,1.1255286,0.7914621,0.5533857,0.2380764
16,-0.81302404,-0.77763164,"('unpopular', 'popular')",-0.15181246,-0.093448535,0.52033836,0.42985815,-0.148166,-0.147074,-0.001092
3,0.81109744,0.85524213,"('repellent', 'pleasant')",-0.077730805,-0.2736162,0.14015536,-0.053034127,0.291174,0.1761973,0.1149767
59,-0.79571676,-0.8740732,"('foolish', 'wise')",0.40654147,0.39103624,0.22011627,0.03197752,-0.056353,-0.1503532,0.0940002
55,0.78256345,0.77366734,"('incompetent', 'clever')",-0.8301452,-0.8871591,0.47057414,0.41594824,0.1409975,0.1008188,0.0401787
15,-0.73402596,-0.7985031,"('boring', 'funny')",-0.080792956,-0.017885946,0.1780918,0.366467,-0.2122424,-0.149974,-0.0622684
53,0.70095557,0.44876474,"('uncreative', 'creative')",-0.90537775,-0.95299107,1.0510191,0.92482114,0.282199,0.1401983,0.1420007
63,0.6972476,0.59461164,"('unperceptive', 'insightful')",-0.16669068,-0.24083431,1.7349768,1.583587,0.7551779,0.6457881,0.1093898
78,-0.68570256,-0.82509977,"('nonresilient', 'resilient')",-0.8529815,-0.97298884,0.7201827,0.5955106,-0.2728338,-0.4008593,0.1280255
18,0.6587311,0.75056016,"('disagreeable', 'welcoming')",-0.9198743,-0.8462843,-0.36364627,-0.32883582,-0.2082632,-0.14152,-0.0667432
61,0.6487828,0.69974524,"('illogical', 'logical')",-0.37562376,-0.45843253,0.5147195,0.44719103,0.2626262,0.2295012,0.033125
43,0.64631265,0.7499697,"('irresponsible', 'responsible')",-1.1849287,-1.1053996,0.7068626,0.7146967,0.0560822,0.1197556,-0.0636734
37,0.63561654,0.6998568,"('fake', 'genuine')",-0.4046307,-0.46675438,0.48635548,0.39438042,0.2391138,0.209161,0.0299528
86,0.6157458,0.4244109,"('uninfluential', 'influential')",-1.7637566,-1.8477545,0.17376736,0.119636565,-0.3247478,-0.434569,0.1098212
14,0.6134483,0.70292413,"('antisocial', 'social')",0.19645303,0.13298224,-0.71081954,-0.48868486,0.0330273,0.1157405,-0.0827132
87,0.5994777,0.73063767,"('unsuccessful', 'successful')",0.79724437,0.8043476,0.6692471,0.6327598,0.6886564,0.7225817,-0.0339253
66,-0.5591022,-0.60553074,"('inactive', 'active')",0.23951414,0.11524007,0.91195947,0.7235379,0.1974572,0.0777491,0.1197081
0,0.5424957,0.47404084,"('unsociable', 'sociable')",-0.37464505,-0.47929558,-0.07419905,-0.035851523,0.0312172,-0.0137021,0.0449193
48,0.53247654,0.43192318,"('unintelligent', 'intelligent')",-1.800542,-1.8372074,1.2158309,0.9521272,-0.0174115,-0.1510524,0.1336409
2,0.52867603,0.65257823,"('unlikable', 'likable')",0.8025366,0.8618857,0.55411863,0.7583373,0.6284438,0.7576004,-0.1291566
17,0.51666373,0.41722125,"('nasty', 'nice')",-0.45905876,-0.56755805,-0.45407665,-0.49486333,-0.1321572,-0.2150667,0.0829095
76,0.49754253,0.80120087,"('anxious', 'daring')",-0.16746433,-0.1939692,0.46839577,0.69476986,0.266158,0.4340005,-0.1678425
57,0.475894,0.04567398,"('unimaginative', 'imaginative')",-1.1915387,-1.3679594,-2.1289773,-2.2504513,-0.9482074,-1.1909122,0.2427048
62,0.4701406,0.46800494,"('incompetent', 'brilliant')",-1.0705525,-0.97799057,0.05751492,0.1939488,-0.1809657,-0.1053456,-0.0756201
8,0.4630749,0.19988874,"('unaffectionate', 'affectionate')",-1.7997491,-1.7833195,0.6957286,0.4228237,-0.2136485,-0.386869,0.1732205
64,-0.45309937,-0.47730368,"('shy', 'confident')",0.7269964,0.61768013,-6.3127446,-6.068623,-2.0129491,-1.9760822,-0.0368669
56,0.44311658,0.48353508,"('impractical', 'practical')",0.026329644,0.095381826,-0.18670106,0.09938975,0.0942484,0.2261022,-0.1318538
49,-0.4378216,-0.45966816,"('unable', 'able')",-0.5346745,-0.43190885,-0.1933335,-0.21498734,-0.3886099,-0.3688548,-0.0197551
22,0.40353918,0.33450833,"('untrustworthy', 'trustworthy')",-0.09552654,-0.21250755,-0.91847306,-1.096653,-0.2034868,-0.3248841,0.1213973
65,0.37268892,0.6029542,"('insecure', 'secure')",-0.041552704,-0.19277552,-0.315519,-0.19062093,0.0052057,0.0731859,-0.0679802
68,0.3681708,0.41148722,"('dependent', 'independent')",-0.07496907,-0.15343118,-0.17113747,-0.2960619,0.0406881,-0.0126686,0.0533567
21,0.36561093,0.49352345,"('immoral', 'moral')",0.23241052,0.100454465,-0.5063272,-0.57128704,0.0305647,0.0075636,0.0230011
67,0.32699582,0.40408278,"('doubtful', 'determined')",1.1262034,1.1441196,-0.47484618,-0.32692072,0.3261177,0.4070939,-0.0809762
80,-0.3261733,-0.30904752,"('dominated', 'dominating')",0.97173584,0.7909456,-1.1928381,-1.2586957,-0.1824252,-0.2589326,0.0765074
52,-0.3110283,-0.61567277,"('irrational', 'rational')",-0.43278977,-0.47737756,-0.35001364,-0.7007354,-0.3646106,-0.5979286,0.233318
32,0.3038408,0.47201157,"('unkind', 'kind')",-0.11276063,-0.050365012,1.1807151,1.2485846,0.4572651,0.5567437,-0.0994786
51,-0.30038735,-0.298867,"('uneducated', 'educated')",-0.49970224,-0.60243773,0.731873,0.66834307,-0.0227389,-0.0776539,0.054915
82,-0.27847117,-0.10160612,"('poor', 'rich')",-1.0063316,-0.8858715,5.8213944,5.947908,1.5121972,1.6534767,-0.1412795
73,0.26472655,0.16948372,"('helpless', 'self-reliant')",0.059671495,0.21891007,-3.419641,-3.5270956,-1.0317477,-1.0462339,0.0144862
29,-0.26390404,-0.36410627,"('unfair', 'fair')",-0.0047358647,-0.11880997,-0.3152354,-0.5640303,-0.1946251,-0.3489822,0.1543571
13,0.23420241,0.4649,"('impolite', 'polite')",0.14709449,0.19946238,0.018643469,0.22896843,0.1333135,0.2977769,-0.1644634
85,0.22453044,-0.1994839,"('insignificant', 'prestigious')",0.23454772,0.20989378,0.8364373,0.6427644,0.4318385,0.2177248,0.2141137
45,0.20414501,0.03222555,"('incompetent', 'competent')",-0.3540263,-0.37619993,0.24998105,0.22248234,0.0333666,-0.0404973,0.0738639
1,0.1966385,-0.09895867,"('unfriendly', 'friendly')",-1.6065736,-1.6244276,1.8975235,1.688528,0.1625295,-0.0116194,0.1741489
84,0.17905892,0.1014515,"('inferior', 'superior')",-0.27956522,-0.36656344,0.97163546,0.90433913,0.2903764,0.2130757,0.0773007
88,-0.17451423,-0.20805979,"('low', 'eminent')",-0.422021,-0.43685707,0.33293182,0.42671627,-0.0878678,-0.0727335,-0.0151343
38,-0.16983488,-0.06709952,"('untruthful', 'truthful')",-1.0074943,-0.8040498,0.30836475,0.39106017,-0.2896548,-0.1600297,-0.1296251
58,0.16698988,-0.17227943,"('undiscriminating', 'discriminating')",-0.5519636,-0.5857623,0.15168443,0.050356913,-0.0777631,-0.2358949,0.1581318
25,-0.15585825,-0.31254357,"('egoistic', 'altruistic')",0.17521405,0.14654036,1.1840565,1.1494848,0.4011374,0.3278272,0.0733102
54,-0.14146313,-0.113625705,"('incapable', 'capable')",-0.25509048,-0.15278932,0.7554766,0.72042376,0.119641,0.1513362,-0.0316952
34,-0.13024336,0.084397845,"('mean', 'honorable')",-0.3771993,-0.43631926,5.8926907,5.9342256,1.7950827,1.860768,-0.0656853
28,-0.124983504,-0.40485343,"('disloyal', 'loyal')",-1.5556139,-1.5324749,0.7374219,0.7344277,-0.3143919,-0.4009669,0.086575
33,0.09174654,-0.1034547,"('wrong', 'right')",0.5568655,0.58785236,-0.6656348,-0.7899416,-0.0056743,-0.101848,0.0961737
75,-0.08571343,-0.20899817,"('meek', 'impulsive')",-0.049586903,0.038786393,-0.40165207,-0.46793458,-0.1789841,-0.2127154,0.0337313
47,-0.07792253,-0.10596667,"('stupid', 'smart')",1.002905,0.93131286,5.4366436,5.2538867,2.120542,2.0264109,0.0941311
42,-0.074069515,-0.09943062,"('unreliable', 'reliable')",0.41882414,0.37125468,-3.0056129,-2.7512264,-0.8869527,-0.8264674,-0.0604853
19,0.052820668,-0.16257852,"('inhospitable', 'hospitable')",-0.95893234,-0.8388139,-0.13349792,-0.15668336,-0.3465365,-0.3860252,0.0394887
77,-0.05037885,-0.058584716,"('unmotivated', 'motivated')",-0.1088369,-0.1591952,-1.018033,-1.0353441,-0.3924162,-0.417708,0.0252918
11,-0.022861,0.034086123,"('unhelpful', 'helpful')",-1.360734,-1.3166949,2.2466288,2.230647,0.2876779,0.3160128,-0.0283349
83,-0.02102869,-0.2995338,"('powerless', 'powerful')",-0.34267855,-0.3533088,-0.94378984,-1.0742474,-0.4358323,-0.5756967,0.1398644
