,huntington_male,huntington_female,tuple,bancshares_male,bancshares_female,inc_male,inc_female,average_male,average_female,male-female
7,1.9474107,2.0657747,"('insensitive', 'sensitive')",-0.5963683,-0.66471255,0.95516604,0.8248152,0.7687361,0.7419591,0.026777
44,-1.9201275,-1.7566484,"('prejudiced', 'unprejudiced')",0.42711022,0.46071786,-1.8186647,-1.6596061,-1.103894,-0.9851789,-0.1187151
35,-1.6256049,-1.5922275,"('corrupt', 'incorrupt')",0.6815747,0.6661588,-0.49370012,-0.5013147,-0.4792434,-0.4757945,-0.0034489
12,1.6074836,1.4594891,"('unsupportive', 'supportive')",-0.8793806,-0.9510073,-1.2750967,-1.4128706,-0.1823312,-0.3014629,0.1191317
23,1.5604571,1.7260005,"('insincere', 'sincere')",-1.8829864,-1.8612432,5.585642,5.4430265,1.7543708,1.7692614,-0.0148906
10,1.5533067,1.5193121,"('unsympathetic', 'sympathetic')",-1.5414596,-1.6899208,0.41841674,0.31951788,0.1434213,0.0496364,0.0937849
40,1.5392058,1.2612258,"('stingy', 'generous')",-0.36050126,-0.53617626,-1.0896146,-1.2309504,0.0296966,-0.1686336,0.1983302
31,-1.4629449,-1.8200651,"('evil', 'good')",-0.023078168,-0.0791399,-0.9353997,-1.1971003,-0.8071409,-1.0321018,0.2249609
39,1.4470844,1.4652178,"('exploitative', 'cooperative')",1.1195089,1.0354557,0.08117,0.029609352,0.8825878,0.8434277,0.0391601
27,1.4305091,1.3351727,"('hardhearted', 'softhearted')",-0.7660638,-0.85385966,1.885601,1.6775877,0.8500155,0.7196336,0.1303819
60,1.398916,1.6047605,"('inefficient', 'efficient')",-0.27808675,-0.20209786,0.41375697,0.7361694,0.5115287,0.712944,-0.2014153
69,-1.3921251,-1.4713515,"('lazy', 'industrious')",2.0578587,2.0771415,-0.48422235,-0.3612082,0.0605037,0.0815273,-0.0210236
79,-1.3897299,-1.5443448,"('wavering', 'unwavering')",-0.7927093,-0.87736404,-0.10435188,-0.23740655,-0.7622636,-0.8863718,0.1241082
