,parker_male,parker_female,tuple,hannifin_male,hannifin_female,corp_male,corp_female,average_male,average_female,male-female
35,-4.5466137,-5.128856,"('corrupt', 'incorrupt')",0.13976094,-0.053720843,-1.0266175,-1.5178407,-1.8111567,-2.2334727,0.422316
31,-4.3710427,-5.069607,"('evil', 'good')",-0.8350081,-0.88558173,-1.4217309,-2.0477967,-2.2092606,-2.6676617,0.4584011
85,-4.3339167,-4.7364197,"('insignificant', 'prestigious')",-1.2318633,-0.92088413,-0.7510677,-1.5367664,-2.1056158,-2.3980234,0.2924076
60,4.2067976,4.8147707,"('inefficient', 'efficient')",-0.26416108,-0.07278352,0.4646685,1.0464576,1.4691016,1.9294817,-0.4603801
55,4.009194,4.4586716,"('incompetent', 'clever')",0.45554718,0.4671449,0.6289361,1.1246691,1.6978925,2.0168285,-0.318936
36,-3.7752864,-4.585203,"('hostile', 'amicable')",-0.91127443,-1.0633574,-0.5329129,-1.0843472,-1.7398245,-2.2443026,0.5044781
6,-3.6277835,-3.741043,"('distant', 'open')",-1.3884542,-1.1600785,-1.2209495,-1.5510573,-2.0790625,-2.1507263,0.0716638
5,-3.6011481,-3.8216255,"('distant', 'outgoing')",-1.0116621,-0.9195648,-1.2766714,-1.6212746,-1.9631605,-2.1208216,0.1576611
81,3.5537639,4.1610355,"('submissive', 'aggressive')",0.9741899,0.9011727,-0.41776007,-0.0024885237,1.3700646,1.6865732,-0.3165086
69,-3.5479908,-4.0686755,"('lazy', 'industrious')",0.7190844,0.72927505,-0.8725113,-1.4528959,-1.233806,-1.5974321,0.3636261
10,3.3476486,3.9598932,"('unsympathetic', 'sympathetic')",-1.4624684,-1.3595349,0.18536256,0.70591325,0.6901809,1.1020906,-0.4119097
62,3.3032393,3.9498687,"('incompetent', 'brilliant')",0.048759326,0.36676118,0.381674,0.8134239,1.2445575,1.7100178,-0.4654603
23,3.2717748,3.369182,"('insincere', 'sincere')",-1.2044767,-1.127635,5.728947,6.2986994,2.5987484,2.846749,-0.2480006
46,3.243185,4.028383,"('uncompetitive', 'competitive')",-0.87277806,-0.6057109,-0.36513367,0.014244424,0.6684244,1.1456387,-0.4772143
75,-3.2125692,-3.1794243,"('meek', 'impulsive')",0.54168385,0.60289025,-0.991765,-1.2763762,-1.2208834,-1.2843034,0.06342
52,-3.0790637,-3.5548322,"('irrational', 'rational')",-0.7368558,-0.74051696,-0.32151002,-0.8555164,-1.3791431,-1.7169552,0.3378121
4,-3.0004218,-3.047309,"('disliked', 'liked')",-0.11330944,-0.21924002,-7.4049945,-8.228024,-3.5062418,-3.8315242,0.3252824
56,2.9807634,3.407236,"('impractical', 'practical')",0.06485424,0.00859192,-0.5993463,-0.20165221,0.8154238,1.0713919,-0.2559681
0,2.9396021,3.1270256,"('unsociable', 'sociable')",-0.57435584,-0.8331902,0.19440132,0.316096,0.8532159,0.8699772,-0.0167613
79,-2.925226,-3.1400957,"('wavering', 'unwavering')",-0.6855154,-0.6739218,-0.781905,-0.8305574,-1.4642154,-1.5481917,0.0839763
21,2.8624578,3.410606,"('immoral', 'moral')",-0.14427571,-0.05262983,-0.14475171,0.38220614,0.8578101,1.2467274,-0.3889173
14,2.796328,2.8657608,"('antisocial', 'social')",0.5979809,0.43068898,0.40955544,0.4846983,1.2679548,1.2603827,0.0075721
76,2.6874182,3.3170757,"('anxious', 'daring')",0.37569016,0.63060457,0.0046197698,0.7362132,1.0225761,1.5612977,-0.5387216
8,-2.5845242,-2.939834,"('unaffectionate', 'affectionate')",-1.8605461,-1.7211707,0.32750675,-0.18883714,-1.3725212,-1.616614,0.2440928
80,2.5021558,2.88319,"('dominated', 'dominating')",0.18120463,0.041713182,-0.7937365,-0.39634222,0.6298746,0.8428536,-0.212979
65,2.4684331,2.8106532,"('insecure', 'secure')",0.41801882,0.3054145,0.17299423,0.7758541,1.0198154,1.2973073,-0.2774919
59,-2.4318852,-2.8310776,"('foolish', 'wise')",0.17507878,0.2575488,-0.37030938,-0.7674729,-0.8757052,-1.1136672,0.237962
13,2.3525608,2.3347938,"('impolite', 'polite')",-0.12483168,-0.27716094,-0.5108102,-0.226684,0.5723063,0.6103163,-0.03801
19,-2.2038343,-2.4905522,"('inhospitable', 'hospitable')",-0.83878905,-0.88136184,-1.0465804,-1.0654633,-1.3630679,-1.4791257,0.1160578
16,-2.1840973,-2.4130208,"('unpopular', 'popular')",-0.52163,-0.4432341,0.0030757654,-0.33593524,-0.9008838,-1.0640634,0.1631796
51,2.0724144,2.2002532,"('uneducated', 'educated')",-0.33802485,-0.5662319,0.16150334,0.27707794,0.6319643,0.6370331,-0.0050688
30,2.0259926,2.1642823,"('intolerant', 'tolerant')",0.38955787,0.3378201,0.95172155,1.013865,1.122424,1.1719891,-0.0495651
70,1.9959794,2.5912275,"('lethargic', 'energetic')",-0.07482234,0.042638086,0.56319225,1.0060387,0.8281164,1.2133014,-0.385185
33,-1.9232283,-2.2515635,"('wrong', 'right')",0.45980147,0.38158476,-1.0636002,-1.2783039,-0.8423424,-1.0494275,0.2070851
7,1.8743613,2.11479,"('insensitive', 'sensitive')",-0.8441154,-0.7588763,0.6079272,0.78225064,0.5460577,0.7127214,-0.1666637
44,-1.7684946,-1.954704,"('prejudiced', 'unprejudiced')",0.6759017,0.6845435,-1.4525598,-1.3822279,-0.8483842,-0.8841295,0.0357453
39,1.5059615,1.6156505,"('exploitative', 'cooperative')",0.60889155,0.6581874,0.40384975,0.4541449,0.8395677,0.9093277,-0.06976
3,1.5016676,1.8694326,"('repellent', 'pleasant')",-0.72920644,-0.5642678,1.0057178,1.3963004,0.5927263,0.9004884,-0.3077621
