,honeywell_male,honeywell_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
10,-1.7362825,-1.8878407,"('unsympathetic', 'sympathetic')",-0.7465834,-0.4298198,-0.19246008,-0.57707185,-0.8917753,-0.9649108,0.0731355
57,-1.6036711,-1.868798,"('unimaginative', 'imaginative')",-0.24376327,-0.20848437,-2.2333496,-2.6346068,-1.3602613,-1.5706298,0.2103685
69,1.5436909,1.4753335,"('lazy', 'industrious')",1.5901221,1.3321899,-0.45287362,-0.30641323,0.8936464,0.8337034,0.059943
3,-1.4855759,-1.6037867,"('repellent', 'pleasant')",-0.4285518,-0.09474021,0.17069139,0.114937164,-0.5811454,-0.5278632,-0.0532822
53,-1.3567916,-1.2288628,"('uncreative', 'creative')",-0.4523517,-0.16482103,0.93217766,0.9492398,-0.2923219,-0.148148,-0.1441739
77,-1.3360577,-1.5448502,"('unmotivated', 'motivated')",-0.061655298,0.043329228,-0.9312684,-1.1374904,-0.7763271,-0.8796705,0.1033434
86,-1.2211312,-1.6334934,"('uninfluential', 'influential')",0.040267527,-0.0035295002,-0.3737995,-0.7621463,-0.5182211,-0.7997231,0.281502
70,-1.1914605,-1.4857047,"('lethargic', 'energetic')",0.38318217,0.52369857,0.95305586,0.63699013,0.0482592,-0.1083387,0.1565979
72,-1.1631188,-1.0298,"('unambitious', 'ambitious')",0.09500219,0.22953463,-1.0112479,-1.1395019,-0.6931215,-0.6465891,-0.0465324
65,-1.050873,-0.8795985,"('insecure', 'secure')",0.22798169,0.36264664,0.10320461,-0.027962841,-0.2398956,-0.1816382,-0.0582574
43,-1.0083598,-0.9868797,"('irresponsible', 'responsible')",0.49457422,0.5043427,0.68039644,0.6027932,0.0555369,0.0400854,0.0154515
35,0.98811305,1.1490006,"('corrupt', 'incorrupt')",-0.64293134,-0.81082666,-0.72822976,-0.3632756,-0.1276827,-0.0083672,-0.1193155
87,0.92105454,0.74561846,"('unsuccessful', 'successful')",1.4186716,1.4847423,1.0467457,0.8866282,1.1288239,1.0389963,0.0898276
