,firstenergy_male,firstenergy_female,tuple,corp_male,corp_female,average_male,average_female,male-female
63,-0.17406452,-0.34313592,"('unperceptive', 'insightful')",0.7915364,0.59318393,0.3087359,0.125024,0.1837119
74,-0.17338699,-0.23086986,"('undedicated', 'dedicated')",-0.65451175,-0.66678774,-0.4139494,-0.4488288,0.0348794
38,0.16459982,0.26886773,"('untruthful', 'truthful')",0.40930018,0.47516465,0.28695,0.3720162,-0.0850662
79,0.1618475,0.19199672,"('wavering', 'unwavering')",-0.27745032,-0.47302148,-0.0578014,-0.1405124,0.082711
84,0.14454377,0.07202141,"('inferior', 'superior')",0.9568014,0.89706683,0.5506726,0.4845441,0.0661285
60,0.13899879,0.061662573,"('inefficient', 'efficient')",0.15021172,0.29303378,0.1446052,0.1773482,-0.032743
35,0.13272847,0.24788156,"('corrupt', 'incorrupt')",-0.49825993,-0.3824154,-0.1827657,-0.0672669,-0.1154988
77,0.12889302,-0.012695771,"('unmotivated', 'motivated')",-0.7814974,-0.72893846,-0.3263022,-0.3708171,0.0445149
40,0.08257533,0.22500426,"('stingy', 'generous')",-1.9834929,-1.9767135,-0.9504588,-0.8758546,-0.0746042
9,0.07977729,0.24763075,"('unaffectionate', 'caring')",1.2495483,1.1468587,0.6646628,0.6972447,-0.0325819
37,0.067336336,-0.08484025,"('fake', 'genuine')",-0.101149745,-0.12591076,-0.0169067,-0.1053755,0.0884688
29,0.062846944,-0.06505871,"('unfair', 'fair')",-0.21358979,-0.3827086,-0.0753714,-0.2238837,0.1485123
11,0.04271357,-0.0064062774,"('unhelpful', 'helpful')",2.0917082,2.0384607,1.0672109,1.0160272,0.0511837
18,-0.02032533,0.036833614,"('disagreeable', 'welcoming')",-0.1647752,-0.43228775,-0.0925503,-0.1977271,0.1051768
47,-0.01935701,0.0071196184,"('stupid', 'smart')",5.4880037,5.341359,2.7343233,2.6742394,0.0600839
23,0.010661835,-0.08675188,"('insincere', 'sincere')",5.8817353,5.7418838,2.9461985,2.8275659,0.1186326
54,0.0045888573,0.021904003,"('incapable', 'capable')",0.6970949,0.80376863,0.3508419,0.4128363,-0.0619944
