,firstenergy_male,firstenergy_female,tuple,corp_male,corp_female,average_male,average_female,male-female
57,-2.085199,-2.0162873,"('unimaginative', 'imaginative')",-3.5370593,-3.299745,-2.8111291,-2.6580162,-0.1531129
10,-1.9038252,-1.8757222,"('unsympathetic', 'sympathetic')",-0.53770876,-0.47177422,-1.220767,-1.1737483,-0.0470187
69,1.640864,1.6408136,"('lazy', 'industrious')",-0.28118706,-0.09645872,0.6798385,0.7721775,-0.092339
71,1.5575122,1.5564902,"('diffident', 'self-confident')",0.58284163,0.43427098,1.0701768,0.9953806,0.0747962
0,-1.5061864,-1.5378846,"('unsociable', 'sociable')",-0.35073808,-0.37838084,-0.9284622,-0.9581327,0.0296705
65,-1.3529085,-1.4459469,"('insecure', 'secure')",-0.17857818,-0.22220041,-0.7657433,-0.8340737,0.0683304
45,-1.2952156,-1.3046722,"('incompetent', 'competent')",-0.012442805,-0.043820333,-0.6538292,-0.6742463,0.0204171
58,-1.29061,-1.3855867,"('undiscriminating', 'discriminating')",-0.18930608,-0.37188536,-0.739958,-0.878736,0.138778
55,-1.2285674,-1.3335562,"('incompetent', 'clever')",0.22845836,0.2834183,-0.5000545,-0.5250689,0.0250144
22,-1.1914889,-1.3035713,"('untrustworthy', 'trustworthy')",-1.2473003,-1.3143953,-1.2193946,-1.3089833,0.0895887
86,-1.1555934,-1.2775986,"('uninfluential', 'influential')",-0.50036174,-0.64089566,-0.8279775,-0.9592471,0.1312696
33,1.1521807,1.2089205,"('wrong', 'right')",-0.57596946,-0.563855,0.2881056,0.3225327,-0.0344271
14,-1.0955658,-1.2509623,"('antisocial', 'social')",-0.5350802,-0.46011385,-0.815323,-0.8555381,0.0402151
73,0.97462916,1.0608191,"('helpless', 'self-reliant')",-3.4269803,-3.2436733,-1.2261755,-1.0914271,-0.1347484
5,0.89672065,1.1478239,"('distant', 'outgoing')",-0.09214418,-0.037341177,0.4022882,0.5552413,-0.1529531
13,-0.89454365,-0.8893557,"('impolite', 'polite')",-0.3952223,-0.4385507,-0.644883,-0.6639532,0.0190702
46,-0.84372425,-1.049462,"('uncompetitive', 'competitive')",-0.9282733,-0.9968931,-0.8859988,-1.0231775,0.1371787
1,-0.824279,-0.63605744,"('unfriendly', 'friendly')",1.2098653,1.0970829,0.1927932,0.2305127,-0.0377195
3,-0.8181983,-0.80381143,"('repellent', 'pleasant')",0.6751269,0.7459275,-0.0715357,-0.028942,-0.0425937
32,0.80529916,0.83415645,"('unkind', 'kind')",0.9550949,0.8759114,0.880197,0.8550339,0.0251631
68,-0.75853664,-0.8561451,"('dependent', 'independent')",-0.44885257,-0.44297525,-0.6036946,-0.6495602,0.0458656
82,-0.75611734,-0.7081783,"('poor', 'rich')",6.446465,6.414261,2.8451738,2.8530412,-0.0078674
72,-0.73487186,-0.70264333,"('unambitious', 'ambitious')",-0.47562778,-0.43855998,-0.6052498,-0.5706016,-0.0346482
28,-0.73375404,-0.74764323,"('disloyal', 'loyal')",0.94516045,0.7182758,0.1057032,-0.0146837,0.1203869
64,-0.7302569,-0.7174319,"('shy', 'confident')",-6.251884,-6.048611,-3.4910705,-3.3830216,-0.1080489
36,-0.72703993,-0.5632602,"('hostile', 'amicable')",-0.3882833,-0.5620391,-0.5576617,-0.5626496,0.0049879
50,0.6718038,0.5044162,"('clumsy', 'skillful')",0.46833825,0.21253228,0.570071,0.3584743,0.2115967
67,0.66257435,0.6274606,"('doubtful', 'determined')",-0.4496265,-0.44278467,0.1064739,0.092338,0.0141359
6,0.6579673,0.8838562,"('distant', 'open')",-0.3152944,-0.41411427,0.1713365,0.234871,-0.0635345
25,0.6536698,0.72984415,"('egoistic', 'altruistic')",0.9662826,1.0658212,0.8099762,0.8978326,-0.0878564
85,0.6458466,0.8767833,"('insignificant', 'prestigious')",-0.27212352,-0.24265106,0.1868615,0.3170661,-0.1302046
51,-0.6363715,-0.8798488,"('uneducated', 'educated')",0.49844962,0.4726694,-0.0689609,-0.2035897,0.1346288
26,-0.62899226,-0.5013329,"('hardhearted', 'benevolent')",1.1935982,1.1861624,0.2823029,0.3424147,-0.0601118
44,0.6289779,0.7204612,"('prejudiced', 'unprejudiced')",-1.4964844,-1.4090856,-0.4337533,-0.3443122,-0.0894411
70,-0.6195712,-0.6856102,"('lethargic', 'energetic')",0.13409664,0.21107891,-0.2427373,-0.2372656,-0.0054717
53,-0.5882769,-0.48854217,"('uncreative', 'creative')",0.3447605,0.34806767,-0.1217582,-0.0702372,-0.051521
59,0.58178055,0.6399871,"('foolish', 'wise')",0.21534182,0.27720442,0.3985612,0.4585958,-0.0600346
8,-0.57768685,-0.42258805,"('unaffectionate', 'affectionate')",0.3435075,0.26135913,-0.1170897,-0.0806145,-0.0364752
24,-0.5553856,-0.3866887,"('dishonest', 'honest')",0.83875114,0.8938475,0.1416828,0.2535794,-0.1118966
15,0.5516963,0.60265845,"('boring', 'funny')",-0.04826784,0.055104394,0.2517142,0.3288814,-0.0771672
34,0.54197466,0.49179065,"('mean', 'honorable')",5.7376695,5.6308193,3.139822,3.061305,0.078517
56,0.5115445,0.42517805,"('impractical', 'practical')",-0.61034644,-0.4933096,-0.049401,-0.0340658,-0.0153352
2,0.50226367,0.5726891,"('unlikable', 'likable')",0.6996815,0.70690787,0.6009726,0.6397985,-0.0388259
48,-0.49556836,-0.6433829,"('unintelligent', 'intelligent')",1.0829649,0.9636882,0.2936983,0.1601526,0.1335457
21,-0.48576763,-0.61268246,"('immoral', 'moral')",-0.53046936,-0.52513933,-0.5081185,-0.5689109,0.0607924
30,-0.44600287,-0.3220799,"('intolerant', 'tolerant')",0.7400246,0.9291897,0.1470109,0.3035549,-0.156544
42,0.44503975,0.3232326,"('unreliable', 'reliable')",-2.754226,-2.805628,-1.1545931,-1.2411977,0.0866046
27,0.42824724,0.5919486,"('hardhearted', 'softhearted')",1.3291084,1.3221616,0.8786778,0.9570551,-0.0783773
78,0.4228771,0.22960682,"('nonresilient', 'resilient')",0.624233,0.40036863,0.523555,0.3149877,0.2085673
20,-0.41691655,-0.4073506,"('rough', 'thoughtful')",0.64863974,0.77118814,0.1158616,0.1819188,-0.0660572
49,0.41282305,0.45749313,"('unable', 'able')",0.04490549,0.17312126,0.2288643,0.3153072,-0.0864429
88,-0.3965622,-0.32571676,"('low', 'eminent')",-0.35919145,-0.4680199,-0.3778768,-0.3968683,0.0189915
80,0.36505878,0.052905746,"('dominated', 'dominating')",-0.6075376,-0.5363241,-0.1212394,-0.2417092,0.1204698
17,-0.35244945,-0.2062674,"('nasty', 'nice')",-0.65940994,-0.46078888,-0.5059297,-0.3335281,-0.1724016
61,-0.3522129,-0.39997032,"('illogical', 'logical')",0.40614805,0.3569436,0.0269676,-0.0215134,0.048481
43,-0.3520764,-0.3817305,"('irresponsible', 'responsible')",0.25018558,0.37567043,-0.0509454,-0.00303,-0.0479154
76,-0.35057858,-0.50204766,"('anxious', 'daring')",-0.19818522,-0.3536302,-0.2743819,-0.4278389,0.153457
52,-0.34546706,-0.22296467,"('irrational', 'rational')",-0.24651766,-0.25572106,-0.2959924,-0.2393429,-0.0566495
81,-0.33835644,-0.47670442,"('submissive', 'aggressive')",-0.41123676,-0.32166076,-0.3747966,-0.3991826,0.024386
41,-0.32804087,-0.18785307,"('unforgiving', 'forgiving')",-0.13944724,-0.21034311,-0.2337441,-0.1990981,-0.034646
31,-0.32494515,-0.13734066,"('evil', 'good')",-0.94787127,-0.9912833,-0.6364082,-0.564312,-0.0720962
39,0.3208955,0.48161617,"('exploitative', 'cooperative')",-0.29071593,-0.029396694,0.0150898,0.2261097,-0.2110199
12,0.29414463,0.38932034,"('unsupportive', 'supportive')",-1.787642,-1.8013481,-0.7467487,-0.7060139,-0.0407348
75,0.29391932,0.4549985,"('meek', 'impulsive')",-0.6160581,-0.5019898,-0.1610694,-0.0234956,-0.1375738
62,-0.26377043,-0.16245691,"('incompetent', 'brilliant')",0.5690572,0.79171556,0.1526434,0.3146293,-0.1619859
19,0.2504832,0.28825742,"('inhospitable', 'hospitable')",-0.11084096,-0.12060412,0.0698211,0.0838266,-0.0140055
7,-0.2432558,-0.35084096,"('insensitive', 'sensitive')",0.43029317,0.37099063,0.0935187,0.0100748,0.0834439
83,0.242712,0.24829936,"('powerless', 'powerful')",-1.228226,-1.3461953,-0.492757,-0.548948,0.056191
4,0.24187848,0.28992608,"('disliked', 'liked')",-6.446337,-6.3896847,-3.1022294,-3.0498793,-0.0523501
66,-0.23150346,-0.24758366,"('inactive', 'active')",0.7415341,0.686963,0.2550153,0.2196897,0.0353256
16,-0.19501762,-0.16271278,"('unpopular', 'popular')",0.5123661,0.4492936,0.1586742,0.1432904,0.0153838
87,0.19159561,0.059711482,"('unsuccessful', 'successful')",0.9166501,0.9655749,0.5541229,0.5126432,0.0414797
