,new_male,new_female,tuple,york_male,york_female,times_male,times_female,co_male,co_female,average_male,average_female,male-female
48,-1.6883963,-1.8277103,"('unintelligent', 'intelligent')",-1.6812228,-1.6729335,-0.49573216,-0.53139913,-0.24107173,-0.0363354,-1.0266057,-1.0170946,-0.0095111
77,-1.5261807,-1.1680086,"('unmotivated', 'motivated')",-1.352239,-1.1816627,-0.6789238,-0.70555025,-1.6192731,-1.2225875,-1.2941542,-1.0694523,-0.2247019
37,-1.4777609,-1.284181,"('fake', 'genuine')",-1.9885845,-1.6109211,-0.119889244,-0.11374757,0.13981582,0.075675726,-0.8616047,-0.7332935,-0.1283112
31,-1.3111678,-2.0071647,"('evil', 'good')",0.62847817,-0.24347791,0.42664856,-0.2900062,-1.223637,-1.7747719,-0.3699195,-1.0788552,0.7089357
51,1.1776266,1.5395664,"('uneducated', 'educated')",1.0990164,1.7531554,1.3106219,1.473349,1.2311814,1.499217,1.2046115,1.566322,-0.3617105
42,1.0923885,1.179503,"('unreliable', 'reliable')",0.87622017,0.9691077,0.6753979,1.1207767,-2.919152,-2.6465518,-0.0687864,0.1557088,-0.2244952
27,-1.0878186,-1.3063939,"('hardhearted', 'softhearted')",-0.58686554,-0.87280965,-0.02841632,-0.49261603,0.88501835,0.42831185,-0.2045205,-0.5608769,0.3563564
8,-1.0856689,-1.3752192,"('unaffectionate', 'affectionate')",0.42796755,0.24946892,0.18681778,-0.064530134,0.5672604,0.102577925,0.0240942,-0.2719256,0.2960198
80,1.0762649,0.79499733,"('dominated', 'dominating')",0.25470865,0.20916684,0.42981923,0.4513254,-0.42798206,-0.21574372,0.3332027,0.3099365,0.0232662
45,-1.0543835,-1.0729754,"('incompetent', 'competent')",-1.2790735,-1.0120844,-0.5743294,-0.38317123,-0.81171966,-0.56298083,-0.9298765,-0.757803,-0.1720735
1,-0.9992902,-1.141915,"('unfriendly', 'friendly')",-0.14007266,-0.3039458,-0.013511296,-0.30843663,1.484895,0.98524165,0.0830052,-0.1922639,0.2752691
16,-0.9210496,-0.6227306,"('unpopular', 'popular')",-0.97503984,-0.8068998,-1.1745431,-0.96447575,-0.24630998,-0.17709482,-0.8292356,-0.6428002,-0.1864354
81,0.88601136,1.0606673,"('submissive', 'aggressive')",0.07481119,0.3012315,0.19340493,0.5716509,-0.72624004,-0.35691386,0.1069969,0.394159,-0.2871621
36,-0.8845267,-1.6589631,"('hostile', 'amicable')",0.65833193,-0.35383192,0.084715016,-0.63302594,-0.24793428,-0.9526417,-0.0973535,-0.8996156,0.8022621
41,-0.87947667,-1.1091357,"('unforgiving', 'forgiving')",-0.38516304,-0.56203514,-0.51441264,-0.6575103,0.3279142,0.17337976,-0.3627845,-0.5388254,0.1760409
69,-0.83030266,-1.1502374,"('lazy', 'industrious')",0.50541854,-0.07501136,0.2304337,-0.15101428,-1.6182787,-2.20335,-0.4281823,-0.8949033,0.466721
66,0.79595894,0.24355014,"('inactive', 'active')",1.5900139,1.1223164,0.62889093,0.39494938,0.052996818,-0.5720456,0.7669652,0.2971926,0.4697726
11,0.79240584,1.3916383,"('unhelpful', 'helpful')",-0.20896497,0.8852285,-0.4255556,0.24922258,2.576698,3.1392865,0.6836458,1.4163439,-0.7326981
13,0.7803903,1.1230001,"('impolite', 'polite')",-0.8228738,-0.16007715,0.60386187,0.9289947,0.06835618,0.3473173,0.1574336,0.5598087,-0.4023751
67,0.7780275,0.85412407,"('doubtful', 'determined')",0.19526213,0.49931768,-0.36479655,0.023146026,-0.023130987,0.033681806,0.1463405,0.3525674,-0.2062269
39,-0.77691936,-0.90180266,"('exploitative', 'cooperative')",-0.6492724,-0.4817203,-0.19617607,0.1102405,0.78961873,0.9300624,-0.2081873,-0.085805,-0.1223823
25,-0.7388003,-0.641581,"('egoistic', 'altruistic')",0.39589006,0.27145737,0.06533697,0.035600167,1.2262172,1.0520984,0.237161,0.1793937,0.0577673
28,-0.72765994,-0.60618746,"('disloyal', 'loyal')",-0.9557666,-0.7623146,-0.34427065,-0.20682573,1.0440133,1.2259198,-0.245921,-0.087352,-0.158569
19,-0.72704816,-0.7289882,"('inhospitable', 'hospitable')",0.4304292,0.55043644,0.38481194,0.29457787,-0.30679303,-0.49547216,-0.05465,-0.0948615,0.0402115
14,0.70832825,0.83259434,"('antisocial', 'social')",0.15126081,0.34241268,0.9769926,1.2563719,0.103641376,0.31339324,0.4850558,0.686193,-0.2011372
10,-0.7007906,-0.65643984,"('unsympathetic', 'sympathetic')",-1.6379323,-1.6425189,-0.08497521,-0.07364124,0.035604022,0.35799932,-0.5970235,-0.5036502,-0.0933733
2,0.69442064,1.1862884,"('unlikable', 'likable')",1.0762224,1.7488395,0.98905873,1.3350973,0.43607935,0.5792546,0.7989452,1.2123699,-0.4134247
76,0.64425445,1.150993,"('anxious', 'daring')",-0.54006165,0.018058442,-0.20286617,0.10763218,-0.092652634,0.31548744,-0.0478315,0.3980427,-0.4458742
86,0.6362395,0.248532,"('uninfluential', 'influential')",1.0536029,0.787994,1.8453351,1.5412534,-0.035849556,-0.023604773,0.874832,0.6385436,0.2362884
21,0.6332291,1.0652487,"('immoral', 'moral')",-0.6208907,0.07535321,0.81387794,1.1040876,-0.8178808,-0.3127631,0.0020839,0.4829816,-0.4808977
47,0.6319328,0.50581586,"('stupid', 'smart')",0.16176225,0.3383626,1.0371075,1.0700178,4.9254775,4.7148275,1.68907,1.6572559,0.0318141
34,0.63020295,1.0223982,"('mean', 'honorable')",-0.0011833729,0.57547146,0.9772685,1.1456398,5.211417,5.1736236,1.7044263,1.9792832,-0.2748569
56,0.6277163,1.273593,"('impractical', 'practical')",-0.23134016,0.8075602,1.4078164,2.2034502,-0.30975977,0.40711644,0.3736082,1.1729299,-0.7993217
50,-0.6176,-0.41966647,"('clumsy', 'skillful')",-0.7591891,-0.48821446,-1.0072721,-0.8330195,-0.37831226,-0.46614215,-0.6905934,-0.5517606,-0.1388328
30,-0.61588806,-0.21524066,"('intolerant', 'tolerant')",-0.6731678,-0.19928856,0.32231086,0.78400266,0.49531332,0.8227042,-0.1178579,0.2980444,-0.4159023
4,-0.5972452,-0.7609344,"('disliked', 'liked')",0.51576614,0.3679754,0.29933473,0.36201316,-7.3686843,-7.2555966,-1.7877072,-1.8216356,0.0339284
29,-0.55137557,-0.78066164,"('unfair', 'fair')",-0.7544228,-0.72619814,-0.7483762,-0.79777765,-0.5784721,-0.7567894,-0.6581616,-0.7653567,0.1071951
49,-0.5472159,-0.39942694,"('unable', 'able')",-0.6629763,-0.4558572,0.117463544,0.17121086,-0.6383441,-0.53218895,-0.4327682,-0.3040655,-0.1287027
35,-0.5429242,-1.1014282,"('corrupt', 'incorrupt')",0.61048144,0.030359516,0.60322315,0.081834726,-0.79386526,-1.201026,-0.0307712,-0.547565,0.5167938
60,-0.5330436,0.0915888,"('inefficient', 'efficient')",-2.1613135,-1.3974997,-0.94916356,-0.34878036,-0.21254492,0.5367241,-0.9640164,-0.2794918,-0.6845246
78,-0.5275863,-0.428217,"('nonresilient', 'resilient')",-0.84112704,-0.8651962,-0.8171646,-0.9965171,-0.5857783,-0.37820742,-0.6929141,-0.6670344,-0.0258797
43,-0.5153738,-0.14683768,"('irresponsible', 'responsible')",-0.89606065,-0.09396827,-0.48861998,-0.009559615,0.5168009,0.95948046,-0.3458134,0.1772787,-0.5230921
85,0.51297367,0.28712687,"('insignificant', 'prestigious')",1.0993077,0.7155955,0.51604885,0.410422,-0.8997195,-1.2788785,0.3071527,0.0335665,0.2735862
20,-0.51164764,-0.40353715,"('rough', 'thoughtful')",-0.37431994,-0.13919769,-0.5180834,-0.36448884,0.34934092,0.37550178,-0.2636775,-0.1329305,-0.130747
3,-0.49862322,-0.030797597,"('repellent', 'pleasant')",-0.9896171,-0.49765489,-0.5224171,-0.42273116,0.62023747,0.8597915,-0.347605,-0.022848,-0.324757
32,-0.47346494,0.08571059,"('unkind', 'kind')",-1.2514371,-0.64630896,-0.38281074,-0.013852245,1.1407369,1.4597347,-0.241744,0.221321,-0.463065
61,-0.4619612,-0.35790735,"('illogical', 'logical')",-0.463637,-0.38522506,-0.41146594,-0.37018722,-0.015366578,0.109120004,-0.3381077,-0.2510499,-0.0870578
68,-0.4161188,-0.4493688,"('dependent', 'independent')",-0.55531603,-0.45805222,-0.08339566,-0.19668245,-1.5530875,-1.524048,-0.6519795,-0.6570379,0.0050584
75,0.41451818,0.41841072,"('meek', 'impulsive')",1.5874683,1.6640207,-0.18309604,-0.18301278,-0.7305072,-0.80515295,0.2720958,0.2735664,-0.0014706
74,0.40996042,0.59199816,"('undedicated', 'dedicated')",0.70335317,1.2494158,0.42233565,0.7715943,0.0710789,0.4041711,0.401682,0.7542949,-0.3526129
59,-0.40311903,-0.8504941,"('foolish', 'wise')",0.5900724,0.36766574,0.85423553,0.63947326,-0.15627322,-0.5516379,0.2212289,-0.0987482,0.3199771
9,-0.37996316,-0.48076254,"('unaffectionate', 'caring')",0.45339745,0.46734402,0.5860133,0.4815325,0.9703385,0.7432362,0.4074465,0.3028376,0.1046089
40,-0.35624218,-0.9691431,"('stingy', 'generous')",0.29558074,-0.3209211,-0.6318045,-1.0298976,-2.3618789,-2.6985044,-0.7635862,-1.2546165,0.4910303
70,0.35250568,0.58292174,"('lethargic', 'energetic')",-0.45671928,-0.06387354,0.034786366,0.50785196,0.26237345,0.51144326,0.0482366,0.3845859,-0.3363493
7,-0.3423528,-0.08767442,"('insensitive', 'sensitive')",-1.1474001,-0.7483703,0.5963913,0.86981386,0.44064403,0.7104117,-0.1131794,0.1860452,-0.2992246
24,-0.32735264,-0.25070012,"('dishonest', 'honest')",-0.7790866,-0.35014075,0.10811587,0.38668787,1.0550455,1.2691907,0.0141805,0.2637594,-0.2495789
22,0.32687432,0.3354361,"('untrustworthy', 'trustworthy')",-0.047380403,0.30927458,0.7374605,0.9101421,-0.56370693,-0.2843174,0.1133119,0.3176338,-0.2043219
17,-0.3146126,-0.22341885,"('nasty', 'nice')",-0.13175662,-0.021959614,-0.08465023,-0.12731978,-0.06543206,-0.08449771,-0.1491129,-0.114299,-0.0348139
84,-0.31090724,-0.40164074,"('inferior', 'superior')",-0.5966063,-0.71538794,-0.61732507,-0.48104453,0.50034356,0.3706183,-0.2561238,-0.3068637,0.0507399
