,new_male,new_female,tuple,york_male,york_female,times_male,times_female,co_male,co_female,average_male,average_female,male-female
82,-0.2842736,0.47400922,"('poor', 'rich')",-0.9429981,-0.09720663,-0.6879302,-0.35940298,6.0435314,6.1964874,1.0320823,1.5534718,-0.5213895
58,0.28100964,-0.27305162,"('undiscriminating', 'discriminating')",0.8786645,0.42473334,0.95961845,0.7766497,0.3724771,0.31613588,0.6229424,0.3111168,0.3118256
83,0.2706159,0.41372278,"('powerless', 'powerful')",0.59840214,0.86565244,1.0220566,1.333295,-0.9248736,-0.58733606,0.2415503,0.5063335,-0.2647832
53,-0.259527,-0.30582348,"('uncreative', 'creative')",-0.024186,0.019095805,-0.17089155,-0.34589577,0.4795431,0.32631904,0.0062346,-0.0765761,0.0828107
64,-0.25543985,-0.077120334,"('shy', 'confident')",-0.6753793,-0.43233007,-0.80871224,-0.45371193,-6.4560966,-6.0183315,-2.048907,-1.7453735,-0.3035335
38,-0.25006527,0.02550662,"('untruthful', 'truthful')",-0.025216166,0.58997244,1.030126,1.3660928,0.016827289,0.31357318,0.192918,0.5737863,-0.3808683
57,-0.22112149,-0.31936398,"('unimaginative', 'imaginative')",-0.055075437,-0.1996368,-0.67029625,-0.68485326,-3.4101038,-3.1575422,-1.0891492,-1.0903491,0.0011999
55,0.21909353,0.45701483,"('incompetent', 'clever')",-0.4437605,0.12388062,-0.10263444,0.24626358,0.43558702,0.97278345,0.0270714,0.4499856,-0.4229142
26,0.21599656,-0.5434585,"('hardhearted', 'benevolent')",1.2513465,0.5069016,1.5246903,1.0418892,1.7323862,1.1693373,1.1811049,0.5436674,0.6374375
12,0.20230854,0.21205571,"('unsupportive', 'supportive')",0.7886686,0.92114973,0.2289233,0.32371828,-2.1211607,-1.9659191,-0.2253151,-0.1272489,-0.0980662
0,-0.18435395,-0.11594074,"('unsociable', 'sociable')",-0.7904498,-0.8082407,0.13888852,0.18329985,0.03616969,0.2888865,-0.1999364,-0.1129988,-0.0869376
15,0.1831768,-0.13522834,"('boring', 'funny')",0.82764655,0.6703388,1.1243178,0.9877069,0.5180191,0.4243355,0.66329,0.4867882,0.1765018
87,0.17092538,0.33885506,"('unsuccessful', 'successful')",0.13574238,0.36167285,0.60769093,0.85977507,0.1827444,0.2814932,0.2742758,0.460449,-0.1861732
5,0.16240254,-0.115427464,"('distant', 'outgoing')",0.7532305,0.3787965,-0.34900558,-0.7574794,-1.0118256,-1.5366355,-0.1112995,-0.5076865,0.396387
71,0.16165209,0.29026735,"('diffident', 'self-confident')",0.857214,0.9242713,0.61929667,0.52505326,-0.10848284,0.00766713,0.38242,0.4368148,-0.0543948
52,-0.14083225,-0.5860536,"('irrational', 'rational')",0.8510618,0.26865104,-0.5821853,-0.9355736,-0.31254062,-0.84331936,-0.0461241,-0.5240739,0.4779498
54,-0.12756447,-0.060980067,"('incapable', 'capable')",0.2697659,0.4429289,0.6335018,0.68449473,0.9060262,0.767068,0.4204324,0.4583779,-0.0379455
65,-0.114913054,0.2374869,"('insecure', 'secure')",-1.9463681,-1.7690634,-0.9929777,-0.77032644,0.32305032,0.6297111,-0.6828021,-0.4180479,-0.2647542
6,-0.10952551,-0.48739293,"('distant', 'open')",0.62681144,0.16386372,-0.26866582,-0.8698092,-0.6726197,-1.3683219,-0.1059999,-0.6404151,0.5344152
44,0.09616041,0.30004707,"('prejudiced', 'unprejudiced')",-0.6351347,-0.36306474,-1.5056696,-1.2686157,-1.4810749,-1.3500103,-0.8814297,-0.6704109,-0.2110188
73,0.09246508,-0.012555182,"('helpless', 'self-reliant')",1.138144,1.2367564,0.46845558,0.686137,-3.321841,-3.276071,-0.4056941,-0.3414332,-0.0642609
79,-0.08999856,-0.4153674,"('wavering', 'unwavering')",0.6001853,0.17017615,0.6053931,0.3242474,-0.54724216,-0.7829021,0.1420844,-0.1759615,0.3180459
62,0.061169136,0.69659805,"('incompetent', 'brilliant')",-0.5758029,0.28200302,0.07851541,0.75706065,-0.23697326,0.4043025,-0.1682729,0.5349911,-0.703264
23,0.037179314,0.7903905,"('insincere', 'sincere')",-1.7860123,-0.8650399,-0.54792345,-0.04618437,6.3869934,6.6600156,1.0225593,1.6347954,-0.6122361
46,0.019684512,0.47896656,"('uncompetitive', 'competitive')",-1.217364,-0.6586144,-0.5207766,-0.23147003,-1.1953316,-0.7193589,-0.7284469,-0.2826192,-0.4458277
63,-0.011935826,0.0916823,"('unperceptive', 'insightful')",-0.13624239,0.20101964,0.68062335,0.8854079,-0.07813416,0.09273021,0.1135777,0.31771,-0.2041323
72,0.010702077,0.33048603,"('unambitious', 'ambitious')",-0.05288196,0.36027628,0.58594286,0.9256248,-0.2077935,0.07098153,0.0839924,0.4218422,-0.3378498
33,0.0103974715,-0.15318903,"('wrong', 'right')",0.43695426,0.23999795,0.3610776,0.22672564,-0.4473625,-0.7619392,0.0902667,-0.1121012,0.2023679
88,0.010385766,0.5288969,"('low', 'eminent')",-0.51474655,0.02740845,0.7419828,1.2053392,-0.16769938,0.20242709,0.0174807,0.4910179,-0.4735372
18,-0.0011460204,0.09267472,"('disagreeable', 'welcoming')",0.36423558,0.43494868,-0.6860075,-0.66004956,-0.74717647,-0.9240061,-0.2675236,-0.2641081,-0.0034155
