,boston_male,boston_female,tuple,scientific_male,scientific_female,corp_male,corp_female,average_male,average_female,male-female
72,0.8463196,0.68515164,"('unambitious', 'ambitious')",0.31249002,0.37027705,0.012469774,0.05834057,0.3904265,0.3712564,0.0191701
42,0.8002786,0.79594374,"('unreliable', 'reliable')",-0.6311692,-0.6374288,-2.8708706,-2.7398722,-0.9005871,-0.8604524,-0.0401347
80,0.79131776,0.6814933,"('dominated', 'dominating')",0.14292224,0.1047477,-0.08352916,0.123948544,0.2835703,0.3033965,-0.0198262
84,0.7761428,0.7662446,"('inferior', 'superior')",0.95115507,0.95064116,0.7607806,0.680714,0.8293595,0.7991999,0.0301596
4,-0.748157,-0.41538793,"('disliked', 'liked')",0.006221479,0.15522689,-7.57941,-7.4455733,-2.7737818,-2.5685781,-0.2052037
38,0.7469215,0.85195106,"('untruthful', 'truthful')",0.39681867,0.3889156,-0.090271965,-0.09276946,0.3511561,0.3826991,-0.031543
47,-0.7299563,-0.7292121,"('stupid', 'smart')",0.029896032,0.0045726523,5.559639,5.515151,1.6198595,1.5968372,0.0230223
60,0.7291698,0.6738101,"('inefficient', 'efficient')",0.13950525,0.045933925,0.6322323,0.72033215,0.5003025,0.4800254,0.0202771
9,0.71865934,0.77128583,"('unaffectionate', 'caring')",0.008644089,0.0551165,0.8383705,0.93018335,0.5218913,0.5855285,-0.0636372
57,-0.693002,-0.33486125,"('unimaginative', 'imaginative')",-0.05720166,-0.012507394,-3.0173688,-2.740565,-1.2558575,-1.0293113,-0.2265462
51,0.6919532,0.6034512,"('uneducated', 'educated')",0.24724945,0.19304141,0.37139162,0.39904,0.4368648,0.3985109,0.0383539
3,-0.6879689,-0.55655396,"('repellent', 'pleasant')",-0.93530786,-0.92908955,0.8826905,0.95031357,-0.2468621,-0.1784433,-0.0684188
68,0.67007333,0.5212412,"('dependent', 'independent')",-0.29843712,-0.34944892,-0.9178876,-0.9256431,-0.1820838,-0.2512836,0.0691998
44,-0.6542043,-1.0513532,"('prejudiced', 'unprejudiced')",0.03392762,-0.16149999,-1.0362327,-1.302592,-0.5521698,-0.8384817,0.2863119
49,-0.6246149,-0.7206447,"('unable', 'able')",0.41573906,0.3625285,-0.14604746,-0.047484383,-0.1183078,-0.1352002,0.0168924
8,-0.6001479,-0.545652,"('unaffectionate', 'affectionate')",0.009713974,0.060291234,-0.16723034,-0.0979173,-0.2525548,-0.194426,-0.0581288
27,-0.5689275,-0.64715624,"('hardhearted', 'softhearted')",-1.1843998,-1.14387,0.31984338,0.40214062,-0.477828,-0.4629619,-0.0148661
77,-0.5666766,-0.4641153,"('unmotivated', 'motivated')",1.0330803,0.98083526,-0.6344365,-0.45511153,-0.0560109,0.0205361,-0.076547
56,0.5635144,0.5260912,"('impractical', 'practical')",0.677029,0.5317885,0.205317,0.13288513,0.4819535,0.3969216,0.0850319
16,-0.51893145,-0.4555838,"('unpopular', 'popular')",0.1925011,0.25413415,0.12593627,0.1454668,-0.0668314,-0.018661,-0.0481704
34,-0.51499194,-0.5903411,"('mean', 'honorable')",0.35211438,0.3366948,5.566216,5.5356975,1.8011128,1.7606837,0.0404291
46,-0.5009131,-0.37556273,"('uncompetitive', 'competitive')",-0.7066868,-0.7731291,-0.59279466,-0.33645654,-0.6001315,-0.4950495,-0.105082
15,-0.497266,-0.49790457,"('boring', 'funny')",0.6883344,0.66871333,-0.32709643,-0.30638513,-0.0453427,-0.0451921,-0.0001506
82,-0.4540275,-0.48764014,"('poor', 'rich')",0.06490901,0.012438275,6.544542,6.5428157,2.0518077,2.0225379,0.0292698
19,0.42935067,0.35876593,"('inhospitable', 'hospitable')",-0.3953913,-0.3490718,-1.0810623,-1.0490295,-0.3490343,-0.3464451,-0.0025892
48,-0.41024375,-0.2556934,"('unintelligent', 'intelligent')",2.0654428,2.049507,0.8757329,1.07932,0.843644,0.9577111,-0.1140671
81,0.40748307,0.33146852,"('submissive', 'aggressive')",0.74719155,0.58240026,0.02824809,0.07126576,0.3943076,0.3283782,0.0659294
11,0.40238324,0.366131,"('unhelpful', 'helpful')",0.08547251,-0.011689272,2.469437,2.4872959,0.9857642,0.9472458,0.0385184
45,-0.3959173,0.08166467,"('incompetent', 'competent')",-0.5706237,-0.48588076,-0.35199517,-0.1228799,-0.4395121,-0.1756987,-0.2638134
33,0.39443353,0.50156045,"('wrong', 'right')",0.49145383,0.57256913,-0.6831404,-0.6450197,0.0675823,0.1430366,-0.0754543
23,0.39442697,0.30160925,"('insincere', 'sincere')",-0.70135546,-0.803434,6.021941,6.0337677,1.9050042,1.8439809,0.0610233
10,0.37414387,0.4744888,"('unsympathetic', 'sympathetic')",-1.261742,-1.3434231,-0.29647878,-0.03456518,-0.3946923,-0.3011665,-0.0935258
12,0.37393814,0.5536487,"('unsupportive', 'supportive')",0.08291718,0.19833612,-2.4009116,-2.196069,-0.6480188,-0.4813614,-0.1666574
0,-0.36958963,-0.33969575,"('unsociable', 'sociable')",-0.027599204,-0.06805698,-0.34614697,-0.21586443,-0.2477786,-0.2078724,-0.0399062
83,0.36926126,0.28771645,"('powerless', 'powerful')",0.5521919,0.5782167,-0.5042008,-0.45999208,0.1390841,0.1353137,0.0037704
53,-0.36076525,-0.20759149,"('uncreative', 'creative')",0.05082234,0.21335168,0.19927779,0.3744984,-0.0368884,0.1267529,-0.1636413
17,0.35806572,0.5131595,"('nasty', 'nice')",-0.38472876,-0.24672332,-0.720291,-0.7015548,-0.2489847,-0.1450395,-0.1039452
59,0.34152713,0.33969656,"('foolish', 'wise')",0.12479538,0.19187112,-0.19423063,-0.33341816,0.0906973,0.0660498,0.0246475
65,0.33118182,0.2211583,"('insecure', 'secure')",-0.5485535,-0.7046048,0.25170547,0.21160404,0.0114446,-0.0906142,0.1020588
30,0.3267365,0.30285943,"('intolerant', 'tolerant')",0.0068961848,-0.049723305,0.32854497,0.24861392,0.2207259,0.16725,0.0534759
69,-0.31670913,-0.2718949,"('lazy', 'industrious')",1.2208166,1.2887167,-1.2401752,-1.3244458,-0.1120226,-0.1025414,-0.0094812
7,-0.3140186,-0.2122656,"('insensitive', 'sensitive')",-0.7717037,-0.7585062,0.028072102,0.2817268,-0.3525501,-0.2296817,-0.1228684
26,0.3090616,0.5075219,"('hardhearted', 'benevolent')",0.9434265,1.0978756,1.1159021,1.121726,0.7894634,0.9090412,-0.1195778
2,0.30397275,0.06374636,"('unlikable', 'likable')",0.36132708,0.23357432,0.5290855,0.34353745,0.3981284,0.2136194,0.184509
85,0.29358655,0.23943844,"('insignificant', 'prestigious')",0.77090585,0.8287943,-1.3689795,-1.5232985,-0.1014957,-0.1516886,0.0501929
79,0.2849649,0.24086106,"('wavering', 'unwavering')",-0.9287222,-0.88375455,-0.6984394,-0.79251367,-0.4473989,-0.4784691,0.0310702
40,0.28133172,0.5847568,"('stingy', 'generous')",0.15666385,0.29652473,-2.6456525,-2.4978237,-0.7358856,-0.5388474,-0.1970382
14,-0.2747651,-0.29063454,"('antisocial', 'social')",0.58640635,0.5345664,-0.17781876,-0.27221712,0.0446075,-0.0094284,0.0540359
41,-0.27422488,0.094648995,"('unforgiving', 'forgiving')",0.07719722,0.13818488,-0.5919429,-0.5008488,-0.2629902,-0.0893383,-0.1736519
62,0.24768879,0.35638544,"('incompetent', 'brilliant')",1.2161465,1.224692,0.8426573,0.9742072,0.7688309,0.8517616,-0.0829307
32,0.23704112,0.23676896,"('unkind', 'kind')",-0.08231624,-0.04961546,0.7165497,0.77642655,0.2904249,0.3211934,-0.0307685
86,0.22992697,0.4395688,"('uninfluential', 'influential')",0.104337074,0.17951387,-0.5440636,-0.30303514,-0.0699332,0.1053492,-0.1752824
29,-0.22054276,-0.23705299,"('unfair', 'fair')",-0.024875412,0.03178586,-0.20911458,-0.3207169,-0.1515109,-0.175328,0.0238171
75,-0.2200066,-0.30389214,"('meek', 'impulsive')",0.21425244,0.28706196,-0.5692251,-0.5553029,-0.1916597,-0.190711,-0.0009487
50,0.21198146,0.2368285,"('clumsy', 'skillful')",-0.63582397,-0.61225027,0.004310146,0.05689987,-0.1398441,-0.106174,-0.0336701
55,-0.18909252,-0.103667066,"('incompetent', 'clever')",0.98070645,0.87500155,0.48228717,0.63288975,0.4246337,0.4680747,-0.043441
54,0.18367605,-0.1380592,"('incapable', 'capable')",-0.077027544,-0.17917825,0.55169284,0.49521858,0.2194471,0.059327,0.1601201
1,-0.18133664,0.109634876,"('unfriendly', 'friendly')",-0.11491636,0.08005406,0.710957,0.8450479,0.1382347,0.3449123,-0.2066776
37,-0.16973078,-0.13167879,"('fake', 'genuine')",-0.40683085,-0.38254824,-0.23666413,-0.176391,-0.2710752,-0.230206,-0.0408692
36,-0.16968887,-0.23819096,"('hostile', 'amicable')",-0.7344303,-0.7095117,-0.81483054,-1.0114164,-0.5729833,-0.6530397,0.0800564
88,-0.16189574,-0.13926482,"('low', 'eminent')",-0.059385538,-0.049063034,-0.35322773,-0.44628304,-0.191503,-0.211537,0.020034
63,0.1569486,0.37091866,"('unperceptive', 'insightful')",-0.1862408,-0.17226756,0.4538073,0.7451279,0.141505,0.314593,-0.173088
67,0.14401662,0.096817106,"('doubtful', 'determined')",-0.6116352,-0.7340185,-0.16470906,-0.36975884,-0.2107759,-0.3356534,0.1248775
25,0.14259824,0.30871874,"('egoistic', 'altruistic')",0.97982204,1.0957092,0.703184,0.6217992,0.6085348,0.6754091,-0.0668743
70,0.12476247,0.18244202,"('lethargic', 'energetic')",-0.6343585,-0.6572548,0.3863939,0.5742159,-0.0410674,0.0331344,-0.0742018
20,0.11419205,-0.029148906,"('rough', 'thoughtful')",1.8053774,1.7173527,0.8094358,0.835834,0.9096684,0.8413459,0.0683225
43,-0.08147235,-0.058309603,"('irresponsible', 'responsible')",-0.30099928,-0.43528724,0.44993716,0.46430406,0.0224885,-0.0097643,0.0322528
21,-0.06970669,-0.23657215,"('immoral', 'moral')",0.5749659,0.43305358,-0.30714595,-0.23289905,0.0660378,-0.0121392,0.078177
22,-0.049477834,0.028374646,"('untrustworthy', 'trustworthy')",-0.17240311,-0.16482604,-0.84261566,-0.7034938,-0.3548322,-0.2799817,-0.0748505
64,0.044532157,-0.019963026,"('shy', 'confident')",-0.3641625,-0.39958286,-6.061663,-6.160591,-2.1270978,-2.1933791,0.0662813
52,-0.039930023,0.04322811,"('irrational', 'rational')",0.06987185,0.12347342,-0.2583413,-0.4085152,-0.0761332,-0.0806046,0.0044714
18,0.038167268,0.0077067167,"('disagreeable', 'welcoming')",-0.11914926,-0.056494154,-1.0761911,-1.1078025,-0.3857243,-0.38553,-0.0001943
28,0.035933603,0.37632555,"('disloyal', 'loyal')",0.057542812,0.17728966,0.82626224,0.94332117,0.3065796,0.4989788,-0.1923992
6,-0.013901658,0.19330433,"('distant', 'open')",-0.5369869,-0.3830182,-0.94198614,-1.0110421,-0.4976249,-0.400252,-0.0973729
5,0.0046354234,0.083501995,"('distant', 'outgoing')",-0.24020937,-0.12939247,-0.79397386,-0.9112598,-0.3431826,-0.3190501,-0.0241325
