,pepco_male,pepco_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
57,-0.3791161,-0.4957038,"('unimaginative', 'imaginative')",0.14281341,0.06351755,-2.198596,-2.2040236,-0.8116329,-0.8787367,0.0671038
32,0.3675503,0.30674613,"('unkind', 'kind')",0.73856074,0.72495866,0.9719814,0.95846665,0.6926975,0.6633905,0.029307
63,0.36094207,0.40095985,"('unperceptive', 'insightful')",1.73183,1.8446326,1.3256474,1.5057945,1.1394731,1.2504624,-0.1109893
65,0.34363896,0.38092938,"('insecure', 'secure')",0.8932073,0.89972097,-0.07868906,0.040049333,0.3860524,0.4402332,-0.0541808
58,-0.3039644,-0.35159078,"('undiscriminating', 'discriminating')",0.9055516,0.90887934,0.31332392,0.251163,0.3049704,0.2694838,0.0354866
83,-0.29097748,-0.15783322,"('powerless', 'powerful')",0.5788355,0.70101297,-0.73219174,-0.51557434,-0.1481112,0.0092018,-0.157313
69,-0.28181913,-0.106129944,"('lazy', 'industrious')",-0.20957972,-0.16985533,-0.85203415,-0.9512731,-0.447811,-0.4090861,-0.0387249
50,-0.28101414,-0.2002343,"('clumsy', 'skillful')",-0.22517855,-0.037060603,-0.008437902,0.00040937215,-0.1715435,-0.0789618,-0.0925817
55,0.2724463,0.2657456,"('incompetent', 'clever')",0.6059897,0.6390417,0.21121958,0.33489743,0.3632185,0.4132282,-0.0500097
40,0.25525117,0.08421241,"('stingy', 'generous')",0.6535663,0.52816695,-1.1692014,-1.371435,-0.0867946,-0.2530186,0.166224
45,-0.2536742,-0.36489707,"('incompetent', 'competent')",0.33042988,0.29589605,-0.41728914,-0.40361467,-0.1135112,-0.1575386,0.0440274
66,-0.24186578,-0.29075137,"('inactive', 'active')",0.7122098,0.6152303,1.3055719,1.0877254,0.591972,0.4707348,0.1212372
84,0.23551434,0.30602503,"('inferior', 'superior')",0.124749996,0.19351533,0.7800413,0.7867532,0.3801019,0.4287645,-0.0486626
41,0.22833869,0.06507608,"('unforgiving', 'forgiving')",0.07633175,-0.01714705,0.42496148,0.23612253,0.2432106,0.0946839,0.1485267
29,-0.22510806,-0.28740183,"('unfair', 'fair')",-0.77229506,-0.8138551,-0.4683116,-0.713145,-0.4885716,-0.6048007,0.1162291
72,-0.22267607,-0.1147657,"('unambitious', 'ambitious')",0.19296108,0.22576666,-1.183619,-1.0716476,-0.4044447,-0.3202156,-0.0842291
38,-0.18997557,-0.22235067,"('untruthful', 'truthful')",-0.5492351,-0.39415026,0.019851156,0.21946299,-0.2397865,-0.132346,-0.1074405
0,-0.17941006,-0.34034303,"('unsociable', 'sociable')",0.10673461,-0.08299121,-0.14356498,-0.2562353,-0.0720801,-0.2265232,0.1544431
74,0.17535098,0.1938093,"('undedicated', 'dedicated')",0.28927243,0.4794261,0.28035927,0.47362292,0.2483276,0.3822861,-0.1339585
61,0.151792,0.20187153,"('illogical', 'logical')",0.16580896,0.098328784,0.4285052,0.38447523,0.248702,0.2282252,0.0204768
4,-0.14589706,-0.17392613,"('disliked', 'liked')",-0.49267834,-0.57364154,-5.9769297,-5.9219193,-2.2051684,-2.2231623,0.0179939
33,0.14396317,0.1519147,"('wrong', 'right')",0.16703674,0.079046704,-0.85338086,-0.9710246,-0.1807936,-0.2466877,0.0658941
75,0.1413082,0.26885635,"('meek', 'impulsive')",-0.53273606,-0.47502673,-0.30738294,-0.38067028,-0.2329369,-0.1956135,-0.0373234
37,0.12896767,0.005800426,"('fake', 'genuine')",0.13995333,0.17930461,0.5176419,0.4595064,0.2621876,0.2148705,0.0473171
34,-0.12867466,-0.1311337,"('mean', 'honorable')",0.2697049,0.32226804,6.2633295,6.148412,2.1347866,2.1131822,0.0216044
15,-0.102415234,-0.19016896,"('boring', 'funny')",-1.2666961,-1.2629629,0.19410881,0.055995245,-0.3916675,-0.4657122,0.0740447
23,-0.08940844,-0.24454296,"('insincere', 'sincere')",0.3668974,0.36746162,5.609333,5.4315224,1.9622739,1.8514803,0.1107936
47,0.08442923,0.09665315,"('stupid', 'smart')",0.73026776,0.7742348,5.3653526,5.245695,2.0600165,2.038861,0.0211555
10,0.034030303,-0.08934485,"('unsympathetic', 'sympathetic')",0.45586708,0.48801428,0.059286483,0.22703132,0.1830613,0.2085669,-0.0255056
17,-0.027289864,-0.14124583,"('nasty', 'nice')",-1.262757,-1.3272592,-0.62753254,-0.7627574,-0.6391931,-0.7437541,0.104561
20,0.024280678,-0.06567679,"('rough', 'thoughtful')",0.2689961,0.2880977,1.2043961,1.006731,0.4992243,0.4097173,0.089507
7,0.018454902,-0.07779947,"('insensitive', 'sensitive')",0.9820931,0.90394074,0.91454434,0.70645595,0.6383641,0.5108657,0.1274984
48,-0.007606063,-0.10700376,"('unintelligent', 'intelligent')",-0.09447219,-0.2447074,0.4310609,0.36079213,0.1096609,0.003027,0.1066339
3,-0.0049067736,-0.13528979,"('repellent', 'pleasant')",0.60687965,0.5220926,0.37688714,0.286822,0.3262867,0.2245416,0.1017451
27,0.0030198153,-0.22435856,"('hardhearted', 'softhearted')",0.24074122,0.15841061,1.2688321,1.0232127,0.5041977,0.3190882,0.1851095
