,marriott_male,marriott_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
11,-1.9882506,-1.5929337,"('unhelpful', 'helpful')",-0.35442942,0.060351174,1.5144473,2.0434928,-0.2760775,0.1703034,-0.4463809
70,-1.9676032,-1.9581482,"('lethargic', 'energetic')",-0.47271985,-0.41025665,0.08503635,0.55115736,-0.7850956,-0.6057492,-0.1793464
3,-1.9432132,-1.9479545,"('repellent', 'pleasant')",-0.28677002,-0.5178387,0.015852291,0.18143493,-0.7380437,-0.7614528,0.0234091
52,1.9074191,1.7137113,"('irrational', 'rational')",-0.24346213,-0.2896641,0.3974575,-0.21230572,0.6871382,0.4039138,0.2832244
18,1.8663375,1.7773634,"('disagreeable', 'welcoming')",1.5726689,1.5995069,0.16154522,-0.040164813,1.2001839,1.1122351,0.0879488
33,1.8204925,1.6781546,"('wrong', 'right')",0.97640955,0.80902594,0.02665472,-0.49025923,0.9411856,0.6656404,0.2755452
10,-1.7691288,-1.7390493,"('unsympathetic', 'sympathetic')",-1.0043273,-1.10603,-0.4244213,-0.41120222,-1.0659591,-1.0854272,0.0194681
75,-1.739771,-1.3931816,"('meek', 'impulsive')",-0.47337636,0.01077491,-0.738684,-0.34768558,-0.9839438,-0.5766974,-0.4072464
22,-1.7256664,-1.6846192,"('untrustworthy', 'trustworthy')",-0.4569865,-0.32790557,-1.1351967,-0.809166,-1.1059499,-0.9405636,-0.1653863
57,-1.6384778,-1.6438982,"('unimaginative', 'imaginative')",-0.37734932,-0.38653496,-2.4721832,-2.724747,-1.4960035,-1.5850601,0.0890566
51,-1.6144094,-1.3408893,"('uneducated', 'educated')",0.73534805,1.1102836,0.42523608,0.6846483,-0.1512751,0.1513475,-0.3026226
8,1.5760905,1.4787002,"('unaffectionate', 'affectionate')",-0.41705358,-0.47803372,0.8677816,0.12727602,0.6756062,0.3759808,0.2996254
53,1.5405614,1.3725281,"('uncreative', 'creative')",0.39405823,-0.043780737,1.3364612,0.6559353,1.0903603,0.6615609,0.4287994
84,1.378432,1.1973805,"('inferior', 'superior')",0.7216279,0.70490915,1.1389714,0.93622065,1.0796771,0.9461701,0.133507
54,1.3755207,1.4084781,"('incapable', 'capable')",0.4167889,0.42961997,1.2949953,1.3579538,1.0291017,1.0653506,-0.0362489
76,-1.3214132,-1.010674,"('anxious', 'daring')",0.27285224,0.6508775,-0.23848507,0.35553685,-0.4290153,-0.0014199,-0.4275954
38,-1.3132185,-1.1314896,"('untruthful', 'truthful')",-0.6726459,-0.3566339,-0.13804197,0.07560272,-0.7079688,-0.4708403,-0.2371285
35,1.2930619,1.2433928,"('corrupt', 'incorrupt')",0.31030208,0.34221405,0.19171011,-0.4231339,0.598358,0.387491,0.210867
23,-1.2563683,-1.0416672,"('insincere', 'sincere')",-0.83503973,-0.58960575,5.0290027,5.4081736,0.9791982,1.2589668,-0.2797686
63,-1.1385876,-1.029973,"('unperceptive', 'insightful')",0.5886717,0.4817659,1.063226,0.9133369,0.1711034,0.1217099,0.0493935
24,-1.1304901,-1.2128558,"('dishonest', 'honest')",-0.5305692,-0.6355831,0.6045819,0.6191716,-0.3521591,-0.4097558,0.0575967
16,1.1231588,1.1773676,"('unpopular', 'popular')",1.1601212,1.4106859,1.5873077,1.2384615,1.2901959,1.275505,0.0146909
25,1.0981609,0.8706496,"('egoistic', 'altruistic')",0.35828063,0.24346067,1.4773675,0.97101253,0.9779363,0.6950409,0.2828954
14,-1.044305,-0.72921616,"('antisocial', 'social')",0.72267795,1.2231023,-1.1072401,-0.26254377,-0.476289,0.0771141,-0.5534031
13,-1.0307708,-1.016247,"('impolite', 'polite')",0.38795823,0.36370656,-0.60220695,-0.2078266,-0.4150065,-0.286789,-0.1282175
37,-1.0251433,-0.98371625,"('fake', 'genuine')",-0.7433635,-1.2729363,0.20973195,-0.069086246,-0.5195916,-0.7752463,0.2556547
27,0.97356725,0.5688045,"('hardhearted', 'softhearted')",0.045553133,-0.5046443,1.386317,0.50523454,0.8018125,0.1897983,0.6120142
66,0.95258003,0.85505015,"('inactive', 'active')",1.8876754,1.7454437,1.5423647,0.9183089,1.4608734,1.1729343,0.2879391
39,0.91778207,0.9513278,"('exploitative', 'cooperative')",0.88078624,0.92976856,0.0027034776,0.1748598,0.6004239,0.6853187,-0.0848948
31,0.90560794,0.63568044,"('evil', 'good')",-0.3974841,-0.593147,-0.640333,-1.4884616,-0.0440697,-0.481976,0.4379063
19,0.8919524,0.76101094,"('inhospitable', 'hospitable')",-0.62246126,-0.92677736,0.100747876,-0.39190745,0.123413,-0.1858913,0.3093043
28,-0.8810477,-0.9569526,"('disloyal', 'loyal')",-0.66236734,-0.6168792,0.7178377,0.5626054,-0.2751925,-0.3370755,0.061883
82,-0.8662212,-0.38981542,"('poor', 'rich')",-1.1513933,-0.6513781,5.5029297,5.9005256,1.1617718,1.6197774,-0.4580056
56,-0.8394599,-0.48125783,"('impractical', 'practical')",0.40839,0.84064907,-0.54466563,0.14350474,-0.3252452,0.167632,-0.4928772
65,-0.828346,-0.7683647,"('insecure', 'secure')",0.20561355,0.279687,-0.6434126,0.0859347,-0.4220483,-0.1342477,-0.2878006
2,0.8180016,1.0166838,"('unlikable', 'likable')",1.431232,1.956897,0.80556184,1.0981399,1.0182652,1.3572402,-0.338975
40,0.7980344,0.7738499,"('stingy', 'generous')",0.49058294,0.54846627,-0.9380589,-1.6500818,0.1168528,-0.1092552,0.226108
12,0.78897125,0.78915966,"('unsupportive', 'supportive')",0.7398466,0.8687216,-1.1411221,-1.4886346,0.1292319,0.0564156,0.0728163
48,-0.67686903,-0.8050327,"('unintelligent', 'intelligent')",-0.268852,-0.55500364,0.37161386,0.10703007,-0.1913691,-0.4176688,0.2262997
73,0.6753216,0.76073986,"('helpless', 'self-reliant')",-0.013550647,0.24863869,-3.4195123,-3.3588398,-0.9192472,-0.7831537,-0.1360935
86,-0.5710195,-0.6756086,"('uninfluential', 'influential')",-0.34665817,-0.4868326,-0.32372788,-0.62436557,-0.4138018,-0.5956022,0.1818004
58,0.5556217,0.54943365,"('undiscriminating', 'discriminating')",0.3634407,0.38437703,-0.028258987,-0.24231896,0.2969345,0.2304972,0.0664373
61,0.5201877,0.43874365,"('illogical', 'logical')",-0.10988763,-0.18207282,0.37182763,0.1625077,0.2607092,0.1397262,0.120983
49,-0.46197227,-0.4172128,"('unable', 'able')",-0.5388292,-0.33647454,-0.37903783,-0.12302679,-0.4599464,-0.2922381,-0.1677083
47,0.41876104,0.6737891,"('stupid', 'smart')",-0.30345,-0.008488946,4.8162694,5.3442073,1.6438602,2.0031691,-0.3593089
87,-0.39340857,-0.24423635,"('unsuccessful', 'successful')",1.5555751,1.8353403,1.1779493,1.2261294,0.7800387,0.9390778,-0.1590391
42,-0.37178123,-0.10041119,"('unreliable', 'reliable')",0.74902606,1.1831241,-2.7048907,-2.5844347,-0.7758819,-0.500574,-0.2753079
7,-0.33554453,-0.4267255,"('insensitive', 'sensitive')",-0.29363805,-0.60794866,0.48423994,0.36529028,-0.0483142,-0.223128,0.1748138
34,0.32519215,0.27716738,"('mean', 'honorable')",0.07320957,-0.031526953,5.859289,5.9866433,2.085897,2.0774279,0.0084691
15,0.28784284,0.2584005,"('boring', 'funny')",-0.1508063,-0.0803751,0.34407228,0.38352346,0.1603696,0.1871829,-0.0268133
79,0.28425738,0.41319957,"('wavering', 'unwavering')",-0.3510074,-0.26198408,0.12936684,-0.18041214,0.0208723,-0.0097322,0.0306045
68,-0.27758312,-0.317455,"('dependent', 'independent')",0.31979364,-0.061871536,-0.25836462,-0.4664687,-0.0720514,-0.2819317,0.2098803
72,0.24766739,0.38243535,"('unambitious', 'ambitious')",-0.6449717,-0.36421663,-1.3319613,-1.0727799,-0.5764219,-0.3515204,-0.2249015
50,0.23135056,0.1300272,"('clumsy', 'skillful')",0.23364016,0.21903406,0.32091507,0.11217852,0.2619686,0.1537466,0.108222
0,-0.207713,-0.3412036,"('unsociable', 'sociable')",0.2009038,0.17388117,-0.33836558,-0.32374954,-0.1150583,-0.1636907,0.0486324
67,-0.18860197,0.08463348,"('doubtful', 'determined')",0.0041503906,0.40563118,-0.60901016,-0.14771792,-0.2644872,0.1141822,-0.3786694
17,0.17556292,0.41680545,"('nasty', 'nice')",-1.2779908,-0.94026446,-0.8337376,-0.67970234,-0.6453885,-0.4010538,-0.2443347
20,0.17440481,0.2886919,"('rough', 'thoughtful')",0.8010831,0.74586576,1.3524634,1.1424313,0.7759837,0.725663,0.0503207
32,0.15329906,0.08693519,"('unkind', 'kind')",-0.3559512,-0.26290268,0.93052226,1.0637182,0.2426234,0.2959169,-0.0532935
41,0.13608086,0.024425745,"('unforgiving', 'forgiving')",0.13404849,0.38063195,0.2638965,0.15678543,0.1780086,0.1872811,-0.0092725
88,-0.12240544,0.09089076,"('low', 'eminent')",-0.41095442,0.04579892,-0.033646185,0.23728766,-0.189002,0.1246591,-0.3136611
30,0.12224352,0.3167632,"('intolerant', 'tolerant')",-0.5372613,-0.022064805,0.30071536,0.87152684,-0.0381008,0.3887417,-0.4268425
78,0.11862619,-0.14755516,"('nonresilient', 'resilient')",1.1174756,1.0442364,1.0046715,0.5683951,0.7469244,0.4883588,0.2585656
43,0.07484226,0.0796518,"('irresponsible', 'responsible')",0.113858536,0.15753864,0.47787595,0.7354921,0.2221922,0.3242275,-0.1020353
4,0.062756896,0.07176197,"('disliked', 'liked')",0.051288255,0.6262382,-5.743497,-5.8807373,-1.8764839,-1.7275791,-0.1489048
74,-0.029520432,0.22300605,"('undedicated', 'dedicated')",0.28629246,0.6363044,0.06999098,-0.012175401,0.108921,0.2823784,-0.1734574
83,0.02773264,0.21216881,"('powerless', 'powerful')",-0.14105502,0.28991276,-0.75248855,-0.61733633,-0.2886036,-0.0384183,-0.2501853
29,-0.020396635,-0.11183408,"('unfair', 'fair')",-0.11892089,-0.15834352,-0.3426775,-0.48891336,-0.160665,-0.2530303,0.0923653
