,waste_male,waste_female,tuple,management_male,management_female,inc_male,inc_female,del_male,del_female,average_male,average_female,male-female
10,-0.8612054,-0.8613936,"('unsympathetic', 'sympathetic')",0.8966073,0.8388544,-0.98457676,-1.1853051,-1.0171406,-0.9101047,-0.4915789,-0.5294873,0.0379084
71,0.8391679,0.82499576,"('diffident', 'self-confident')",0.6691851,0.5868677,0.64226145,0.56795096,1.1455388,1.2549192,0.8240383,0.8086834,0.0153549
2,-0.80465686,-0.75166774,"('unlikable', 'likable')",0.8732755,0.84658307,0.8225574,0.8812916,0.023092538,0.06576585,0.2285672,0.2604932,-0.031926
13,-0.64276195,-0.6090334,"('impolite', 'polite')",1.20396,1.0773375,-0.4014456,-0.49704435,-1.3390775,-1.2687631,-0.2948313,-0.3243758,0.0295445
83,-0.62422925,-0.5236565,"('powerless', 'powerful')",-0.42677635,-0.22949895,-0.92290574,-0.8443203,-0.9144926,-0.8440565,-0.722101,-0.610383,-0.111718
20,-0.6065625,-0.4959993,"('rough', 'thoughtful')",0.18304653,0.3501665,0.8401352,1.0924791,0.38853043,0.5037401,0.2012874,0.3625966,-0.1613092
59,-0.60243744,-0.62378424,"('foolish', 'wise')",-0.5612728,-0.6073321,0.6801931,0.6180701,0.9437616,0.91447836,0.1150611,0.075358,0.0397031
21,-0.5989049,-0.53760976,"('immoral', 'moral')",1.032027,1.0483695,-0.40151352,-0.4608491,-1.38751,-1.2800453,-0.3389753,-0.3075337,-0.0314416
5,0.58609915,0.5776527,"('distant', 'outgoing')",-1.1151485,-1.06522,0.5589387,0.54477036,0.55287313,0.44243082,0.1456906,0.1249085,0.0207821
72,0.5723115,0.6156554,"('unambitious', 'ambitious')",0.3947695,0.44626158,-0.709167,-0.7121426,-0.33855608,-0.20164432,-0.0201605,0.0370325,-0.057193
79,-0.56886727,-0.63449466,"('wavering', 'unwavering')",-1.8336519,-1.8624554,-0.32364446,-0.3796493,0.80065024,0.71125543,-0.4813783,-0.5413361,0.0599578
30,-0.5684623,-0.49841207,"('intolerant', 'tolerant')",1.5325699,1.5649768,0.8790701,0.8798709,-0.22448051,-0.14355348,0.4046743,0.4507205,-0.0460462
14,-0.56198287,-0.53057355,"('antisocial', 'social')",1.116452,1.1312736,-0.72496045,-0.7292431,-1.099182,-1.0921471,-0.3174183,-0.3051725,-0.0122458
28,0.55516773,0.51183283,"('disloyal', 'loyal')",-0.20653203,-0.37144133,-0.21292426,-0.52973497,0.4844502,0.3655403,0.1550404,-0.0059508,0.1609912
12,0.55447304,0.47767738,"('unsupportive', 'supportive')",1.4545493,1.3195709,0.5588397,0.41404152,-1.7876961,-1.83946,0.1950415,0.0929575,0.102084
40,0.5524446,0.47450912,"('stingy', 'generous')",-0.43446755,-0.50093174,0.46096587,0.47056693,-1.3367361,-1.315702,-0.1894483,-0.2178894,0.0284411
66,-0.5442859,-0.6220314,"('inactive', 'active')",0.0113374125,-0.03816762,0.24122413,0.17565459,1.5849679,1.4234596,0.3233109,0.2347288,0.0885821
37,-0.51713145,-0.45025983,"('fake', 'genuine')",0.8416485,0.84543395,-0.20556492,-0.040074833,0.40645272,0.46607947,0.1313512,0.2052947,-0.0739435
60,-0.50055027,-0.42062482,"('inefficient', 'efficient')",2.058822,2.0476968,-0.027180776,-0.1534788,-1.6694912,-1.5780408,-0.0346001,-0.0261119,-0.0084882
34,-0.46726722,-0.4614705,"('mean', 'honorable')",-0.069514185,-1.7948449e-05,1.5699825,1.6544981,5.3411956,5.4750333,1.5935992,1.6670108,-0.0734116
0,-0.456928,-0.45645744,"('unsociable', 'sociable')",0.56357133,0.4772668,-0.64041096,-0.77077377,-1.0352819,-1.0865397,-0.3922624,-0.4591261,0.0668637
36,-0.45503458,-0.5524876,"('hostile', 'amicable')",-2.1625807,-2.26035,0.30812514,0.26073894,1.4993937,1.2056917,-0.2025241,-0.3366018,0.1340777
39,-0.44608733,-0.48086914,"('exploitative', 'cooperative')",-0.88667536,-0.93918467,0.56467867,0.5430644,-0.2824039,-0.15172206,-0.262622,-0.2571779,-0.0054441
32,-0.4369719,-0.43015432,"('unkind', 'kind')",1.4018836,1.1924669,0.4736424,0.3368785,0.82206196,0.8604338,0.565154,0.4899062,0.0752478
87,-0.43290946,-0.33051494,"('unsuccessful', 'successful')",0.29154542,0.24102513,0.39339808,0.38891077,0.32876828,0.4487659,0.1452006,0.1870467,-0.0418461
42,-0.40510044,-0.40400743,"('unreliable', 'reliable')",1.5819777,1.6037275,0.69111365,0.6925828,-2.853457,-2.8177323,-0.2463665,-0.2313574,-0.0150091
43,-0.39910197,-0.3767358,"('irresponsible', 'responsible')",1.9356811,1.8818507,0.22568956,0.054944612,-0.49863645,-0.45251837,0.315908,0.2768853,0.0390227
48,-0.3916999,-0.30539095,"('unintelligent', 'intelligent')",-0.1382077,-0.10530272,0.020323042,-0.01971918,-0.32061842,-0.28742456,-0.2075507,-0.1794594,-0.0280913
6,0.38178146,0.33338913,"('distant', 'open')",-1.7216601,-1.6745373,0.23179016,0.23778301,1.5493777,1.4505205,0.1103223,0.0867888,0.0235335
78,0.36992258,0.33381277,"('nonresilient', 'resilient')",1.4057753,1.2751014,-0.027600955,-0.25121057,-0.45966345,-0.5898901,0.3221084,0.1919534,0.130155
74,0.36004812,0.4205567,"('undedicated', 'dedicated')",0.18044128,0.2702365,0.66157687,0.7474558,-0.3891596,-0.37298912,0.2032267,0.2663149,-0.0630882
23,-0.32717615,-0.35572365,"('insincere', 'sincere')",1.3027225,1.115474,-0.1622873,-0.40899447,4.8301067,5.041503,1.4108415,1.3480647,0.0627768
7,-0.31695613,-0.29825377,"('insensitive', 'sensitive')",1.285837,1.1784956,-0.18401793,-0.21212384,0.45420936,0.61230904,0.3097681,0.3201067,-0.0103386
69,0.29128203,0.21915579,"('lazy', 'industrious')",0.16955417,0.17240787,1.1803629,1.1689421,-0.3187372,-0.4242759,0.3306155,0.2840575,0.046558
27,-0.2655669,-0.2904546,"('hardhearted', 'softhearted')",-0.14420922,-0.09608215,0.40078166,0.51491004,1.3512597,1.3100979,0.3355663,0.3596178,-0.0240515
38,0.23726149,0.17272225,"('untruthful', 'truthful')",0.9282014,0.8336924,0.08706999,-0.10694361,-0.2791712,-0.23043263,0.2433404,0.1672596,0.0760808
77,-0.2115576,-0.28764686,"('unmotivated', 'motivated')",-0.15629023,-0.37396067,-0.8689667,-1.1663022,-2.050639,-2.0934079,-0.8218634,-0.9803294,0.158466
52,0.20788918,0.069966406,"('irrational', 'rational')",-1.4344271,-1.4770966,-0.6649357,-0.68746644,1.3273009,1.2179691,-0.1410432,-0.2191569,0.0781137
84,0.19909436,0.17175151,"('inferior', 'superior')",0.07603199,0.09884432,0.79687643,0.8172493,0.36475688,0.39120013,0.3591899,0.3697613,-0.0105714
53,0.1896941,0.13239247,"('uncreative', 'creative')",-0.17690693,-0.29127264,0.21493578,0.1437207,0.9522156,0.98915625,0.2949846,0.2434992,0.0514854
63,-0.1627922,-0.1155974,"('unperceptive', 'insightful')",1.403958,1.3407441,0.83693254,0.74916273,0.12720498,0.20343538,0.5513258,0.5444362,0.0068896
8,0.12756926,0.074195094,"('unaffectionate', 'affectionate')",-1.0912063,-1.1398315,-0.3273227,-0.29429817,1.8452073,1.7966238,0.1385619,0.1091723,0.0293896
57,-0.11630376,-0.031110324,"('unimaginative', 'imaginative')",0.0047948286,0.0853522,0.2023981,0.14397913,-3.3985872,-3.316948,-0.8269245,-0.7796817,-0.0472428
41,0.10492881,0.07745492,"('unforgiving', 'forgiving')",0.5639851,0.5520512,0.4960892,0.4111678,-0.52670234,-0.67677504,0.1595752,0.0909747,0.0686005
86,0.09281783,0.06999749,"('uninfluential', 'influential')",-0.34933078,-0.3155127,0.24883449,0.09678288,-0.08548356,-0.110722125,-0.0232905,-0.0648636,0.0415731
67,0.08962561,0.12843324,"('doubtful', 'determined')",0.81413954,0.84119904,0.2390017,0.30387145,-0.5766381,-0.4942336,0.1415322,0.1948175,-0.0532853
4,-0.078912474,-0.11284711,"('disliked', 'liked')",-0.8399362,-0.8370563,0.8209568,0.85185313,-6.283943,-6.457083,-1.5954587,-1.6387833,0.0433246
24,0.06657619,0.020750701,"('dishonest', 'honest')",-0.47001266,-0.43720526,0.075506195,0.1190923,0.30583605,0.41058165,-0.0055236,0.0283048,-0.0338284
47,-0.046244293,0.06363126,"('stupid', 'smart')",0.61657655,0.729265,0.5993776,0.75795585,5.3516197,5.5407925,1.6303325,1.7729111,-0.1425786
61,0.031903587,0.028595377,"('illogical', 'logical')",0.5607248,0.53770655,-0.31650737,-0.35954216,-0.20885853,-0.2110624,0.0168156,-0.0010757,0.0178913
81,-0.008949876,0.09800868,"('submissive', 'aggressive')",1.8655025,1.9057773,-0.12130658,-0.21063182,-1.5296621,-1.4351233,0.051396,0.0895077,-0.0381117
