,anadarko_male,anadarko_female,tuple,petroleum_male,petroleum_female,corp_male,corp_female,average_male,average_female,male-female
7,-0.6106245,-0.40420604,"('insensitive', 'sensitive')",1.1411997,1.2624865,0.76980865,0.60303277,0.4334613,0.4871044,-0.0536431
32,-0.58928055,-0.44565225,"('unkind', 'kind')",0.5294565,0.6505265,1.0300053,0.92656654,0.3233938,0.377147,-0.0537532
74,-0.5861731,-0.49061203,"('undedicated', 'dedicated')",0.14395517,0.12500909,-0.33164093,-0.39891252,-0.257953,-0.2548385,-0.0031145
49,-0.5621391,-0.5255656,"('unable', 'able')",-0.58078563,-0.52539355,-0.255347,-0.13810124,-0.4660906,-0.3963534,-0.0697372
48,-0.5576548,-0.5043624,"('unintelligent', 'intelligent')",1.2106062,1.1637741,0.9396489,0.6876241,0.5308668,0.449012,0.0818548
33,0.5572604,0.13394634,"('wrong', 'right')",1.05007,0.8348196,-1.4808161,-1.564677,0.0421714,-0.198637,0.2408084
34,-0.5336103,-0.018848196,"('mean', 'honorable')",0.006907098,0.28958076,5.0307164,5.172894,1.5013377,1.8145421,-0.3132044
73,0.5248989,0.3823784,"('helpless', 'self-reliant')",1.0667408,0.9999976,-3.6401494,-3.4714975,-0.6828365,-0.6963739,0.0135374
3,-0.51297617,-0.70157874,"('repellent', 'pleasant')",-0.05340893,-0.08714181,1.4150715,1.1804142,0.2828955,0.1305646,0.1523309
29,-0.48956335,-0.44791508,"('unfair', 'fair')",-0.24150212,-0.118547484,-0.54803425,-0.55148613,-0.4263666,-0.3726496,-0.053717
57,-0.4694144,-0.44378644,"('unimaginative', 'imaginative')",0.2797626,0.24144909,-2.284186,-2.1365669,-0.8246125,-0.7796347,-0.0449778
8,-0.44583476,-0.7371297,"('unaffectionate', 'affectionate')",-0.11351422,-0.266348,-0.5996307,-0.8506553,-0.3863266,-0.6180443,0.2317177
85,0.4268411,0.19028334,"('insignificant', 'prestigious')",0.13317242,0.054111235,-1.8055387,-1.5382375,-0.415175,-0.431281,0.016106
62,-0.42480054,0.0043283105,"('incompetent', 'brilliant')",1.3331183,1.5412406,0.89552,0.9359021,0.6012793,0.827157,-0.2258777
24,-0.41876084,-0.17344305,"('dishonest', 'honest')",1.659546,1.7294757,0.4285193,0.25438195,0.5564348,0.6034715,-0.0470367
42,0.41392422,0.82178533,"('unreliable', 'reliable')",0.8576609,0.9767195,-1.8882425,-1.6134177,-0.2055525,0.0616957,-0.2672482
84,0.4117663,0.3198085,"('inferior', 'superior')",1.0734005,1.0427136,0.9802115,0.9791041,0.8217928,0.7805421,0.0412507
72,-0.4013002,-0.7314712,"('unambitious', 'ambitious')",0.5388133,0.37131792,-0.5845839,-0.77780104,-0.1490236,-0.3793181,0.2302945
66,0.39656952,0.35154766,"('inactive', 'active')",-1.0419092,-1.1470704,0.19853911,-0.042629115,-0.1489335,-0.279384,0.1304505
47,-0.38557008,-0.25639045,"('stupid', 'smart')",0.8439451,0.8855803,5.1364803,4.7774544,1.8649518,1.8022148,0.062737
53,-0.38021216,-0.27360255,"('uncreative', 'creative')",0.4457044,0.35480958,0.03191953,-0.03541229,0.0324706,0.0152649,0.0172057
87,-0.37886077,-0.46666843,"('unsuccessful', 'successful')",1.2005833,1.2788849,1.1450663,1.1339431,0.6555963,0.6487199,0.0068764
37,-0.3786273,-0.09916197,"('fake', 'genuine')",0.2223804,0.3299795,-0.08622497,-0.21103628,-0.080824,0.0065938,-0.0874178
65,-0.34561172,-0.8112959,"('insecure', 'secure')",1.0402484,0.8854859,1.2676895,0.99789613,0.6541087,0.357362,0.2967467
68,-0.34224552,-0.4628448,"('dependent', 'independent')",-1.1851399,-1.2527723,-0.8276778,-0.918494,-0.7850211,-0.8780371,0.093016
64,-0.33666655,-0.37129554,"('shy', 'confident')",1.3188826,1.3448792,-4.7210593,-4.371674,-1.2462811,-1.1326968,-0.1135843
30,-0.31512105,0.13293418,"('intolerant', 'tolerant')",0.6944516,1.0281823,0.9248372,1.1108221,0.4347226,0.7573129,-0.3225903
70,-0.2714533,0.1936756,"('lethargic', 'energetic')",0.14393707,0.4270127,1.0318339,1.0457453,0.3014392,0.5554779,-0.2540387
17,-0.26180422,0.19796649,"('nasty', 'nice')",-1.1442417,-0.974685,-0.5984569,-0.38022098,-0.6681676,-0.3856465,-0.2825211
25,0.25807905,0.23515894,"('egoistic', 'altruistic')",0.40116814,0.33667922,0.00801263,0.014049396,0.2224199,0.1952959,0.027124
71,-0.24858536,-0.11147764,"('diffident', 'self-confident')",0.55401844,0.7450402,-0.5053426,-0.2765149,-0.0666365,0.1190159,-0.1856524
6,-0.21495633,-0.38427395,"('distant', 'open')",-1.4307966,-1.571414,-2.2539663,-2.2801206,-1.2999064,-1.4119361,0.1120297
82,0.20820558,0.80095685,"('poor', 'rich')",0.63734686,0.86049485,6.51156,6.4370947,2.4523708,2.6995153,-0.2471445
81,0.19822757,0.6340496,"('submissive', 'aggressive')",1.1926359,1.380845,0.9094789,0.7396077,0.7667808,0.9181674,-0.1513866
79,-0.17707478,0.09020826,"('wavering', 'unwavering')",-1.0495893,-0.9915003,-1.1203886,-0.82402587,-0.7823509,-0.575106,-0.2072449
27,-0.16743518,-0.37074947,"('hardhearted', 'softhearted')",-0.47108102,-0.5763486,0.12752357,-0.33215466,-0.1703309,-0.4264176,0.2560867
16,-0.16632983,-0.250035,"('unpopular', 'popular')",-0.5063298,-0.76006675,0.17494033,0.25390637,-0.1659064,-0.2520651,0.0861587
4,-0.13226646,-0.09618223,"('disliked', 'liked')",-0.5399468,-0.52126956,-6.5631466,-6.0520496,-2.4117866,-2.2231671,-0.1886195
88,-0.13100216,0.67686075,"('low', 'eminent')",0.3230913,0.7848225,0.0802829,0.59884334,0.0907907,0.6868422,-0.5960515
36,-0.120833464,-0.46437842,"('hostile', 'amicable')",-1.9904304,-2.3304076,-1.2492901,-1.2975059,-1.1201846,-1.3640973,0.2439127
31,-0.117863566,-0.5267078,"('evil', 'good')",-1.600544,-1.6596546,-2.5239716,-2.3729367,-1.4141264,-1.5197665,0.1056401
18,0.11128205,0.09469563,"('disagreeable', 'welcoming')",-0.28748006,-0.39511707,-1.2129513,-1.3199102,-0.4630498,-0.5401105,0.0770607
50,-0.09648068,-0.08885951,"('clumsy', 'skillful')",-0.33847377,-0.39699554,0.03511055,-0.078812286,-0.1332813,-0.1882224,0.0549411
39,-0.09537615,0.12643276,"('exploitative', 'cooperative')",0.8562838,0.9363537,0.12002069,-0.002047591,0.2936428,0.3535796,-0.0599368
80,0.088718966,0.041273654,"('dominated', 'dominating')",0.47999027,0.3602119,0.64964044,0.58575994,0.4061166,0.3290818,0.0770348
5,-0.07814712,-0.04270397,"('distant', 'outgoing')",-1.2111558,-1.1171099,-2.0829382,-1.8959763,-1.1240803,-1.0185967,-0.1054836
76,0.053423908,-0.01096575,"('anxious', 'daring')",0.57072717,0.6737848,0.8770663,0.6882208,0.5004058,0.4503466,0.0500592
26,-0.04655135,-0.3170913,"('hardhearted', 'benevolent')",1.1362664,1.0478715,1.2682309,1.0653955,0.785982,0.5987252,0.1872568
54,0.029668476,0.20163438,"('incapable', 'capable')",-0.47994047,-0.43777362,0.3221955,0.19959728,-0.0426922,-0.0121807,-0.0305115
52,-0.0120189,-0.18369174,"('irrational', 'rational')",-0.31484956,-0.48507673,-1.0524113,-1.0703658,-0.4597599,-0.5797114,0.1199515
