,travelers_male,travelers_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,male-female
29,0.23667207,0.27783144,"('unfair', 'fair')",-1.4305296,-1.286217,-0.60370904,-0.4827058,-0.5991889,-0.4970305,-0.1021584
85,-0.21306747,-0.34207046,"('insignificant', 'prestigious')",-0.7027229,-0.95212305,0.7312178,0.50392354,-0.0615242,-0.2634233,0.2018991
3,-0.21193299,-0.18554062,"('repellent', 'pleasant')",1.025614,0.9967003,0.29972765,0.32410455,0.3711362,0.3784214,-0.0072852
27,0.20624568,0.2368326,"('hardhearted', 'softhearted')",0.90263784,1.0843384,1.2278966,1.2737756,0.7789267,0.8649822,-0.0860555
34,-0.19153626,-0.20503639,"('mean', 'honorable')",0.7409058,0.89378405,6.310432,6.2508855,2.2866004,2.3132111,-0.0266107
59,-0.17617811,-0.27523074,"('foolish', 'wise')",-1.0856647,-1.0835392,0.028507862,-0.0176851,-0.4111117,-0.4588184,0.0477067
88,-0.1428125,-0.20657896,"('low', 'eminent')",0.2577913,0.14741349,0.13922575,0.12095112,0.0847349,0.0205952,0.0641397
37,-0.14145534,-0.2648985,"('fake', 'genuine')",0.016009554,0.11297377,0.25877255,0.41673157,0.0444423,0.0882689,-0.0438266
58,-0.09786682,-0.14523914,"('undiscriminating', 'discriminating')",0.64978033,0.5755342,0.33964562,0.33233237,0.2971864,0.2542092,0.0429772
57,-0.09300472,-0.14791498,"('unimaginative', 'imaginative')",0.2056651,0.10219973,-2.954905,-2.9318564,-0.9474149,-0.9925239,0.045109
4,-0.09154774,-0.067399435,"('disliked', 'liked')",0.035247028,-0.039509878,-6.372575,-6.4217744,-2.1429585,-2.1762279,0.0332694
83,-0.088729054,-0.06892962,"('powerless', 'powerful')",-0.029600069,-0.13950348,-0.83795154,-0.8260658,-0.3187602,-0.344833,0.0260728
84,-0.07289944,-0.026047777,"('inferior', 'superior')",-0.8050426,-0.72743106,0.65349084,0.6533454,-0.0748171,-0.0333778,-0.0414393
15,0.06968673,0.0232776,"('boring', 'funny')",-0.7271213,-0.73966575,-0.0655901,0.038220048,-0.2410082,-0.226056,-0.0149522
45,0.049149614,-0.022494622,"('incompetent', 'competent')",1.5829716,1.6600817,-0.10642399,-0.008380828,0.5085657,0.5430688,-0.0345031
87,0.043588534,-0.009364812,"('unsuccessful', 'successful')",2.0131223,1.9576058,0.64486444,0.6144567,0.9005251,0.8542325,0.0462926
61,0.016778536,-0.009499595,"('illogical', 'logical')",-0.32970804,-0.36219454,0.22157533,0.16238706,-0.0304514,-0.069769,0.0393176
47,-0.010043278,-0.079508826,"('stupid', 'smart')",0.76470083,0.7309422,5.683199,5.632166,2.1459522,2.0945331,0.0514191
22,-0.009241603,-0.12648839,"('untrustworthy', 'trustworthy')",1.1264994,1.1338359,-0.72053146,-0.6322492,0.1322421,0.1250328,0.0072093
16,0.005255188,-0.033382062,"('unpopular', 'popular')",-0.8612281,-1.016743,0.5336369,0.41370893,-0.1074453,-0.2121387,0.1046934
