,dxc_male,dxc_female,tuple,technology_male,technology_female,co_male,co_female,average_male,average_female,male-female
80,0.94937,0.7382165,"('dominated', 'dominating')",0.24717864,-0.018333297,-0.06939989,-0.08174606,0.3757163,0.2127124,0.1630039
55,0.92705464,0.9152806,"('incompetent', 'clever')",1.2830231,1.1436892,0.4870105,0.4972819,0.8990294,0.8520838,0.0469456
2,0.89214617,1.0649853,"('unlikable', 'likable')",0.82125187,0.9237206,0.9535356,0.90912986,0.8889778,0.9659452,-0.0769674
18,-0.8649654,-0.86233485,"('disagreeable', 'welcoming')",-0.271811,-0.14690354,-0.93343276,-0.79750395,-0.6900698,-0.6022474,-0.0878224
53,-0.8600755,-0.8458813,"('uncreative', 'creative')",0.9271708,1.0168556,0.33360407,0.4923076,0.1335665,0.221094,-0.0875275
42,0.8597066,0.79611146,"('unreliable', 'reliable')",-1.0982659,-1.1018846,-2.7342696,-2.4798977,-0.990943,-0.9285569,-0.0623861
44,0.84641135,0.7795532,"('prejudiced', 'unprejudiced')",-0.17849475,-0.2547803,-0.5710497,-0.6855746,0.032289,-0.0536006,0.0858896
19,-0.8333183,-0.7158812,"('inhospitable', 'hospitable')",-1.2877816,-1.1374447,-0.7662334,-0.7248553,-0.9624445,-0.8593938,-0.1030507
76,0.8214401,0.624694,"('anxious', 'daring')",0.46344638,0.19971891,0.2574388,0.16652347,0.5141084,0.3303121,0.1837963
27,-0.77505815,-0.66972286,"('hardhearted', 'softhearted')",-0.16582966,-0.10736931,0.3035731,0.43503797,-0.2124382,-0.1140181,-0.0984201
14,0.7647348,0.80759925,"('antisocial', 'social')",1.9865646,1.9124453,-0.046014484,0.057100285,0.9017616,0.925715,-0.0239534
66,-0.7495893,-0.71082294,"('inactive', 'active')",-0.6679535,-0.7001411,0.14930074,0.2451531,-0.4227474,-0.3886036,-0.0341438
10,-0.739836,-0.716058,"('unsympathetic', 'sympathetic')",0.3133054,0.2531005,-0.37672654,-0.030963808,-0.2677524,-0.1646404,-0.103112
28,-0.6835514,-0.7693555,"('disloyal', 'loyal')",0.50446516,0.3809076,1.2545083,1.1699463,0.358474,0.2604995,0.0979745
37,-0.68348885,-0.4946831,"('fake', 'genuine')",-0.4653934,-0.39365488,-0.24545327,0.0018095616,-0.4647785,-0.2955095,-0.169269
41,-0.66493756,-0.6532922,"('unforgiving', 'forgiving')",-0.7070756,-0.6648164,0.6489666,0.575806,-0.2410155,-0.2474342,0.0064187
0,-0.6577927,-0.74379826,"('unsociable', 'sociable')",0.6769292,0.42477778,0.012298508,0.044011347,0.0104783,-0.0916697,0.102148
23,-0.6373582,-0.75341386,"('insincere', 'sincere')",0.098067,-0.077643886,5.9179215,5.85032,1.7928767,1.6730874,0.1197893
26,-0.61771053,-0.6310554,"('hardhearted', 'benevolent')",1.1052833,1.2706044,1.0895514,1.3872383,0.525708,0.6755958,-0.1498878
47,0.60594517,0.59151644,"('stupid', 'smart')",1.5423999,1.4650217,5.6043606,5.605768,2.5842352,2.5541021,0.0301331
24,-0.6055505,-0.2717226,"('dishonest', 'honest')",-1.2858878,-0.91415745,0.44442415,0.80991006,-0.4823381,-0.1253233,-0.3570148
34,-0.58419067,-0.5834736,"('mean', 'honorable')",-0.32499406,-0.46639735,5.0836964,5.1027646,1.391504,1.3509645,0.0405395
85,-0.5775483,-0.69849324,"('insignificant', 'prestigious')",0.07523973,0.07076802,-0.53141207,-0.67572325,-0.3445736,-0.4344828,0.0899092
17,-0.57122815,-0.4272727,"('nasty', 'nice')",-0.622634,-0.5512989,-0.13066927,-0.17798786,-0.4415105,-0.3855198,-0.0559907
65,0.5621717,0.40809748,"('insecure', 'secure')",0.30670172,0.007196568,0.55951726,0.54432255,0.4761302,0.3198722,0.156258
29,-0.55217683,-0.3579572,"('unfair', 'fair')",-1.2210456,-1.1278956,-0.7746266,-0.6918062,-0.8492831,-0.7258863,-0.1233968
11,0.5350083,0.32924503,"('unhelpful', 'helpful')",1.5495636,1.2655042,2.5900848,2.6011918,1.558219,1.398647,0.159572
75,0.51989675,0.5194871,"('meek', 'impulsive')",-0.22210173,-0.14763664,-0.21860969,-0.1572088,0.0263951,0.0715472,-0.0451521
64,0.5145881,0.7397372,"('shy', 'confident')",-0.29925933,-0.113844305,-5.547268,-5.4055433,-1.7773131,-1.5932169,-0.1840962
21,0.4990611,0.43871632,"('immoral', 'moral')",1.3662502,1.0937067,-0.5656175,-0.55203617,0.4332313,0.3267956,0.1064357
4,-0.49001908,-0.48160538,"('disliked', 'liked')",-0.9243556,-0.74394494,-7.016856,-6.8840685,-2.8104102,-2.7032064,-0.1072038
15,0.48690045,0.5285233,"('boring', 'funny')",0.08655651,0.13457994,0.25043517,0.2575463,0.2746307,0.3068832,-0.0322525
40,-0.44658893,-0.30842564,"('stingy', 'generous')",-0.6536681,-0.37807184,-3.059038,-2.754605,-1.3864317,-1.1470342,-0.2393975
83,0.44425696,0.2059116,"('powerless', 'powerful')",0.6210616,0.36356685,-0.88060623,-0.9826422,0.0615708,-0.1377212,0.199292
32,-0.4193283,-0.54002523,"('unkind', 'kind')",0.8753406,0.74861467,1.2722652,1.3653775,0.5760925,0.5246557,0.0514368
84,0.4055897,0.4789269,"('inferior', 'superior')",0.21581355,0.14628653,0.13103673,0.15585163,0.2508133,0.260355,-0.0095417
22,0.40313143,0.473371,"('untrustworthy', 'trustworthy')",0.030489992,0.12283168,-0.2816968,0.0190943,0.0506415,0.205099,-0.1544575
70,0.4015598,0.511785,"('lethargic', 'energetic')",0.05038056,0.06503378,0.3749786,0.71626705,0.2756397,0.4310286,-0.1553889
46,0.3721609,0.36489528,"('uncompetitive', 'competitive')",0.48954347,0.32600754,-0.8689045,-0.70252573,-0.0024,-0.0038743,0.0014743
58,-0.35949796,-0.3899723,"('undiscriminating', 'discriminating')",0.2772971,0.15393546,-0.25050044,-0.09331995,-0.1109004,-0.1097856,-0.0011148
71,-0.3516972,-0.21665084,"('diffident', 'self-confident')",0.6075313,0.7816176,0.26870793,0.4718114,0.1748473,0.3455927,-0.1707454
88,-0.34004766,-0.51604736,"('low', 'eminent')",0.83636224,0.6928439,-0.042753693,-0.14835607,0.151187,0.0094802,0.1417068
50,0.33872584,0.24333645,"('clumsy', 'skillful')",0.6348863,0.4542611,0.27827325,0.31527364,0.4172951,0.3376238,0.0796713
43,0.32523224,0.28615412,"('irresponsible', 'responsible')",0.3833772,0.29570794,0.62946165,0.7906844,0.4460237,0.4575155,-0.0114918
51,-0.24581482,-0.46292257,"('uneducated', 'educated')",0.28344846,0.0031157671,0.45351428,0.15916643,0.163716,-0.1002135,0.2639295
82,-0.21923494,-0.2409113,"('poor', 'rich')",0.984289,0.8764629,6.4016385,6.267314,2.3888976,2.3009551,0.0879425
68,-0.21461245,-0.123411715,"('dependent', 'independent')",-1.0126375,-1.1841154,-1.7655789,-1.7449923,-0.9976096,-1.0175064,0.0198968
74,-0.21330366,-0.22243449,"('undedicated', 'dedicated')",0.6397895,0.7043418,-0.1773811,0.0066043846,0.0830349,0.1628372,-0.0798023
69,-0.19974072,0.09614597,"('lazy', 'industrious')",0.1438917,0.5166128,-1.2551266,-1.1055362,-0.4369919,-0.1642591,-0.2727328
48,-0.1962933,-0.27064222,"('unintelligent', 'intelligent')",1.4437717,1.24891,-0.24229233,-0.2585401,0.3350621,0.2399092,0.0951529
33,-0.18835776,-0.042099725,"('wrong', 'right')",0.3684477,0.5688664,-0.825536,-0.7773512,-0.2151487,-0.0835282,-0.1316205
13,0.18832703,0.3037172,"('impolite', 'polite')",0.7188243,0.65744746,-0.12819341,-0.086762294,0.2596527,0.2914674,-0.0318147
16,-0.16689655,-0.3230399,"('unpopular', 'popular')",-0.43910182,-0.66888267,0.4473816,0.3283617,-0.0528723,-0.221187,0.1683147
45,-0.15568349,0.15900849,"('incompetent', 'competent')",-0.067938775,0.06877057,-0.24253747,0.07607967,-0.1553866,0.1012862,-0.2566728
59,0.14913002,0.18915084,"('foolish', 'wise')",0.35981524,0.49272764,0.18817781,0.20994836,0.2323744,0.2972756,-0.0649012
7,-0.14013179,0.021433782,"('insensitive', 'sensitive')",0.6786495,0.68782586,-0.09261636,0.40589622,0.1486338,0.3717186,-0.2230848
61,0.11092025,0.33752277,"('illogical', 'logical')",0.78641295,0.7552796,-0.1420179,-0.067552075,0.2517718,0.3417501,-0.0899783
57,-0.11084944,-0.120556444,"('unimaginative', 'imaginative')",0.7168007,0.7688359,-3.2853608,-2.899438,-0.8931365,-0.7503862,-0.1427503
20,0.10553414,0.118531264,"('rough', 'thoughtful')",1.4313687,1.2284164,0.64804524,0.6932455,0.7283161,0.6800644,0.0482517
72,-0.09263113,-0.069686785,"('unambitious', 'ambitious')",0.24145152,0.2632205,0.054682277,0.24551332,0.0678342,0.146349,-0.0785148
49,0.08953522,0.067002505,"('unable', 'able')",0.41920286,0.40861014,-0.13324885,0.06798723,0.1251631,0.1811999,-0.0560368
77,0.06341724,0.074705504,"('unmotivated', 'motivated')",0.73386616,0.5473926,-1.2274722,-1.1922262,-0.1433963,-0.1900427,0.0466464
54,-0.052727204,-0.2048552,"('incapable', 'capable')",0.4262045,0.414294,0.8659608,0.93640053,0.413146,0.3819464,0.0311996
3,-0.038388975,-0.016452072,"('repellent', 'pleasant')",-0.08647918,-0.12573628,0.62739307,0.54216826,0.1675083,0.1333266,0.0341817
63,0.018754132,0.024004396,"('unperceptive', 'insightful')",0.33334094,0.33079696,-0.019305663,0.20770289,0.1109298,0.1875014,-0.0765716
52,-0.013045754,-0.26351056,"('irrational', 'rational')",-0.21506159,-0.31897813,-0.10257765,-0.40132782,-0.1102283,-0.3279388,0.2177105
12,-0.002299178,0.086675644,"('unsupportive', 'supportive')",0.7656265,0.8809706,-2.1569338,-1.7941712,-0.4645355,-0.2755083,-0.1890272
