,norfolk_male,norfolk_female,tuple,southern_male,southern_female,corp_male,corp_female,average_male,average_female,male-female
40,1.9936694,1.5472307,"('stingy', 'generous')",0.9372664,0.59527427,-1.9980965,-2.2201989,0.3109465,-0.025898,0.3368445
26,1.7788244,1.5321541,"('hardhearted', 'benevolent')",1.687,1.0740172,1.2052945,0.8432462,1.5570397,1.1498058,0.4072339
12,1.4297383,1.2571105,"('unsupportive', 'supportive')",-0.16678269,-0.3606005,-1.6471438,-1.570584,-0.1280628,-0.2246914,0.0966286
77,-1.389454,-1.14398,"('unmotivated', 'motivated')",-0.41663966,-0.41946802,-0.8538243,-0.73756605,-0.8866394,-0.7670047,-0.1196347
76,-1.3547815,-1.3416402,"('anxious', 'daring')",-1.1010106,-0.7442874,0.20989203,0.46419543,-0.7486333,-0.5405773,-0.208056
33,1.3159066,1.2168839,"('wrong', 'right')",1.4826411,1.2820305,-0.704322,-0.8606468,0.6980753,0.5460892,0.1519861
9,1.256999,1.0271839,"('unaffectionate', 'caring')",0.81983894,0.6877626,1.1470596,1.1748227,1.0746325,0.9632564,0.1113761
37,1.155876,1.1466739,"('fake', 'genuine')",0.5338502,0.7953883,0.36671865,0.2727473,0.6854816,0.7382698,-0.0527882
49,-1.1154939,-0.7964912,"('unable', 'able')",-1.0092995,-0.9878688,-0.24386755,-0.15430647,-0.7895537,-0.6462221,-0.1433316
13,-1.0549957,-0.45319915,"('impolite', 'polite')",-0.959587,-0.4330542,-0.22119537,0.12777123,-0.7452594,-0.2528274,-0.492432
74,1.0540603,0.7679866,"('undedicated', 'dedicated')",-0.4588821,-0.56450385,-0.2837202,-0.41429707,0.1038194,-0.0702714,0.1740908
20,-1.0404484,-0.90672827,"('rough', 'thoughtful')",-0.73857254,-0.62684196,0.7531848,0.588514,-0.3419454,-0.3150188,-0.0269266
7,1.0310104,1.16542,"('insensitive', 'sensitive')",0.23848863,0.53386974,1.2880003,1.3486142,0.8524998,1.015968,-0.1634682
54,-0.97437996,-0.92506856,"('incapable', 'capable')",-0.86504775,-0.89388925,0.6725171,0.6853138,-0.3889702,-0.3778813,-0.0110889
34,-0.92853624,-0.4683759,"('mean', 'honorable')",-0.12844263,0.36401665,5.4137783,5.518953,1.4522665,1.8048646,-0.3525981
25,0.9132191,0.8989982,"('egoistic', 'altruistic')",1.9456549,1.972586,1.3852175,1.2711746,1.4146972,1.3809196,0.0337776
21,-0.8968143,-0.6556518,"('immoral', 'moral')",-0.40668687,-0.16886503,0.20929986,0.3020947,-0.3647338,-0.1741407,-0.1905931
6,0.853582,0.37250093,"('distant', 'open')",1.0241238,0.5440011,-0.72559226,-0.89393955,0.3840379,0.0075208,0.3765171
56,-0.84490746,-0.30957383,"('impractical', 'practical')",-1.1651251,-0.6706636,-0.4661027,0.19805898,-0.8253784,-0.2607262,-0.5646522
81,-0.82345927,-0.7417228,"('submissive', 'aggressive')",-1.398207,-1.0366906,-0.53612804,-0.09120454,-0.9192648,-0.623206,-0.2960588
22,-0.80668205,-0.42690885,"('untrustworthy', 'trustworthy')",-1.4859107,-1.1980879,-0.89819765,-0.8628678,-1.0635968,-0.8292882,-0.2343086
85,0.78723323,0.50801575,"('insignificant', 'prestigious')",1.7594962,1.1979814,-1.2461194,-1.4846041,0.4335367,0.0737977,0.359739
60,-0.78128284,-0.18625835,"('inefficient', 'efficient')",-1.4989946,-0.8453143,0.11382975,0.92408603,-0.7221492,-0.0358289,-0.6863203
59,0.76591927,0.73146355,"('foolish', 'wise')",0.3484247,0.058201805,-0.6716173,-0.6887633,0.1475756,0.033634,0.1139416
28,0.7461639,0.56116754,"('disloyal', 'loyal')",-0.3828413,-0.40122476,1.3344266,1.2633327,0.5659164,0.4744252,0.0914912
44,-0.6913572,-0.28169042,"('prejudiced', 'unprejudiced')",-0.8870787,-0.349796,-1.6108943,-1.4512653,-1.06311,-0.6942506,-0.3688594
68,-0.6138222,-0.5550665,"('dependent', 'independent')",-0.7739702,-0.88409686,-0.8972821,-0.93344975,-0.7616915,-0.7908711,0.0291796
