,total_male,total_female,tuple,system_male,system_female,services_male,services_female,inc_male,inc_female,average_male,average_female,male-female
56,3.0896397,3.2413437,"('impractical', 'practical')",0.9257899,1.34809,1.1013495,1.3221047,0.07572954,0.641055,1.2981271,1.6381483,-0.3400212
16,-2.6382482,-2.545947,"('unpopular', 'popular')",-0.6307791,-0.64611685,-0.21064672,-0.05736391,0.41567343,0.5668179,-0.7660001,-0.6706525,-0.0953476
31,-2.4485035,-2.7059145,"('evil', 'good')",-0.5549804,-0.76617175,-1.9189914,-2.0154998,-1.558697,-1.8474967,-1.6202931,-1.8337708,0.2134777
36,-2.2053325,-2.5518668,"('hostile', 'amicable')",-0.97853756,-1.1829106,-1.952852,-1.8609976,-0.21462092,-0.22591318,-1.3378358,-1.455422,0.1175862
84,2.1494377,2.234668,"('inferior', 'superior')",1.056103,0.9479658,0.63640386,0.55638224,0.6819179,0.87829614,1.1309656,1.1543281,-0.0233625
5,-2.0323696,-2.0979972,"('distant', 'outgoing')",-0.076721266,-0.26263672,-1.0414312,-0.9813851,-0.51793075,-0.5153774,-0.9171132,-0.9643492,0.047236
6,-1.9900683,-2.2547321,"('distant', 'open')",-0.039010614,-0.33917677,-1.5903943,-1.576453,0.03835874,-0.10708804,-0.8952786,-1.0693624,0.1740838
65,1.8975813,2.302869,"('insecure', 'secure')",0.025178552,0.39386207,0.88695097,0.8268086,0.12961634,0.11383649,0.7348318,0.909344,-0.1745122
39,1.8899221,2.0951216,"('exploitative', 'cooperative')",1.4909779,1.677422,1.3957156,1.5034789,0.1824088,0.3536232,1.2397561,1.4074115,-0.1676554
8,-1.8798213,-2.0716863,"('unaffectionate', 'affectionate')",-0.72702515,-0.8665533,-1.0575075,-1.0166823,0.06040163,-0.17462009,-0.900988,-1.0323855,0.1313975
23,1.8677853,1.9174812,"('insincere', 'sincere')",0.18861529,0.3736764,1.6109426,1.5371847,5.5969224,5.3713036,2.3160663,2.2999115,0.0161548
4,-1.7612716,-2.1239433,"('disliked', 'liked')",-0.47236514,-0.6495097,-0.23426214,-0.40824097,-5.692349,-5.2091956,-2.040062,-2.0977225,0.0576605
24,1.5673766,1.6491809,"('dishonest', 'honest')",-0.43192917,-0.13935225,0.56063926,0.518163,1.1682492,1.318188,0.716084,0.8365449,-0.1204609
