,black_male,black_female,tuple,&_male,&_female,decker_male,decker_female,corp_male,corp_female,average_male,average_female,male-female
69,1.5194643,1.2393957,"('lazy', 'industrious')",2.4147875,2.3355129,2.773422,2.8398864,0.059593037,0.10036372,1.6918168,1.6287897,0.0630271
34,-1.5145824,-1.5221142,"('mean', 'honorable')",-0.8308645,-0.77608633,0.34533507,0.3634576,4.743188,4.8810773,0.685769,0.7365836,-0.0508146
81,-1.4993875,-1.127574,"('submissive', 'aggressive')",-2.1993268,-1.9241297,-3.5037694,-3.5803835,-1.3532887,-1.2031072,-2.1389432,-1.9587986,-0.1801446
48,-1.4487855,-1.4320319,"('unintelligent', 'intelligent')",-1.5694621,-1.477344,-2.4443665,-2.4017847,0.5601994,0.54953814,-1.2256037,-1.1904056,-0.0351981
65,-1.4417126,-1.204673,"('insecure', 'secure')",-1.113471,-0.90381587,-2.4189363,-2.4637206,-0.85917085,-0.73423916,-1.4583228,-1.3266121,-0.1317107
35,1.433333,1.1571276,"('corrupt', 'incorrupt')",2.0689192,1.9256608,3.3239067,3.3125565,0.006369494,-0.020240072,1.708132,1.5937761,0.1143559
11,-1.4262463,-1.2936325,"('unhelpful', 'helpful')",-2.955207,-2.7199402,-2.4860258,-2.4665618,1.2206907,1.434068,-1.4116971,-1.2615166,-0.1501805
33,1.4135454,1.1681243,"('wrong', 'right')",1.8915102,1.6255062,1.2553743,1.2175958,-0.14263725,-0.22543073,1.1044482,0.946449,0.1579992
13,-1.4001346,-1.2298415,"('impolite', 'polite')",-2.0616734,-1.7071064,-2.066171,-2.1564229,-1.4209858,-1.1821978,-1.7372411,-1.568892,-0.1683491
41,-1.4000914,-1.4785099,"('unforgiving', 'forgiving')",-0.93742335,-0.8985546,-0.28270602,-0.2995545,0.22682218,0.026331894,-0.5983497,-0.6625718,0.0642221
49,-1.3903011,-1.4668094,"('unable', 'able')",-0.9099872,-0.8005943,-0.44394013,-0.4515149,-0.4955663,-0.3765205,-0.8099487,-0.7738597,-0.036089
73,1.2980119,1.1926912,"('helpless', 'self-reliant')",1.3628681,1.2159572,0.35982418,0.4726923,-2.7429752,-2.8441591,0.0694323,0.0092954,0.0601369
70,-1.294143,-1.0791327,"('lethargic', 'energetic')",-1.7612927,-1.6686616,-2.4356372,-2.3930247,-0.49248278,-0.43013534,-1.4958888,-1.3927385,-0.1031503
20,-1.2359878,-1.2081183,"('rough', 'thoughtful')",0.28957206,0.32452637,-0.37224433,-0.25849885,1.0627278,0.94648576,-0.0639831,-0.0489013,-0.0150818
62,-1.2181238,-0.85842294,"('incompetent', 'brilliant')",-2.3443284,-2.0441742,-2.1020596,-2.0948756,0.014356531,0.21844988,-1.4125388,-1.1947557,-0.2177831
60,-1.2163582,-0.7622027,"('inefficient', 'efficient')",-2.1838212,-1.7384247,-2.913989,-2.9479933,-0.6645625,-0.40656996,-1.7446828,-1.4637977,-0.2808851
47,-1.1955684,-1.1272659,"('stupid', 'smart')",-0.5971319,-0.42441306,-1.8484178,-1.8370254,4.38003,4.38504,0.184728,0.2490839,-0.0643559
50,1.1847516,1.008552,"('clumsy', 'skillful')",2.2806568,2.1965804,0.43796217,0.42253214,0.2957975,0.15485576,1.0497919,0.9456301,0.1041618
23,-1.1785406,-0.9943856,"('insincere', 'sincere')",-2.2144876,-2.0062103,-0.90245444,-0.965877,4.739717,4.88513,0.1110586,0.2296642,-0.1186056
77,-1.169325,-1.0469624,"('unmotivated', 'motivated')",-1.3057221,-1.220408,-0.9647062,-1.0724868,-1.2638975,-1.0770906,-1.1759127,-1.104237,-0.0716757
56,-1.1205857,-0.83361304,"('impractical', 'practical')",-2.3646314,-2.1126707,-1.5562036,-1.5880628,-0.98818535,-0.7986366,-1.5074016,-1.3332458,-0.1741558
59,1.114381,0.9491662,"('foolish', 'wise')",1.5711992,1.4879036,0.6428027,0.6430795,0.42812392,0.48203063,0.9391267,0.890545,0.0485817
79,1.1063677,0.812153,"('wavering', 'unwavering')",1.5132135,1.2161536,1.4517965,1.4741977,-0.16366309,-0.21962556,0.9769287,0.8207197,0.156209
86,-0.9828702,-0.846721,"('uninfluential', 'influential')",-1.7107658,-1.8077948,-1.4570491,-1.5229685,-0.42272663,-0.5109853,-1.143353,-1.1721175,0.0287645
88,-0.9487404,-1.1272681,"('low', 'eminent')",-0.50457126,-0.5463395,-1.6413821,-1.6416398,-0.40359622,-0.46115696,-0.8745725,-0.9441011,0.0695286
66,0.9219824,0.6531506,"('inactive', 'active')",1.8470396,1.6859028,0.5509154,0.40953472,0.62422514,0.4697755,0.9860407,0.8045909,0.1814498
71,0.9020349,0.8252556,"('diffident', 'self-confident')",0.2503129,0.17363214,2.7958078,2.6779308,0.71242803,0.77847713,1.1651459,1.1138239,0.051322
63,-0.9005292,-0.93506026,"('unperceptive', 'insightful')",-0.7879165,-0.7585813,-1.570423,-1.5000972,0.7497567,0.8415505,-0.627278,-0.588047,-0.039231
36,0.8956973,0.4070458,"('hostile', 'amicable')",1.964253,1.5518881,2.7801213,2.8262079,0.1329971,-0.21482116,1.4432672,1.1425802,0.300687
5,0.8470244,0.7233234,"('distant', 'outgoing')",1.1847553,1.0821257,3.1601508,3.1582503,-0.14405732,-0.0020106453,1.2619684,1.2404221,0.0215463
21,-0.8196507,-0.68148434,"('immoral', 'moral')",-1.0957325,-0.9587904,-3.211179,-3.3891087,-1.1135023,-1.0723357,-1.5600162,-1.5254298,-0.0345864
14,-0.81499636,-0.60470825,"('antisocial', 'social')",-1.1785146,-0.8781173,-1.6182047,-1.7693214,-0.6014126,-0.5146263,-1.0532821,-0.9416933,-0.1115888
46,-0.8011734,-0.73624504,"('uncompetitive', 'competitive')",-0.9764423,-0.93687034,-3.0145261,-3.0353246,-1.2058346,-1.1640431,-1.4994941,-1.4681207,-0.0313734
16,0.78474784,0.5539373,"('unpopular', 'popular')",1.4443171,1.2854718,-0.07649286,-0.07153903,0.41300938,0.35206985,0.6413954,0.529985,0.1114104
18,-0.76180923,-0.87849265,"('disagreeable', 'welcoming')",1.2586039,1.1753454,-0.1043251,-0.13256058,-0.48276746,-0.62546164,-0.0225745,-0.1152924,0.0927179
87,0.7469892,0.68622416,"('unsuccessful', 'successful')",2.0088558,2.0547595,0.041097444,0.04226868,1.3857354,1.4341675,1.0456694,1.054355,-0.0086856
43,-0.72019035,-0.53431904,"('irresponsible', 'responsible')",-1.9732914,-1.6943573,-1.3478569,-1.4436085,0.061796933,0.16759196,-0.9948854,-0.8761732,-0.1187122
52,0.688712,0.28657144,"('irrational', 'rational')",1.6108968,1.455357,1.6571602,1.5456144,0.52616954,0.17291674,1.1207347,0.8651149,0.2556198
64,-0.6794968,-0.69123065,"('shy', 'confident')",0.07440519,0.13867088,-0.6098432,-0.7595221,-5.590058,-5.5961823,-1.7012482,-1.727066,0.0258178
84,0.6592991,0.48197097,"('inferior', 'superior')",0.29803234,0.32390666,0.015445435,0.10617772,0.9531765,0.89258444,0.4814883,0.45116,0.0303283
24,-0.6549153,-0.4698015,"('dishonest', 'honest')",-1.4047589,-1.2234871,-0.7029123,-0.8155383,0.25332847,0.2929015,-0.6273145,-0.5539813,-0.0733332
53,-0.63038856,-0.60805273,"('uncreative', 'creative')",-0.4681792,-0.4726562,-0.3441208,-0.30596462,0.23500901,0.094995305,-0.3019199,-0.3229196,0.0209997
27,-0.6252959,-0.7211297,"('hardhearted', 'softhearted')",-1.2051792,-1.1978523,-0.0056334957,0.017236128,1.161247,1.0670111,-0.1687154,-0.2086837,0.0399683
58,-0.6250308,-0.7242956,"('undiscriminating', 'discriminating')",-0.2270126,-0.38281715,-0.65405315,-0.52002466,0.18549956,0.124839395,-0.3301493,-0.3755745,0.0454252
17,-0.6215003,-0.85379076,"('nasty', 'nice')",0.17709824,0.1850138,0.59064406,0.5771455,-0.4599844,-0.4524874,-0.0784356,-0.1360297,0.0575941
80,0.6112758,0.7151052,"('dominated', 'dominating')",-0.8933919,-0.76672095,-1.655305,-1.8068827,-0.90550923,-0.78507674,-0.7107326,-0.6608938,-0.0498388
32,-0.6054181,-0.5918919,"('unkind', 'kind')",-1.2065662,-1.0976027,-1.2764779,-1.4823368,0.42224413,0.39486444,-0.6665546,-0.6942418,0.0276872
9,0.57724756,0.47443208,"('unaffectionate', 'caring')",-0.6808661,-0.8097057,0.5770818,0.5298063,1.1234164,1.0000346,0.3992199,0.2986418,0.1005781
29,0.5622681,0.45747614,"('unfair', 'fair')",-0.48970994,-0.3979978,-0.20570338,-0.27511364,-0.35329008,-0.45168665,-0.1216088,-0.1668305,0.0452217
40,-0.5330563,-0.64567155,"('stingy', 'generous')",-0.39639178,-0.58866966,-0.354115,-0.34963933,-1.2653322,-1.5825064,-0.6372238,-0.7916217,0.1543979
44,-0.531602,-0.48301136,"('prejudiced', 'unprejudiced')",0.05825071,0.18129268,-0.8643581,-0.8616274,-1.3895117,-1.3432982,-0.6818053,-0.6266611,-0.0551442
39,0.524304,0.53381395,"('exploitative', 'cooperative')",-0.8653231,-0.68346184,1.6180899,1.5149598,0.1875799,0.26457983,0.3661627,0.4074729,-0.0413102
28,-0.48964772,-0.49111068,"('disloyal', 'loyal')",-1.5655967,-1.5211596,-1.2792046,-1.3990887,0.3513547,0.19146028,-0.7457736,-0.8049747,0.0592011
25,0.46688464,0.36102965,"('egoistic', 'altruistic')",0.728872,0.62249017,1.7338929,1.7290496,1.5842564,1.460801,1.1284765,1.0433426,0.0851339
72,-0.45392734,-0.33344135,"('unambitious', 'ambitious')",-0.7235549,-0.5866978,-0.7361677,-0.7396975,-0.673553,-0.63101465,-0.6468008,-0.5727128,-0.074088
37,0.44199947,0.3904697,"('fake', 'genuine')",-0.25375992,-0.22240423,-0.12932643,-0.24400522,-0.19141433,-0.3269316,-0.0331253,-0.1007178,0.0675925
26,-0.41225034,-0.58364856,"('hardhearted', 'benevolent')",1.0403199,0.88210726,1.0069557,1.0883477,2.109577,1.887174,0.9361506,0.8184951,0.1176555
19,0.40926465,0.2050044,"('inhospitable', 'hospitable')",0.1710572,-0.023771964,1.471292,1.4897707,-0.08098435,-0.08776267,0.4926574,0.3958101,0.0968473
7,-0.39751625,-0.37413806,"('insensitive', 'sensitive')",-1.9590974,-1.8244455,-0.93998295,-1.044138,0.033944607,0.017546132,-0.815663,-0.8062938,-0.0093692
78,0.39002424,0.28256586,"('nonresilient', 'resilient')",-0.5569134,-0.72108305,-0.036935832,-0.15330073,0.6978809,0.6580441,0.123514,0.0165565,0.1069575
67,0.36008313,0.47191975,"('doubtful', 'determined')",-0.10903329,-0.012854245,1.1020309,1.0783597,-0.49770853,-0.33883807,0.213843,0.2996468,-0.0858038
3,-0.3555978,-0.30699176,"('repellent', 'pleasant')",-0.8645868,-0.89556134,-1.3864815,-1.4747502,0.29086596,0.22528923,-0.57895,-0.6130035,0.0340535
51,-0.34607118,-0.37038946,"('uneducated', 'educated')",-0.8658849,-0.8129286,-2.3647919,-2.4552839,0.28933772,0.2791267,-0.8218526,-0.8398688,0.0180162
1,-0.3356732,-0.53969723,"('unfriendly', 'friendly')",-0.4784312,-0.63598025,1.2763147,1.3088114,1.7369485,1.5862069,0.5497897,0.4298352,0.1199545
2,0.33336112,0.39943376,"('unlikable', 'likable')",1.6128933,1.6391658,0.77517784,0.82313824,0.8628876,0.7760444,0.89608,0.9094455,-0.0133655
54,-0.3242988,-0.43287557,"('incapable', 'capable')",-0.053934537,-0.19086549,1.4217545,1.346759,0.73186094,0.6618382,0.4438455,0.346214,0.0976315
42,0.29096395,0.27317494,"('unreliable', 'reliable')",0.8130455,0.82000977,-0.97021204,-0.94360715,-2.8478801,-2.8719404,-0.6785207,-0.6805907,0.00207
12,0.2735746,0.2635063,"('unsupportive', 'supportive')",-0.7356865,-0.7259529,0.068042174,-0.013839997,-1.5688273,-1.5863556,-0.4907243,-0.5156605,0.0249362
68,0.2505811,0.076847166,"('dependent', 'independent')",-0.8147063,-0.7702746,-0.40075508,-0.52280957,-0.8068377,-0.79327255,-0.4429295,-0.5023774,0.0594479
75,0.23400117,0.16834381,"('meek', 'impulsive')",0.5171167,0.4617495,1.169,1.301588,-0.55585444,-0.5769567,0.3410659,0.3386812,0.0023847
4,-0.21089506,-0.40065983,"('disliked', 'liked')",1.1896045,1.0515351,1.008035,1.1033703,-5.5969205,-5.7280407,-0.902544,-0.9934487,0.0909047
15,0.17786717,0.057845164,"('boring', 'funny')",1.182549,1.175675,0.08925917,0.13224986,-0.25200862,-0.29076046,0.2994167,0.2687524,0.0306643
83,0.17716658,-0.013245709,"('powerless', 'powerful')",-0.10172337,-0.20198548,-0.059358153,-0.12552156,-1.0422089,-1.0432984,-0.256531,-0.3460128,0.0894818
61,-0.15169829,-0.11652719,"('illogical', 'logical')",-0.319098,-0.29208905,-0.11257691,-0.19289161,0.567617,0.500302,-0.003939,-0.0253015,0.0213625
76,-0.14646451,0.051786505,"('anxious', 'daring')",0.13224575,0.29192463,-1.6881603,-1.6506033,-0.86741567,-0.74624497,-0.6424487,-0.5132843,-0.1291644
38,-0.14058954,-0.053294413,"('untruthful', 'truthful')",-1.5044619,-1.3862109,-0.33407152,-0.24039641,-0.18476808,0.03379876,-0.5409728,-0.4115257,-0.1294471
8,-0.08677799,-0.29534125,"('unaffectionate', 'affectionate')",0.107884526,-0.03761865,1.3658319,1.4317358,0.7754358,0.5755774,0.5405935,0.4185883,0.1220052
74,0.07581473,0.17117162,"('undedicated', 'dedicated')",-0.43064815,-0.4720719,-0.12846957,-0.08756563,-0.16508466,-0.25757334,-0.1620969,-0.1615098,-0.0005871
31,0.015277028,-0.38171592,"('evil', 'good')",1.6830074,1.3771116,2.8423276,2.796691,-0.032801047,-0.30377382,1.1269528,0.8720782,0.2548746
