,weyerhaeuser_male,weyerhaeuser_female,tuple,co_male,co_female,average_male,average_female,male-female
69,3.215537,3.0544522,"('lazy', 'industrious')",-1.227499,-1.2054148,0.994019,0.9245187,0.0695003
35,3.0548298,2.8235333,"('corrupt', 'incorrupt')",-0.55928475,-0.6450364,1.2477726,1.0892484,0.1585242
10,-2.9037054,-2.605518,"('unsympathetic', 'sympathetic')",0.04923579,-0.010463417,-1.4272348,-1.3079908,-0.119244
55,-2.5678957,-2.2853777,"('incompetent', 'clever')",0.36034065,0.37293938,-1.1037775,-0.9562192,-0.1475583
57,-2.4091306,-2.2858732,"('unimaginative', 'imaginative')",-3.5060632,-3.557034,-2.9575968,-2.9214535,-0.0361433
86,-2.3293173,-2.2211053,"('uninfluential', 'influential')",-0.5511836,-0.67110157,-1.4402504,-1.4461035,0.0058531
59,2.2274039,2.1489165,"('foolish', 'wise')",-0.026232518,-0.029811129,1.1005857,1.0595527,0.041033
85,2.1109612,1.9171056,"('insignificant', 'prestigious')",-0.49732807,-0.6336889,0.8068166,0.6417083,0.1651083
48,-2.102996,-1.9920149,"('unintelligent', 'intelligent')",-0.0024788305,-0.0628646,-1.0527375,-1.0274397,-0.0252978
46,-2.0855603,-1.8303856,"('uncompetitive', 'competitive')",-0.8020065,-0.81912005,-1.4437834,-1.3247528,-0.1190306
0,-2.0647569,-1.9331306,"('unsociable', 'sociable')",-0.1461361,-0.2523275,-1.1054465,-1.0927291,-0.0127174
45,-2.0118017,-1.7704989,"('incompetent', 'competent')",-0.50721824,-0.52981067,-1.25951,-1.1501548,-0.1093552
14,-1.9845783,-1.7581714,"('antisocial', 'social')",-0.36012563,-0.2800905,-1.172352,-1.0191309,-0.1532211
62,-1.9828005,-1.745357,"('incompetent', 'brilliant')",-0.041341618,0.11638607,-1.012071,-0.8144855,-0.1975855
76,-1.9702535,-1.8120577,"('anxious', 'daring')",-0.046488103,0.089664444,-1.0083708,-0.8611966,-0.1471742
60,-1.922329,-1.6164963,"('inefficient', 'efficient')",0.2828202,0.48602578,-0.8197544,-0.5652353,-0.2545191
22,-1.8925129,-1.6976789,"('untrustworthy', 'trustworthy')",-0.8831665,-0.7921991,-1.3878397,-1.244939,-0.1429007
3,-1.8861763,-1.7089444,"('repellent', 'pleasant')",0.46127573,0.5064692,-0.7124503,-0.6012377,-0.1112126
21,-1.871309,-1.6419934,"('immoral', 'moral')",-0.86125326,-0.6449963,-1.3662812,-1.1434948,-0.2227864
81,-1.8537426,-1.5974607,"('submissive', 'aggressive')",-0.8948833,-0.81871367,-1.3743129,-1.2080872,-0.1662257
11,-1.8082832,-1.5966723,"('unhelpful', 'helpful')",1.9052321,2.0238972,0.0484744,0.2136124,-0.165138
65,-1.7300783,-1.5345418,"('insecure', 'secure')",0.102579415,0.2888567,-0.8137494,-0.6228426,-0.1909068
23,-1.6883284,-1.4676392,"('insincere', 'sincere')",6.1758337,6.178881,2.2437527,2.3556209,-0.1118682
82,-1.6853838,-1.504911,"('poor', 'rich')",5.4471645,5.5335073,1.8808904,2.0142982,-0.1334078
6,1.656236,1.435106,"('distant', 'open')",-0.47968835,-0.5840037,0.5882739,0.4255512,0.1627227
24,-1.6231675,-1.4883788,"('dishonest', 'honest')",0.8906679,0.9097924,-0.3662498,-0.2892932,-0.0769566
41,-1.5326855,-1.3568004,"('unforgiving', 'forgiving')",0.0018023029,0.055551223,-0.7654416,-0.6506246,-0.114817
73,1.4650583,1.4727659,"('helpless', 'self-reliant')",-3.3768759,-3.3193212,-0.9559088,-0.9232776,-0.0326312
5,1.4511558,1.2040633,"('distant', 'outgoing')",-0.8491924,-0.8967609,0.3009817,0.1536512,0.1473305
79,1.4379448,1.2669984,"('wavering', 'unwavering')",-0.502137,-0.4766107,0.4679039,0.3951939,0.07271
70,-1.4126723,-1.2368401,"('lethargic', 'energetic')",0.27686852,0.3092641,-0.5679018,-0.463788,-0.1041138
51,-1.4029146,-1.2976589,"('uneducated', 'educated')",0.4551595,0.43413758,-0.4738776,-0.4317607,-0.0421169
31,1.3884269,1.1988119,"('evil', 'good')",-1.43868,-1.5741712,-0.0251266,-0.1876796,0.162553
63,-1.3877586,-1.2242988,"('unperceptive', 'insightful')",0.090305105,0.0055126958,-0.6487268,-0.6093931,-0.0393337
30,-1.3742105,-1.1645465,"('intolerant', 'tolerant')",0.512096,0.6522845,-0.4310572,-0.256131,-0.1749262
72,-1.3544937,-1.3155907,"('unambitious', 'ambitious')",-0.5656723,-0.48005766,-0.960083,-0.8978242,-0.0622588
13,-1.3413495,-1.1595817,"('impolite', 'polite')",-0.32166106,-0.2858141,-0.8315053,-0.7226979,-0.1088074
43,-1.3298641,-1.1523995,"('irresponsible', 'responsible')",0.7106068,0.7659196,-0.3096287,-0.19324,-0.1163887
36,1.3292223,1.0394629,"('hostile', 'amicable')",-0.16727701,-0.30827656,0.5809727,0.3655932,0.2153795
25,1.2638484,1.088159,"('egoistic', 'altruistic')",1.1495501,1.0906332,1.2066993,1.089396,0.1173033
33,1.2506984,1.1068627,"('wrong', 'right')",-1.0095416,-1.0224003,0.1205784,0.0422312,0.0783472
28,-1.208568,-1.1027445,"('disloyal', 'loyal')",0.89636326,0.9568791,-0.1561024,-0.0729327,-0.0831697
7,-1.1697713,-1.0522354,"('insensitive', 'sensitive')",0.16447613,0.064408705,-0.5026476,-0.4939133,-0.0087343
61,-1.10488,-1.0529348,"('illogical', 'logical')",-0.02490059,-0.045790825,-0.5648903,-0.5493628,-0.0155275
52,1.055176,0.84356856,"('irrational', 'rational')",-0.3164972,-0.37221804,0.3693394,0.2356753,0.1336641
77,-1.047374,-0.9544783,"('unmotivated', 'motivated')",-1.0135918,-0.87235737,-1.0304829,-0.9134178,-0.1170651
49,-1.0307437,-0.885007,"('unable', 'able')",-0.58575004,-0.41563925,-0.8082469,-0.6503232,-0.1579237
71,1.017002,0.92923164,"('diffident', 'self-confident')",0.29312152,0.2216494,0.6550617,0.5754405,0.0796212
58,-0.99603176,-0.94799346,"('undiscriminating', 'discriminating')",0.15806553,-0.010251805,-0.4189831,-0.4791226,0.0601395
88,-0.958563,-0.9569023,"('low', 'eminent')",-0.43634778,-0.3631991,-0.6974554,-0.6600507,-0.0374047
12,-0.9407538,-0.8703866,"('unsupportive', 'supportive')",-2.0566683,-2.0946138,-1.4987111,-1.4825002,-0.0162109
32,-0.8564153,-0.7544963,"('unkind', 'kind')",1.1064671,1.1667975,0.1250259,0.2061506,-0.0811247
56,-0.83179486,-0.48905033,"('impractical', 'practical')",-0.12901714,0.15964788,-0.480406,-0.1647012,-0.3157048
66,0.8287719,0.648552,"('inactive', 'active')",0.28556818,-0.074409224,0.55717,0.2870714,0.2700986
53,-0.8258121,-0.8478068,"('uncreative', 'creative')",0.67648697,0.570198,-0.0746626,-0.1388044,0.0641418
38,-0.80392456,-0.7193299,"('untruthful', 'truthful')",-0.08359562,-0.06252804,-0.4437601,-0.390929,-0.0528311
68,-0.77246404,-0.80906254,"('dependent', 'independent')",-1.5368172,-1.6168754,-1.1546407,-1.2129689,0.0583282
