,affiliated_male,affiliated_female,tuple,computer_male,computer_female,services_male,services_female,inc_male,inc_female,average_male,average_female,male-female
51,3.78063,3.4664192,"('uneducated', 'educated')",-0.9206795,-1.0338181,0.45735392,0.3315251,0.27715078,0.10040106,0.8986138,0.7161318,0.182482
70,2.8930647,2.961781,"('lethargic', 'energetic')",-1.2693974,-1.2224712,0.55553216,0.6206606,0.9134209,1.0282847,0.7731551,0.8470638,-0.0739087
31,-2.5353446,-2.5239282,"('evil', 'good')",0.12692103,0.026189998,-1.6405791,-1.6694764,-1.2360208,-1.1578542,-1.3212559,-1.3312671,0.0100112
39,2.306863,2.2759564,"('exploitative', 'cooperative')",1.2702352,1.2894869,0.9548435,1.0559713,0.23280926,0.31987256,1.1911877,1.2353218,-0.0441341
74,2.271881,2.3028343,"('undedicated', 'dedicated')",0.37379766,0.47004178,0.097848326,0.17617628,0.2189363,0.2230597,0.7406158,0.793028,-0.0524122
7,2.2429163,2.0733573,"('insensitive', 'sensitive')",-0.11480215,-0.0928126,0.030303746,0.046390127,0.8009684,0.7474981,0.7398466,0.6936082,0.0462384
12,2.0344958,2.0406399,"('unsupportive', 'supportive')",0.22840673,0.25587344,0.65039593,0.5980987,-1.9422882,-1.8815461,0.2427526,0.2532665,-0.0105139
88,1.8917572,2.0461173,"('low', 'eminent')",0.7662658,0.82499135,0.53614384,0.7996805,0.6436869,0.7671051,0.9594635,1.1094735,-0.15001
42,1.811674,1.8169768,"('unreliable', 'reliable')",-0.65854037,-0.63407576,0.68754876,0.8263694,-2.709081,-2.5948453,-0.2170996,-0.1463937,-0.0707059
87,1.7842758,1.7237508,"('unsuccessful', 'successful')",0.37335092,0.314209,1.7558073,1.7155565,0.6260944,0.59550774,1.1348821,1.087256,0.0476261
24,1.7728115,1.6651756,"('dishonest', 'honest')",-0.13970152,-0.031960897,-0.46680832,-0.20091744,1.0460407,1.2069572,0.5530856,0.6598136,-0.106728
80,1.6882794,1.5620062,"('dominated', 'dominating')",-1.2500824,-1.327689,1.4152963,1.3689678,-0.97738546,-1.076174,0.219027,0.1317777,0.0872493
66,1.6188438,1.4807963,"('inactive', 'active')",-0.48878747,-0.48613408,0.07766615,-0.020105533,1.0228512,0.98595923,0.5576434,0.490129,0.0675144
14,1.6074729,1.6248926,"('antisocial', 'social')",0.22074543,0.3121426,1.13344,1.2256042,-0.5096723,-0.38819173,0.6129966,0.6936119,-0.0806153
43,1.5493807,1.5654062,"('irresponsible', 'responsible')",-0.6708666,-0.47786912,-0.74858695,-0.5220686,0.52596414,0.7419264,0.1639728,0.3268487,-0.1628759
11,1.5339879,1.6230564,"('unhelpful', 'helpful')",0.76948494,0.8438865,1.5751245,1.7327979,2.2308095,2.3343909,1.5273516,1.6335328,-0.1061812
71,1.5259886,1.500006,"('diffident', 'self-confident')",1.314625,1.3944674,0.4848864,0.41296998,0.36788934,0.42988956,0.9233474,0.9343332,-0.0109858
81,1.3898784,1.3237048,"('submissive', 'aggressive')",0.018016018,0.02946274,0.7362391,0.84134126,-0.5666038,-0.59059507,0.3943824,0.4009784,-0.006596
56,1.3753026,1.426736,"('impractical', 'practical')",0.75424176,0.9615113,0.61982834,0.79687226,-0.02015341,0.18665135,0.6823047,0.8429427,-0.160638
53,-1.3682668,-1.3826437,"('uncreative', 'creative')",1.3247787,1.3230504,-0.3709728,-0.3502443,0.9143187,0.845921,0.1249644,0.1090208,0.0159436
