,bmc_male,bmc_female,tuple,software_male,software_female,inc_male,inc_female,average_male,average_female,male-female
1,-1.8386933,-1.7962947,"('unfriendly', 'friendly')",0.7230067,0.6294583,1.4870448,1.5655993,0.1237861,0.132921,-0.0091349
39,1.659759,1.3143538,"('exploitative', 'cooperative')",1.081237,0.8995367,0.2523523,0.06374949,0.9977827,0.7592134,0.2385693
57,-1.6303748,-1.4196305,"('unimaginative', 'imaginative')",-0.7995329,-0.81987286,-2.7249923,-2.653305,-1.7183,-1.6309361,-0.0873639
53,-1.6244015,-1.5328045,"('uncreative', 'creative')",0.6445545,0.5902471,0.7602825,0.67240584,-0.0731881,-0.0900505,0.0168624
73,1.3286489,1.3255049,"('helpless', 'self-reliant')",0.21301314,-0.0012871083,-3.065421,-3.01883,-0.5079197,-0.5648708,0.0569511
10,-1.3232833,-1.3684316,"('unsympathetic', 'sympathetic')",-1.8277372,-1.630435,-0.58903,-0.5067185,-1.2466835,-1.1685284,-0.0781551
87,1.2845826,1.3090079,"('unsuccessful', 'successful')",0.79962885,0.97290367,1.030392,1.0486116,1.0382012,1.1101744,-0.0719732
0,-1.2260196,-1.0547019,"('unsociable', 'sociable')",-0.658262,-0.5759402,-0.72434336,-0.62444574,-0.8695416,-0.751696,-0.1178456
6,-1.0716377,-1.2621596,"('distant', 'open')",0.08218886,-0.288503,0.43925953,0.19092971,-0.1833965,-0.4532443,0.2698478
78,-1.0245615,-1.3716246,"('nonresilient', 'resilient')",0.95995647,0.7489736,0.3802631,0.11580788,0.1052193,-0.1689477,0.274167
8,-1.0173737,-1.0739009,"('unaffectionate', 'affectionate')",0.21486925,0.08939318,0.6218183,0.56317157,-0.0602287,-0.1404454,0.0802167
82,-1.0144953,-0.3148491,"('poor', 'rich')",-0.57252175,-0.008531924,5.996226,6.5393624,1.4697363,2.0719938,-0.6022575
26,-0.961142,-0.74481213,"('hardhearted', 'benevolent')",0.38671857,0.37923527,1.6123205,1.6806504,0.3459657,0.4383578,-0.0923921
31,-0.94360405,-0.9953315,"('evil', 'good')",0.010387409,-0.33537868,-0.9143168,-1.1521801,-0.6158445,-0.82763,0.2117855
9,-0.889662,-1.1365945,"('unaffectionate', 'caring')",0.66300136,0.4571826,1.0323322,0.8970392,0.2685572,0.0725424,0.1960148
86,-0.8670543,-1.3178481,"('uninfluential', 'influential')",-0.30083466,-0.5316917,-0.15053076,-0.4448542,-0.4394732,-0.764798,0.3253248
5,-0.7753022,-0.9083734,"('distant', 'outgoing')",0.43215603,0.16926259,-0.05548563,-0.27134132,-0.1328773,-0.3368174,0.2039401
47,-0.7517372,-0.36759025,"('stupid', 'smart')",0.055880867,0.49838808,5.3265176,5.463661,1.5435537,1.8648197,-0.321266
44,0.7362166,0.9754698,"('prejudiced', 'unprejudiced')",-0.743215,-0.7112126,-1.4686166,-1.2738642,-0.4918717,-0.3365356,-0.1553361
36,-0.7338339,-0.5704714,"('hostile', 'amicable')",-0.29455438,-0.43589938,0.15095279,0.12450279,-0.2924785,-0.293956,0.0014775
88,-0.7162156,-0.25034198,"('low', 'eminent')",-0.5955529,-0.20992753,0.23412134,0.57224286,-0.3592157,0.0373244,-0.3965401
85,0.6711453,0.77338004,"('insignificant', 'prestigious')",0.59658355,0.3631486,0.89169765,0.8579502,0.7198088,0.6648263,0.0549825
32,-0.66639435,-0.4591834,"('unkind', 'kind')",-0.8387221,-0.67718273,0.7034914,0.846847,-0.2672084,-0.0965064,-0.170702
54,-0.65193737,-0.39103118,"('incapable', 'capable')",0.60920584,0.8290896,1.0651474,1.2831745,0.3408053,0.5737443,-0.232939
33,0.64218885,0.32000935,"('wrong', 'right')",0.75941724,0.51044106,-0.25273442,-0.51992035,0.3829572,0.10351,0.2794472
23,-0.6091233,-0.4187779,"('insincere', 'sincere')",0.1851804,0.63769585,5.339081,5.531574,1.6383793,1.9168305,-0.2784512
79,-0.5992362,-0.34065104,"('wavering', 'unwavering')",-0.9624663,-1.0189638,0.093249895,0.06844258,-0.4894842,-0.4303908,-0.0590934
