,bmc_male,bmc_female,tuple,software_male,software_female,inc_male,inc_female,average_male,average_female,male-female
62,0.5933751,0.77372587,"('incompetent', 'brilliant')",0.27300742,0.5382398,0.08144726,0.340934,0.3159432,0.5509666,-0.2350234
27,-0.5919695,-1.0341827,"('hardhearted', 'softhearted')",0.054214433,-0.18413994,1.482759,1.0099423,0.3150013,-0.0694601,0.3844614
67,0.58700603,0.5936631,"('doubtful', 'determined')",0.73949873,0.7494644,-0.35909542,-0.31622416,0.3224698,0.3423011,-0.0198313
28,-0.5786068,-0.7174355,"('disloyal', 'loyal')",-0.48028776,-0.47725067,0.75543386,0.77959055,-0.1011536,-0.1383652,0.0372116
42,0.53345406,0.7548412,"('unreliable', 'reliable')",-1.6332754,-1.6979339,-2.9554763,-2.8805642,-1.351766,-1.2745523,-0.0772137
64,0.53273356,0.17962806,"('shy', 'confident')",-0.38742906,-0.70684904,-6.497112,-6.805469,-2.117269,-2.4442301,0.3269611
29,0.50772846,0.68804204,"('unfair', 'fair')",-0.84489304,-0.90019935,-0.8723888,-1.049535,-0.4031845,-0.4205641,0.0173796
34,-0.5043846,-0.5035429,"('mean', 'honorable')",-0.1679794,0.12177991,5.725027,5.9179945,1.6842209,1.8454105,-0.1611896
48,-0.49868935,-0.6270225,"('unintelligent', 'intelligent')",0.34699255,0.3714848,0.35208476,0.2717055,0.066796,0.0053893,0.0614067
49,-0.49452922,-0.14784889,"('unable', 'able')",0.1963074,0.43168274,-0.18931215,0.0102956295,-0.1625113,0.0980432,-0.2605545
58,-0.4889522,-0.26475957,"('undiscriminating', 'discriminating')",0.28075352,0.19799393,0.064049736,0.055497393,-0.0480496,-0.0037561,-0.0442935
46,-0.46998715,-0.59051985,"('uncompetitive', 'competitive')",-1.045008,-0.86186206,-0.68703735,-0.6162903,-0.7340109,-0.6895574,-0.0444535
18,-0.46206376,-0.4816342,"('disagreeable', 'welcoming')",-0.32664788,-0.45609316,-0.5273198,-0.58055496,-0.4386772,-0.5060941,0.0674169
41,-0.43885386,-0.37593487,"('unforgiving', 'forgiving')",-0.5647734,-0.5880059,-0.21905223,-0.20684913,-0.4075598,-0.3902633,-0.0172965
81,-0.43186373,-0.3602622,"('submissive', 'aggressive')",-0.99954855,-0.68741363,-0.9625293,-0.62178487,-0.7979805,-0.5564869,-0.2414936
84,0.4267516,0.26812935,"('inferior', 'superior')",0.8273272,0.7261407,1.017738,0.8994191,0.7572722,0.6312297,0.1260425
80,0.41421604,0.3346069,"('dominated', 'dominating')",-0.82404065,-0.7890471,-1.106925,-1.1403642,-0.5055832,-0.5316015,0.0260183
43,-0.39214766,-0.15624127,"('irresponsible', 'responsible')",-0.8558372,-0.8297241,0.32349226,0.4009572,-0.3081642,-0.1950027,-0.1131615
38,-0.3798378,-0.32965836,"('untruthful', 'truthful')",-0.7066655,-0.6034771,-0.120879404,-0.047957037,-0.4024609,-0.3270309,-0.07543
60,0.36914936,0.47280455,"('inefficient', 'efficient')",0.46288213,0.71820897,-0.27008817,-0.048084494,0.1873144,0.3809764,-0.193662
2,0.3557885,0.888617,"('unlikable', 'likable')",0.48083654,0.59370196,0.5333255,0.73005974,0.4566502,0.7374595,-0.2808093
13,-0.35120943,-0.2062689,"('impolite', 'polite')",-0.36051738,-0.21812527,-0.18274729,-0.19136675,-0.298158,-0.2052536,-0.0929044
21,0.35066074,0.2106233,"('immoral', 'moral')",-0.031574927,0.12087306,-0.819867,-0.81753117,-0.1669271,-0.1620116,-0.0049155
7,-0.34329477,-0.2963994,"('insensitive', 'sensitive')",-0.32845196,-0.2807556,0.6471467,0.67265606,-0.0082,0.0318337,-0.0400337
72,-0.33503827,-0.4089861,"('unambitious', 'ambitious')",-0.82487166,-1.002444,-1.1925372,-1.2030641,-0.784149,-0.8714981,0.0873491
68,-0.33326775,-0.37571794,"('dependent', 'independent')",-0.89871234,-0.9664955,-0.6836759,-0.9183067,-0.638552,-0.7535067,0.1149547
71,-0.30886325,-0.48403177,"('diffident', 'self-confident')",1.1980135,1.116339,0.6129135,0.4441889,0.5006879,0.358832,0.1418559
76,0.2958484,0.4415845,"('anxious', 'daring')",-0.9661247,-0.7902659,0.11071445,0.34469625,-0.1865206,-0.0013284,-0.1851922
25,-0.2899058,-0.4459371,"('egoistic', 'altruistic')",0.5168847,0.32691357,1.3526998,1.3759683,0.5265596,0.4189816,0.107578
11,-0.28968823,-0.2900282,"('unhelpful', 'helpful')",0.7404625,1.0625789,1.7310166,1.9805349,0.7272636,0.9176952,-0.1904316
66,-0.28871807,-0.5478501,"('inactive', 'active')",-1.2827251,-1.4490623,1.2112054,0.9952346,-0.1200793,-0.3338926,0.2138133
69,0.27134416,0.16641876,"('lazy', 'industrious')",0.8341037,0.70703655,-0.10515556,-0.28835455,0.3334308,0.1950336,0.1383972
14,-0.25714374,0.10566808,"('antisocial', 'social')",-0.40146196,-0.16497482,-0.9255725,-0.5462216,-0.5280594,-0.2018428,-0.3262166
55,0.25607944,0.044870388,"('incompetent', 'clever')",-0.28152925,-0.15805943,-0.10553582,-0.16696669,-0.0436619,-0.0933852,0.0497233
70,-0.24019332,0.021499943,"('lethargic', 'energetic')",-1.4018435,-1.2340641,0.69242156,0.78198224,-0.3165385,-0.1435273,-0.1730112
63,0.23530237,0.14324762,"('unperceptive', 'insightful')",-0.098550886,-0.05918429,1.0725853,0.93133634,0.4031123,0.3384666,0.0646457
52,0.2250269,-0.053173013,"('irrational', 'rational')",0.91397315,0.72183925,-0.27697617,-0.3627385,0.2873413,0.1019759,0.1853654
40,-0.21630695,-0.736922,"('stingy', 'generous')",-0.5430388,-1.048475,-1.6126916,-2.11374,-0.7906791,-1.2997123,0.5090332
59,0.21142024,0.21396905,"('foolish', 'wise')",0.84676576,0.6359159,0.37589058,0.26280802,0.4780256,0.3708977,0.1071279
19,-0.18479516,0.116794154,"('inhospitable', 'hospitable')",-0.247282,-0.29698002,0.1299984,0.21417204,-0.1006929,0.0113287,-0.1120216
12,0.17991069,-0.24319634,"('unsupportive', 'supportive')",-0.14002058,-0.39229456,-1.5735052,-1.895554,-0.511205,-0.8436817,0.3324767
4,0.15562192,0.15861264,"('disliked', 'liked')",-0.56059676,-0.7751024,-5.990834,-6.0168986,-2.1319364,-2.2111295,0.0791931
83,0.14738025,-0.06407338,"('powerless', 'powerful')",0.24467511,0.0815558,-0.852332,-1.0834174,-0.1534255,-0.3553117,0.2018862
65,-0.14731619,0.02875768,"('insecure', 'secure')",-0.4567936,-0.30835938,-0.8456729,-0.7514017,-0.4832609,-0.3436678,-0.1395931
24,0.14057837,0.060511738,"('dishonest', 'honest')",-1.4877329,-1.456231,0.47303715,0.4787781,-0.2913725,-0.3056471,0.0142746
75,-0.13840967,0.13355204,"('meek', 'impulsive')",-0.59162915,-0.53126264,-0.31638506,-0.19609658,-0.348808,-0.1979357,-0.1508723
37,0.12210843,-0.048313957,"('fake', 'genuine')",-0.7215936,-0.80350924,0.30331743,0.21096356,-0.0987226,-0.2136199,0.1148973
30,-0.1186875,0.16469115,"('intolerant', 'tolerant')",0.68945414,0.8344152,0.9281223,1.1513742,0.4996297,0.7168268,-0.2171971
20,-0.11360216,-0.14288072,"('rough', 'thoughtful')",0.5150003,0.6064498,0.85435206,0.6724923,0.4185834,0.3786871,0.0398963
15,-0.08547134,0.081581995,"('boring', 'funny')",0.48254645,0.5768211,0.25639683,0.46020064,0.217824,0.3728679,-0.1550439
16,0.0831275,0.28588894,"('unpopular', 'popular')",0.1306932,0.21180044,0.8451516,0.95174974,0.3529908,0.4831463,-0.1301555
35,0.0799174,0.18527615,"('corrupt', 'incorrupt')",0.37259266,0.15854508,0.028465379,-0.08795385,0.1603251,0.0852891,0.075036
56,0.07452585,0.5926333,"('impractical', 'practical')",-0.04406325,0.31743857,-0.34320354,0.05865408,-0.104247,0.3229086,-0.4271556
77,-0.07211973,-0.40124333,"('unmotivated', 'motivated')",0.7246568,0.6098261,-1.134084,-1.2649626,-0.1605156,-0.3521266,0.191611
22,0.0708738,0.16775598,"('untrustworthy', 'trustworthy')",-0.60137016,-0.49076733,-1.1460952,-1.1373478,-0.5588638,-0.4867864,-0.0720774
17,-0.066392496,0.25458935,"('nasty', 'nice')",-0.2823177,-0.09540913,-0.6392095,-0.4210943,-0.3293066,-0.0873047,-0.2420019
50,-0.05517614,0.16568728,"('clumsy', 'skillful')",-0.04212199,0.06569182,0.40224028,0.38151285,0.1016474,0.2042973,-0.1026499
45,0.046423614,0.2475677,"('incompetent', 'competent')",-0.7244391,-0.5211085,-0.43695477,-0.32235202,-0.3716567,-0.1986309,-0.1730258
51,0.029677108,-0.047655,"('uneducated', 'educated')",-0.71809,-0.61723804,0.49002677,0.44203418,-0.0661287,-0.0742863,0.0081576
61,0.027395237,0.03624732,"('illogical', 'logical')",1.0489212,0.98459876,-0.016705181,-0.08053799,0.3532038,0.3134361,0.0397677
74,0.026292972,0.04513404,"('undedicated', 'dedicated')",-0.28005314,-0.36895704,0.17678407,0.078581266,-0.0256587,-0.0817472,0.0560885
3,-0.00024599954,0.15250707,"('repellent', 'pleasant')",-0.53782636,-0.37997335,-0.14711052,-0.0017438009,-0.2283943,-0.0764034,-0.1519909
