,medco_male,medco_female,tuple,health_male,health_female,solutions_male,solutions_female,inc_male,inc_female,average_male,average_female,male-female
1,-1.72312,-1.5965345,"('unfriendly', 'friendly')",1.3648696,1.6126776,0.39956775,0.6417824,2.0777962,2.2191703,0.5297784,0.7192739,-0.1894955
58,-1.5771362,-1.4956951,"('undiscriminating', 'discriminating')",-1.296781,-1.2521714,-0.5905227,-0.6388925,-0.3357843,-0.36926985,-0.950056,-0.9390072,-0.0110488
8,-1.5048372,-1.5833328,"('unaffectionate', 'affectionate')",0.27219963,0.30796462,-1.4052376,-1.1781118,0.5579681,0.63798666,-0.5199767,-0.4538733,-0.0661034
53,-1.4714715,-1.339298,"('uncreative', 'creative')",-0.5272782,-0.4431882,-0.22794957,-0.20164533,1.0320858,1.0997418,-0.2986534,-0.2210974,-0.077556
57,-1.4679326,-1.4091647,"('unimaginative', 'imaginative')",-0.14259088,-0.1399189,-0.721847,-0.7166246,-2.5802467,-2.3714824,-1.2281543,-1.1592977,-0.0688566
86,-1.2877115,-1.1979681,"('uninfluential', 'influential')",0.023985274,0.04701746,-0.6642075,-0.6496432,-0.15207171,-0.026163105,-0.5200014,-0.4566892,-0.0633122
10,-1.2203,-1.1281374,"('unsympathetic', 'sympathetic')",-0.31129473,-0.1975557,-0.09400849,-0.12396752,-0.55526197,-0.39412218,-0.5452163,-0.4609457,-0.0842706
23,-1.172518,-1.2218374,"('insincere', 'sincere')",0.14279585,0.24385661,1.2268842,1.1385291,5.014353,4.772982,1.3028787,1.2333826,0.0694961
69,1.1607203,1.1854185,"('lazy', 'industrious')",0.92836654,1.0409776,1.5596908,1.6057212,0.14836079,0.33569047,0.9492847,1.0419519,-0.0926672
42,1.0401042,1.054054,"('unreliable', 'reliable')",1.8691907,2.058234,1.0215502,1.0672506,-2.5341713,-2.3841612,0.3491684,0.4488444,-0.099676
39,1.007489,1.0175457,"('exploitative', 'cooperative')",0.18117216,0.21464257,1.3522522,1.2939757,0.009984177,0.084460005,0.6377244,0.652656,-0.0149316
45,-1.0038891,-0.82943666,"('incompetent', 'competent')",-0.02955094,0.17086464,0.4706996,0.40712327,-0.6810607,-0.35923892,-0.3109503,-0.1526719,-0.1582784
27,-0.9927797,-0.8530165,"('hardhearted', 'softhearted')",0.5234293,0.7689432,0.6172567,0.7297466,1.4443237,1.6076306,0.3980575,0.563326,-0.1652685
28,-0.9686054,-0.95361084,"('disloyal', 'loyal')",0.044328615,-0.07679139,0.038755715,-0.08350228,0.9286058,0.7710163,0.0107712,-0.085722,0.0964932
82,-0.9126467,-1.0877594,"('poor', 'rich')",-0.51238286,-0.6981753,-0.3393916,-0.61255044,6.0495625,5.528125,1.0712854,0.7824099,0.2888755
65,-0.90937924,-0.96313363,"('insecure', 'secure')",-1.2629806,-1.4063785,-0.072514474,-0.4100121,-0.6121377,-0.48321682,-0.7142531,-0.8156852,0.1014321
7,-0.8779178,-0.7128272,"('insensitive', 'sensitive')",-0.32836735,-0.1702553,0.41860145,0.39836842,0.28120497,0.50736505,-0.1266197,0.0056627,-0.1322824
63,-0.8722054,-0.8748549,"('unperceptive', 'insightful')",0.9394383,0.9950722,1.9476076,2.055552,0.9152656,1.0955569,0.7325265,0.8178315,-0.085305
9,-0.81591284,-0.7257925,"('unaffectionate', 'caring')",1.5218521,1.6286137,0.6510182,0.9317508,1.2581928,1.38244,0.6537876,0.804253,-0.1504654
20,-0.8076298,-0.86006856,"('rough', 'thoughtful')",-0.5525526,-0.6344835,0.479989,0.4116426,0.59334934,0.7799726,-0.071711,-0.0757342,0.0040232
2,0.80606073,0.6952973,"('unlikable', 'likable')",1.3216085,1.2495599,1.6805531,1.6665105,1.2828737,1.2670983,1.272774,1.2196165,0.0531575
54,-0.7691984,-0.7978617,"('incapable', 'capable')",0.6574546,0.63204956,0.47087392,0.6055677,1.2005271,1.1569041,0.3899143,0.3991649,-0.0092506
67,0.75866646,0.73465234,"('doubtful', 'determined')",0.0505072,-0.025835108,0.8521563,0.7485176,-0.41994315,-0.41402543,0.3103467,0.2608273,0.0495194
26,-0.75330603,-0.7138613,"('hardhearted', 'benevolent')",1.3430885,1.3975244,0.98034,1.1878092,1.5900636,1.8535278,0.7900465,0.93125,-0.1412035
61,-0.7457471,-0.6620632,"('illogical', 'logical')",-0.40170887,-0.35155135,0.8656828,0.7115226,-0.039252188,-0.018474419,-0.0802563,-0.0801416,-0.0001147
73,0.7291094,0.7622395,"('helpless', 'self-reliant')",1.0947721,1.091589,-0.2022874,-0.08841285,-2.9108267,-2.9041445,-0.3223082,-0.2846822,-0.037626
55,-0.7097304,-0.5802617,"('incompetent', 'clever')",-1.2720232,-1.3050189,-0.17696358,-0.43987912,-0.48716772,-0.37970674,-0.6614712,-0.6762166,0.0147454
