,jacobs_male,jacobs_female,tuple,engineering_male,engineering_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
36,-1.4833741,-1.3052399,"('hostile', 'amicable')",-0.2622634,-0.42190105,-1.4468274,-1.4111806,0.12474753,-0.022941833,-0.7669293,-0.7903158,0.0233865
10,1.4318298,1.3548427,"('unsympathetic', 'sympathetic')",-0.8196543,-0.77276504,-0.1585414,-0.33140105,-0.08692619,-0.040542983,0.091677,0.0525334,0.0391436
21,1.3743857,1.5076153,"('immoral', 'moral')",0.90726656,0.9039395,0.21873456,0.13288535,-0.9010596,-0.81422764,0.3998318,0.4325532,-0.0327214
43,1.3261874,1.5361624,"('irresponsible', 'responsible')",0.28466403,0.6843707,0.2307818,0.34080538,0.72343653,0.90776247,0.6412674,0.8672752,-0.2260078
6,-1.3226293,-0.9248263,"('distant', 'open')",-0.280756,-0.16140425,-1.9683584,-1.7047563,0.07007172,0.29538864,-0.875418,-0.6238995,-0.2515185
70,1.3152539,1.5122805,"('lethargic', 'energetic')",0.39352253,0.46732733,0.46397573,0.5367908,1.0005184,1.1221732,0.7933177,0.9096429,-0.1163252
44,-1.3090066,-1.2643844,"('prejudiced', 'unprejudiced')",-0.24940145,-0.1949454,-0.9180375,-0.74453056,-1.7219473,-1.6003247,-1.0495982,-0.9510462,-0.098552
82,-1.3089921,-1.1357791,"('poor', 'rich')",0.17474526,0.240041,-0.44165546,-0.18013576,6.1428266,6.3876324,1.141731,1.3279396,-0.1862086
37,1.2121836,1.1758977,"('fake', 'genuine')",0.3324562,0.32225245,0.057078823,0.07769127,0.6004863,0.73502016,0.5505512,0.5777154,-0.0271642
77,1.2112272,1.1136031,"('unmotivated', 'motivated')",-0.09617137,-0.012990196,0.3776522,0.30947876,-1.1360804,-1.1174235,0.0891569,0.073167,0.0159899
35,-1.1557486,-1.175135,"('corrupt', 'incorrupt')",0.07417916,-0.07053494,-1.4365275,-1.290768,-0.32714042,-0.4298321,-0.7113093,-0.7415675,0.0302582
72,1.1477968,1.1184425,"('unambitious', 'ambitious')",0.0407589,0.2469876,0.680276,0.71215785,-0.39315987,-0.24356331,0.3689179,0.4585062,-0.0895883
88,-1.1374164,-1.2644755,"('low', 'eminent')",-0.48382816,-0.64062047,-1.2205873,-1.3081449,-0.015413791,0.05963135,-0.7143114,-0.7884024,0.074091
27,1.1183367,1.1121584,"('hardhearted', 'softhearted')",-0.43706086,-0.29280943,-0.09623957,-0.13798103,1.5345507,1.4897333,0.5298967,0.5427753,-0.0128786
55,1.1035494,0.90991527,"('incompetent', 'clever')",-0.45074213,-0.63710093,0.97232693,0.61798376,0.046076223,-0.10663755,0.4178026,0.1960401,0.2217625
84,1.0850981,1.07312,"('inferior', 'superior')",1.5146025,1.5040904,0.45746964,0.5104337,0.6398305,0.5654276,0.9242502,0.9132679,0.0109823
73,1.0739337,1.4395249,"('helpless', 'self-reliant')",0.51402146,0.58138454,-0.25540936,-0.06280121,-3.3925025,-3.2427793,-0.5149891,-0.3211678,-0.1938213
8,-1.0226977,-0.7045283,"('unaffectionate', 'affectionate')",-0.14518085,-0.10022533,-0.047688216,0.027786676,0.83292687,1.0066701,-0.09566,0.0574258,-0.1530858
80,1.0224756,0.649396,"('dominated', 'dominating')",-0.22657888,-0.09921829,1.7634623,1.4528354,-0.92655766,-1.010664,0.4082004,0.2480873,0.1601131
86,0.9741101,0.80939883,"('uninfluential', 'influential')",-0.087524995,-0.18100247,0.27712172,0.07134706,0.102494076,-0.10644689,0.3165502,0.1483241,0.1682261
62,0.9202379,0.9841794,"('incompetent', 'brilliant')",-0.064374395,0.2193712,0.33535078,0.38187551,-0.04299453,0.29577687,0.287055,0.4703007,-0.1832457
65,0.910989,0.920238,"('insecure', 'secure')",-0.44329852,-0.60384005,0.82057357,0.57469636,-0.29211342,-0.21163853,0.2490377,0.169864,0.0791737
28,-0.9052122,-0.8330061,"('disloyal', 'loyal')",-0.22013305,-0.3722318,0.007056538,-0.04093291,1.0161377,1.06977,-0.0255377,-0.0441002,0.0185625
85,-0.8780432,-0.53477734,"('insignificant', 'prestigious')",0.39541805,0.12272056,-0.9252636,-0.88273823,0.10563303,0.010919243,-0.3255639,-0.320969,-0.0045949
19,-0.8234236,-0.4264812,"('inhospitable', 'hospitable')",-0.3809417,-0.09051523,-1.4888908,-1.2880503,-0.14028218,0.014197845,-0.7083845,-0.4477122,-0.2606723
20,0.7908833,0.5998737,"('rough', 'thoughtful')",0.13659821,0.09972136,1.129544,1.0089446,1.0826769,0.9572342,0.7849256,0.6664435,0.1184821
3,0.77902675,0.6393813,"('repellent', 'pleasant')",-0.085590504,-0.13257052,1.3193678,1.2117643,0.6514586,0.656136,0.6660657,0.5936778,0.0723879
81,0.7332785,0.3123241,"('submissive', 'aggressive')",-0.36130947,-0.45615596,1.2659678,1.0825199,-0.9661602,-0.9634838,0.1679442,-0.0061989,0.1741431
57,0.678452,0.6160174,"('unimaginative', 'imaginative')",-0.32516733,-0.41632873,-0.03918253,-0.3208016,-2.419832,-2.6353526,-0.5264325,-0.6891164,0.1626839
13,0.655722,0.7037597,"('impolite', 'polite')",0.22292206,0.41894567,0.36679134,0.32083553,-0.119975016,-0.054094203,0.2813651,0.3473617,-0.0659966
50,-0.6537632,-0.34603807,"('clumsy', 'skillful')",0.09163044,0.23764357,0.0399263,0.1731568,-0.040714215,0.16626373,-0.1407302,0.0577565,-0.1984867
76,0.65202254,0.8109912,"('anxious', 'daring')",-0.17717725,0.010236682,0.48509517,0.57376665,-0.06130294,0.08166436,0.2246594,0.3691647,-0.1445053
67,0.63736403,0.58150274,"('doubtful', 'determined')",0.47929642,0.7274643,0.49464992,0.6231648,-0.80731004,-0.73563254,0.2010001,0.2991248,-0.0981247
68,0.6362671,0.3615373,"('dependent', 'independent')",-1.0150675,-1.1964893,-0.42142725,-0.50573826,-0.70983416,-0.82836056,-0.3775154,-0.5422627,0.1647473
79,-0.6032344,-0.30364123,"('wavering', 'unwavering')",-0.63463235,-0.6101788,-1.7097973,-1.513547,-0.271482,-0.25380573,-0.8047865,-0.6702932,-0.1344933
14,0.5728122,0.24361277,"('antisocial', 'social')",0.3078451,0.27793446,0.9276378,0.8079698,-0.44689816,-0.6118563,0.3403493,0.1794152,0.1609341
22,0.5354347,0.35306573,"('untrustworthy', 'trustworthy')",-0.37938258,-0.49563274,1.2226509,1.075693,-0.7853123,-0.7610011,0.1483477,0.0430312,0.1053165
69,-0.515833,-0.52687204,"('lazy', 'industrious')",0.98575276,0.96242946,0.17132322,0.2248697,-1.000904,-1.0916862,-0.0899152,-0.1078148,0.0178996
24,0.50074756,0.56357306,"('dishonest', 'honest')",0.18369558,0.281383,-0.24975881,-0.20793143,0.7330701,0.9160824,0.2919386,0.3882768,-0.0963382
9,0.48846534,0.73731214,"('unaffectionate', 'caring')",0.25046608,0.3035562,0.13483381,0.15524046,1.3505927,1.5325998,0.5560895,0.6821771,-0.1260876
26,0.47561026,0.3273329,"('hardhearted', 'benevolent')",0.9814999,0.8798497,0.90961075,0.8905683,1.4368479,1.3345455,0.9508922,0.8580741,0.0928181
52,-0.46466893,-0.3426252,"('irrational', 'rational')",0.38640314,0.14961293,-0.77375245,-0.7552965,0.05981402,-0.0133445505,-0.1980511,-0.2404133,0.0423622
15,-0.46323666,-0.3880717,"('boring', 'funny')",0.08495762,0.08366469,-1.3373879,-1.4289751,0.33762142,0.2430202,-0.3445114,-0.3725905,0.0280791
75,-0.45705974,-0.29854792,"('meek', 'impulsive')",-0.16357854,-0.11707132,-1.2150233,-1.0216491,-0.5532864,-0.51915336,-0.597237,-0.4891054,-0.1081316
38,-0.45081973,-0.12247026,"('untruthful', 'truthful')",-0.16978484,-0.025013164,-0.9428846,-0.8457915,-0.24266303,-0.013494071,-0.4515381,-0.2516922,-0.1998459
45,-0.44576055,-0.43194574,"('incompetent', 'competent')",-0.079175636,0.046790402,0.28088865,0.20192093,-0.34993413,-0.41214383,-0.1484954,-0.1488446,0.0003492
48,0.4399299,0.28779042,"('unintelligent', 'intelligent')",0.11061646,-0.11659446,-0.16247603,-0.46313596,0.12409105,0.059164356,0.1280403,-0.0581939,0.1862342
17,-0.4015505,-0.5057321,"('nasty', 'nice')",-0.3165747,-0.40858448,-1.1727617,-1.4080285,-0.62455297,-0.7288609,-0.62886,-0.7628015,0.1339415
47,-0.40099812,-0.28185546,"('stupid', 'smart')",-0.15424359,0.12814473,0.56458,0.749734,5.4321804,5.682628,1.3603797,1.5696628,-0.2092831
29,-0.39466223,-0.4430038,"('unfair', 'fair')",-0.27616945,-0.40128136,-0.42241812,-0.4943976,-0.27816877,-0.45208538,-0.3428546,-0.447692,0.1048374
63,0.37726668,0.6052685,"('unperceptive', 'insightful')",0.33243245,0.5641419,1.3220102,1.4177587,0.95776457,1.1750488,0.7473685,0.9405545,-0.193186
71,0.35595584,0.40393573,"('diffident', 'self-confident')",0.7958046,0.8919481,-0.17834444,-0.16801248,0.34016758,0.39956045,0.3283959,0.381858,-0.0534621
34,0.33981615,0.68799466,"('mean', 'honorable')",0.10379322,0.3661087,-0.46077743,-0.19799064,5.964965,6.20165,1.4869492,1.7644408,-0.2774916
42,0.3395818,0.62993646,"('unreliable', 'reliable')",-0.6354706,-0.5315547,0.42202085,0.5186533,-3.143991,-2.949629,-0.7544647,-0.5831485,-0.1713162
53,0.30795076,0.55937886,"('uncreative', 'creative')",0.9039633,0.93893933,0.1076947,0.12622464,1.0035365,1.0616554,0.5807863,0.6715496,-0.0907633
83,-0.30048215,-0.15975298,"('powerless', 'powerful')",-0.2439672,-0.1892036,-0.79137844,-0.69381344,-1.0703391,-1.1397036,-0.6015418,-0.5456184,-0.0559234
66,-0.28338104,-0.29149187,"('inactive', 'active')",-0.07663488,-0.097085565,0.73748106,0.7908466,0.83247876,0.69785213,0.302486,0.2750303,0.0274557
11,0.26895005,0.5015228,"('unhelpful', 'helpful')",-0.26666564,-0.009433555,-0.27623224,-0.20333341,1.7356842,1.9727498,0.3654341,0.5653764,-0.1999423
40,0.25267923,0.19137813,"('stingy', 'generous')",0.6648739,0.41605547,0.6384391,0.56949914,-1.5379837,-1.6943523,0.0045021,-0.1293549,0.133857
33,0.24524456,0.20434211,"('wrong', 'right')",1.1659961,1.0372669,0.24439777,0.08179192,-0.30056465,-0.42255563,0.3387684,0.2252113,0.1135571
87,0.20596237,0.26316085,"('unsuccessful', 'successful')",0.395356,0.3615304,2.2145464,2.0441768,0.7870094,0.68619347,0.9007186,0.8387654,0.0619532
25,0.19751349,0.16688395,"('egoistic', 'altruistic')",1.0323362,0.9297029,0.06860073,0.11362493,1.5185107,1.5154552,0.7042403,0.6814167,0.0228236
41,0.19072726,0.30957478,"('unforgiving', 'forgiving')",-1.2288444,-1.151313,0.49830514,0.45056266,0.3389809,0.24565,-0.0502078,-0.0363814,-0.0138264
61,-0.16450016,-0.0812547,"('illogical', 'logical')",0.22133367,0.19554731,0.34934086,0.25320125,0.32172808,0.29965776,0.1819756,0.1667879,0.0151877
49,-0.15426895,-0.13672051,"('unable', 'able')",-0.751824,-0.59104687,-0.8309282,-0.8317191,-0.570464,-0.43139312,-0.5768713,-0.4977199,-0.0791514
54,0.1435638,0.38487995,"('incapable', 'capable')",-0.2238709,-0.07998197,-0.042601846,0.08400896,0.9434033,1.1948729,0.2051236,0.395945,-0.1908214
59,-0.13718201,0.07512252,"('foolish', 'wise')",0.5262286,0.49919203,-0.99032706,-0.9443841,0.10060116,0.23287532,-0.1251698,-0.0342986,-0.0908712
32,-0.11695352,-0.015209233,"('unkind', 'kind')",-0.12076889,-0.017510243,0.5757925,0.44513658,0.97363585,1.0285088,0.3279265,0.3602315,-0.032305
51,0.104477875,-0.22399026,"('uneducated', 'educated')",-0.6547048,-0.82721704,0.9734987,0.69398165,0.60871875,0.4304125,0.2579976,0.0182967,0.2397009
18,-0.10142843,-0.036819674,"('disagreeable', 'welcoming')",-0.76513326,-0.6768432,-0.75389755,-0.60353374,-0.43124107,-0.38162577,-0.5129251,-0.4247056,-0.0882195
78,0.07336146,0.13459787,"('nonresilient', 'resilient')",0.13323914,0.16569564,1.0694702,1.033155,-0.033113576,-0.031516887,0.3107393,0.3254829,-0.0147436
58,-0.060663313,0.11275756,"('undiscriminating', 'discriminating')",0.6787621,0.5247589,0.7198688,0.700698,0.20756882,0.065269254,0.3863841,0.3508709,0.0355132
0,0.05421259,-0.14082675,"('unsociable', 'sociable')",-0.6537506,-0.7398264,0.2214506,-0.045983076,-0.6476838,-0.7557367,-0.2564428,-0.4205932,0.1641504
2,-0.049001016,0.43701228,"('unlikable', 'likable')",0.09063299,0.39720005,0.9504948,1.125617,0.25062722,0.48550457,0.3106885,0.6113335,-0.300645
64,-0.034929864,-0.1400468,"('shy', 'confident')",0.60600734,0.53847706,0.8390856,0.7280704,-6.824499,-6.92582,-1.3535841,-1.4498298,0.0962457
1,0.027480714,0.21840884,"('unfriendly', 'friendly')",0.38080814,0.27850315,-0.17066324,-0.19365904,1.553318,1.6792954,0.4477359,0.4956371,-0.0479012
