,monster_male,monster_female,tuple,worldwide_male,worldwide_female,inc_male,inc_female,average_male,average_female,male-female
31,-3.0863364,-2.0946674,"('evil', 'good')",-1.8039596,-0.8717724,-0.68259555,-0.8304215,-1.8576306,-1.2656204,-0.5920102
36,-2.9528065,-1.9200144,"('hostile', 'amicable')",-1.545434,-0.6487081,0.52184844,0.10714921,-1.325464,-0.8205245,-0.5049395
56,2.7811842,2.0805902,"('impractical', 'practical')",1.9295996,1.2479209,-0.43647045,-0.44485694,1.4247711,0.9612181,0.463553
48,2.4121962,1.676126,"('unintelligent', 'intelligent')",0.17904088,-0.1187509,0.56479114,0.6144569,1.0520094,0.723944,0.3280654
81,2.340667,1.1275032,"('submissive', 'aggressive')",1.2459314,0.27181917,-0.79059327,-0.6521918,0.9320017,0.2490435,0.6829582
4,-2.3131592,-1.3683044,"('disliked', 'liked')",-0.9190749,-0.21830828,-6.876232,-6.598302,-3.3694887,-2.7283049,-0.6411838
16,-2.0584598,-1.8476278,"('unpopular', 'popular')",-0.6669104,-0.31178144,0.5908974,0.46708703,-0.7114909,-0.5641074,-0.1473835
17,-2.0525005,-2.1224356,"('nasty', 'nice')",-1.9434233,-1.6311405,-0.6175029,-0.57377964,-1.5378089,-1.442452,-0.0953569
69,-2.0297377,-1.1738256,"('lazy', 'industrious')",-0.16480851,0.83292055,-0.5267636,-0.4154058,-0.9071033,-0.2521036,-0.6549997
60,1.9854285,0.74452186,"('inefficient', 'efficient')",2.1849055,0.8795786,-0.004837122,0.14631236,1.3884989,0.5901376,0.7983613
52,-1.9629935,-1.1685678,"('irrational', 'rational')",-1.173508,-0.1986017,0.4438176,0.3184222,-0.8975613,-0.3495824,-0.5479789
44,-1.9467659,-1.7403257,"('prejudiced', 'unprejudiced')",-0.47791287,-0.30380255,-1.1547642,-1.2517122,-1.1931477,-1.0986134,-0.0945343
6,-1.7993884,-0.74302757,"('distant', 'open')",-0.8422587,0.3916101,0.86383456,0.91495997,-0.5926042,0.1878475,-0.7804517
85,-1.6689647,-0.47540855,"('insignificant', 'prestigious')",-1.7896118,-0.5401818,1.0672935,1.0925459,-0.7970943,0.0256518,-0.8227461
29,-1.6657035,-1.2778662,"('unfair', 'fair')",0.09781709,0.33471304,-0.32373598,-0.4549845,-0.6305408,-0.4660459,-0.1644949
18,-1.6466479,-1.9241972,"('disagreeable', 'welcoming')",0.10476908,0.067902505,-0.35719928,-0.54268086,-0.633026,-0.7996585,0.1666325
32,1.5540742,1.0807184,"('unkind', 'kind')",0.86327624,0.5018383,0.81440544,0.9350108,1.0772519,0.8391892,0.2380627
66,-1.5450665,-1.4426299,"('inactive', 'active')",0.31703925,0.25310582,0.72892,0.57498926,-0.1663691,-0.204845,0.0384759
43,1.3878163,0.5094653,"('irresponsible', 'responsible')",1.5934039,0.7404542,0.59957737,0.5005825,1.1935992,0.5835006,0.6100986
35,-1.379111,-0.32928246,"('corrupt', 'incorrupt')",-1.0454245,-0.17602912,0.34670663,0.37462458,-0.6926096,-0.0435623,-0.6490473
40,-1.3339354,-1.2151105,"('stingy', 'generous')",-0.66185147,-0.6201813,-2.0663075,-2.199628,-1.3540316,-1.3449732,-0.0090584
62,1.3208911,0.49112836,"('incompetent', 'brilliant')",1.0372912,0.44353673,-0.29151124,-0.07571541,0.6888904,0.2863166,0.4025738
59,-1.2837493,-0.5433593,"('foolish', 'wise')",0.44048822,1.2663507,0.7888654,0.8282367,-0.0181319,0.5170761,-0.535208
72,1.2764316,1.07366,"('unambitious', 'ambitious')",0.68741053,0.74054927,-0.4245709,-0.2891352,0.5130904,0.508358,0.0047324
50,-1.2326728,-0.9286791,"('clumsy', 'skillful')",0.73369133,0.8291143,0.55270123,0.6846532,0.0179066,0.1950295,-0.1771229
55,1.205081,-0.062372103,"('incompetent', 'clever')",0.5769542,-0.67991793,-0.3363192,-0.49051073,0.4819053,-0.4109336,0.8928389
5,-1.1061999,-0.1671656,"('distant', 'outgoing')",-0.10366815,1.1103954,0.3656749,0.5716013,-0.2813977,0.5049437,-0.7863414
79,-1.1043583,-0.36010396,"('wavering', 'unwavering')",-0.61661166,-0.12864614,0.45073992,0.4866484,-0.42341,-0.0007006,-0.4227094
86,1.0593885,0.4056666,"('uninfluential', 'influential')",0.22706763,-0.2603239,-0.669131,-0.77217543,0.205775,-0.2089442,0.4147192
58,-1.0533733,-0.81624347,"('undiscriminating', 'discriminating')",-0.008643866,-0.20327808,-0.3324265,-0.48470986,-0.4648146,-0.5014105,0.0365959
23,1.0336534,0.102394044,"('insincere', 'sincere')",1.4523836,0.85131466,5.679601,5.479981,2.7218793,2.1445632,0.5773161
34,-0.99362636,-1.238002,"('mean', 'honorable')",0.003766079,-0.14208747,5.571636,5.28835,1.5272586,1.3027536,0.224505
63,0.90921724,0.39943117,"('unperceptive', 'insightful')",1.7834384,1.1439486,0.5648648,0.5686631,1.0858401,0.7040143,0.3818258
10,0.90222955,-0.35305852,"('unsympathetic', 'sympathetic')",-0.5413213,-1.7120495,-0.9219387,-1.0650547,-0.1870101,-1.0433876,0.8563775
74,0.85578656,0.7200171,"('undedicated', 'dedicated')",1.4271183,0.9656215,-0.052985407,-0.076534756,0.7433065,0.5363679,0.2069386
2,-0.8371447,-1.1051612,"('unlikable', 'likable')",0.014263578,0.09050895,0.3406193,0.207028,-0.1607539,-0.2692081,0.1084542
25,-0.83620554,-0.5215157,"('egoistic', 'altruistic')",0.2675835,0.5750093,1.919636,1.7649572,0.450338,0.6061502,-0.1558122
9,0.78834647,0.8802018,"('unaffectionate', 'caring')",0.0036262944,0.45375353,1.5043713,1.4847023,0.765448,0.9395525,-0.1741045
21,0.7668921,-0.4360104,"('immoral', 'moral')",0.89492476,-0.20207456,-1.0625495,-1.3258952,0.1997558,-0.6546601,0.8544159
3,-0.76572853,-1.3221034,"('repellent', 'pleasant')",-0.21802773,-0.7563219,-0.17835374,-0.31132594,-0.38737,-0.7965838,0.4092138
