,bank_male,bank_female,tuple,of_male,of_female,america_male,america_female,corp_male,corp_female,average_male,average_female,male-female
71,2.0947385,1.9544368,"('diffident', 'self-confident')",0.3454004,-0.14506435,0.87630755,0.7088766,0.3119872,0.1306757,0.9071084,0.6622312,0.2448772
9,1.8378289,1.8237755,"('unaffectionate', 'caring')",-0.6904229,-0.77980316,0.5266698,0.77638143,1.7417318,1.6670976,0.8539519,0.8718628,-0.0179109
1,1.8325942,1.7307223,"('unfriendly', 'friendly')",-0.4545969,-0.88815194,0.8405228,0.7119884,1.6860219,1.6739198,0.9761355,0.8071196,0.1690159
2,1.8299323,2.0309212,"('unlikable', 'likable')",0.77472544,1.0590979,0.9634092,1.3645781,0.7972765,0.9104439,1.0913358,1.3412603,-0.2499245
26,1.80929,1.5430729,"('hardhearted', 'benevolent')",1.6890781,1.3096985,2.5874372,2.3059638,2.358683,2.4070158,2.1111221,1.8914378,0.2196843
68,-1.6498041,-1.6735239,"('dependent', 'independent')",-0.034467287,0.037867155,0.422014,0.25666243,-1.2937461,-1.4862953,-0.6390009,-0.7163224,0.0773215
34,1.4906807,1.5593444,"('mean', 'honorable')",-0.6278462,-0.5920752,-1.204721,-1.059997,5.14265,5.118264,1.2001909,1.2563841,-0.0561932
54,1.3250299,1.3143665,"('incapable', 'capable')",-0.03543386,-0.0044360645,0.5694598,0.7953089,1.2770336,1.1197362,0.7840223,0.8062439,-0.0222216
37,-1.2879647,-1.3030956,"('fake', 'genuine')",-0.64941764,-0.64205545,-0.81015766,-0.7256509,0.17418666,0.081620395,-0.6433383,-0.6472954,0.0039571
63,1.2424359,1.2058152,"('unperceptive', 'insightful')",-0.2727088,-0.21993373,0.9497641,0.63293636,0.33365512,0.33731657,0.5632866,0.4890336,0.074253
32,1.217351,1.461044,"('unkind', 'kind')",-0.3024702,0.018052515,-0.49967197,-0.23320682,0.78004557,0.7185656,0.2988136,0.4911138,-0.1923002
83,1.2055498,1.3001169,"('powerless', 'powerful')",0.58587515,0.519744,-0.62830305,-0.79069376,-0.8146483,-0.73703843,0.0871184,0.0730322,0.0140862
15,1.1470035,0.9996595,"('boring', 'funny')",0.6236209,0.2507343,0.4864378,0.4354832,0.30403128,0.14312074,0.6402734,0.4572494,0.183024
61,1.1284733,1.2606496,"('illogical', 'logical')",-0.8919926,-0.9771586,0.22163813,0.14965585,0.5369376,0.36679542,0.2487641,0.1999856,0.0487785
78,1.1210104,0.9814781,"('nonresilient', 'resilient')",-0.48447958,-0.5058365,-0.05551205,-0.23401928,-0.32724324,-0.22274604,0.0634439,0.0047191,0.0587248
12,1.1106564,1.1013267,"('unsupportive', 'supportive')",-0.17087519,-0.0044811517,0.54772717,0.31376737,-2.0465283,-1.9534357,-0.139755,-0.1357057,-0.0040493
87,1.1000944,0.93855804,"('unsuccessful', 'successful')",-0.7160637,-0.93570226,0.49324262,0.26740432,0.9808346,0.8924084,0.464527,0.2906671,0.1738599
