,lennar_male,lennar_female,tuple,corp_male,corp_female,average_male,average_female,male-female
6,-1.8827237,-1.2482464,"('distant', 'open')",-1.1160324,-0.8184223,-1.499378,-1.0333344,-0.4660436
86,-1.7812502,-1.9839921,"('uninfluential', 'influential')",-0.14896789,-0.2958055,-0.9651091,-1.1398988,0.1747897
79,-1.7240138,-1.7401295,"('wavering', 'unwavering')",-0.45604149,-0.29343474,-1.0900277,-1.016782,-0.0732457
1,-1.6742407,-1.2370634,"('unfriendly', 'friendly')",0.7699656,0.9572057,-0.4521376,-0.1399288,-0.3122088
85,-1.6224395,-1.0166975,"('insignificant', 'prestigious')",-1.1917735,-0.7863217,-1.4071065,-0.9015096,-0.5055969
36,-1.5889236,-0.9721849,"('hostile', 'amicable')",-0.8303553,-0.67149806,-1.2096394,-0.8218415,-0.3877979
31,-1.3821619,-0.86545783,"('evil', 'good')",-1.5572687,-1.4686273,-1.4697154,-1.1670426,-0.3026728
66,-1.282989,-0.8184001,"('inactive', 'active')",0.224143,0.3273921,-0.529423,-0.245504,-0.283919
81,1.2759326,0.47706696,"('submissive', 'aggressive')",0.20958978,-0.14630592,0.7427611,0.1653805,0.5773806
8,-1.2382647,-0.8197657,"('unaffectionate', 'affectionate')",-0.1237538,0.27713543,-0.6810092,-0.2713151,-0.4096941
26,-1.2275962,-1.07716,"('hardhearted', 'benevolent')",0.411047,0.5716711,-0.4082746,-0.2527444,-0.1555302
58,-1.223691,-0.8283802,"('undiscriminating', 'discriminating')",0.041269433,-0.043442015,-0.5912108,-0.4359111,-0.1552997
62,1.1681063,0.57624817,"('incompetent', 'brilliant')",1.1631097,1.0310265,1.1656079,0.8036373,0.3619706
5,-1.1426601,-0.8363554,"('distant', 'outgoing')",-0.8311655,-0.6709745,-0.9869128,-0.753665,-0.2332478
53,-1.1244533,-1.0352408,"('uncreative', 'creative')",0.3998668,0.4168941,-0.3622932,-0.3091733,-0.0531199
9,-1.0413563,-0.59276986,"('unaffectionate', 'caring')",0.91965,1.2875406,-0.0608532,0.3473853,-0.4082385
43,-1.0343102,-1.2065276,"('irresponsible', 'responsible')",0.53668284,0.5197732,-0.2488137,-0.3433772,0.0945635
19,-1.012772,-0.8340157,"('inhospitable', 'hospitable')",-0.4175292,-0.10132493,-0.7151506,-0.4676703,-0.2474803
57,-1.0114855,-0.9993066,"('unimaginative', 'imaginative')",-3.366183,-3.5852923,-2.1888342,-2.2922995,0.1034653
27,-1.01049,-0.6526598,"('hardhearted', 'softhearted')",0.7919102,1.0269067,-0.1092899,0.1871235,-0.2964134
49,0.95029336,1.1214671,"('unable', 'able')",0.36652955,0.65580887,0.6584114,0.888638,-0.2302266
30,0.9330988,0.30072004,"('intolerant', 'tolerant')",0.9909367,0.8534466,0.9620178,0.5770833,0.3849345
72,-0.89112747,-0.5628041,"('unambitious', 'ambitious')",-0.58391327,-0.54334974,-0.7375203,-0.5530769,-0.1844434
14,0.89043206,0.4125802,"('antisocial', 'social')",-0.11348019,-0.487833,0.3884759,-0.0376264,0.4261023
54,-0.8877037,-0.80259377,"('incapable', 'capable')",0.72328305,0.9565508,-0.0822103,0.0769785,-0.1591888
35,-0.85466003,-0.48069417,"('corrupt', 'incorrupt')",-0.9876863,-0.7443453,-0.9211732,-0.6125197,-0.3086535
18,-0.83384675,-0.65030855,"('disagreeable', 'welcoming')",-0.80082023,-0.73876387,-0.8173335,-0.6945362,-0.1227973
88,-0.8218337,-1.0060799,"('low', 'eminent')",-0.18687116,-0.23254494,-0.5043525,-0.6193124,0.1149599
75,-0.79901135,-0.5102126,"('meek', 'impulsive')",-0.8774641,-0.89715165,-0.8382378,-0.7036821,-0.1345557
41,-0.7723222,-0.46921104,"('unforgiving', 'forgiving')",-0.40660927,-0.63905096,-0.5894657,-0.554131,-0.0353347
87,0.7031362,0.25805438,"('unsuccessful', 'successful')",1.2891792,1.3787813,0.9961577,0.8184178,0.1777399
84,0.68630064,0.68898124,"('inferior', 'superior')",0.99005157,1.2011566,0.8381761,0.945069,-0.1068929
39,0.6341911,0.24681023,"('exploitative', 'cooperative')",-0.27467343,-0.18699574,0.1797588,0.0299072,0.1498516
52,-0.6176213,-0.2859506,"('irrational', 'rational')",-0.50417036,-0.28964055,-0.5608958,-0.2877956,-0.2731002
63,-0.6121878,-0.8996207,"('unperceptive', 'insightful')",1.1055439,0.96503454,0.246678,0.0327069,0.2139711
80,0.6085893,0.3934545,"('dominated', 'dominating')",-0.3016702,-0.41515654,0.1534595,-0.010851,0.1643105
55,0.5809273,0.21199,"('incompetent', 'clever')",0.7246703,0.6464199,0.6527988,0.4292049,0.2235939
10,-0.5627669,-0.8187819,"('unsympathetic', 'sympathetic')",0.22749807,0.21020499,-0.1676344,-0.3042884,0.136654
74,-0.5484089,-0.46485478,"('undedicated', 'dedicated')",-0.47998744,-0.54520047,-0.5141982,-0.5050277,-0.0091705
48,0.5366168,0.34149885,"('unintelligent', 'intelligent')",1.5057286,1.478324,1.0211728,0.9099115,0.1112613
45,-0.5209658,-0.73161495,"('incompetent', 'competent')",0.24798058,0.049327254,-0.1364926,-0.3411438,0.2046512
21,0.51837796,0.06079261,"('immoral', 'moral')",0.29667887,0.05012574,0.4075284,0.0554592,0.3520692
32,-0.4836832,-0.75581735,"('unkind', 'kind')",0.65836084,0.63625455,0.0873388,-0.0597814,0.1471202
25,-0.47756174,-0.19674906,"('egoistic', 'altruistic')",0.42237368,0.55881083,-0.027594,0.1810309,-0.2086249
29,-0.4761384,-0.25804648,"('unfair', 'fair')",-0.40340263,-0.5419759,-0.4397705,-0.4000112,-0.0397593
15,-0.4553903,-0.5972583,"('boring', 'funny')",-0.053249404,-0.055322096,-0.2543198,-0.3262902,0.0719704
16,-0.45426813,-0.5871569,"('unpopular', 'popular')",0.2571117,0.13508415,-0.0985782,-0.2260364,0.1274582
34,-0.4537407,-0.63379943,"('mean', 'honorable')",6.066059,6.273595,2.8061593,2.8198977,-0.0137384
47,-0.45249963,-0.47899184,"('stupid', 'smart')",5.565565,5.695402,2.5565329,2.6082051,-0.0516722
78,-0.45028704,-0.27941945,"('nonresilient', 'resilient')",0.8914666,0.9957291,0.2205898,0.3581548,-0.137565
23,-0.432861,-0.9860747,"('insincere', 'sincere')",6.3600583,6.4586015,2.9635987,2.7362633,0.2273354
38,-0.4258852,-0.4911661,"('untruthful', 'truthful')",-0.019353759,-0.032069862,-0.2226195,-0.261618,0.0389985
24,-0.4205024,-0.4645417,"('dishonest', 'honest')",0.76352644,0.9983735,0.171512,0.2669159,-0.0954039
3,0.40280926,0.32503575,"('repellent', 'pleasant')",0.8697099,0.7772834,0.6362596,0.5511596,0.0851
83,-0.35045788,-0.17787963,"('powerless', 'powerful')",-0.685391,-0.707819,-0.5179244,-0.4428493,-0.0750751
17,-0.34942618,-0.42377168,"('nasty', 'nice')",-0.50531214,-0.58289844,-0.4273692,-0.5033351,0.0759659
60,0.3201964,-0.37478772,"('inefficient', 'efficient')",0.6199296,0.23126623,0.470063,-0.0717607,0.5418237
70,-0.29645553,-0.59353334,"('lethargic', 'energetic')",0.7799878,0.70316803,0.2417661,0.0548173,0.1869488
44,0.28632948,0.30772564,"('prejudiced', 'unprejudiced')",-1.6763054,-1.7594367,-0.694988,-0.7258555,0.0308675
22,-0.28579918,-0.26922038,"('untrustworthy', 'trustworthy')",-0.8089546,-0.809439,-0.5473769,-0.5393297,-0.0080472
51,0.2784208,-0.18604305,"('uneducated', 'educated')",0.68744713,0.46911293,0.482934,0.1415349,0.3413991
64,0.26477996,-0.092270896,"('shy', 'confident')",-6.248161,-6.817974,-2.9916904,-3.4551225,0.4634321
56,0.26472953,-0.26466796,"('impractical', 'practical')",0.1854537,-0.10985301,0.2250916,-0.1872605,0.4123521
69,-0.26219133,0.039541073,"('lazy', 'industrious')",-1.1197267,-1.1096506,-0.690959,-0.5350547,-0.1559043
61,-0.259768,-0.60216856,"('illogical', 'logical')",0.36777392,0.18994015,0.054003,-0.2061142,0.2601172
2,-0.2531023,-0.2979197,"('unlikable', 'likable')",0.19133031,0.16552508,-0.030886,-0.0661973,0.0353113
11,0.2500317,-0.43757617,"('unhelpful', 'helpful')",2.1828618,2.0332203,1.2164468,0.7978221,0.4186247
13,-0.23941661,-0.99693763,"('impolite', 'polite')",-0.18848792,-0.35798547,-0.2139523,-0.6774616,0.4635093
33,-0.22850457,0.012213625,"('wrong', 'right')",-1.2239395,-1.0155119,-0.726222,-0.5016491,-0.2245729
4,0.22375378,0.5124187,"('disliked', 'liked')",-7.1187124,-7.292421,-3.4474792,-3.3900011,-0.0574781
40,-0.20981893,0.26934832,"('stingy', 'generous')",-2.155089,-1.9009535,-1.1824539,-0.8158026,-0.3666513
12,-0.19489016,-0.1661178,"('unsupportive', 'supportive')",-2.0316136,-2.0321972,-1.1132519,-1.0991576,-0.0140943
37,-0.19206826,-0.2809846,"('fake', 'genuine')",0.2925059,0.3040069,0.0502188,0.0115111,0.0387077
59,0.18267326,0.40052608,"('foolish', 'wise')",-0.2734302,-0.011183834,-0.0453785,0.1946711,-0.2400496
73,0.17376217,0.25510627,"('helpless', 'self-reliant')",-3.388756,-3.2220795,-1.607497,-1.4834867,-0.1240103
82,-0.1669367,-0.73537177,"('poor', 'rich')",6.9118705,7.0435047,3.3724668,3.1540666,0.2184002
50,-0.1655198,-0.2975697,"('clumsy', 'skillful')",0.3044265,0.4544108,0.0694533,0.0784205,-0.0089672
28,0.15597129,0.013548128,"('disloyal', 'loyal')",1.1485363,1.3510499,0.6522538,0.682299,-0.0300452
20,0.12491408,0.41874436,"('rough', 'thoughtful')",0.7587479,0.8599041,0.441831,0.6393242,-0.1974932
76,-0.120066896,-0.37987298,"('anxious', 'daring')",0.55801845,0.46097958,0.2189758,0.0405533,0.1784225
68,-0.11993495,-0.18533017,"('dependent', 'independent')",-0.22736959,-0.25062332,-0.1736523,-0.2179767,0.0443244
42,-0.09699637,-0.21605647,"('unreliable', 'reliable')",-3.0540705,-3.113346,-1.5755334,-1.6647012,0.0891678
65,-0.08544557,-0.7270608,"('insecure', 'secure')",0.15158188,-0.007970599,0.0330682,-0.3675157,0.4005839
46,0.059171274,-0.25890145,"('uncompetitive', 'competitive')",-0.17680404,-0.27727625,-0.0588164,-0.2680888,0.2092724
67,0.058001585,-0.08514874,"('doubtful', 'determined')",-0.58253473,-0.72986984,-0.2622666,-0.4075093,0.1452427
7,-0.053336598,-0.26338428,"('insensitive', 'sensitive')",0.5609726,0.58912337,0.253818,0.1628695,0.0909485
0,0.041002646,-0.3064886,"('unsociable', 'sociable')",0.03332834,-0.27706128,0.0371655,-0.2917749,0.3289404
71,-0.017772237,0.053809002,"('diffident', 'self-confident')",0.17695759,0.3708405,0.0795927,0.2123247,-0.132732
77,-0.0068918653,-0.046602428,"('unmotivated', 'motivated')",-0.34899032,-0.45078105,-0.1779411,-0.2486917,0.0707506
