,hartford_male,hartford_female,tuple,financial_male,financial_female,svcs_male,svcs_female,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
4,-0.9644489,-0.8893878,"('disliked', 'liked')",-1.0615726,-1.0649388,-0.90149486,-0.8283699,-0.5931356,-0.53037494,-4.7071466,-5.2217684,-1.6455597,-1.7069679,0.0614082
81,0.9356757,0.96285546,"('submissive', 'aggressive')",1.5732973,1.8644145,0.62308455,0.69660664,1.5812652,1.5594425,-0.110326014,-0.22678262,0.9205994,0.9713073,-0.0507079
76,0.9205579,1.049232,"('anxious', 'daring')",0.9106819,1.1836607,1.5721444,1.4243982,1.5156021,1.4604249,1.2764766,1.1655254,1.2390926,1.2566483,-0.0175557
57,0.9186976,1.0186284,"('unimaginative', 'imaginative')",0.061243176,0.1486981,-0.10253684,-0.21567461,0.2837478,0.29196566,-0.81645954,-1.1886897,0.0689384,0.0109856,0.0579528
56,0.89841735,0.93905926,"('impractical', 'practical')",1.8499792,1.9197574,1.1643898,1.1623688,2.0041554,1.9424589,0.5867831,0.46433413,1.3007449,1.2855956,0.0151493
11,0.89127064,0.7792003,"('unhelpful', 'helpful')",2.3937173,2.357541,0.9045891,0.8061266,0.56480587,0.252889,2.7758048,2.681391,1.5060375,1.3754295,0.130608
47,0.8764189,1.0703772,"('stupid', 'smart')",1.6876587,1.6404866,0.5593629,0.6029095,0.99721587,1.0880318,3.8585854,4.3361626,1.5958484,1.7475935,-0.1517451
46,0.85822254,0.8882496,"('uncompetitive', 'competitive')",2.2897902,2.4423237,1.2185532,1.0481257,0.9849841,0.83342236,1.0191648,1.0249083,1.2741428,1.247406,0.0267368
45,0.82367605,1.0041816,"('incompetent', 'competent')",0.5786228,0.6935922,0.5857789,0.5633287,0.9721799,0.8664317,0.4846556,0.3445113,0.6889827,0.6944091,-0.0054264
27,0.81099075,0.8288833,"('hardhearted', 'softhearted')",-1.1990314,-1.1320585,-0.39275643,-0.36312672,0.06616074,0.17257568,1.0249674,1.0428137,0.0620662,0.1098175,-0.0477513
5,-0.8022731,-0.63191324,"('distant', 'outgoing')",-0.5606385,-0.56944394,-1.2298094,-1.0799994,-1.4877508,-1.3016942,-0.8371486,-0.8910146,-0.9835241,-0.8948131,-0.088711
9,0.7619176,0.6436595,"('unaffectionate', 'caring')",1.3047316,1.1190654,-1.451524,-1.5473018,-0.9518602,-1.0959202,0.93426883,0.8843315,0.1195068,0.0007669,0.1187399
44,-0.75195545,-0.55567634,"('prejudiced', 'unprejudiced')",-0.46151996,-0.1751249,0.95901215,1.031783,0.51579636,0.6343653,-1.4597906,-1.3584133,-0.2396915,-0.0846133,-0.1550782
18,0.7425491,0.63929343,"('disagreeable', 'welcoming')",-0.4424944,-0.42998886,-0.28252664,-0.372245,-1.312953,-1.17796,-0.3148211,-0.2981513,-0.3220492,-0.3278103,0.0057611
79,-0.7223358,-0.84194756,"('wavering', 'unwavering')",-0.18980521,-0.2972306,-0.90807706,-0.71775436,-1.2634001,-1.1753585,-0.30423298,-0.2912032,-0.6775702,-0.6646988,-0.0128714
58,0.7189831,0.68735605,"('undiscriminating', 'discriminating')",1.7134362,1.5656376,0.05456456,0.050835487,0.7264001,0.60620487,0.38708195,0.26871094,0.7200932,0.6357489,0.0843443
73,0.7082135,0.7232284,"('helpless', 'self-reliant')",0.16322535,0.10415506,0.12996623,0.18150482,-0.2336406,-0.23219849,-3.2919104,-3.4040833,-0.5048292,-0.5254787,0.0206495
61,0.70819044,0.6919682,"('illogical', 'logical')",1.7763686,1.8016231,0.7034676,0.6825681,0.740765,0.7264948,0.6755713,0.7011206,0.9208726,0.920755,0.0001176
35,-0.6940028,-0.7240532,"('corrupt', 'incorrupt')",-1.8998138,-2.01295,-1.3886608,-1.229395,-1.4565562,-1.278273,-1.2239505,-1.2085998,-1.3325968,-1.2906542,-0.0419426
8,-0.6871898,-0.7534923,"('unaffectionate', 'affectionate')",-0.32690972,-0.52549356,-2.4065106,-2.3960323,-1.6507962,-1.7500384,0.019769248,-0.08355886,-1.0103274,-1.1017231,0.0913957
69,-0.6628575,-0.7215865,"('lazy', 'industrious')",-0.09273958,-0.12719259,-0.140332,0.028334625,-0.1586043,-0.053818677,-1.0854672,-1.0698897,-0.4280001,-0.3888306,-0.0391695
28,0.62489146,0.548898,"('disloyal', 'loyal')",0.5961681,0.46372902,-0.5731535,-0.5859157,-0.54476905,-0.7025575,1.6746116,1.5720145,0.3555497,0.2592337,0.096316
87,0.6217585,0.43753234,"('unsuccessful', 'successful')",1.4122772,1.4604,0.79690045,0.7040372,0.853415,0.7595064,0.5026647,0.5380865,0.8374032,0.7799125,0.0574907
53,0.6206689,0.64516723,"('uncreative', 'creative')",0.5706906,0.4584202,-0.027652558,-0.22072205,-0.20043041,-0.15098366,2.1708732,1.9957229,0.62683,0.5455209,0.0813091
64,0.61948186,0.46093354,"('shy', 'confident')",0.7833453,0.95777714,0.58163494,0.61281383,0.7031771,0.78214103,-5.1637545,-5.3632727,-0.495223,-0.5099214,0.0146984
88,0.61226237,0.5176744,"('low', 'eminent')",0.014350615,-0.01703504,-0.28624988,-0.44041014,-0.18627924,-0.3508109,0.70297164,0.57983565,0.1714111,0.0578508,0.1135603
36,-0.5898461,-0.71966827,"('hostile', 'amicable')",-0.36204565,-0.7747722,-1.5292013,-1.5001556,-1.5760276,-1.465013,-0.71341866,-0.7148571,-0.9541078,-1.0348932,0.0807854
34,0.57019854,0.46128666,"('mean', 'honorable')",1.7471617,1.6407104,1.0664486,0.9343242,0.677343,0.64839125,5.0921493,5.4125323,1.8306602,1.8194489,0.0112113
2,0.5546781,0.44020873,"('unlikable', 'likable')",2.7000961,2.730966,1.1720994,1.2303245,1.1144956,1.1094041,0.65698755,0.70578784,1.2396713,1.2433382,-0.0036669
19,-0.5163159,-0.5173227,"('inhospitable', 'hospitable')",-0.33430535,-0.44517204,-0.56435907,-0.44333535,-0.9797678,-1.0417033,-0.032301724,-0.20628528,-0.48541,-0.5307638,0.0453538
62,0.5111471,0.61256206,"('incompetent', 'brilliant')",1.4385296,1.7254039,1.4469324,1.2590224,0.6006836,0.51411945,0.7552976,0.7148309,0.9505181,0.9651877,-0.0146696
52,-0.3356338,-0.3286474,"('irrational', 'rational')",-0.37731957,-0.7270364,-0.3671384,-0.41469505,-1.278527,-1.2684152,-0.7992265,-0.8701808,-0.6315691,-0.721795,0.0902259
54,0.32805553,0.35924092,"('incapable', 'capable')",0.5188733,0.5320695,-0.25677863,-0.1892426,-0.039439768,-0.05979644,0.46337533,0.58618885,0.2028172,0.2456921,-0.0428749
68,0.31929532,0.36307266,"('dependent', 'independent')",-2.0406702,-1.9048415,-0.33338946,-0.24375,-0.2740057,-0.14588358,-0.2589853,-0.26067653,-0.517551,-0.4384158,-0.0791352
66,0.31737763,0.100176275,"('inactive', 'active')",1.0490415,1.0893533,0.46004242,0.55735487,0.00035183504,0.111852825,0.6804218,0.79792607,0.501447,0.5313327,-0.0298857
59,0.30301973,0.33147538,"('foolish', 'wise')",0.37197,0.3034426,-0.51914066,-0.24866769,-0.3120041,-0.23530552,-0.07095442,-0.1472817,-0.0454219,0.0007326,-0.0461545
1,0.3022638,0.41644678,"('unfriendly', 'friendly')",0.12490073,-0.06737078,-1.763945,-1.76277,-1.0138464,-1.029186,1.3464185,1.2385852,-0.2008417,-0.240859,0.0400173
82,0.28945613,0.31208333,"('poor', 'rich')",0.07629951,0.07557085,0.23767433,0.07628023,0.6910712,0.51349866,5.8429227,6.1521378,1.4274848,1.4259142,0.0015706
48,0.2849967,0.28812036,"('unintelligent', 'intelligent')",-0.43569413,-0.4512508,-1.0264101,-1.1323774,-0.9901605,-1.1254232,0.43622303,0.43943697,-0.346209,-0.3962988,0.0500898
85,-0.27531594,-0.40940234,"('insignificant', 'prestigious')",0.16100298,-0.123631895,-1.1108012,-1.1553236,-1.0608252,-1.1589853,-0.19073637,-0.17428271,-0.4953351,-0.6043252,0.1089901
84,0.26357555,0.24514446,"('inferior', 'superior')",0.70249766,0.6864038,-0.53963935,-0.41030428,0.009661226,0.017817874,0.38664138,0.5422995,0.1645473,0.2162723,-0.051725
3,0.24168818,0.3298532,"('repellent', 'pleasant')",-0.0052949786,0.099777475,0.5674135,0.4455624,0.6101656,0.41011614,0.62380457,0.53157115,0.4075554,0.3633761,0.0441793
29,-0.22539027,-0.041124135,"('unfair', 'fair')",-0.31168157,-0.15990521,-0.21388052,-0.07375333,-0.07282716,0.06949379,-0.56937015,-0.4944575,-0.2786299,-0.1399493,-0.1386806
0,0.1789523,0.22959852,"('unsociable', 'sociable')",0.80711305,0.7109045,0.22496635,-0.041786417,0.4792778,0.32037765,0.08276675,0.0034096707,0.3546153,0.2445008,0.1101145
25,-0.17421946,0.012487592,"('egoistic', 'altruistic')",-1.1165324,-1.1760716,-1.7833796,-1.6805948,-1.1846305,-1.0649999,0.9271637,0.90807223,-0.6663197,-0.6002213,-0.0660984
37,-0.15683526,0.078780994,"('fake', 'genuine')",0.39400765,0.38459447,0.2575936,0.26841378,0.4671389,0.49349922,0.9541894,0.8183549,0.3832189,0.4087286,-0.0255097
50,0.13630019,-0.041353665,"('clumsy', 'skillful')",0.93060786,0.8189379,0.4104422,0.37976342,0.7592172,0.537357,0.62971455,0.61698294,0.5732564,0.4623375,0.1109189
49,-0.1287404,-0.09976297,"('unable', 'able')",-1.0911609,-0.9010403,-0.5466699,-0.5078869,-0.59473586,-0.5559967,-0.5458792,-0.34368157,-0.5814373,-0.4816737,-0.0997636
15,-0.123327866,-0.11540776,"('boring', 'funny')",0.11382545,0.02656404,0.056178294,0.08096406,0.03754816,0.22113906,0.046297427,-0.032447856,0.0261043,0.0361623,-0.010058
38,-0.07654905,0.05925844,"('untruthful', 'truthful')",1.7332336,1.7832862,-0.53356713,-0.35665736,-0.41232654,-0.34171882,0.107137054,0.103840284,0.1635856,0.2496017,-0.0860161
33,0.06172566,0.06968509,"('wrong', 'right')",0.9193869,0.93997717,-0.0151977725,0.07817426,-0.29933333,-0.16687934,-1.2668258,-1.2190603,-0.1200489,-0.0596206,-0.0604283
17,0.04291726,0.1309859,"('nasty', 'nice')",-0.05524344,-0.06662154,-0.69467443,-0.6936176,-0.5025453,-0.43179992,-0.80953526,-0.94336104,-0.4038162,-0.4008828,-0.0029334
77,-0.036989108,0.036472842,"('unmotivated', 'motivated')",1.2138572,1.3573469,0.2868338,0.28051323,-0.0301065,0.035707228,-0.67898357,-0.6481822,0.1509223,0.2123716,-0.0614493
78,-0.034230698,-0.04652884,"('nonresilient', 'resilient')",0.9796262,1.0486643,-0.9269948,-0.90874666,-0.50395274,-0.5403562,0.68336844,0.84253335,0.0395633,0.0791132,-0.0395499
67,-0.015116179,0.038193032,"('doubtful', 'determined')",1.1523612,1.2752049,0.87844706,1.0649314,0.88088393,1.0907954,-0.5525245,-0.5305572,0.4688103,0.5877135,-0.1189032
