,johnson_male,johnson_female,tuple,controls_male,controls_female,intl_male,intl_female,plc_male,plc_female,average_male,average_female,male-female
19,-0.6112902,-0.34739634,"('inhospitable', 'hospitable')",-1.8389066,-1.7213745,-0.2903961,-0.14392662,-0.6413791,-0.37463045,-0.845493,-0.646832,-0.198661
36,-0.58115256,-0.48776257,"('hostile', 'amicable')",-3.835274,-3.625718,0.50357676,0.26612195,1.0092801,0.73299325,-0.7258924,-0.7785914,0.052699
20,-0.5777644,-0.383465,"('rough', 'thoughtful')",0.45287028,0.33831787,-0.23921983,-0.4851511,0.82190406,0.63034636,0.1144475,0.025012,0.0894355
73,0.5737972,0.85330486,"('helpless', 'self-reliant')",-1.0746697,-1.0055891,0.13468665,-0.029247366,-3.1903636,-3.312204,-0.8891374,-0.8734339,-0.0157035
81,-0.5583726,-0.8981499,"('submissive', 'aggressive')",2.116259,1.7359664,-0.7024073,-0.5844158,-1.1983069,-0.858708,-0.0857069,-0.1513268,0.0656199
21,-0.5574971,-0.22781174,"('immoral', 'moral')",1.3307123,1.228597,-1.5048406,-1.3675717,-1.7938974,-1.6474258,-0.6313807,-0.503553,-0.1278277
76,0.549507,0.32379076,"('anxious', 'daring')",1.5879025,0.9127586,0.08345173,-0.07386181,-0.3520511,-0.36924034,0.4672026,0.1983618,0.2688408
88,-0.54846925,-0.24688931,"('low', 'eminent')",-0.90526146,-0.77411985,-1.4580226,-1.3727293,0.32545108,0.107131876,-0.6465755,-0.5716516,-0.0749239
2,0.539091,0.7957313,"('unlikable', 'likable')",0.5025567,0.4970634,0.5135681,0.5730261,0.11980059,0.5297146,0.4187541,0.5988839,-0.1801298
33,0.5262379,1.0985074,"('wrong', 'right')",-0.6956185,-0.15992907,0.43233132,0.7929555,-0.08042508,0.102812976,0.0456314,0.4585867,-0.4129553
12,0.5251943,0.9103924,"('unsupportive', 'supportive')",1.4753649,1.4526918,-2.0204115,-1.7573985,-1.3595777,-1.7357196,-0.3448575,-0.2825084,-0.0623491
41,-0.50798565,0.24020237,"('unforgiving', 'forgiving')",-0.49863827,-0.337731,-0.77271175,-0.87124157,0.07297649,0.03470187,-0.4265898,-0.2335171,-0.1930727
30,-0.5056397,-0.39936098,"('intolerant', 'tolerant')",1.8428986,1.7544756,-0.8994954,-0.8636141,-0.20454967,0.25281024,0.0583035,0.1860777,-0.1277742
78,-0.48780802,-0.13607718,"('nonresilient', 'resilient')",2.0974436,1.9055966,-0.75007254,-0.5315521,0.6565969,0.32711685,0.37904,0.3912711,-0.0122311
52,-0.48258847,0.0048861867,"('irrational', 'rational')",-2.8350492,-2.464329,-1.0561305,-0.68130964,0.32160133,0.4041618,-1.0130417,-0.6841477,-0.328894
11,0.47898036,0.5434305,"('unhelpful', 'helpful')",1.5185417,1.3389515,-1.4279246,-1.419333,1.117122,1.1100432,0.4216799,0.393273,0.0284069
9,-0.4611436,0.10667542,"('unaffectionate', 'caring')",-0.5855091,-0.32759693,-2.080241,-1.7802501,1.5628179,1.4983287,-0.391019,-0.1257107,-0.2653083
40,-0.4582621,0.2683614,"('stingy', 'generous')",-0.77273583,-0.5853721,-0.8439293,-0.74152863,-1.5291607,-2.1758888,-0.901022,-0.808607,-0.092415
25,-0.45035365,0.3064281,"('egoistic', 'altruistic')",-1.7678406,-1.1352018,-0.11436651,0.3651489,1.3314406,1.3670675,-0.2502801,0.2258607,-0.4761408
6,-0.44991654,0.37534896,"('distant', 'open')",-3.0025823,-2.6227725,-0.04118988,0.23497714,0.23754227,0.43196195,-0.8140366,-0.395121,-0.4189156
38,-0.42995262,-0.0047089737,"('untruthful', 'truthful')",-0.2763625,-0.17485605,-1.1932074,-1.108082,-0.086181924,0.043237027,-0.4964261,-0.3111025,-0.1853236
29,0.3504779,0.3831731,"('unfair', 'fair')",0.066425316,-0.011821121,-0.43458036,-0.76399326,-0.3193001,-0.5509091,-0.0842443,-0.2358876,0.1516433
27,-0.33934793,-0.10650308,"('hardhearted', 'softhearted')",-0.9599211,-0.69413,-0.31929553,-0.10816848,0.81638443,0.8989066,-0.200545,-0.0024737,-0.1980713
1,-0.33721316,0.5003826,"('unfriendly', 'friendly')",-1.5685067,-1.1040981,-1.4983742,-1.2687726,2.0260015,1.6746838,-0.3445232,-0.0494511,-0.2950721
48,-0.3324049,-0.0073799416,"('unintelligent', 'intelligent')",0.28494784,0.40143937,-1.9109852,-1.7926247,-0.14218827,-0.30064103,-0.5251576,-0.4248016,-0.100356
61,0.31615096,0.2845606,"('illogical', 'logical')",0.9360628,0.6077263,-0.32985017,-0.5641,0.82335347,0.53052115,0.4364293,0.214677,0.2217523
58,-0.31091076,-0.46798292,"('undiscriminating', 'discriminating')",1.679491,1.1739309,-0.16273905,-1.0233648,0.9007918,0.12802225,0.5266583,-0.0473486,0.5740069
51,-0.30725193,-0.27257502,"('uneducated', 'educated')",1.2730849,0.9151656,-0.67101187,-0.5876325,0.41313332,0.31196338,0.1769886,0.0917304,0.0852582
64,0.29866463,0.118625745,"('shy', 'confident')",1.2411232,1.0194355,-0.7027409,-0.67796737,-5.663091,-5.805665,-1.206511,-1.3363928,0.1298818
42,-0.2971246,0.12449944,"('unreliable', 'reliable')",0.60953754,0.33903787,0.1398831,0.13023041,-2.5452433,-2.80057,-0.5232368,-0.5517006,0.0284638
14,-0.25700694,-0.5323778,"('antisocial', 'social')",2.495718,2.0105348,-0.63027215,-0.87135726,-0.2350471,-0.25582188,0.343348,0.0877445,0.2556035
85,-0.23884934,0.7350804,"('insignificant', 'prestigious')",-4.2967033,-3.546331,-0.71390676,-0.5286014,0.19515729,0.052539244,-1.2635756,-0.8218281,-0.4417475
46,0.23278528,0.23354486,"('uncompetitive', 'competitive')",4.0409174,3.2380848,-1.4718266,-1.8181065,-0.46991816,-1.1871789,0.5829895,0.1165861,0.4664034
53,-0.22959693,0.38244346,"('uncreative', 'creative')",-0.72172976,-0.5974578,-0.856837,-0.64351034,1.2824161,0.8338902,-0.1314369,-0.0061586,-0.1252783
22,-0.22790122,-0.45218176,"('untrustworthy', 'trustworthy')",0.32917154,-0.21364859,-1.0876542,-1.490887,-1.5708445,-1.6511488,-0.6393071,-0.9519665,0.3126594
47,0.2192599,0.208986,"('stupid', 'smart')",0.6812521,0.64029837,-0.285295,-0.37181753,4.649856,5.441845,1.3162683,1.4798279,-0.1635596
7,0.19983526,0.2539467,"('insensitive', 'sensitive')",1.8464735,1.7430391,-0.6465244,-0.71073747,0.53065526,0.14013825,0.4826099,0.3565966,0.1260133
80,0.19293642,-0.5073202,"('dominated', 'dominating')",3.0715547,2.2502162,-0.24912556,-0.4037757,0.030138891,-0.434237,0.7613761,0.2262208,0.5351553
37,0.19225565,-0.15408,"('fake', 'genuine')",1.3431222,1.153206,0.08304234,-0.05709946,0.9661172,0.6122531,0.6461344,0.3885699,0.2575645
26,-0.17537153,-0.010841694,"('hardhearted', 'benevolent')",0.66313004,0.65151566,0.7735829,0.45428264,2.4670353,1.6905582,0.9320942,0.6963787,0.2357155
66,-0.16213278,-0.743322,"('inactive', 'active')",0.17005461,-0.28450644,2.002614,1.792151,1.392018,1.2278202,0.8506385,0.4980357,0.3526028
60,-0.15683153,0.16225101,"('inefficient', 'efficient')",3.7596164,3.4776735,-1.5976042,-1.405752,-0.6721151,-0.20670044,0.3332664,0.506868,-0.1736016
5,-0.1547642,0.31803182,"('distant', 'outgoing')",-2.6179821,-2.2871308,-0.21965761,0.042111523,-0.079586186,0.11241825,-0.7679976,-0.4536423,-0.3143553
83,-0.1483683,-0.6068246,"('powerless', 'powerful')",1.6554958,1.3701084,-0.7296971,-0.90463394,-0.042690136,-0.35856628,0.1836851,-0.1249791,0.3086642
15,0.119314685,-0.3568392,"('boring', 'funny')",-0.5560676,-0.68043697,0.88070494,0.8374126,-0.30543962,-0.057484068,0.0346281,-0.0643369,0.098965
17,0.11207452,-0.13808082,"('nasty', 'nice')",-2.1205676,-2.1157107,-0.8285929,-0.95629483,-1.5108558,-1.1267474,-1.0869853,-1.0842085,-0.0027768
55,0.111591496,0.01684942,"('incompetent', 'clever')",3.077736,2.4275212,-1.2320935,-1.5469824,0.018289648,-0.31413296,0.4938809,0.1458139,0.348067
79,0.10792534,0.22667366,"('wavering', 'unwavering')",-2.5252614,-2.6119306,0.5452616,0.526706,0.06701232,-0.03065598,-0.4512655,-0.4723018,0.0210363
70,-0.09145354,-0.27300406,"('lethargic', 'energetic')",1.7017301,0.9914468,-0.7389599,-0.89803267,-0.14217986,-0.20504096,0.1822842,-0.0961577,0.2784419
0,-0.087098554,-0.29613996,"('unsociable', 'sociable')",1.6401628,1.0908599,-1.7347969,-1.9997609,-0.45544434,-0.6628151,-0.1592942,-0.466964,0.3076698
50,-0.069928244,0.104485564,"('clumsy', 'skillful')",-0.41844907,-0.5280286,0.37725094,0.3754542,0.06151408,-0.18601996,-0.0124031,-0.0585272,0.0461241
63,0.06382808,0.46673566,"('unperceptive', 'insightful')",1.507367,1.2648834,-0.7893684,-0.74327254,0.9466162,0.77950966,0.4321107,0.4419641,-0.0098534
43,0.053024296,0.23467986,"('irresponsible', 'responsible')",2.7810204,2.3985589,-1.44887,-1.398642,0.9437156,0.8520357,0.5822226,0.5216581,0.0605645
35,0.047152467,-0.162539,"('corrupt', 'incorrupt')",-4.534087,-4.0775924,1.1481975,0.9651117,-0.47324997,-0.3148834,-0.9529967,-0.8974758,-0.0555209
23,0.045755893,0.29330757,"('insincere', 'sincere')",1.1403656,1.1483861,-1.3871361,-1.3240443,4.8199806,5.255378,1.1547415,1.3432567,-0.1885152
44,-0.031929962,-0.34502998,"('prejudiced', 'unprejudiced')",-1.2544186,-1.3222506,0.30660242,0.2809335,-1.7810241,-1.3546821,-0.6901926,-0.6852573,-0.0049353
13,0.022645578,-0.17725015,"('impolite', 'polite')",1.936628,1.6747994,-0.47764778,-0.25624743,-0.78891706,-0.36107713,0.1731772,0.2200562,-0.046879
24,-0.016437441,0.27229613,"('dishonest', 'honest')",-0.6321006,-0.60111505,-0.94975114,-0.9216387,0.74859214,0.650213,-0.2124242,-0.1500612,-0.062363
32,0.014779452,0.3681004,"('unkind', 'kind')",0.7594263,0.7093229,-0.61207366,-0.5062384,0.8181763,0.91733205,0.2450771,0.3721293,-0.1270522
