,johnson_male,johnson_female,tuple,controls_male,controls_female,intl_male,intl_female,plc_male,plc_female,average_male,average_female,male-female
67,2.1489172,1.9653624,"('doubtful', 'determined')",0.98166656,0.9060566,0.98479885,1.1273171,-0.11341443,0.1369529,1.0004921,1.0339222,-0.0334301
84,1.6414,1.577379,"('inferior', 'superior')",0.42949128,0.6841187,0.6536983,0.5494355,0.95579165,0.8642386,0.9200954,0.918793,0.0013024
4,-1.4607588,-0.96881056,"('disliked', 'liked')",-2.0338244,-1.9537324,-0.029815048,-0.15876359,-5.283728,-6.428124,-2.2020316,-2.3773577,0.1753261
71,1.4562255,1.3521478,"('diffident', 'self-confident')",-0.114246234,0.18140393,-0.23486143,-0.13125004,0.4560258,0.3833778,0.3907859,0.4464199,-0.055634
16,-1.3248111,-1.0122955,"('unpopular', 'popular')",-1.8282197,-1.4926587,0.32057825,0.2609092,0.23113778,0.117609,-0.6503287,-0.5316091,-0.1187196
18,-1.2971611,-0.38401097,"('disagreeable', 'welcoming')",-1.6893647,-1.3615707,-0.8064253,-0.27326575,-1.3093314,-0.953746,-1.2755706,-0.7431484,-0.5324222
49,-1.2748172,-1.3574672,"('unable', 'able')",0.23490651,0.14770856,-0.7820985,-0.8302089,-0.94673544,-0.59464955,-0.6921861,-0.6586543,-0.0335318
39,1.2520273,1.1686987,"('exploitative', 'cooperative')",0.77766716,0.47520956,0.09438354,0.28042024,0.14355782,0.2400778,0.566909,0.5411016,0.0258074
75,-1.2137309,-1.1840016,"('meek', 'impulsive')",-2.4649522,-2.4535797,0.9448181,0.63981867,-1.1382606,-1.0904001,-0.9680315,-1.0220407,0.0540092
82,-1.1764315,-0.719807,"('poor', 'rich')",0.095644586,0.208741,0.6029904,0.554107,5.676891,6.091371,1.2997736,1.533603,-0.2338294
86,-1.1230845,-0.57552737,"('uninfluential', 'influential')",1.3160971,0.9309379,-2.0318677,-2.0874517,0.40701327,-0.092369884,-0.3579605,-0.4561028,0.0981423
56,1.0571544,0.85600317,"('impractical', 'practical')",3.729574,3.448417,-0.37336025,-0.3948449,-0.13161696,0.14268194,1.0704378,1.0130643,0.0573735
31,-0.96294403,-0.31941763,"('evil', 'good')",-3.2422419,-2.826804,0.042763554,-0.02247123,-0.26794437,-0.51475435,-1.1075916,-0.9208618,-0.1867298
57,-0.9284372,-0.80879015,"('unimaginative', 'imaginative')",0.41758248,-0.18637365,-0.6650009,-1.1668123,-1.883019,-2.8947268,-0.7647187,-1.2641757,0.499457
87,0.92086375,0.5077827,"('unsuccessful', 'successful')",1.5322249,1.0353427,0.9111167,0.6324634,1.2397634,0.89136136,1.1509922,0.7667376,0.3842546
62,-0.9004777,-0.6881812,"('incompetent', 'brilliant')",1.8275744,1.4813713,-1.1851276,-1.0763485,-0.24924518,0.047672488,-0.126819,-0.0588715,-0.0679475
74,0.85546994,1.0397136,"('undedicated', 'dedicated')",1.240964,0.6269215,-0.10539493,-0.5055121,0.7564443,-0.004437087,0.6868709,0.2891715,0.3976994
45,-0.85239065,-0.8479782,"('incompetent', 'competent')",2.2285328,1.5699936,-0.2721965,-1.0081717,0.8087418,-0.021772886,0.4781719,-0.0769823,0.5551542
68,-0.84893,-0.9335957,"('dependent', 'independent')",0.25906426,0.2778054,-0.5491348,-0.46727377,-1.0814337,-0.9102916,-0.5551085,-0.5083389,-0.0467696
3,-0.8291258,-0.24433376,"('repellent', 'pleasant')",-0.023456685,-0.08975333,-0.43601483,-0.562022,-0.07407857,-0.12595671,-0.340669,-0.2555164,-0.0851526
59,0.82169443,1.2309304,"('foolish', 'wise')",-2.3401945,-1.8784726,0.56187195,0.8199452,-0.081372306,0.25344223,-0.2595001,0.1064613,-0.3659614
54,-0.80411774,-0.5735865,"('incapable', 'capable')",-0.7882173,-0.6154931,-0.2002012,0.073584676,0.7588192,1.0554186,-0.2584292,-0.0150191,-0.2434101
65,0.715098,0.47245702,"('insecure', 'secure')",2.7357457,2.2054627,-0.73502797,-0.9357832,-0.04820382,-0.022310823,0.666903,0.4299564,0.2369466
72,-0.7126302,-0.47290415,"('unambitious', 'ambitious')",0.30134457,0.24601805,-1.2094643,-1.199941,0.92427564,0.6755485,-0.1741186,-0.1878197,0.0137011
34,-0.662022,-0.8258188,"('mean', 'honorable')",-0.66533947,-0.4075632,-0.18874994,-0.08527729,4.4146037,5.095684,0.7246231,0.9442562,-0.2196331
69,0.6350849,0.42381907,"('lazy', 'industrious')",-1.2913024,-1.0148399,1.9169376,2.0635343,-0.4797533,-0.1257784,0.1952417,0.3366838,-0.1414421
28,-0.63255036,-0.27609575,"('disloyal', 'loyal')",-0.25481167,-0.46129996,-1.282583,-1.6600369,1.5054111,0.88133544,-0.1661335,-0.3790243,0.2128908
10,-0.62710965,-0.23641938,"('unsympathetic', 'sympathetic')",2.2042994,1.5907196,-2.1376014,-2.3477354,-0.20171568,-0.5558294,-0.1905318,-0.3873161,0.1967843
77,-0.61220485,0.1878986,"('unmotivated', 'motivated')",0.9379235,1.0014265,-1.3262402,-1.0155941,-1.6031826,-1.354769,-0.650926,-0.2952595,-0.3556665
8,-0.61186194,-0.22308502,"('unaffectionate', 'affectionate')",-1.3924391,-1.1960529,-1.4802138,-1.2311352,1.2890882,1.0518953,-0.5488566,-0.3995945,-0.1492621
