,manitowoc_male,manitowoc_female,tuple,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
61,-1.2209365,-1.1578254,"('illogical', 'logical')",-0.18201423,-0.1052776,0.052799266,-0.10399452,-0.4500505,-0.4556992,0.0056487
60,-1.1613679,-1.2362908,"('inefficient', 'efficient')",1.456039,1.413749,0.40367514,0.5271697,0.2327821,0.234876,-0.0020939
52,1.143462,1.3635914,"('irrational', 'rational')",-0.96115655,-0.98871034,0.32366633,0.18407309,0.1686572,0.1863181,-0.0176609
35,1.0988222,1.1972917,"('corrupt', 'incorrupt')",-1.1560556,-1.096673,-0.06431666,-0.10538666,-0.0405167,-0.0015893,-0.0389274
45,-1.0523602,-1.0481868,"('incompetent', 'competent')",-0.053729217,-0.047487378,-0.28686425,-0.24581033,-0.4643179,-0.4471615,-0.0171564
41,-1.0510749,-0.709975,"('unforgiving', 'forgiving')",-0.30397975,-0.19195265,-0.16005948,-0.19317126,-0.505038,-0.365033,-0.140005
62,-1.0505494,-1.3537284,"('incompetent', 'brilliant')",0.7700076,0.49961573,0.6635918,0.51669246,0.1276833,-0.1124734,0.2401567
70,-1.0236714,-1.0892084,"('lethargic', 'energetic')",-0.13821183,-0.16705266,0.97022086,1.1410336,-0.0638875,-0.0384091,-0.0254784
73,1.0188088,0.877582,"('helpless', 'self-reliant')",1.0300063,1.0362523,-3.4106245,-3.3824093,-0.4539364,-0.489525,0.0355886
15,0.9702525,1.1023798,"('boring', 'funny')",0.5896171,0.77970874,0.57485604,0.68338495,0.7115752,0.8551579,-0.1435827
75,0.95266175,1.0359912,"('meek', 'impulsive')",-0.8673784,-0.8806762,-0.30217484,-0.33237183,-0.0722972,-0.0590189,-0.0132783
13,-0.92853314,-1.0154504,"('impolite', 'polite')",0.23117206,0.28879687,-0.16999316,-0.21168214,-0.2891181,-0.3127785,0.0236604
27,0.9275463,0.9771528,"('hardhearted', 'softhearted')",-0.24139813,-0.23421362,1.4684731,1.4854876,0.718207,0.742809,-0.024602
49,-0.90799975,-0.9483564,"('unable', 'able')",-0.6032221,-0.7512191,-0.17624974,-0.33510458,-0.5624905,-0.6782266,0.1157361
51,-0.903446,-0.9666879,"('uneducated', 'educated')",0.48445138,0.5844882,0.55805403,0.59843665,0.0463531,0.072079,-0.0257259
83,-0.847801,-0.80763113,"('powerless', 'powerful')",-0.4114892,-0.38959965,-0.83540225,-0.8058972,-0.6982308,-0.6677094,-0.0305214
57,-0.8403711,-0.6992079,"('unimaginative', 'imaginative')",-0.19816206,-0.2734113,-2.8557522,-2.6329625,-1.2980951,-1.2018606,-0.0962345
74,-0.831472,-0.75940317,"('undedicated', 'dedicated')",0.18730824,0.29635227,0.10793561,0.25281584,-0.1787427,-0.0700784,-0.1086643
22,-0.81978893,-0.70395344,"('untrustworthy', 'trustworthy')",0.23602977,0.32852072,-0.9942748,-0.95557743,-0.5260113,-0.44367,-0.0823413
19,-0.78095806,-0.9108789,"('inhospitable', 'hospitable')",-1.1828356,-1.1254334,-0.34890065,-0.46602577,-0.7708981,-0.8341127,0.0632146
32,-0.76517576,-0.77119887,"('unkind', 'kind')",0.7139149,0.86125743,1.3133097,1.2729877,0.4206829,0.4543488,-0.0336659
40,0.7643843,0.9259521,"('stingy', 'generous')",-0.21082221,-0.13520159,-1.8984491,-1.8378805,-0.4482957,-0.3490433,-0.0992524
85,0.74650896,0.90419525,"('insignificant', 'prestigious')",-1.4866148,-1.5173637,0.47410876,0.27886266,-0.0886657,-0.1114353,0.0227696
82,-0.7275517,-0.9924435,"('poor', 'rich')",0.065272704,0.05213522,6.3256826,6.0694036,1.8878012,1.7096985,0.1781027
5,0.7187067,0.81466866,"('distant', 'outgoing')",-1.1099733,-1.2468452,-0.17317131,-0.4788347,-0.188146,-0.3036704,0.1155244
78,-0.7109755,-0.77101856,"('nonresilient', 'resilient')",0.23640075,-0.049707174,0.7400481,0.7076311,0.0884911,-0.0376982,0.1261893
33,0.6996265,0.69397235,"('wrong', 'right')",-0.045001566,-0.076433375,-0.031663615,-0.20168316,0.2076538,0.1386186,0.0690352
64,-0.68606013,-0.61201155,"('shy', 'confident')",0.62180924,0.6504023,-6.614599,-6.32327,-2.2262834,-2.0949597,-0.1313237
31,0.6720537,0.82356393,"('evil', 'good')",-0.52085876,-0.4335343,-1.345355,-1.4304677,-0.3980534,-0.3468127,-0.0512407
11,-0.66856325,-0.8900133,"('unhelpful', 'helpful')",0.34700242,0.12223654,2.3783188,2.2719584,0.685586,0.5013939,0.1841921
48,-0.63984364,-0.7253592,"('unintelligent', 'intelligent')",0.43751803,0.46624506,1.0952296,1.0579298,0.2976347,0.2662719,0.0313628
24,-0.63335264,-0.62701595,"('dishonest', 'honest')",-0.23366106,-0.21399526,1.0569308,0.9542866,0.0633057,0.0377584,0.0255473
87,-0.60463715,-0.68302757,"('unsuccessful', 'successful')",1.1322837,0.94555247,0.852779,0.8794198,0.4601418,0.3806482,0.0794936
88,-0.5951405,-0.6527106,"('low', 'eminent')",-0.623012,-0.56984854,0.6111814,0.686348,-0.2023237,-0.1787371,-0.0235866
6,0.5849693,0.67299217,"('distant', 'open')",-1.3572731,-1.5042691,0.43819118,0.17522568,-0.1113709,-0.2186838,0.1073129
63,-0.5768965,-0.5783462,"('unperceptive', 'insightful')",-0.08335963,-0.19820394,1.2919831,1.1587136,0.2105757,0.1273878,0.0831879
71,0.5729301,0.6100398,"('diffident', 'self-confident')",0.034583185,-0.06638876,0.4189328,0.26692027,0.3421487,0.2701904,0.0719583
8,-0.5688368,-0.4475869,"('unaffectionate', 'affectionate')",-1.7455513,-1.7080001,1.2307538,1.0167674,-0.3612115,-0.3796065,0.018395
29,0.5641743,0.51913947,"('unfair', 'fair')",-0.15674594,-0.06578701,-0.73470104,-0.8967807,-0.1090909,-0.1478094,0.0387185
42,0.56298167,0.46044973,"('unreliable', 'reliable')",0.44114625,0.41493666,-2.7842157,-2.5600057,-0.5933626,-0.5615398,-0.0318228
53,-0.5592185,-0.55334103,"('uncreative', 'creative')",-0.27306834,-0.19531587,1.3259887,1.2597078,0.1645673,0.1703503,-0.005783
3,-0.5570301,-0.6390911,"('repellent', 'pleasant')",0.5850895,0.6192945,0.036221743,0.1559177,0.0214271,0.0453737,-0.0239466
72,-0.5515113,-0.52988386,"('unambitious', 'ambitious')",-0.22511041,-0.36637914,-0.60255516,-0.66128623,-0.4597256,-0.5191831,0.0594575
1,-0.548724,-0.5364339,"('unfriendly', 'friendly')",-0.82834995,-0.67966235,2.1184094,1.8112708,0.2471118,0.1983916,0.0487202
38,-0.5472751,-0.70183116,"('untruthful', 'truthful')",-0.9060675,-1.073004,0.35991952,-0.0006551109,-0.3644744,-0.5918301,0.2273557
56,-0.5174371,-0.62610495,"('impractical', 'practical')",1.2794622,1.2235224,0.015203461,0.113502085,0.2590762,0.2369732,0.022103
76,-0.48523715,-0.44617546,"('anxious', 'daring')",1.1263471,1.0192986,-0.3060395,-0.17320833,0.1116901,0.1333049,-0.0216148
43,-0.4432645,-0.46279165,"('irresponsible', 'responsible')",0.6308981,0.5159196,0.872491,0.7611534,0.3533749,0.2714271,0.0819478
34,-0.44300166,-0.50825197,"('mean', 'honorable')",1.0707964,0.8893545,6.224451,5.9432693,2.2840819,2.1081239,0.175958
79,0.43420154,0.55307376,"('wavering', 'unwavering')",-1.8976141,-1.9234974,0.05896677,-0.05636835,-0.4681486,-0.4755973,0.0074487
4,0.4224081,0.4545982,"('disliked', 'liked')",-1.2905778,-1.3124636,-6.910317,-6.8543015,-2.5928289,-2.5707223,-0.0221066
68,-0.37499368,-0.39925486,"('dependent', 'independent')",-1.2004659,-1.1962732,-0.7434683,-0.89906234,-0.7729759,-0.8315302,0.0585543
36,-0.36743492,-0.28962225,"('hostile', 'amicable')",-1.6104325,-1.4201155,0.43037924,0.3893638,-0.5158294,-0.4401247,-0.0757047
84,-0.354693,-0.35047773,"('inferior', 'superior')",0.64283353,0.5465147,0.63729715,0.6505294,0.3084792,0.2821888,0.0262904
47,-0.31739995,-0.114194945,"('stupid', 'smart')",0.59125197,0.72443014,5.704329,5.54886,1.992727,2.0530318,-0.0603048
26,-0.28949344,-0.03638255,"('hardhearted', 'benevolent')",1.6594867,2.034249,1.444341,1.5577917,0.9381114,1.1852194,-0.247108
30,-0.27152783,-0.29151648,"('intolerant', 'tolerant')",1.5138624,1.5922091,1.0994492,1.180511,0.7805946,0.8270679,-0.0464733
2,-0.25062034,-0.34950098,"('unlikable', 'likable')",1.1678919,1.2089281,0.7972661,0.76624763,0.5715125,0.5418916,0.0296209
67,-0.23688437,-0.19963454,"('doubtful', 'determined')",0.06914811,0.21812595,-0.30296153,-0.14725393,-0.1568993,-0.0429208,-0.1139785
9,0.2341824,0.23829374,"('unaffectionate', 'caring')",-0.98744196,-1.066427,2.084844,1.9111323,0.4438615,0.3609997,0.0828618
25,0.2185767,0.24598718,"('egoistic', 'altruistic')",0.5020467,0.5495238,1.3638633,1.4343494,0.6948289,0.7432868,-0.0484579
50,0.19471495,0.1328652,"('clumsy', 'skillful')",-0.8855748,-0.8383129,0.92496824,0.88153124,0.0780361,0.0586945,0.0193416
16,0.18934534,0.20789027,"('unpopular', 'popular')",-0.61585337,-0.71444714,0.9797039,0.8944547,0.1843986,0.1292993,0.0550993
80,-0.1786111,-0.1964138,"('dominated', 'dominating')",0.71478176,0.58871514,-1.204942,-1.1533207,-0.2229238,-0.2536731,0.0307493
37,-0.17370947,-0.24220036,"('fake', 'genuine')",-0.44392118,-0.39782497,0.44356513,0.34752995,-0.0580218,-0.0974985,0.0394767
66,0.13182262,0.23299217,"('inactive', 'active')",-0.31844103,-0.3923959,1.0121983,1.0123212,0.2751933,0.2843058,-0.0091125
54,-0.11513497,-0.16707543,"('incapable', 'capable')",-0.4923611,-0.7329903,1.2094145,1.0552065,0.2006395,0.0517136,0.1489259
18,0.09461283,0.23855461,"('disagreeable', 'welcoming')",-1.0764616,-0.94358283,-0.5844338,-0.65376,-0.5220942,-0.4529294,-0.0691648
17,-0.06042715,0.2104775,"('nasty', 'nice')",-8.7257475e-05,0.14534059,-1.3920631,-1.2937896,-0.4841925,-0.3126572,-0.1715353
39,0.05181156,-0.08611077,"('exploitative', 'cooperative')",2.1414022,2.0481675,0.024613582,-0.04548984,0.7392758,0.6388556,0.1004202
12,0.011841878,-0.018038422,"('unsupportive', 'supportive')",-0.4130314,-0.5519633,-1.6861967,-1.7599505,-0.6957954,-0.7766507,0.0808553
