,perkinelmer_male,perkinelmer_female,tuple,inc_male,inc_female,average_male,average_female,male-female
73,0.6010627,0.64752287,"('helpless', 'self-reliant')",-3.050174,-3.1598127,-1.2245556,-1.2561449,0.0315893
30,0.5720445,0.5597726,"('intolerant', 'tolerant')",1.3073167,1.2257116,0.9396806,0.8927421,0.0469385
65,0.53716314,0.4336256,"('insecure', 'secure')",-0.1934461,-0.25584748,0.1718585,0.0888891,0.0829694
78,-0.5230137,-0.7791906,"('nonresilient', 'resilient')",0.6118978,0.24788204,0.0444421,-0.2656543,0.3100964
29,-0.4966145,-0.50132656,"('unfair', 'fair')",-0.3742349,-0.35989052,-0.4354247,-0.4306085,-0.0048162
69,0.49565947,0.39285976,"('lazy', 'industrious')",-0.3284164,-0.3817943,0.0836215,0.0055327,0.0780888
27,-0.46151328,-0.5507344,"('hardhearted', 'softhearted')",1.4231987,1.1868612,0.4808427,0.3180634,0.1627793
48,0.45321158,0.078348696,"('unintelligent', 'intelligent')",0.93316424,0.57277864,0.6931879,0.3255637,0.3676242
77,-0.44799024,-0.66903114,"('unmotivated', 'motivated')",-0.98484063,-1.1970606,-0.7164154,-0.9330459,0.2166305
74,-0.43898886,-0.16788822,"('undedicated', 'dedicated')",-0.14739719,-0.01513394,-0.293193,-0.0915111,-0.2016819
57,-0.43837106,-0.2595509,"('unimaginative', 'imaginative')",-2.463106,-2.699281,-1.4507384,-1.4794159,0.0286775
4,-0.41416037,-0.4877361,"('disliked', 'liked')",-6.311314,-6.525423,-3.3627372,-3.5065796,0.1438424
37,0.41374165,0.4427786,"('fake', 'genuine')",0.51524687,0.47019842,0.4644943,0.4564885,0.0080058
40,0.40931475,0.22055605,"('stingy', 'generous')",-1.6352307,-1.9240949,-0.612958,-0.8517694,0.2388114
2,0.3949777,0.591225,"('unlikable', 'likable')",0.4208463,0.6801071,0.407912,0.6356661,-0.2277541
7,-0.37840718,-0.55507183,"('insensitive', 'sensitive')",0.5770707,0.19523905,0.0993318,-0.1799164,0.2792482
59,-0.35720345,-0.58652496,"('foolish', 'wise')",0.35720542,0.21144861,1e-06,-0.1875382,0.1875392
12,-0.34918988,-0.32286832,"('unsupportive', 'supportive')",-1.6910477,-1.9518771,-1.0201187,-1.1373727,0.117254
11,-0.34738773,-0.15721184,"('unhelpful', 'helpful')",2.0241282,1.9345566,0.8383702,0.8886724,-0.0503022
22,-0.32222164,-0.05871521,"('untrustworthy', 'trustworthy')",-0.710136,-0.67195135,-0.5161788,-0.3653333,-0.1508455
84,0.31357008,0.14311746,"('inferior', 'superior')",1.4356356,1.1873317,0.8746028,0.6652246,0.2093782
75,-0.23469792,0.090841174,"('meek', 'impulsive')",-0.43354845,-0.11372805,-0.3341232,-0.0114434,-0.3226798
83,-0.23269998,-0.27744487,"('powerless', 'powerful')",-0.996913,-1.0427803,-0.6148065,-0.6601126,0.0453061
33,-0.22489816,-0.17988233,"('wrong', 'right')",-0.8689162,-0.97388744,-0.5469072,-0.5768849,0.0299777
18,-0.22230284,-0.37098306,"('disagreeable', 'welcoming')",-0.40673798,-0.47282055,-0.3145204,-0.4219018,0.1073814
50,0.21823631,0.013186434,"('clumsy', 'skillful')",0.35913068,0.21741372,0.2886835,0.1153001,0.1733834
41,-0.21189792,-0.011050333,"('unforgiving', 'forgiving')",-0.0045342892,0.0005885996,-0.1082161,-0.0052309,-0.1029852
49,0.2114726,0.011678455,"('unable', 'able')",0.13941945,-0.011229694,0.175446,0.0002244,0.1752216
68,0.18235998,-0.06866142,"('dependent', 'independent')",-0.22709067,-0.48462427,-0.0223653,-0.2766429,0.2542776
32,-0.16465768,-0.007232597,"('unkind', 'kind')",0.8463577,0.84506553,0.34085,0.4189165,-0.0780665
21,0.1390883,0.13149396,"('immoral', 'moral')",-0.56813407,-0.7258452,-0.2145229,-0.2971756,0.0826527
0,-0.10795173,-0.047717188,"('unsociable', 'sociable')",-0.38880634,-0.58448917,-0.248379,-0.3161032,0.0677242
13,0.09738423,0.18573074,"('impolite', 'polite')",-0.33933285,-0.57182795,-0.1209743,-0.1930486,0.0720743
47,0.08538843,0.17159137,"('stupid', 'smart')",5.533122,5.7311997,2.8092554,2.9513955,-0.1421401
15,0.07088616,0.056655012,"('boring', 'funny')",0.47929767,0.44203287,0.2750919,0.2493439,0.025748
87,0.06855652,-0.015222157,"('unsuccessful', 'successful')",0.5510683,0.24419041,0.3098124,0.1144841,0.1953283
46,0.055842664,0.098252386,"('uncompetitive', 'competitive')",-0.14755943,-0.5275833,-0.0458584,-0.2146655,0.1688071
20,0.052226283,0.090170845,"('rough', 'thoughtful')",1.0698261,1.0208052,0.5610262,0.555488,0.0055382
51,-0.033888184,-0.036379457,"('uneducated', 'educated')",0.44574928,0.30112714,0.2059305,0.1323738,0.0735567
45,-0.02114732,0.2345682,"('incompetent', 'competent')",-0.109524645,-0.23366551,-0.065336,0.0004513,-0.0657873
43,-0.020792145,0.26647547,"('irresponsible', 'responsible')",0.60823375,0.6469108,0.2937208,0.4566931,-0.1629723
17,-0.007980514,-0.02521782,"('nasty', 'nice')",-0.8231584,-0.7145931,-0.4155695,-0.3699055,-0.045664
70,0.004402261,0.026508432,"('lethargic', 'energetic')",0.9981069,1.0138513,0.5012546,0.5201799,-0.0189253
