,perkinelmer_male,perkinelmer_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-2.2742708,-2.1177208,"('unfriendly', 'friendly')",1.1491456,1.1396902,-0.5625626,-0.4890153,-0.0735473
36,-2.2638977,-2.2413485,"('hostile', 'amicable')",-0.16003108,-0.01957174,-1.2119644,-1.1304601,-0.0815043
53,-2.176345,-2.0863588,"('uncreative', 'creative')",0.5836095,0.5292483,-0.7963678,-0.7785553,-0.0178125
6,-2.0760174,-1.8713036,"('distant', 'open')",0.022891197,0.1484998,-1.026563,-0.8614019,-0.1651611
9,-1.9234849,-1.9240247,"('unaffectionate', 'caring')",0.89874065,0.7305237,-0.5123721,-0.5967505,0.0843784
8,-1.908026,-1.8314428,"('unaffectionate', 'affectionate')",0.56847996,0.57953143,-0.669773,-0.6259557,-0.0438173
19,-1.8993537,-1.7121049,"('inhospitable', 'hospitable')",-0.24386534,-0.15848109,-1.0716095,-0.935293,-0.1363165
5,-1.8507428,-1.7072952,"('distant', 'outgoing')",-0.39909443,-0.37443316,-1.1249186,-1.0408642,-0.0840544
31,-1.8423373,-1.7174759,"('evil', 'good')",-1.2660122,-1.326714,-1.5541747,-1.522095,-0.0320797
81,1.7972642,1.7424176,"('submissive', 'aggressive')",-0.28209576,-0.40482235,0.7575842,0.6687976,0.0887866
79,-1.7744251,-1.5565318,"('wavering', 'unwavering')",-0.23334716,-0.12923202,-1.0038861,-0.8428819,-0.1610042
85,-1.6711495,-1.6692126,"('insignificant', 'prestigious')",-0.0113996845,-0.019211747,-0.8412746,-0.8442122,0.0029376
60,1.4287686,1.5675638,"('inefficient', 'efficient')",0.42010993,0.27614418,0.9244393,0.921854,0.0025853
52,-1.3825787,-1.5351723,"('irrational', 'rational')",-0.09339087,-0.1200824,-0.7379848,-0.8276274,0.0896426
25,-1.2801757,-1.2853732,"('egoistic', 'altruistic')",0.89836925,1.1044971,-0.1909032,-0.0904381,-0.1004651
38,-1.1972209,-0.9101271,"('untruthful', 'truthful')",-0.144598,-0.08381217,-0.6709095,-0.4969696,-0.1739399
80,1.1892393,1.0352359,"('dominated', 'dominating')",-1.2251518,-1.3476479,-0.0179563,-0.156206,0.1382497
54,-1.1064858,-0.86080587,"('incapable', 'capable')",1.149656,1.2180451,0.0215851,0.1786196,-0.1570345
24,-1.0980887,-0.9257556,"('dishonest', 'honest')",0.542167,0.6457232,-0.2779609,-0.1400162,-0.1379447
86,-1.0464848,-0.9645472,"('uninfluential', 'influential')",-0.28128415,-0.50822085,-0.6638845,-0.736384,0.0724995
62,1.038853,1.0877725,"('incompetent', 'brilliant')",0.37536004,0.29033625,0.7071065,0.6890544,0.0180521
23,-1.038665,-0.9756972,"('insincere', 'sincere')",5.446487,5.3943033,2.2039108,2.2093031,-0.0053923
88,-1.0325562,-0.9662586,"('low', 'eminent')",0.20580551,0.21426377,-0.4133753,-0.3759974,-0.0373779
55,0.9982792,1.0558435,"('incompetent', 'clever')",0.12961529,-0.026528955,0.5639473,0.5146573,0.04929
61,-0.9850637,-1.0906044,"('illogical', 'logical')",-0.060874097,-0.2688811,-0.5229689,-0.6797428,0.1567739
56,0.9835592,1.3040729,"('impractical', 'practical')",0.028404595,0.10795532,0.5059819,0.7060141,-0.2000322
64,0.9327938,0.7011663,"('shy', 'confident')",-6.007879,-6.282877,-2.5375426,-2.7908554,0.2533128
10,-0.9147328,-0.6251796,"('unsympathetic', 'sympathetic')",-0.07163816,-0.22268926,-0.4931855,-0.4239344,-0.0692511
44,0.865715,1.0212814,"('prejudiced', 'unprejudiced')",-1.4609697,-1.2159691,-0.2976273,-0.0973439,-0.2002834
63,-0.85777324,-0.8133556,"('unperceptive', 'insightful')",1.2781432,0.9002788,0.210185,0.0434616,0.1667234
14,0.84197253,0.86031157,"('antisocial', 'social')",-0.5771573,-0.53531176,0.1324076,0.1624999,-0.0300923
35,-0.799932,-0.7723858,"('corrupt', 'incorrupt')",-0.44109076,-0.25671548,-0.6205114,-0.5145506,-0.1059608
66,-0.7987998,-0.7798239,"('inactive', 'active')",0.6203933,0.58942246,-0.0892033,-0.0952007,0.0059974
67,0.79733944,0.864317,"('doubtful', 'determined')",-0.35856277,-0.10901005,0.2193883,0.3776535,-0.1582652
71,-0.79107386,-1.1283056,"('diffident', 'self-confident')",0.28942984,-0.0019222647,-0.250822,-0.5651139,0.3142919
16,-0.7881661,-0.83048344,"('unpopular', 'popular')",0.30141845,0.2519458,-0.2433738,-0.2892688,0.045895
28,-0.73364484,-0.7546609,"('disloyal', 'loyal')",0.6945053,0.6559251,-0.0195698,-0.0493679,0.0297981
72,-0.7082963,-0.38787523,"('unambitious', 'ambitious')",-1.1061937,-0.9367038,-0.907245,-0.6622895,-0.2449555
76,0.6813527,0.9324416,"('anxious', 'daring')",0.37800813,0.54781973,0.5296804,0.7401307,-0.2104503
82,-0.6716958,-0.3187474,"('poor', 'rich')",5.8933606,6.212219,2.6108325,2.9467359,-0.3359034
3,-0.6526438,-0.6948542,"('repellent', 'pleasant')",-0.039736107,0.037998274,-0.3461899,-0.328428,-0.0177619
42,0.64921534,0.8303593,"('unreliable', 'reliable')",-2.8899853,-2.9364877,-1.1203849,-1.0530642,-0.0673207
58,-0.63294184,-0.5897965,"('undiscriminating', 'discriminating')",0.17670861,-0.10670133,-0.2281166,-0.3482489,0.1201323
26,-0.63193655,-0.6201824,"('hardhearted', 'benevolent')",1.2586082,1.3709311,0.3133358,0.3753744,-0.0620386
39,0.6162042,0.6051429,"('exploitative', 'cooperative')",0.0051878383,0.05820201,0.310696,0.3316725,-0.0209765
34,-0.60883874,-0.5364936,"('mean', 'honorable')",6.3505015,6.335766,2.8708315,2.899636,-0.0288045
